[F026];[Датчик];[3];[8];
[F027];[Датчик];[4];[9];
[F028];[Датчик];[2];[10];
[FV-026];[Клапан в сборке];[o];[i];
[FV-027];[Клапан в сборке];[o];[i];
[FV-028];[Клапан в сборке];[i];[o];
[HV-022];[Поршень_клапан];[o];[i];
[PG-032];[Датчик];[1];[7];
[PSV-012A/S];[ППК_2х];[o];[i];
[S_30AM3001_1];[Датчик];[14];[15];
[S_30AM3001_2];[Датчик];[11];[13];
[T-3001];[Колонна];[i_24];[i_28];[i_17];[o_1];[i_1];[i_15];[o_16];[o_20];[o_20A];[o_41];[i_29];[i_39];[i_41A];[i_41];
[T011];[Датчик];[12];[16];
[T040];[Датчик];[5];[6];
[XV-023];[Э_задвижка];[i];[o];
[XV-088];[Поршень_клапан];[i];[o];
[_PG-032];[МД];
[Водяной пар СД к X-3001];[IO];[i];
[Газойль в Т-3002 от T-3001];[IO];[i];
[Диспергатор от P-3032A/S к дренажной линии T-3001];[IO];[o];
[Дренаж в V-3024];[Коллектор];
[Дренаж в V-3024];[Коллектор];[i_Т-3001_4];[i_Т-3001_5];
[Квенч из Е-3002А/В в T-3001];[IO];[o];
[Конденсат среднего давления от T-3001];[IO];[i];
[Орошение колонны Т-3001 от P-3006/A,S];[IO];[o];
[Остаток висбрекинга к S-3001A/S];[IO];[i];
[Отводящий трубопровод ППК];[IO];[o];
[Пар НД к аппаратам];[Коллектор];[o_Т-3001_6];
[Пар СД к аппаратам];[Коллектор];[o_Т-3001_3];
[Пары газойля из стриппинга Т-3002 в T-3001];[IO];[o];
[Пары колонны фракционирования из Т-3001 в А-3001/A-C];[IO];[i];
[Пары пропускаемые арматурой к Т-3001];[IO];[o];
[Продукт сокинг- камеры в Т-3001];[IO];[o];
[Сдувка УВ от Р-3003А/S];[IO];[o];
[Т-3001_ДР_7588];[Дренаж];[i];
[Т-3001_ДР_7977];[Дренаж];[i];
[Т-3001_ДР_8080];[Дренаж];[i];
[Т-3001_ДР_8140];[Дренаж];[i];
[Т-3001_ДР_8221];[Дренаж];[i];
[Т-3001_ДР_8266];[Дренаж];[i];
[Т-3001_ДР_8275];[Дренаж];[i];
[Т-3001_ДР_8300];[Дренаж];[i];
[Т-3001_ДР_8323];[Дренаж];[i];
[Т-3001_ДР_8351];[Дренаж];[i];
[Т-3001_ДР_8398];[Дренаж];[i];
[Т-3001_ДР_8531];[Дренаж];[i];
[Т-3001_ЗАГЛ_НО_8358];[Заглушка_НО];[i];[o];
[Т-3001_ЗАГЛ_НО_8364];[Заглушка_НО];[i];[o];
[Т-3001_ЗАГЛ_НО_8370];[Заглушка_НО];[i];[o];
[Т-3001_ЗАГЛ_НО_8380];[Заглушка_НО];[o];[i];
[Т-3001_ЗАГЛ_НО_8386];[Заглушка_НО];[o];[i];
[Т-3001_ЗАГЛ_НО_8428];[Заглушка_НО];[o];[i];
[Т-3001_ЗАГЛ_НО_8434];[Заглушка_НО];[o];[i];
[Т-3001_ЗАГЛ_НО_8440];[Заглушка_НО];[i];[o];
[Т-3001_ЗАГЛ_НО_8446];[Заглушка_НО];[o];[i];
[Т-3001_ЗАГЛ_НО_8452];[Заглушка_НО];[i];[o];
[Т-3001_ЗАГЛ_НО_8463];[Заглушка_НО];[o];[i];
[Т-3001_ЗКЛ_7678];[Проходной_кран];[i];[o];
[Т-3001_ЗКЛ_7848];[Проходной_кран];[o];[i];
[Т-3001_ЗКЛ_7873];[Проходной_кран];[i];[o];
[Т-3001_ЗКЛ_7890];[Проходной_кран];[o];[i];
[Т-3001_ЗКЛ_7960];[Проходной_кран];[i];[o];
[Т-3001_ЗКЛ_8011];[Проходной_кран];[o];[i];
[Т-3001_ЗКЛ_8026];[Проходной_кран];[o];[i];
[Т-3001_ЗКЛ_8133];[Проходной_кран];[i];[o];
[Т-3001_ЗКЛ_8254];[Проходной_кран];[i];[o];
[Т-3001_ЗКЛ_8277];[Проходной_кран];[i];[o];
[Т-3001_ЗКЛ_8306];[Проходной_кран];[i];[o];
[Т-3001_ЗКЛ_8317];[Проходной_кран];[i];[o];
[Т-3001_ЗКЛ_8511];[Проходной_кран];[i];[o];
[Т-3001_ЗКЛ_ЗАГЛ_НЗ_7571];[Задвижка_с_заглушкой_НЗ];[i];[o];
[Т-3001_ЗКЛ_ЗАГЛ_НЗ_7984];[Задвижка_с_заглушкой_НЗ];[i];[o];
[Т-3001_ЗКЛ_ЗАГЛ_НЗ_8087];[Задвижка_с_заглушкой_НЗ];[i];[o];
[Т-3001_ЗКЛ_ЗАГЛ_НЗ_8147];[Задвижка_с_заглушкой_НЗ];[i];[o];
[Т-3001_ЗКЛ_ЗАГЛ_НО_7596];[Задвижка_с_заглушкой_НО];[i];[o];
[Т-3001_ЗКЛ_ЗАГЛ_НО_8237];[Задвижка_с_заглушкой_НО];[o];[i];
[Т-3001_ЗКЛ_ЗАГЛ_НО_8407];[Задвижка_с_заглушкой_НО];[o];[i];
[Т-3001_ЗКЛ_ЗАГЛ_НО_8417];[Задвижка_с_заглушкой_НО];[i];[o];
[Т-3001_Канализация_8292];[Канализация];[i];
[Т-3001_Конд_8287];[Конденсатоотводчик];[i];[o];
[Т-3001_Конд_8312];[Конденсатоотводчик];[i];[o];
[Т-3001_ОК_7566];[Обратный_клапан];[i];[o];
[Т-3001_ОК_7581];[Обратный_клапан];[i];[o];
[Т-3001_ОК_7843];[Обратный_клапан];[o];[i];
[Т-3001_ОК_7885];[Обратный_клапан];[o];[i];
[Т-3001_ОК_8005];[Обратный_клапан];[o];[i];
[Т-3001_ОК_8020];[Обратный_клапан];[o];[i];
[Т-3001_ОК_8247];[Обратный_клапан];[i];[o];
[Т-3001_ОК_8344];[Обратный_клапан];[o];[i];
[Т-3001_ШК_8258];[Шаровой_кран];[o];[i];
[Т-3001_ШК_8328];[Шаровой_кран];[i];[o];
[Т-3001_ШК_8507];[Шаровой_кран];[i];[o];
