PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5
M;C358_3_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;358;;;;;;;0;;;;2802;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;516_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;516;;;;;;;0;;;;801;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
T;432_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;432;;;;;;;;10 ms;1;;44;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON memorize with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;52HX035OP_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;292;;;;;;;0;;;;537;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_511_1;951
DO;51YT005_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;172;;;;;;;0;;;;836;ИСТИНА;57217;None;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_511_1;577
M;C2406_4;;;;;Compiler marker (384, 240);;ЛОЖЬ;ЛОЖЬ;;2406;;;;;;;0;;;;993;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;366_378_2;;;;;5100-OU-03 T.GAS ALARM;;ЛОЖЬ;ЛОЖЬ;;378;;;;;;;0;;;;38;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;420_18;;;;;;;ЛОЖЬ;ЛОЖЬ;;420;;;;;;;0;;;;1861;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C2475_1;;;;;Compiler marker (168, 157);;ЛОЖЬ;ЛОЖЬ;;2475;;;;;;;0;;;;633;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
T;506_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;506;;;;;;;;1 s;30;;172;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;51XA149;;COM;;;TRIP INITIATOR-Fire;No;ЛОЖЬ;ЛОЖЬ;;136;;;;;;;1;;;;402;ИСТИНА;57363;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_511_1;831
DO;51HS146_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;130;;;;;;;0;;;;387;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_511_1;816
M;C136_7_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;136;;;;;;;0;;;;3048;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C386_3_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;386;;;;;;;0;;;;2694;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;52GT008_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;372;;;;;;;0;;;;226;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_511_1;655
M;C358_3_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;358;;;;;;;0;;;;2803;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C516_3_Q;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;516;;;;;;;0;;;;870;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;260_262_3;;;;;52GA001_FL;;ЛОЖЬ;ЛОЖЬ;;262;;;;;;;0;;;;1461;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;118_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;118;;;;;;;0;;;;651;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C105_2;;;;;Compiler marker (352, 156);;ЛОЖЬ;ЛОЖЬ;;105;;;;;;;0;;;;1009;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;52GT023_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;386;;;;;;;0;;;;251;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_511_1;680
M;122_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;122;;;;;;;0;;;;648;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C290_1_R;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;290;;;;;;;0;;;;2848;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;178_800_2;;;;;5100-PH LFL FIRE ALARM;;ЛОЖЬ;ЛОЖЬ;;800;;;;;;;0;;;;1431;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C414_3_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;414;;;;;;;0;;;;2612;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C500_1_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;500;;;;;;;0;;;;2375;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;511_512_1;;;;;52XS123F_FL;;ЛОЖЬ;ЛОЖЬ;;512;;;;;;;0;;;;141;ЛОЖЬ;0;;;;;;;0=cmdSTOP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
BO;IB511_FGS1_RT2_B;;COM;;;Repair time CP2;No;ЛОЖЬ;ЛОЖЬ;;23;;Word;;;;;0;;;;46;;0;;;;;;;;;0;0;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_511_1;11028
DI;51HS136_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;112;;;;;;;0;;;;3202;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;FGS_511_1;35
DI;52HS079;;FLD;;;Test button for indicator and alarm (outer inst.) с.5200;No;ИСТИНА;ЛОЖЬ;;392;;;;;;;;;;;61;ИСТИНА;57082;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;41.03;9;6;1;Low;;Digital switch without loop monitoring;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_511_1;438
M;C434_1_M;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;434;;;;;;;0;;;;2535;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;52HX038_MD;;COM;;;FAN MODE;No;ЛОЖЬ;ЛОЖЬ;;434;;;;;;;0;;;;532;ЛОЖЬ;0;None;;;;;;1=AUTO;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_511_1;946
BI;41-Month;;SYS;;;Month;No;ЛОЖЬ;;;24;;Byte;;;;;;;;;2;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_511_1.52XA138_2;;FSC;;;T.GD act. in PH-5200-GDAP-C,F,G lamp;Yes;ЛОЖЬ;ЛОЖЬ;;458;;;;;;;0;;;;101;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;FGS_001_1;FGS_511_1;23;;;;;;;;;;;;;;;;
R;2406_F;;;;;ALARM LEVEL H;;ЛОЖЬ;ЛОЖЬ;;2406;;Long;;;;;0;;;;24;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;C292_2_M;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;292;;;;;;;0;;;;2822;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;52GA008;;COM;;;TRIP INITIATOR-Toxic gas;No;ЛОЖЬ;ЛОЖЬ;;372;;;;;;;1;;;;230;ИСТИНА;57288;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_511_1;659
M;362_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;362;;;;;;;0;;;;1660;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;452_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;452;;;;;;;0;;;;1018;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;110_146_1;;;;;51XA135_FL;;ЛОЖЬ;ЛОЖЬ;;146;;;;;;;0;;;;615;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;52XA088;;FLD;;;Indicator (LVG) Pump st. LVZh;Yes;ИСТИНА;ЛОЖЬ;;278;;;;;;;0;;;;40;ИСТИНА;57083;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;41.04;5;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_511_1;513
M;C474_2_3;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;474;;;;;;;0;;;;2425;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;146_14;;;;;;;ЛОЖЬ;ЛОЖЬ;;146;;;;;;;0;;;;592;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C2462_1_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;2462;;;;;;;0;;;;1838;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C508_4_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;508;;;;;;;0;;;;2359;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;52XA133;;FLD;;;Horn (fire) LVG room;Yes;ИСТИНА;ЛОЖЬ;;178;;;;;;;0;;;;92;ИСТИНА;57031;None;;;;;;1=ON;;;;;;;Undefined;;;;41.05;13;5;1;Appl;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_511_1;551
T;382_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;382;;;;;;;;100 ms;10;;788;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DO;52HX037OP_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;432;;;;;;;0;;;;525;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_511_1;939
M;C178_1_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;178;;;;;;;0;;;;82;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;280_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;280;;;;;;;0;;;;1521;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;178_286_3;;;;;5100-PH LFL FIRE ALARM;;ЛОЖЬ;ЛОЖЬ;;286;;;;;;;0;;;;755;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C474_2_4;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;474;;;;;;;0;;;;2426;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;424_434_2;;;;;52HS063_FL;;ЛОЖЬ;ЛОЖЬ;;434;;;;;;;0;;;;772;ЛОЖЬ;0;;;;;;;0=cmdSTOP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;100_114_2;;;;;51HS157;;ЛОЖЬ;ЛОЖЬ;;114;;;;;;;0;;;;626;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DI;51HS151_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;144;;;;;;;0;;;;3218;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;FGS_511_1;51
DO;52GT024_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;388;;;;;;;0;;;;256;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_511_1;685
M;354_408_1;;;;;5100-OU-02 T.GAS ALARM;;ЛОЖЬ;ЛОЖЬ;;408;;;;;;;0;;;;2123;ЛОЖЬ;0;;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DI;52HS040F;;COM;;;DCS AUTO MODE BLOCK;No;ЛОЖЬ;ИСТИНА;;472;;;;;;;0;;;;3266;ЛОЖЬ;0;None;;;;;;1-DCScmdBLOCK;;;;;;;Undefined;;;;;;;;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;FGS_511_1;99
M;400_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;400;;;;;;;0;;;;1714;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;606_23;;;;;;;ЛОЖЬ;ЛОЖЬ;;606;;;;;;;0;;;;1072;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C378_1_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;378;;;;;;;0;;;;2729;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_511_1.FGS_001_1_SnS1;;FSC;;;SafeNet LINK STATUS;Yes;ЛОЖЬ;ЛОЖЬ;;60;;;;;;;0;;;;828;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;FGS_001_1;FGS_511_1;30;;;;;;;;;;;;;;;;
M;2490_C;;;;;Ready to Reset (1=Ready);;ЛОЖЬ;ЛОЖЬ;;2490;;;;;;;0;;;;585;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;290_12;;;;;;;ЛОЖЬ;ЛОЖЬ;;290;;;;;;;0;;;;1606;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;52HS067_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;464;;;;;;;0;;;;499;ИСТИНА;57394;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_511_1;913
M;146_17;;;;;;;ЛОЖЬ;ЛОЖЬ;;146;;;;;;;0;;;;1389;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;52XY125B;;FLD;;;1P5 vent. system trip;Yes;ИСТИНА;ЛОЖЬ;;286;;;;;;;0;;;;203;ИСТИНА;57084;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;41.06;9;4;1;Appl;;;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_511_1;572
M;C290_2_3;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;290;;;;;;;0;;;;2859;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;150_154_1;;;;;51YT001_FL;;ЛОЖЬ;ЛОЖЬ;;154;;;;;;;0;;;;1392;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
T;292_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;292;;;;;;;;1 s;0;;44;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON memorize with variable timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;51HS135_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;110;;;;;;;0;;;;348;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_511_1;777
R;2405_G;;;;;ALARM LEVEL HH;;ЛОЖЬ;ЛОЖЬ;;2405;;Long;;;;;0;;;;20;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
T;472_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;472;;;;;;;;10 ms;1;;72;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON memorize with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;266_268_3;;;;;52GA002_FL;;ЛОЖЬ;ЛОЖЬ;;268;;;;;;;0;;;;1493;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;472_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;472;;;;;;;0;;;;1929;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_511_1.51XA155_2;;FSC;;;MCP act. in 5100/5200-FDAP-C,F lamp;Yes;ЛОЖЬ;ЛОЖЬ;;148;;;;;;;0;;;;127;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;FGS_001_1;FGS_511_1;8;;;;;;;;;;;;;;;;
M;C416_2_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;416;;;;;;;0;;;;2606;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C2465_5;;;;;Compiler marker (272, 138);;ЛОЖЬ;ЛОЖЬ;;2465;;;;;;;0;;;;951;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;2464_N;;;;;PV Bit 1;;ЛОЖЬ;ЛОЖЬ;;2464;;;;;;;0;;;;1085;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;250_378_3;;;;;FGS_511_1.52HS140;;ЛОЖЬ;ЛОЖЬ;;378;;;;;;;0;;;;1658;ЛОЖЬ;0;;;;;;;1=ACK;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C158_2_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;158;;;;;;;0;;;;2962;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;52GA018;;COM;;;TRIP INITIATOR-Toxic gas;No;ЛОЖЬ;ЛОЖЬ;;450;;;;;;;1;;;;300;ИСТИНА;57316;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_511_1;729
M;C178_1_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;178;;;;;;;0;;;;81;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
T;472_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;472;;;;;;;;1 s;0;;128;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON memorize with variable timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C142_7_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;142;;;;;;;0;;;;3024;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;276_278_1;;;;;5100-PH LFL FL.GAS ALARM;;ЛОЖЬ;ЛОЖЬ;;278;;;;;;;0;;;;1510;ЛОЖЬ;0;;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;52XV021PV_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;616;;;;;;;0;;;;465;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_511_1;879
M;474_9;;;;;;;ЛОЖЬ;ЛОЖЬ;;474;;;;;;;0;;;;915;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
T;370_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;370;;;;;;;;100 ms;10;;760;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
AI;51HS150;;FLD;;;Manual horn;Yes;ИСТИНА;ЛОЖЬ;;142;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;276;ЛОЖЬ;57085;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;41.05;3;2;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_511_1;11285
