PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11;ComAllocationType12;Master12;Slave12;PLCAddress12;ComAllocationType13;Master13;Slave13;PLCAddress13;ComAllocationType14;Master14;Slave14;PLCAddress14;ComAllocationType15;Master15;Slave15;PLCAddress15;ComAllocationType16;Master16;Slave16;PLCAddress16
M;C432_1_F;;;2000;2000;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;432;;;;;;;0;;;;3283;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;526_2;;;2200;;;;ЛОЖЬ;ЛОЖЬ;;526;;;;;;;0;;;;1482;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C680_3_D;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;680;;;;;;;0;;;;4217;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C693_2_C;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;693;;;;;;;0;;;;5914;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C522_1_B;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;522;;;;;;;0;;;;3188;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;22VSHH007Y;;BNS;2200;A_2000;"HPRT SHAFT VIBR-CE ""Y""";Yes;ИСТИНА;ЛОЖЬ;;542;;;;;;;;;;;153;ИСТИНА;6482;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;04.04;1;2;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;1322;;;;;;;;
M;519_576_1;;;2200;P-2001;22TAHH001NN2_I;;ЛОЖЬ;ЛОЖЬ;;576;;;;;;;0;;;;5417;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;242_1320_2;;;;;21PAHH003/004_FL;;ЛОЖЬ;ЛОЖЬ;;1320;;;;;;;0;;;;1268;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C2450_1;;;;;Compiler marker (312, 60);;ЛОЖЬ;ЛОЖЬ;;2450;;;;;;;0;;;;1072;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C201_3_F;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;201;;;;;;;0;;;;4742;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;256_4;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;256;;;;;;;0;;;;2829;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;297_430_2;;;2000;;21BALL044CA;;ЛОЖЬ;ЛОЖЬ;;430;;;;;;;0;;;;965;ЛОЖЬ;0;;;;;;;1=FLAME ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;364_362_2;;;2000;H-2001;20LALL169_SM7;;ЛОЖЬ;ЛОЖЬ;;362;;;;;;;0;;;;5826;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;464_259_6;;;2000;;MO REQUEST;;ЛОЖЬ;ЛОЖЬ;;259;;;;;;;0;;;;3827;ЛОЖЬ;0;;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;268_4;;;2000;H-2001;;;ЛОЖЬ;ЛОЖЬ;;268;;;;;;;;100 ms;20;;1936;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22VAH010XY;;COM;2200;A_2000;1oo2 PRE ALARM;No;ЛОЖЬ;ЛОЖЬ;;548;;;;;;;0;;;;1234;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;528;;;;;;;;
M;464_486_9;;;2000;H-2001;21BS_H2001_MO;;ЛОЖЬ;ЛОЖЬ;;486;;;;;;;0;;;;1524;ЛОЖЬ;0;;;;;;;1=REQUEST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C525_1_B;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;525;;;;;;;0;;;;5462;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;318_448_3;;;2000;;21BALL065_I;;ЛОЖЬ;ЛОЖЬ;;448;;;;;;;0;;;;500;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20FALL028B_OS;;COM;2000;A_P20_1;FEED FROM P-2001 & S;No;ЛОЖЬ;ЛОЖЬ;;369;;;;;;;0;;;;4867;ИСТИНА;7830;None;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;1494;;;;;;;;
M;693_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;693;;;;;;;0;;;;5908;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C428_1_I;;;2000;2000;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;428;;;;;;;0;;;;3310;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;306_432_1;;;2000;;21BALL053CA;;ЛОЖЬ;ЛОЖЬ;;432;;;;;;;0;;;;976;ЛОЖЬ;0;;;;;;;1=FLAME ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20FI228_MOR;;COM;2000;A_2000;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;344;;;;;;;0;;;;2025;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_4;10;;;;;;;;
DO;21BI040_MOC;;COM;2100;A_2000;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;293;;;;;;;0;;;;2783;ИСТИНА;7263;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;530;;;;;;;;
DO;22TI001N2_TF;;COM;2200;A_2000;GBOX LSS RADIAL BEAR-NDE;No;ЛОЖЬ;ЛОЖЬ;;519;;;;;;;0;;;;4167;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;1606;;;;;;;;
M;200_1;;;2200;;;;ЛОЖЬ;ЛОЖЬ;;200;;;;;;;0;;;;4797;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;507_2;;;2200;P-2001;;;ЛОЖЬ;ЛОЖЬ;;507;;;;;;;;100 ms;5;;1372;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C525_2_F;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;525;;;;;;;0;;;;5464;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;22SSHH001C2;;BNS;2200;A_P20_1;P-2001 Rotation transmitter;Yes;ИСТИНА;ЛОЖЬ;;530;;;;;;;;;;;136;ИСТИНА;7845;None;;;;;;1=NORMA;;;;;;;Undefined;;;;04.03;17;1;1;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;1506;;;;;;;;
M;C321_1_A;;;2000;2000;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;321;;;;;;;0;;;;2738;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C274_1_G;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;274;;;;;;;0;;;;3704;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;269_2;;;2000;H-2001;;;ЛОЖЬ;ЛОЖЬ;;269;;;;;;;0;;;;4894;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22VSHH029XY_FU;;COM;;;V-2001;No;ЛОЖЬ;ЛОЖЬ;;1330;;;;;;;0;;;;4806;ИСТИНА;7887;None;;;;;;1=FIRST;1=FIRST;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;1709;;;;;;;;
M;C310_1_F;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;310;;;;;;;0;;;;2888;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20HS031A1;;FLD;2000;A_2000;H-2001 EMERGENCY SD;Yes;ИСТИНА;ЛОЖЬ;;358;;;;;;;;;;;22;ИСТИНА;6485;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;04.03;3;15;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;1232;;;;;;;;
M;C246_4_D;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;246;;;;;;;0;;;;3835;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;4-InputFault;;SYS;;;Input Channel fault;Yes;ЛОЖЬ;;;17;;;;;;;;;;;21;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;380_356_1;;;2000;H-2001;ANALYZERS TRIP;;ЛОЖЬ;ЛОЖЬ;;356;;;;;;;0;;;;95;ЛОЖЬ;0;;;;;;;1=INHIBIT;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;2458_B;;;;;INPUT 2;;ЛОЖЬ;ЛОЖЬ;;2458;;Float;;;;;0;;;;220;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;480_302_1;;;2000;;MO REQUEST;;ЛОЖЬ;ЛОЖЬ;;302;;;;;;;0;;;;4149;ЛОЖЬ;0;;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;22VSHH004XY_MOR;;COM;2000;P-2001;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;536;;;;;;;0;;;;2187;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_4;91;;;;;;;;
T;255_4;;;2000;H-2001;;;ЛОЖЬ;ЛОЖЬ;;255;;;;;;;;100 ms;20;;1436;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21XA010;;COM;2100;A_2000;21XV010 DISCREPANCY;No;ЛОЖЬ;ЛОЖЬ;;1012;;;;;;;0;;;;1685;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;531;;;;;;;;
M;C521_2_G;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;521;;;;;;;0;;;;5489;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20HS431A2;;PNL;2000;A_2000;ACTIVATION OF EM BLOCK 3;Yes;ИСТИНА;ЛОЖЬ;;690;;;;;;;;;;;45;ИСТИНА;6486;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;04.03;5;6;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;1244;;;;;;;;
DO;22TI001B_MOC;;COM;2200;A_2000;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;505;;;;;;;0;;;;298;ИСТИНА;6487;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;532;;;;;;;;
AI;21BI040;;FLD;2100;A_2000;BURNER N° 40;Yes;ИСТИНА;ЛОЖЬ;;293;ИСТИНА;Float;4-20mA;0;100;%;;;;;720;ЛОЖЬ;7432;;None;None;None;None;;;;-25;-25;;;;-XXXXX.X;3.64;22;;04.06;7;11;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;10084;;;;;;;;
M;2490_D;;;;;0=TRIP;;ЛОЖЬ;ЛОЖЬ;;2490;;;;;;;0;;;;175;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;404_2;;;2000;H-2001;;;ЛОЖЬ;ЛОЖЬ;;404;;;;;;;0;;;;4623;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;591_4;;;2200;P-2001S;;;ЛОЖЬ;ЛОЖЬ;;591;;;;;;;0;;;;4340;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;593_628_1;;;2200;P-2001S;22TAHH021LL2_I;;ЛОЖЬ;ЛОЖЬ;;628;;;;;;;0;;;;5146;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;521_1;;;2200;P-2001;;;ЛОЖЬ;ЛОЖЬ;;521;;;;;;;;100 ms;5;;1520;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1330_1333_1;;;;;P-2001S_RESET_SH1;;ЛОЖЬ;ЛОЖЬ;;1333;;;;;;;0;;;;5652;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20SIS059_HWI_02_04;;FLD;2000;A_2000;SAFENET TO ESD04;Yes;ИСТИНА;ЛОЖЬ;;700;;;;;;;;;;;63;ИСТИНА;7221;None;;;;;;0=TRIP;;;;;;;Undefined;;;;04.03;7;8;1;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;2426;;;;;;;;
M;C325_1_G;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;325;;;;;;;0;;;;2723;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;376_1320_4;;;;;21PAHH011_I;;ЛОЖЬ;ЛОЖЬ;;1320;;;;;;;0;;;;5820;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;2495_D;;;;;RESULT;;ЛОЖЬ;ЛОЖЬ;;2495;;Float;;;;;0;;;;112;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;21BI067_MOR;;COM;2100;A_2000;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;486;;;;;;;0;;;;2116;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_4;107;;;;;;;;
DO;20TAHH051_FU;;COM;2000;A_2000;R-2001 FEED FROM H-2001;No;ЛОЖЬ;ЛОЖЬ;;1320;;;;;;;0;;;;1834;ИСТИНА;7399;None;;;;;;1=FIRST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;533;;;;;;;;
T;500_1;;;2200;P-2001;;;ЛОЖЬ;ЛОЖЬ;;500;;;;;;;;100 ms;5;;972;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI001S_TF;;COM;2200;A_2000;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;523;;;;;;;0;;;;1097;ЛОЖЬ;0;None;;;;;;0=FAIL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_4;534;;;;;;;;
M;C242_4_G;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;242;;;;;;;0;;;;4994;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1333_15;;;;;;;ЛОЖЬ;ЛОЖЬ;;1333;;;;;;;0;;;;5667;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;252_2;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;252;;;;;;;;100 ms;5;;40;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
