PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11;ComAllocationType12;Master12;Slave12;PLCAddress12;ComAllocationType13;Master13;Slave13;PLCAddress13;ComAllocationType14;Master14;Slave14;PLCAddress14;ComAllocationType15;Master15;Slave15;PLCAddress15
M;C1324_1_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1324;;;;;;;0;;;;942;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20HA165A;;COM;2000;A_P20_2;P-2025/S EMERGENCY SD;No;ЛОЖЬ;ЛОЖЬ;;744;;;;;;;0;;;;1907;ИСТИНА;9555;None;;;;;;0=ACTIVE;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C685_1_B;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;685;;;;;;;0;;;;2033;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;588_1331_1;;;;;22TAHH101E2_I;;ЛОЖЬ;ЛОЖЬ;;1331;;;;;;;0;;;;6273;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;672_2;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;672;;;;;;;0;;;;602;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;57_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;57;;;;;;;;1 s;30;;104;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C666_3_C;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;666;;;;;;;0;;;;2382;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C508_3_E;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;508;;;;;;;0;;;;3538;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1020_1;;;;;Compiler marker (224, 54);;ЛОЖЬ;ЛОЖЬ;;1020;;;;;;;0;;;;1415;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI101HH2_FU;;COM;;;V-2005;No;ЛОЖЬ;ЛОЖЬ;;1332;;;;;;;0;;;;6250;ИСТИНА;9852;None;;;;;;1=FIRST;1=FIRST;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21XY105_ESD;;COM;;;21XY105 FOR HMI;No;ЛОЖЬ;ЛОЖЬ;;405;;;;;;;0;;;;6461;ИСТИНА;8438;None;;;;;;0=TRIP;0=TRIP;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22VSHH068X_FU;;COM;2200;P-2051;"HPRT SHAFT VIBR-NCE ""X""";No;ЛОЖЬ;ЛОЖЬ;;1340;;;;;;;0;;;;2794;ИСТИНА;8917;None;;;;;;1=FIRST;1=FIRST;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C516_3_G;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;516;;;;;;;0;;;;6104;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH115B_CA;;COM;2200;A_2000;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;680;;;;;;;0;;;;2015;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1350_1352_1;;;;P-2005;P-2005 TRANS FAULT;;ЛОЖЬ;ЛОЖЬ;;1352;;;;;;;0;;;;2277;ЛОЖЬ;0;;;;;;;0=FAULT;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C328_1_B;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;328;;;;;;;0;;;;3341;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;22TI349A;;FLD;2200;A_P20_1;PUMP LINE BEARING TEMP;Yes;ИСТИНА;ЛОЖЬ;;709;ИСТИНА;Float;4-20mA;-40;150;°C;;;;;208;ЛОЖЬ;9563;;None;None;None;None;;;;-87.5;-87.5;;;;-XXXXX.X;3.76;21;;05.06;7;2;1;Top scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;10228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C649_3_E;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;649;;;;;;;0;;;;1884;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;342_343_4;;;2000;H-2002;21PI114B;;ЛОЖЬ;ЛОЖЬ;;343;;Float;;;;;0;;;;760;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;319_2;;;2000;H-2002;;;ЛОЖЬ;ЛОЖЬ;;319;;;;;;;;100 ms;5;;2816;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;266_1;;;2000;H-2002;;;ЛОЖЬ;ЛОЖЬ;;266;;;;;;;;100 ms;20;;1560;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C322_1_A;;;2000;2000;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;322;;;;;;;0;;;;4316;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;296_4;;;2000;H-2002;;;ЛОЖЬ;ЛОЖЬ;;296;;;;;;;;100 ms;20;;2548;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;374_398_1;;;2000;H-2002;20-I-315_I;;ЛОЖЬ;ЛОЖЬ;;398;;;;;;;0;;;;544;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1326_21;;;;;;;ЛОЖЬ;ЛОЖЬ;;1326;;;;;;;0;;;;6192;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;631_606_1;;;2200;P-2005S;MAIN MOTOR RUNNING;;ЛОЖЬ;ЛОЖЬ;;606;;;;;;;0;;;;2455;ЛОЖЬ;0;;;;;;;1=RUNNING;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21H2002_C02;;COM;2000;H-2001;TIGHT TEST PERMISSION;No;ЛОЖЬ;ЛОЖЬ;;388;;;;;;;0;;;;4689;ИСТИНА;9634;None;;;;;;1=PERMISSIVE;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1633;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH191A_CA;;COM;2200;A_P20_2;P-2012S PUMP T. BEAR TEMP;No;ЛОЖЬ;ЛОЖЬ;;656;;;;;;;0;;;;4543;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;456_4;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;456;;;;;;;0;;;;998;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;22TI257A_MOR;;COM;2200;A_2000;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;750;;;;;;;0;;;;5652;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_5;183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;760_1;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;760;;;;;;;0;;;;2192;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C586_2_E;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;586;;;;;;;0;;;;3402;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;704_4;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;704;;;;;;;0;;;;2924;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21BALL115_CA;;COM;2100;A_2000;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;268;;;;;;;0;;;;229;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;670;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;718_719_2;;;2200;;20-I-260 (delay 12 sec);;ЛОЖЬ;ЛОЖЬ;;719;;;;;;;0;;;;3714;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C762_1_C;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;762;;;;;;;0;;;;1251;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20SIS260_HWO_05_07;;FLD;2200;;SAFENET TO SM7;Yes;ИСТИНА;ЛОЖЬ;;718;;;;;;;0;;;;93;ИСТИНА;9832;None;;;;;;0=TRIP;;;;;;;Undefined;;;;05.09;13;6;1;Appl;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;2438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;22TI401AB_MOR;;COM;2200;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;647;;;;;;;0;;;;5556;ЛОЖЬ;0;None;;;;;;1=REQUEST;1=REQUEST;;;;;;Undefined;;;;;;;;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;View only;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_5;262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C730_3_D;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;730;;;;;;;0;;;;2273;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;544_6;;;2200;P-2005;;;ЛОЖЬ;ЛОЖЬ;;544;;;;;;;0;;;;2823;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C304_1_E;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;304;;;;;;;0;;;;3819;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C752_2_G;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;752;;;;;;;0;;;;1034;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;311_4;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;311;;;;;;;0;;;;3242;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C730_5_E;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;730;;;;;;;0;;;;3685;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C316_1_E;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;316;;;;;;;0;;;;3781;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C642_4_C;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;642;;;;;;;0;;;;5244;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;21PI111B_LL;;COM;2100;A_2000;LL TRIP SETPOINT (kPa);No;ЛОЖЬ;ЛОЖЬ;;248;;Float;;;;;0;;;;396;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;10332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;150_151_1;;;2200;;MOS AREA 2000-3;;ЛОЖЬ;ЛОЖЬ;;151;;;;;;;0;;;;757;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;554_151_2;;;2200;P-2005;22ZSHH022_MO;;ЛОЖЬ;ЛОЖЬ;;151;;;;;;;0;;;;4091;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;22TI401A;;FLD;2200;;P-2006B BEAR 1 TEMP;Yes;ИСТИНА;ЛОЖЬ;;647;ИСТИНА;Float;4-20mA;-40;200;°C;;;;;1052;ЛОЖЬ;8831;;None;None;None;None;;;;;;;;;-XXXXX.X;3.76;21;;05.07;13;9;1;Top scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;10484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;259_2;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;259;;;;;;;0;;;;4652;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;608_10;;;2200;P-2005S;;;ЛОЖЬ;ЛОЖЬ;;608;;;;;;;0;;;;6611;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;402_295_8;;;2000;;INHIBIT FLAME ON;;ЛОЖЬ;ЛОЖЬ;;295;;;;;;;0;;;;3770;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C721_1_A;;;2000;2000;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;721;;;;;;;0;;;;2570;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C262_1_E;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;262;;;;;;;0;;;;3903;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;294_1;;;2000;H-2002;;;ЛОЖЬ;ЛОЖЬ;;294;;;;;;;0;;;;2666;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XSA078_OS;;COM;2200;P-2005;MAIN MOTOR RUNNING;No;ЛОЖЬ;ЛОЖЬ;;574;;;;;;;0;;;;2802;ИСТИНА;8904;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21BI170_TF;;COM;2100;A_2000;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;323;;;;;;;0;;;;1119;ЛОЖЬ;0;None;;;;;;0=FAIL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;307_176_6;;;2000;;21BI154_MO;;ЛОЖЬ;ЛОЖЬ;;176;;;;;;;0;;;;4219;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C279_1_E;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;279;;;;;;;0;;;;4401;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;716_1;;;2200;;;;ЛОЖЬ;ЛОЖЬ;;716;;;;;;;0;;;;2918;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;574_1;;;2200;P-2005;;;ЛОЖЬ;ЛОЖЬ;;574;;;;;;;;1 s;180;;44;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;289_174_6;;;2000;;21BI136_MO;;ЛОЖЬ;ЛОЖЬ;;174;;;;;;;0;;;;4146;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;578_7;;;2200;P-2005;;;ЛОЖЬ;ЛОЖЬ;;578;;;;;;;0;;;;1751;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;682_3;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;682;;;;;;;0;;;;755;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20XV090_OOS;;COM;2000;A_2000;OOS 20XV090;No;ЛОЖЬ;ИСТИНА;;668;;;;;;;0;;;;5718;ЛОЖЬ;0;None;;;;;;0=OVERRIDE;0=OVERRIDE;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;View only;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_5;264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1331_1_K;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1331;;;;;;;0;;;;6362;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
