PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11;ComAllocationType12;Master12;Slave12;PLCAddress12;ComAllocationType13;Master13;Slave13;PLCAddress13;ComAllocationType14;Master14;Slave14;PLCAddress14;ComAllocationType15;Master15;Slave15;PLCAddress15
M;742_3;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;742;;;;;;;0;;;;2338;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C514_3_E;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;514;;;;;;;0;;;;6108;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C668_3_F;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;668;;;;;;;0;;;;6466;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;264_424_1;;;2000;;21BALL111CA;;ЛОЖЬ;ЛОЖЬ;;424;;;;;;;0;;;;573;ЛОЖЬ;0;;;;;;;1=FLAME ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;20LI098;;FLD;2000;A_2000;V-2015 BOOT INTERFACE;Yes;ИСТИНА;ЛОЖЬ;;688;ИСТИНА;Float;4-20mA;0;100;%;;;;;80;ЛОЖЬ;8236;;None;None;None;None;;;;-25;-25;;;;-XXXXX.X;3.64;22;;05.06;3;4;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;10073;;;;;;;;;;;;;;;;;;;;;;;;;Output;CC_CCB_5;ESD_001_5;33;;;;;;;;;;;;
M;C334_3_F;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;334;;;;;;;0;;;;3745;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C281_1_G;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;281;;;;;;;0;;;;4392;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;548_1324_2;;;;;22VAHH070Y_I;;ЛОЖЬ;ЛОЖЬ;;1324;;;;;;;0;;;;2011;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C658_4_C;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;658;;;;;;;0;;;;2156;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;688_2;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;688;;;;;;;;100 ms;5;;292;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C714_2_D;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;714;;;;;;;0;;;;2176;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C512_4_C;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;512;;;;;;;0;;;;6123;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;513_1326_1;;;;;22TAHH081H2_I;;ЛОЖЬ;ЛОЖЬ;;1326;;;;;;;0;;;;6170;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C308_2_B;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;308;;;;;;;0;;;;3808;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C678_4_D;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;678;;;;;;;0;;;;2086;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2420_F;;;;;0=TRIP INITIATOR;;ЛОЖЬ;ЛОЖЬ;;2420;;;;;;;0;;;;199;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XY079_P;;COM;2000;A_P20_1;P-2005S EMERGENCY SD;No;ИСТИНА;ЛОЖЬ;;631;;;;;;;0;;;;1603;ИСТИНА;8911;None;;;;;;1=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;2460;;;;;;;;;;;;;;;;;;;;;;;;;Output;CC_CCB_5;ESD_001_5;34;;;;;;;;;;;;
M;1340_5;;;2200;P-2051;;;ЛОЖЬ;ЛОЖЬ;;1340;;;;;;;0;;;;2560;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C709_2_F;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;709;;;;;;;0;;;;1501;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22VSHH070X_FU;;COM;;;V-2005;No;ЛОЖЬ;ЛОЖЬ;;1324;;;;;;;0;;;;2051;ИСТИНА;9922;None;;;;;;1=FIRST;1=FIRST;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;203_3;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;203;;Float;;;;;0;;;;88;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;266_1;;;2000;H-2002;;;ЛОЖЬ;ЛОЖЬ;;266;;;;;;;0;;;;2638;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21BALL134;;COM;2100;A_2000;BURNER 34 FLAME OUT;No;ЛОЖЬ;ЛОЖЬ;;287;;;;;;;0;;;;268;ИСТИНА;8223;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;57_2313_4;;;;;MOS_REL AREA 2000-4;;ЛОЖЬ;ЛОЖЬ;;2313;;;;;;;0;;;;1826;ЛОЖЬ;0;;;;;;;1=RELEASED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21PALL114_CA;;COM;2100;A_2000;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;340;;;;;;;0;;;;659;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C524_2_E;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;524;;;;;;;0;;;;3497;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI081D_MOC;;COM;2200;A_2000;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;507;;;;;;;0;;;;1394;ИСТИНА;8889;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;297_5;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;297;;;;;;;0;;;;4720;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;546_12;;;2200;P-2005;;;ЛОЖЬ;ЛОЖЬ;;546;;;;;;;0;;;;6593;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C320_1_F;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;320;;;;;;;0;;;;2700;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XL423A_ON;;FSC;2000;A_2000;ACTIVATION EM BLOCK 5;No;ЛОЖЬ;ЛОЖЬ;;716;;;;;;;0;;;;2330;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;ESD_001_1;ESD_001_5;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;364_2;;;2000;H-2002;;;ЛОЖЬ;ЛОЖЬ;;364;;;;;;;0;;;;3106;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;302_4;;;2000;H-2002;;;ЛОЖЬ;ЛОЖЬ;;302;;;;;;;;100 ms;20;;2620;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;318_5;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;318;;;;;;;0;;;;4278;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;718_1;;;2200;;;;ЛОЖЬ;ЛОЖЬ;;718;;;;;;;;100 ms;10;;1080;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;401_14;;;;;;;ЛОЖЬ;ЛОЖЬ;;401;;;;;;;0;;;;6480;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;21BI119_LL;;COM;2100;A_2000;LL TRIP SETPOINT (%);No;ЛОЖЬ;ЛОЖЬ;;272;;Float;;;;;0;;;;1064;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;10267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;260_4;;;2000;H-2002;;;ЛОЖЬ;ЛОЖЬ;;260;;;;;;;0;;;;2632;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;692_10;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;692;;;;;;;;100 ms;10;;560;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21BI160_TF;;COM;2100;A_2000;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;313;;;;;;;0;;;;1109;ЛОЖЬ;0;None;;;;;;0=FAIL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;678_162_2;;;2200;;22TI115A_MO;;ЛОЖЬ;ЛОЖЬ;;162;;;;;;;0;;;;4989;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;00XS001E05TMP;;CAB;2000;S_B001;CB001 ESD-05 ALARM TEMP;Yes;ИСТИНА;ЛОЖЬ;;18;;;;;;;;;;;4;ИСТИНА;8226;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;05.03;1;13;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C207_2_C;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;207;;;;;;;0;;;;2555;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22VSHH087X_FU;;COM;;;V-2005;No;ЛОЖЬ;ЛОЖЬ;;1331;;;;;;;0;;;;6235;ИСТИНА;9921;None;;;;;;1=FIRST;1=FIRST;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;C362_1_D;;;2000;2000;Function block register;;ЛОЖЬ;ЛОЖЬ;;362;;Float;;;;;0;;;;908;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI111A_TF;;COM;2200;A_P20_1;MAIN MTR AIR - TEMP;No;ЛОЖЬ;ЛОЖЬ;;580;;;;;;;0;;;;4538;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C298_1_E;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;298;;;;;;;0;;;;3831;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XY090_ESDHMI;;COM;2000;A_2000;20XY090 FOR HMI;No;ЛОЖЬ;ЛОЖЬ;;668;;;;;;;0;;;;6463;ИСТИНА;8804;None;;;;;;0=TRIP;0=TRIP;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;527_146_2;;;2200;P-2005;22TI081W_MO;;ЛОЖЬ;ЛОЖЬ;;146;;;;;;;0;;;;5186;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C666_4_E;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;666;;;;;;;0;;;;4731;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C255_2_B;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;255;;;;;;;0;;;;4471;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C595_3_G;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;595;;;;;;;0;;;;5957;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;682_1004_1;;;2000;;20XY178_CMD;;ЛОЖЬ;ЛОЖЬ;;1004;;;;;;;0;;;;2190;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH081A2_CA;;COM;2200;A_P20_1;PUMP THRUST BEAR - NDE;No;ЛОЖЬ;ЛОЖЬ;;504;;;;;;;0;;;;4585;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1830;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;692_1;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;692;;;;;;;;100 ms;5;;160;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;269_180_6;;;2000;;21BI116_MO;;ЛОЖЬ;ЛОЖЬ;;180;;;;;;;0;;;;1718;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI347B_TF;;COM;2200;A_2000;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;710;;;;;;;0;;;;2149;ЛОЖЬ;0;None;;;;;;0=FAIL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;275_5;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;275;;;;;;;0;;;;3254;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21BALL121_CA;;COM;2100;A_2000;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;274;;;;;;;0;;;;539;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;682;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;305_1;;;2000;H-2002;;;ЛОЖЬ;ЛОЖЬ;;305;;;;;;;;100 ms;20;;2024;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C595_4_D;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;595;;;;;;;0;;;;5959;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;712_1;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;712;;;;;;;0;;;;1680;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21PI111B_TF;;COM;2100;A_2000;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;246;;;;;;;0;;;;692;ЛОЖЬ;0;None;;;;;;0=FAIL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21H2002_C04;;COM;2000;H-2001;RDY FOR TT MAIN VALVES;No;ЛОЖЬ;ЛОЖЬ;;394;;;;;;;0;;;;4692;ИСТИНА;9578;None;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;1635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21BALL111;;COM;2100;A_2000;BURNER 11 FLAME OUT;No;ЛОЖЬ;ЛОЖЬ;;264;;;;;;;0;;;;191;ИСТИНА;8228;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C746_3_E;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;746;;;;;;;0;;;;1315;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21BI167_MOC;;COM;2100;A_2000;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;320;;;;;;;0;;;;4016;ИСТИНА;8229;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_5;917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
