PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11;ComAllocationType12;Master12;Slave12;PLCAddress12;ComAllocationType13;Master13;Slave13;PLCAddress13;ComAllocationType14;Master14;Slave14;PLCAddress14
M;C752_2_C;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;752;;;;;;;0;;;;3849;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;21XZSO504;;FLD;2100;A_2000;FUEL GAS MAIN BURN VENT;Yes;ИСТИНА;ЛОЖЬ;;338;;;;;;;;;;;277;ИСТИНА;5168;None;;;;;;0=OPEN;;;;;;;Undefined;491;3428;;03.07;3;14;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_3;1808;;;;;;;;;;;;;;;;;;;;
DO;22HA154_PA;;COM;2000;C-2001;1oo2 PRE ALARM;No;ЛОЖЬ;ЛОЖЬ;;546;;;;;;;0;;;;2963;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_3;1301;;;;;;;;;;;;;;;;;;;;
DO;20PALL271_FU;;COM;2000;;HG TO C-2003B 2ND ST;No;ЛОЖЬ;ЛОЖЬ;;1068;;;;;;;0;;;;6259;ИСТИНА;5810;None;;;;;;1=FIRST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_3;2138;;;;;;;;;;;;;;;;;;;;
M;326_1;;;2000;H-2005B;;;ЛОЖЬ;ЛОЖЬ;;326;;;;;;;0;;;;9225;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TALL446A_CA;;COM;2200;A_C2003;C-2003A MOTOR PURGE UNIT;No;ЛОЖЬ;ЛОЖЬ;;627;;;;;;;0;;;;7786;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_3;2558;;;;;;;;;;;;;;;;;;;;
T;1096_1;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;1096;;;;;;;;100 ms;50;;1644;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;21PI514A_LL;;COM;2100;A_2000;LL TRIP SETPOINT (kPa);No;ЛОЖЬ;ЛОЖЬ;;314;;Float;;;;;0;;;;470;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_3;10274;;;;;;;;;;;;;;;;;;;;
DO;1_FLM_OUT;;COM;2000;H-2005B;AFTER 20-I-361_CA;No;ЛОЖЬ;ЛОЖЬ;;354;;;;;;;0;;;;9101;ИСТИНА;4020;None;;;;;;0=TRIP;0=TRIP;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_3;2757;;;;;;;;;;;;;;;;;;;;
M;1072_9;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;1072;;;;;;;0;;;;3312;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;22VSHH458C1;;BNS;2200;A_C2003;C-2003B 3RD ST P.6 VIBR;Yes;ИСТИНА;ЛОЖЬ;;746;;;;;;;;;;;159;ИСТИНА;5170;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;03.04;1;8;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_3;1889;;;;;;;;;;;;;;;;;;;;
M;C520_2_D;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;520;;;;;;;0;;;;4633;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22XS350_P;;COM;2200;A_C2002;PERMISSIVE TO START SEQ;No;ИСТИНА;ЛОЖЬ;;598;;;;;;;0;;;;1259;ИСТИНА;5171;None;;;;;;1=PERMIT;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;CC_CCB_2;ESD_001_3;67;Output;EPKS_CCB;ESD_001_3;419;;;;;;;;;;;;;;;;;;;;
M;864_865_2;;;2000;C-2003S;22TAHH517F_I;;ЛОЖЬ;ЛОЖЬ;;865;;;;;;;0;;;;7888;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1070_7;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;1070;;;;;;;0;;;;3298;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;285_3;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;285;;;;;;;0;;;;4461;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;908_1;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;908;;;;;;;;1 s;0;;908;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with variable timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;910_3;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;910;;;;;;;;1 s;0;;932;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with variable timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C2460_1;;;;;Compiler marker (416, 138);;ЛОЖЬ;ЛОЖЬ;;2460;;;;;;;0;;;;8558;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;400_448_2;;;2000;H-2005B;21XY511/512_CMD;;ЛОЖЬ;ЛОЖЬ;;448;;;;;;;0;;;;344;ЛОЖЬ;0;;;;;;;1=OPEN;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;724_3;;;2000;C-2003B;;;ЛОЖЬ;ЛОЖЬ;;724;;;;;;;;100 ms;5;;472;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20HS665;;COM;2000;A_2000;20-I-345 RESET;No;ИСТИНА;ИСТИНА;;368;;;;;;;0;;;;6656;ИСТИНА;5172;None;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_3;135;;;;;;;;;;;;;;;;;;;;
M;366_1;;;2000;H-2005B;;;ЛОЖЬ;ЛОЖЬ;;366;;;;;;;0;;;;6483;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;592_3;;;2000;CB-2001;;;ЛОЖЬ;ЛОЖЬ;;592;;;;;;;;1 s;60;;308;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;22PI501A;;FLD;2000;C-2003S;HG TO C-2003S 1ST ST;Yes;ИСТИНА;ЛОЖЬ;;986;ИСТИНА;Float;4-20mA;0;4;MPa;;;;;1392;ЛОЖЬ;5910;;None;None;None;None;;;;;;;;;-XXXXX.X;3.64;22;;03.09;17;9;1;Bottom scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_3;10629;;;;;;;;;;;;;;;;;;;;
M;668_1;;;2000;C-3003A;;;ЛОЖЬ;ЛОЖЬ;;668;;;;;;;0;;;;1549;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22XA509_P;;COM;2000;A_C2003;C2003S COMMON ALARM;No;ЛОЖЬ;ЛОЖЬ;;894;;;;;;;0;;;;6091;ЛОЖЬ;0;None;;;;;;1=ACTIVE;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;Output;CC_CCB_3;ESD_001_3;117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;940_1;;;2000;C-2003A;;;ЛОЖЬ;ЛОЖЬ;;940;;;;;;;;100 ms;5;;996;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;22TI454A_HH;;COM;2200;A_C2003;HH TRIP SETPOINT (°C);No;ЛОЖЬ;ЛОЖЬ;;700;;Float;;;;;0;;;;1178;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_3;10275;;;;;;;;;;;;;;;;;;;;
M;C278_2_B;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;278;;;;;;;0;;;;3982;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;908_3;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;908;;;;;;;;1 s;0;;916;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with variable timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C430_2_J;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;430;;;;;;;0;;;;1158;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;283_426_3;;;2000;;21BALL524_I;;ЛОЖЬ;ЛОЖЬ;;426;;;;;;;0;;;;4452;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;22TI351B2;;FLD;2200;A_P20_1;PUMP THRUST BEARING TEMP;Yes;ИСТИНА;ЛОЖЬ;;492;ИСТИНА;Float;4-20mA;-40;150;°C;;;;;1164;ЛОЖЬ;4008;;None;None;None;None;;;;-87.5;-87.5;;;;-XXXXX.X;3.76;21;;03.06;11;3;1;Top scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_3;10584;;;;;;;;;;;;;;;;;;;;
M;C442_3_C;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;442;;;;;;;0;;;;4671;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C401_2_C;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;401;;;;;;;0;;;;9054;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;590_1004_1;;;2000;CB-2001;22XS163A TURBINE;;ЛОЖЬ;ЛОЖЬ;;1004;;;;;;;0;;;;4407;ЛОЖЬ;0;;;;;;;COMMON TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2462_H;;;;;      ????;;ЛОЖЬ;ЛОЖЬ;;2462;;;;;;;0;;;;4998;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C865_2_G;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;865;;;;;;;0;;;;7925;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH353A_HWO_03_07;;FLD;2000;A_2000;SAFENET TO SM7;Yes;ИСТИНА;ЛОЖЬ;;494;;;;;;;0;;;;351;ИСТИНА;6346;None;;;;;;0=TRIP;;;;;;;Undefined;;;;03.07;17;8;1;Appl;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_3;2866;;;;;;;;;;;;;;;;;;;;
M;314_316_3;;;2000;H-2005B;21PI514AB_MO;;ЛОЖЬ;ЛОЖЬ;;316;;;;;;;0;;;;240;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1076_8;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;1076;;;;;;;0;;;;3335;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;22TI417F_HH;;COM;2200;A_C2003;HH TRIP SETPOINT (°C);No;ЛОЖЬ;ЛОЖЬ;;664;;Float;;;;;0;;;;978;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_3;10276;;;;;;;;;;;;;;;;;;;;
M;C806_1_B;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;806;;;;;;;0;;;;3807;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1070_2_J;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1070;;;;;;;0;;;;1300;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21XY504;;FLD;2100;A_2000;FG TO MAIN BURNERS VENT;Yes;ИСТИНА;ЛОЖЬ;;398;;;;;;;0;;;;41;ИСТИНА;4002;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;03.08;11;2;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_3;1969;;;;;;;;;;;;;;;;;;;;
AI;VM 03.05/13/17;;SYS;;;;Yes;ЛОЖЬ;;;22;ИСТИНА;Float;0-5V (VM);0;100;U;;;;;472;ЛОЖЬ;0;;None;None;None;None;;;;;;;;;-XXXXX.X;2.5;3.9;;03.05;13;17;1;Scan;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;22ZSHH050A;;BNS;2200;A_C2001;AXIAL DEPLACEMENT TURB;Yes;ИСТИНА;ЛОЖЬ;;554;;;;;;;;;;;218;ИСТИНА;5176;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;03.04;9;3;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_3;1929;;;;;;;;;;;;;;;;;;;;
M;C420_1_A;;;2000;2000;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;420;;;;;;;0;;;;4687;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH417A_FU;;COM;2200;A_2000;C-2003A GUIDE BRG TEMP.;No;ЛОЖЬ;ЛОЖЬ;;1056;;;;;;;0;;;;3100;ИСТИНА;5812;None;;;;;;1=FIRST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_3;422;;;;;;;;;;;;;;;;;;;;
M;C1078_2_K;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1078;;;;;;;0;;;;6351;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;856_3;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;856;;;;;;;0;;;;1998;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C702_2_E;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;702;;;;;;;0;;;;7780;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
