FLD Number;Tag Name;Title;Unit;SubUnit;Protected;Drawing Number;FLD Type;Execution Environment;Author;Revision;Design Date;Parent Asset;Item Name;Point Detail Display;Group Detail Display;Associated Display
940;ESD_001_3_FLD0940;20-I-003 (20PT256);2000;C-2003A;ЛОЖЬ;;Program block;ESD_001_3;;;04.02.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
317;ESD_001_3_FLD0317;I-363 INPUT SIGNALS (21PT514B);2000;H-2005B;ЛОЖЬ;;Program block;ESD_001_3;;;29.09.2013;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1060;ESD_001_3_FLD1060;FIRST OUT C2003B;2000;;ЛОЖЬ;;Program block;ESD_001_3;;;15.02.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1070;ESD_001_3_FLD1070;FIRST OUT C2003S;2000;;ЛОЖЬ;;Program block;ESD_001_3;;;15.02.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
544;ESD_001_3_FLD0544;PRESSURIZED SD C-2002_P;2000;C-2002;ЛОЖЬ;;Program block;ESD_001_3;;;20.01.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
19;ESD_001_3_FLD0019;SYSTEM CABINET ALARMS - esd_001_3;;H-2005B;ЛОЖЬ;;Program block;ESD_001_3;;;29.07.2015;;;Sysdtlsmflda;Sysdtlsmflda_fp;
10;ESD_001_3_FLD0010;LEGEND 09;;;ЛОЖЬ;;Comment block;;;;16.02.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
352;ESD_001_3_FLD0352;INTERLOCK 20-I-370;2000;H-2005B;ЛОЖЬ;;Program block;ESD_001_3;;;19.01.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
819;ESD_001_3_FLD0819;I-503: C2003S INPUT (22TI526F);2000;C-2003S;ЛОЖЬ;;Program block;ESD_001_3;;;26.06.2014;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1300;ESD_001_3_FLD1300;LINE MONITORING DI;;;ЛОЖЬ;;Program block;ESD_001_3;;;16.02.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
968;ESD_001_3_FLD0968;20-I-004 (20PDT361);2000;C-2003B;ЛОЖЬ;;Program block;ESD_001_3;;;04.02.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
624;ESD_001_3_FLD0624;I-501: C2003A INPUT (22TI445);2000;C-2003A;ЛОЖЬ;;Program block;ESD_001_3;;;26.01.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
67;ESD_001_3_FLD0067;MOS ENABLE AREA CH-20-4;;;ЛОЖЬ;;Program block;ESD_001_3;;;11.02.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
242;ESD_001_3_FLD0242;I-361 INPUT SIGNALS (21FT507);2000;H-2005B;ЛОЖЬ;;Program block;ESD_001_3;;;19.01.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
206;ESD_001_3_FLD0206;I-371 INPUT SIGNALS (20PT365C);2000;H-2005B;ЛОЖЬ;;Program block;ESD_001_3;;;24.04.2012;;;Sysdtlsmflda;Sysdtlsmflda_fp;
863;ESD_001_3_FLD0863;I-503: C2003S INPUT(22TI517E2);2000;C-2003S;ЛОЖЬ;;Program block;ESD_001_3;;;27.06.2014;;;Sysdtlsmflda;Sysdtlsmflda_fp;
424;ESD_001_3_FLD0424;FLAME INTERLOCK;2000;H-2005B;ЛОЖЬ;;Program block;ESD_001_3;;;19.01.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
884;ESD_001_3_FLD0884;I-503: C2003S COND MONIT TRIP;2000;C-2003S;ЛОЖЬ;;Program block;ESD_001_3;;;29.01.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
