FLD Number;Tag Name;Title;Unit;SubUnit;Protected;Drawing Number;FLD Type;Execution Environment;Author;Revision;Design Date;Parent Asset;Item Name;Point Detail Display;Group Detail Display;Associated Display
23;FGS_001_3_FLD0023;Common System Faults-Sh3;CB_00_1;FGS001_3;ЛОЖЬ;;Program block;FGS_001_3;;;22.07.2016;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2;FGS_001_3_FLD0002;Legend of Symbols (1);;;ЛОЖЬ;;Comment block;;;;07.04.2010;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1528;FGS_001_3_FLD1528;2000#4 T.Gas detector 20GT056;;;ЛОЖЬ;;Program block;FGS_001_3;;;04.11.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1755;FGS_001_3_FLD1755;SDOL DIAG Sh6;;;ЛОЖЬ;;Program block;FGS_001_3;;;22.02.2013;;;Sysdtlsmflda;Sysdtlsmflda_fp;
100;FGS_001_3_FLD0100;2000#2 ACK, TEST and RESET;;;ЛОЖЬ;;Program block;FGS_001_3;;;31.10.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1220;FGS_001_3_FLD1220;CH-20-3 T.GDs voting;;;ЛОЖЬ;;Program block;FGS_001_3;;;31.10.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
198;FGS_001_3_FLD0198;2000#2 MOS Lamp Control-Sh1;;;ЛОЖЬ;;Program block;FGS_001_3;;;31.10.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
930;FGS_001_3_FLD0930;CH-20-2 Fl.Gas detector 20GT065;;;ЛОЖЬ;;Program block;FGS_001_3;;;31.10.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
176;FGS_001_3_FLD0176;2000#2 FA.Gas detector 20FA451;;;ЛОЖЬ;;Program block;FGS_001_3;;;10.08.2019;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2462;FGS_001_3_FLD2462;MOV/FGS Fan Alarms;;;ЛОЖЬ;;Function block;FGS_001_3;;;31.08.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
742;FGS_001_3_FLD0742;2000#4 Fl.Gas detector 20GT032;;;ЛОЖЬ;;Program block;FGS_001_3;;;31.10.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1554;FGS_001_3_FLD1554;2000#4 Howlers & Beacons-Sh1;;;ЛОЖЬ;;Program block;FGS_001_3;;;04.11.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
20;FGS_001_3_FLD0020;Common System Faults-Sh1;CB_00_1;FGS001_3;ЛОЖЬ;;Program block;FGS_001_3;;;29.09.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
190;FGS_001_3_FLD0190;2000#2 Howlers & Beacons-Sh2;;;ЛОЖЬ;;Program block;FGS_001_3;;;31.10.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
424;FGS_001_3_FLD0424;2000#3 Fl.Gas detector 20GT211;;;ЛОЖЬ;;Program block;FGS_001_3;;;31.10.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
804;FGS_001_3_FLD0804;2000#4 Howlers & Beacons-Sh1;;;ЛОЖЬ;;Program block;FGS_001_3;;;31.10.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
474;FGS_001_3_FLD0474;2000#3 Fl.Gas detector 20GT247;;;ЛОЖЬ;;Program block;FGS_001_3;;;31.10.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
612;FGS_001_3_FLD0612;CH-20-4 Fl.Gas detector 20GT232;;;ЛОЖЬ;;Program block;FGS_001_3;;;31.10.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
498;FGS_001_3_FLD0498;2000#3 Common Alarm Fl.GD-Sh4;;;ЛОЖЬ;;Program block;FGS_001_3;;;31.10.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
632;FGS_001_3_FLD0632;CH-20-4 Howlers & Beacons;;;ЛОЖЬ;;Program block;FGS_001_3;;;31.10.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
606;FGS_001_3_FLD0606;CH-20-4 GAS MOS ENABLE;;;ЛОЖЬ;;Program block;FGS_001_3;;;20.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1616;FGS_001_3_FLD1616;CH-20-2 T.Gas detector 20GT024;;;ЛОЖЬ;;Program block;FGS_001_3;;;04.11.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
