FLD Number;Tag Name;Title;Unit;SubUnit;Protected;Drawing Number;FLD Type;Execution Environment;Author;Revision;Design Date;Parent Asset;Item Name;Point Detail Display;Group Detail Display;Associated Display
920;ESD_861_1_FLD0920;P-8623403IX HH  TE847A2  I-308;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;10.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
160;ESD_861_1_FLD0160;MOS LAMP CONTROL AREA 862-34;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;16.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1410;ESD_861_1_FLD1410;AUTO OPEN 93XV011;;;ЛОЖЬ;;Program block;ESD_861_1;;;26.05.2016;;;Sysdtlsmflda;Sysdtlsmflda_fp;
820;ESD_861_1_FLD0820;P-8623403EX HH LE817   I-269;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;10.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
908;ESD_861_1_FLD0908;P-8623403HX HH  TE846B2  I-304;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;10.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
172;ESD_861_1_FLD0172;MOS LAMP CONTROL AREA 862-34;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;16.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
358;ESD_861_1_FLD0358;P-8623401DX  HH AN 904 I-094;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;09.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1330;ESD_861_1_FLD1330;C-8623402G  HH TE914G   I-545;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;13.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
796;ESD_861_1_FLD0796;P-8623403DX HH AN916    I-258;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;10.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1046;ESD_861_1_FLD1046;P-86234035SX HH TE860A2  I-386;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;11.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
152;ESD_861_1_FLD0152;MOS LAMP CONTROL AREA 862-34;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;16.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
652;ESD_861_1_FLD0652;P-86234022SX  HH AN912   I-192;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;10.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
480;ESD_861_1_FLD0480;P-8623402BX  HH TE821A2  I-134;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;09.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
470;ESD_861_1_FLD0470;P-8623402AX  TRIP;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;09.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
872;ESD_861_1_FLD0872;P-8623403GX HH TE843B2   I-286;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;10.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
314;ESD_861_1_FLD0314;P-8623401CX  HH TEMP809 I-086;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;06.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
248;ESD_861_1_FLD0248;P-8623401AX  HH AN901 I-076;8600;;ЛОЖЬ;;Program block;ESD_861_1;;;06.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
924;ESD_861_1_FLD0924;P-8623403IX HH  TE847C2  I-312;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;10.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1150;ESD_861_1_FLD1150;C-8623401B  HH TE911B   I-446;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;12.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1372;ESD_861_1_FLD1372;C-8623402J/K  LL TE916J  I-707;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;13.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
606;ESD_861_1_FLD0606;P-86234021SX  HH TE828A2 I-176;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;10.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
418;ESD_861_1_FLD0418;P-86234012SX  HH AN906   I-106;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;09.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1132;ESD_861_1_FLD1132;C-8623401A/B LL TE913A  I-701;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;12.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1130;ESD_861_1_FLD1130;C-8623401A  HH TE911A   I-445;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;12.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
898;ESD_861_1_FLD0898;P-8623403GX  TRIP;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;10.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
850;ESD_861_1_FLD0850;P-8623403FX HH LE818   I-281;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;10.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1172;ESD_861_1_FLD1172;C-8623401C/D  LL TE913C  I-702;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;12.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
550;ESD_861_1_FLD0550;P-8623402CX  TRIP;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;09.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
640;ESD_861_1_FLD0640;P-86234022SX  HH TE829A2 I-182;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;10.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
980;ESD_861_1_FLD0980;P-86234032SX HH TE853A2  I-344;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;10.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2480;ESD_861_1_FLD2480;ALARM LAMP CONTROL;;;ЛОЖЬ;;Function block;ESD_861_1;;;06.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
612;ESD_861_1_FLD0612;P-86234021SX  HH AN911   I-180;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;10.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
572;ESD_861_1_FLD0572;P-8623402DX  HH AN910  I-168;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;09.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1348;ESD_861_1_FLD1348;C-8623402G    TRIP;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;13.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1060;ESD_861_1_FLD1060;P-8623406AX  HH TE861    I-401;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;11.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1108;ESD_861_1_FLD1108;P-8623409AX    TRIP;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;11.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1154;ESD_861_1_FLD1154;C-8623401B  HH VT911B   I-454;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;12.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
842;ESD_861_1_FLD0842;P-8623403FX HH TE841B2 I-274;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;10.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
642;ESD_861_1_FLD0642;P-86234022SX  HH TE829B2 I-184;862-34;;ЛОЖЬ;;Program block;ESD_861_1;;;10.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
