PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5
M;2405_C;;;;;0=DIRTY OPTICS;;ЛОЖЬ;ЛОЖЬ;;2405;;;;;;;0;;;;1536;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;2463_11;;;;;;;ЛОЖЬ;ЛОЖЬ;;2463;;;;;;;0;;;;1155;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C608_2;;;;;Compiler marker (256, 61);;ЛОЖЬ;ЛОЖЬ;;608;;;;;;;0;;;;2599;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;30XY535B;;FLD;;;Near R-3001, T-3001;Yes;ИСТИНА;ЛОЖЬ;;518;;;;;;;0;;;;94;ИСТИНА;53175;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;37.07;1;7;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_301_1;583;;;;
M;180_226_3;;;;;30YT012_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;226;;;;;;;0;;;;1232;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C352_4_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;352;;;;;;;0;;;;2825;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;30GA525;;COM;;;TRIP INITIATOR-Flammable gas;No;ЛОЖЬ;ЛОЖЬ;;348;;;;;;;1;;;;820;ИСТИНА;53359;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_301_1;830;;;;
AI;30GT521;;FLD;;;Near V-3017;Yes;ИСТИНА;ЛОЖЬ;;342;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;300;ЛОЖЬ;53040;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;37.04;3;8;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_301_1;11309;;;;
BI;37-Day;;SYS;;;Day;No;ЛОЖЬ;;;24;;Byte;;;;;;;;;3;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C160_2_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;160;;;;;;;0;;;;3200;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C174_4_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;174;;;;;;;0;;;;3148;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DI;30HS300B_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;911;;;;;;;0;;;;3413;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;Input;EPKS_CCB;FGS_301_1;86;;;;
T;22_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;22;;;;;;;;100 ms;5;;620;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_301_1.30XZLO300;;FSC;;;Задвижка 30XV300-открыта;Yes;ЛОЖЬ;ЛОЖЬ;;806;;;;;;;0;;;;974;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;FGS_001_1;FGS_301_1;39;;;;;;;;;;;;;;;;
DO;30HY124;;MCC;;;Stop В2…В5, P2, P3  (Stop at Fire);Yes;ИСТИНА;ЛОЖЬ;;917;;;;;;;0;;;;232;ИСТИНА;53123;None;;;;;;1=cmdSTOP;;;;;;;Undefined;491;3428;;37.05;1;1;1;Appl;;;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_301_1;517;;;;
M;C206_2_I;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;206;;;;;;;0;;;;3046;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C158_3_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;158;;;;;;;0;;;;3202;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;358_606_3;;;;;30GA546_FL;;ЛОЖЬ;ЛОЖЬ;;606;;;;;;;0;;;;1963;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DI;EFM 37.05/15/17;;SYS;;;;Yes;ЛОЖЬ;;;12;;;;;;;;;;;136;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;37.05;15;17;1;Undefined;;No input device;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;2463_D;;;;;Field/Panel (0=cmdSTART);;ЛОЖЬ;ЛОЖЬ;;2463;;;;;;;0;;;;2191;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;326_410_3;;;;;30GA512_FL;;ЛОЖЬ;ЛОЖЬ;;410;;;;;;;0;;;;1525;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;914_11;;;;;;;ЛОЖЬ;ЛОЖЬ;;914;;;;;;;0;;;;2261;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C112_3_B;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;112;;;;;;;0;;;;182;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DO;30GA514;;COM;;;TRIP INITIATOR-Toxic gas;No;ЛОЖЬ;ЛОЖЬ;;468;;;;;;;1;;;;680;ИСТИНА;53303;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_301_1;690;;;;
M;C362_1_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;362;;;;;;;0;;;;2771;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;30HS177A1_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;910;;;;;;;0;;;;198;ИСТИНА;53235;None;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_301_1;439;;;;
M;C328_1_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;328;;;;;;;0;;;;2939;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;30GT517_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;334;;;;;;;0;;;;802;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_301_1;812;;;;
DO;30GT518_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;336;;;;;;;0;;;;809;ИСТИНА;53354;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_301_1;819;;;;
M;C911_1_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;911;;;;;;;0;;;;362;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
T;330_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;330;;;;;;;;100 ms;10;;204;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DI;37-TempHH_Alarm;;SYS;;;Temp high-high alarm;Yes;ЛОЖЬ;;;24;;;;;;;1;;;;2;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_301_1;670;;;;
BI;37-RepairTimer_CP2;;SYS;;;Repair time CP2;Yes;ЛОЖЬ;;;21;;Word;;;;;;;;;14;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DI;30YT010_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;176;;;;;;;0;;;;3381;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Input;EPKS_CCB;FGS_301_1;54;;;;
M;168_230_2;;;;;30YT008_RR;;ЛОЖЬ;ЛОЖЬ;;230;;;;;;;0;;;;125;ЛОЖЬ;0;;;;;;;1=READY;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DO;30HS339_RR;;COM;;;READY TO RESET 3000-STEAM CURTAIN;No;ЛОЖЬ;ЛОЖЬ;;1012;;;;;;;0;;;;2044;ИСТИНА;53423;None;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_301_1;991;;;;
M;C318_2_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;318;;;;;;;0;;;;2997;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
AI;30YT001;;FLD;;;У насосов P-3006A/S(в осях 1-3/А);Yes;ИСТИНА;ЛОЖЬ;;150;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;68;ЛОЖЬ;53012;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;37.03;5;1;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_301_1;11089;;;;
M;460_554_3;;;;;30GA503_FL;;ЛОЖЬ;ЛОЖЬ;;554;;;;;;;0;;;;1897;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;186_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;186;;;;;;;0;;;;2194;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;30XY557B;;FLD;;;At the entrance to pumphouse, in axes 7-8/Б-В;Yes;ИСТИНА;ЛОЖЬ;;564;;;;;;;0;;;;127;ИСТИНА;53192;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;37.07;5;8;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_301_1;600;;;;
M;118_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;118;;;;;;;0;;;;1094;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;300_334_3;;;;;30HS230;;ЛОЖЬ;ЛОЖЬ;;334;;;;;;;0;;;;1388;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;468_610_3;;;;;30GA514_FL;;ЛОЖЬ;ЛОЖЬ;;610;;;;;;;0;;;;1979;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;128_200_2;;;;;3000-01_ALARM;;ЛОЖЬ;ЛОЖЬ;;200;;;;;;;0;;;;166;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DI;30HS190;;COM;;;DCS STOP AB3004;No;ЛОЖЬ;ИСТИНА;;916;;;;;;;0;;;;3401;ЛОЖЬ;0;None;;;;;;1=DCScmdSTOP;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Input;EPKS_CCB;FGS_301_1;78;;;;
DI;30HS300CA;;COM;;;Закрыть после пожара (CLOSE AFTER FIRE);No;ИСТИНА;ИСТИНА;;0;;;;;;;0;;;;3402;ЛОЖЬ;53225;None;;;;;;1=cmdCLOSE;;;;;;;Undefined;;;;;;;;Low;;Digital switch with Loop monitoring;;ЛОЖЬ;ИСТИНА;;1;ЛОЖЬ;;;;;;;;;;;;;;Input;EPKS_CCB;FGS_301_1;71;;;;
M;2463_R;;;;;Fan Mode (1=AUTO);;ЛОЖЬ;ЛОЖЬ;;2463;;;;;;;0;;;;2210;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C338_4_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;338;;;;;;;0;;;;2895;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;2465_B;;;;;In 2 (0=Alarm);;ЛОЖЬ;ЛОЖЬ;;2465;;;;;;;0;;;;1044;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
T;192_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;192;;;;;;;;1 s;30;;44;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;334_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;334;;;;;;;0;;;;1538;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C166_2_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;166;;;;;;;0;;;;3178;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;410_12;;;;;;;ЛОЖЬ;ЛОЖЬ;;410;;;;;;;0;;;;1439;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;30XY531A;;FLD;;;Inside compressor room;Yes;ИСТИНА;ЛОЖЬ;;502;;;;;;;0;;;;154;ИСТИНА;53196;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;37.07;9;3;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_301_1;611;;;;
DI;30GT506_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;316;;;;;;;0;;;;3342;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Input;EPKS_CCB;FGS_301_1;15;;;;
T;462_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;462;;;;;;;;100 ms;10;;412;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;C314_3_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;314;;;;;;;0;;;;3009;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C902_1_D;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;902;;;;;;;0;;;;2506;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;122_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;122;;;;;;;0;;;;1058;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;910_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;910;;;;;;;0;;;;327;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;C900_3_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;900;;;;;;;0;;;;2532;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C346_4_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;346;;;;;;;0;;;;2854;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;700_706_1;;;;;30HS059C_FL;;ЛОЖЬ;ЛОЖЬ;;706;;;;;;;0;;;;2158;ЛОЖЬ;0;;;;;;;0=Cmd OPEN;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;300_530_11;;;;;FGS_301_1.30HS229;;ЛОЖЬ;ЛОЖЬ;;530;;;;;;;0;;;;1865;ЛОЖЬ;0;;;;;;;1=ACK;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C902_2_L;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;902;;;;;;;0;;;;2523;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;508_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;508;;;;;;;0;;;;1794;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DI;30GT521_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;342;;;;;;;0;;;;3343;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Input;EPKS_CCB;FGS_301_1;16;;;;
M;352_418_3;;;;;30GA527_FL;;ЛОЖЬ;ЛОЖЬ;;418;;;;;;;0;;;;1709;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;30GT521_B2;;COM;;;Bit 2;No;ЛОЖЬ;ЛОЖЬ;;342;;;;;;;0;;;;738;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_301_1;748;;;;
DO;30GA526;;COM;;;TRIP INITIATOR-Flammable gas;No;ЛОЖЬ;ЛОЖЬ;;350;;;;;;;1;;;;825;ИСТИНА;53361;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_301_1;835;;;;
DO;FGS_301_1.30XL505_1;;FSC;;;T.GD act. in Drain drum-GDAP-C,F,G lamp;Yes;ЛОЖЬ;ЛОЖЬ;;610;;;;;;;0;;;;969;ЛОЖЬ;0;None;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;FGS_001_1;FGS_301_1;30;;;;;;;;;;;;;;;;
M;C122_7_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;122;;;;;;;0;;;;3267;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
T;163_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;163;;;;;;;;1 s;30;;204;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;2463_N;;;;;DO Start (1=START);;ЛОЖЬ;ЛОЖЬ;;2463;;;;;;;0;;;;2209;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
T;350_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;350;;;;;;;;100 ms;10;;308;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;340_416_3;;;;;30GA520_FL;;ЛОЖЬ;ЛОЖЬ;;416;;;;;;;0;;;;1625;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;916_12;;;;;;;ЛОЖЬ;ЛОЖЬ;;916;;;;;;;0;;;;2279;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C152_3_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;152;;;;;;;0;;;;3237;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C338_1_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;338;;;;;;;0;;;;2891;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C2462_1_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;2462;;;;;;;0;;;;1634;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DI;30XZSC059;;MCC;;;Задвижка закрыта (CLOSED);Yes;ИСТИНА;ЛОЖЬ;;700;;;;;;;;;;;61;ЛОЖЬ;53070;None;;;;;;1=CLOSE;;;;;;;Undefined;491;3428;;37.03;15;6;1;Low;;Digital switch without loop monitoring;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_301_1;438;;;;
DO;30GT524_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;346;;;;;;;0;;;;812;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_301_1;822;;;;
M;2462_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;2462;;;;;;;0;;;;2098;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;30XY583A;;FLD;;;Внутри здания(в осях 1/В);Yes;ИСТИНА;ЛОЖЬ;;192;;;;;;;0;;;;29;ИСТИНА;53150;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;37.06;3;6;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_301_1;550;;;;
M;2489_E;;;;;AB EM AL STOP !1=AL_STOP);;ЛОЖЬ;ЛОЖЬ;;2489;;;;;;;0;;;;391;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;C472_1;;;;;Compiler marker (256, 43);;ЛОЖЬ;ЛОЖЬ;;472;;;;;;;0;;;;2668;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;2403_E;;;;;0=HIGH BACKGROUND;;ЛОЖЬ;ЛОЖЬ;;2403;;;;;;;0;;;;1176;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
