FLD Number;Tag Name;Title;Unit;SubUnit;Protected;Drawing Number;FLD Type;Execution Environment;Author;Revision;Design Date;Parent Asset;Item Name;Point Detail Display;Group Detail Display;Associated Display
216;FGS_861_1_FLD0216;OU-01 Fl.Gas detector 86GT006;;;ЛОЖЬ;;Program block;FGS_861_1;;;16.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1;FGS_861_1_FLD0001;Cover Page;;;ЛОЖЬ;;Comment block;;;;17.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
120;FGS_861_1_FLD0120;862-34 MCP 86HS191F;;;ЛОЖЬ;;Program block;FGS_861_1;;;16.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
230;FGS_861_1_FLD0230;OU-02 Fl.Gas detector 86GT003;;;ЛОЖЬ;;Program block;FGS_861_1;;;16.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
250;FGS_861_1_FLD0250;OU-03 Fl.Gas detector 86GT008;;;ЛОЖЬ;;Program block;FGS_861_1;;;16.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2475;FGS_861_1_FLD2475;HORN and BEACON - FIELD;;;ЛОЖЬ;;Function block;FGS_861_1;;;16.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
22;FGS_861_1_FLD0022;Common Utility Faults-Sh1;;;ЛОЖЬ;;Program block;FGS_861_1;;;09.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
110;FGS_861_1_FLD0110;862-34 MCP 86HS191A;;;ЛОЖЬ;;Program block;FGS_861_1;;;16.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
100;FGS_861_1_FLD0100;862-34 FIRE ACK and RESET;;;ЛОЖЬ;;Program block;FGS_861_1;;;08.07.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
3;FGS_861_1_FLD0003;Legend of Symbols (2);;;ЛОЖЬ;;Comment block;;;;17.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
6;FGS_861_1_FLD0006;Legend of Symbols (5);;;ЛОЖЬ;;Comment block;;;;17.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
5;FGS_861_1_FLD0005;Legend of Symbols (4);;;ЛОЖЬ;;Comment block;;;;17.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
234;FGS_861_1_FLD0234;OU-02 Fl.Gas detector 86GT007;;;ЛОЖЬ;;Program block;FGS_861_1;;;16.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
260;FGS_861_1_FLD0260;862-34 Common Alarm Fl.GD;;;ЛОЖЬ;;Program block;FGS_861_1;;;16.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
4;FGS_861_1_FLD0004;Legend of Symbols (3);;;ЛОЖЬ;;Comment block;;;;17.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
236;FGS_861_1_FLD0236;OU-02 Common Alarm Fl.GD;;;ЛОЖЬ;;Program block;FGS_861_1;;;16.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
232;FGS_861_1_FLD0232;OU-02 Fl.Gas detector 86GT004;;;ЛОЖЬ;;Program block;FGS_861_1;;;16.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
60;FGS_861_1_FLD0060;SafeNet Status;;;ЛОЖЬ;;Program block;FGS_861_1;;;16.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
118;FGS_861_1_FLD0118;862-34 MCP 86HS191E;;;ЛОЖЬ;;Program block;FGS_861_1;;;16.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
12;FGS_861_1_FLD0012;VM AI;;;ЛОЖЬ;;Program block;FGS_861_1;;;07.02.2013;;;Sysdtlsmflda;Sysdtlsmflda_fp;
124;FGS_861_1_FLD0124;862-34 MCP 86HS191H;;;ЛОЖЬ;;Program block;FGS_861_1;;;16.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
8;FGS_861_1_FLD0008;Legend of Symbols (7);;;ЛОЖЬ;;Comment block;;;;17.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
128;FGS_861_1_FLD0128;862-34 MCP 86HS191J;;;ЛОЖЬ;;Program block;FGS_861_1;;;16.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
24;FGS_861_1_FLD0024;Common Utility Faults-Sh3;;;ЛОЖЬ;;Program block;FGS_861_1;;;21.07.2015;;;Sysdtlsmflda;Sysdtlsmflda_fp;
134;FGS_861_1_FLD0134;862-34 MCP 86HS191M;;;ЛОЖЬ;;Program block;FGS_861_1;;;16.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
116;FGS_861_1_FLD0116;862-34 MCP 86HS191D;;;ЛОЖЬ;;Program block;FGS_861_1;;;16.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
126;FGS_861_1_FLD0126;862-34 MCP 86HS191I;;;ЛОЖЬ;;Program block;FGS_861_1;;;16.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
10;FGS_861_1_FLD0010;Legend of Symbols (9);;;ЛОЖЬ;;Comment block;;;;02.06.2010;;;Sysdtlsmflda;Sysdtlsmflda_fp;
200;FGS_861_1_FLD0200;862-34 GAS ACK and RESET;;;ЛОЖЬ;;Program block;FGS_861_1;;;16.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
265;FGS_861_1_FLD0265;862-34 Ready to Reset;;;ЛОЖЬ;;Program block;FGS_861_1;;;16.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
256;FGS_861_1_FLD0256;OU-03 Howlers & Beacons;;;ЛОЖЬ;;Program block;FGS_861_1;;;16.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
11;FGS_861_1_FLD0011;Index List;;;ЛОЖЬ;;FLD index;;;;14.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
