PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6
M;2456_H;;;;;Trip 8;;ЛОЖЬ;ЛОЖЬ;;2456;;;;;;;0;;;;144;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C429_1_O;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;429;;;;;;;0;;;;493;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;282_1499_1;;;S_B431;;43TI903B;;ЛОЖЬ;ЛОЖЬ;;1499;;Float;;;;;0;;;;36;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2456_G;;;;;Trip 7;;ЛОЖЬ;ЛОЖЬ;;2456;;;;;;;0;;;;124;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C431_1_N;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;431;;;;;;;0;;;;482;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;43HS902_REL;;FSC;4300;A_43015;ESD MOS REL AREA 430-15;No;ЛОЖЬ;ЛОЖЬ;;49;;;;;;;0;;;;226;ИСТИНА;24402;None;;;;;;1=RELEASED;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;Input;ESD_001_1;ESD_431_1;2;;;;;;;;;;;;;;;;
DO;43LS922A_TF;;COM;;;TRANSMITTER FAIL;No;ЛОЖЬ;ЛОЖЬ;;312;;;;;;;0;;;;611;ИСТИНА;24681;None;;;;;;0=FAIL;0=FAIL;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_431_1;543;;;;;;;;
DO;43LI450_TF;;COM;4300;A_43015;TRANSM FAULT;No;ЛОЖЬ;ЛОЖЬ;;262;;;;;;;0;;;;1341;ИСТИНА;24486;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_431_1;471;;;;;;;;
DO;43LALL410_CA;;COM;4300;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;248;;;;;;;0;;;;1271;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_431_1;428;;;;;;;;
M;C270_2_G;;;4300;4300;Function block marker;;ЛОЖЬ;ЛОЖЬ;;270;;;;;;;0;;;;722;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C435_1_E;;;6000;6000;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;435;;;;;;;0;;;;554;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93HA155;;COM;4300;;GROUP SHDN 93HS151;No;ЛОЖЬ;ЛОЖЬ;;409;;;;;;;0;;;;424;ИСТИНА;24787;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_431_1;734;;;;;;;;
M;240_266_4;;;4300;;GROUP TRIP (I-575);;ЛОЖЬ;ЛОЖЬ;;266;;;;;;;0;;;;1319;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93XY104_ESD;;COM;6000;;93XY104 ESD TRIP;No;ЛОЖЬ;ЛОЖЬ;;421;;;;;;;0;;;;143;ЛОЖЬ;0;None;;;;;;0=TRIP;0=TRIP;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_431_1;500;;;;;;;;
M;262_180_1;;;4300;;43LT450;;ЛОЖЬ;ЛОЖЬ;;180;;;;;;;0;;;;1343;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;43LS922_MOC;;COM;;;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;312;;;;;;;0;;;;608;ИСТИНА;24708;None;;;;;;1=CONFIRMED;1=CONFIRMED;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_431_1;540;;;;;;;;
M;C437_1_F;;;6000;6000;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;437;;;;;;;0;;;;553;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C240_3_C;;;4300;4300;Function block marker;;ЛОЖЬ;ЛОЖЬ;;240;;;;;;;0;;;;1427;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C310_6_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;310;;;;;;;0;;;;652;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C2440_1;;;;;Compiler marker (312, 84);;ЛОЖЬ;ЛОЖЬ;;2440;;;;;;;0;;;;1227;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93XA106;;COM;6000;;DISCREPANCY;No;ЛОЖЬ;ЛОЖЬ;;425;;;;;;;0;;;;82;ИСТИНА;24773;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_431_1;720;;;;;;;;
M;2498_D;;;;;BAD;;ЛОЖЬ;ЛОЖЬ;;2498;;;;;;;0;;;;52;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;264_180_1;;;4300;;43LT454;;ЛОЖЬ;ЛОЖЬ;;180;;;;;;;0;;;;1352;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C256_1_B;;;4300;4300;Function block marker;;ЛОЖЬ;ЛОЖЬ;;256;;;;;;;0;;;;785;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93HA151;;COM;4300;;GROUP SHDN 93HS151;No;ЛОЖЬ;ЛОЖЬ;;401;;;;;;;0;;;;65;ИСТИНА;24769;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_431_1;716;;;;;;;;
DI;93HS109B;;COM;6000;;;No;ЛОЖЬ;ИСТИНА;;431;;;;;;;0;;;;1788;ИСТИНА;24693;None;;;;;;1=OPEN;;;;;;;Undefined;;;;;;;;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_431_1;30;;;;;;;;
DO;43HA450_PA;;COM;4300;A_43015;1OO2 PRE-ALARM;No;ЛОЖЬ;ЛОЖЬ;;240;;;;;;;0;;;;1233;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_431_1;422;;;;;;;;
DO;43XY430A;;MCC;4300;A_43015;AUTO STOP P-4301501AX;Yes;ЛОЖЬ;ЛОЖЬ;;244;;;;;;;0;;;;8;ИСТИНА;24403;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;13.04;9;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_431_1;657;;;;;;;;
M;C2470_1;;;;;Compiler marker (176, 60);;ЛОЖЬ;ЛОЖЬ;;2470;;;;;;;0;;;;1216;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;421_5;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;421;;;;;;;0;;;;67;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;43PI559_MOC;;COM;4300;A_43015;MO ENABLED;No;ЛОЖЬ;ЛОЖЬ;;274;;;;;;;0;;;;1383;ИСТИНА;24489;None;;;;;;1=ENABLED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_431_1;486;;;;;;;;
AI;43LI454;;FLD;4300;A_43015;HEAVY VAC OIL P4301507AX;Yes;ИСТИНА;ЛОЖЬ;;264;ИСТИНА;Float;4-20mA;4;20;mA;;;;;156;ЛОЖЬ;24546;;None;None;None;None;;;;0;0;;;;-XXXXX.X;3.64;22;;13.04;1;6;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_431_1;10075;;;;;;;;
BI;13-TempCP2;;SYS;;;Temperature CP 2;Yes;ЛОЖЬ;;;19;;Word;;;;;;;;;10;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;421_2;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;421;;;;;;;0;;;;64;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;43HA448;;COM;4300;A_43015;PMP GR SP BUTTON LCSA5;No;ЛОЖЬ;ЛОЖЬ;;240;;;;;;;0;;;;1232;ИСТИНА;24491;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_431_1;417;;;;;;;;
M;2420_D;;;;;0=Cause alarm;;ЛОЖЬ;ЛОЖЬ;;2420;;;;;;;0;;;;103;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C437_1_L;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;437;;;;;;;0;;;;451;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;IB431_ESD1_RT1;;COM;430-15;;REPAIR TIMER STARTED;No;ИСТИНА;ЛОЖЬ;;17;;;;;;;0;;;;548;ЛОЖЬ;24493;None;;;;;;0=STARTED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_431_1;487;;;;;;;;
M;268_6;;;4300;;;;ЛОЖЬ;ЛОЖЬ;;268;;;;;;;0;;;;715;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93XY106_ESD;;COM;6000;;93XY106 ESD TRIP;No;ЛОЖЬ;ЛОЖЬ;;425;;;;;;;0;;;;178;ЛОЖЬ;0;None;;;;;;0=TRIP;0=TRIP;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_431_1;502;;;;;;;;
M;2498_A;;;;;LIMIT SWITCH OPEN;;ЛОЖЬ;ЛОЖЬ;;2498;;;;;;;0;;;;51;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;2457_D;;;;;Input 4;;ЛОЖЬ;ЛОЖЬ;;2457;;Float;;;;;0;;;;112;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;43LI410A;;FLD;4300;;RESIDUE TO P-4301502AX;Yes;ИСТИНА;ЛОЖЬ;;248;ИСТИНА;Float;4-20mA;4;20;mA;;;;;280;ЛОЖЬ;24471;;None;None;None;None;;;;;;;;;-XXXXX.X;3.64;22;;13.03;17;3;1;Bottom scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_431_1;10129;;;;;;;;
T;250_11;;;4300;;;;ЛОЖЬ;ЛОЖЬ;;250;;;;;;;;100 ms;10;;252;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;43XY438A;;MCC;4300;A_43015;AUTO STOP P-43015042SX;Yes;ЛОЖЬ;ЛОЖЬ;;242;;;;;;;0;;;;42;ИСТИНА;24406;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;13.04;13;3;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_431_1;665;;;;;;;;
M;310_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;310;;;;;;;0;;;;580;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;304_332_1;;;4300;;43TI915A;;ЛОЖЬ;ЛОЖЬ;;332;;Float;;;;;0;;;;476;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;43LI438_MOR;;COM;4300;A_43015;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;256;;;;;;;0;;;;1769;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_431_1;10;;;;;;;;
M;C308_2_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;308;;;;;;;0;;;;744;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2497_D;;;;;MAN (DCS) OPEN;;ЛОЖЬ;ЛОЖЬ;;2497;;;;;;;0;;;;41;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;13-InputLoopFault;;SYS;;;INPUT LOOP FAULT;Yes;ЛОЖЬ;;;17;;;;;;;;;;;22;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;43TI971_TF;;COM;4300;A_43015;TRANSM FAULT;No;ЛОЖЬ;ЛОЖЬ;;332;;;;;;;0;;;;1541;ИСТИНА;24494;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_431_1;631;;;;;;;;
M;C427_1_E;;;6000;6000;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;427;;;;;;;0;;;;562;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C427_1_K;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;427;;;;;;;0;;;;499;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C264_2_G;;;4300;4300;Function block marker;;ЛОЖЬ;ЛОЖЬ;;264;;;;;;;0;;;;749;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C429_1_2;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;429;;;;;;;0;;;;495;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;C2456_2;;;;;Compiler register (256, 60);;ЛОЖЬ;ЛОЖЬ;;2456;;Float;;;;;0;;;;340;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C403_1_D;;;4300;4300;Function block marker;;ЛОЖЬ;ЛОЖЬ;;403;;;;;;;0;;;;545;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;429_5;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;429;;;;;;;0;;;;399;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;260_180_1;;;4300;;43LT446;;ЛОЖЬ;ЛОЖЬ;;180;;;;;;;0;;;;1334;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;43LI458_MOR;;COM;4300;A_43015;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;266;;;;;;;0;;;;1774;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_431_1;15;;;;;;;;
DO;43XY442A;;MCC;4300;A_43015;AUTO STOP P-4301506SX;Yes;ИСТИНА;ЛОЖЬ;;262;;;;;;;0;;;;28;ИСТИНА;24407;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;13.04;11;5;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_431_1;669;;;;;;;;
M;C2497_4;;;;;Compiler marker (341, 234);;ЛОЖЬ;ЛОЖЬ;;2497;;;;;;;0;;;;406;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;43LALL446A_CA;;COM;4300;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;260;;;;;;;0;;;;663;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_431_1;499;;;;;;;;
T;274_2;;;4300;;;;ЛОЖЬ;ЛОЖЬ;;274;;;;;;;;100 ms;5;;108;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;93XZSC110;;FLD;93001;A_93001;VALVE 93XV110 CLOSED;Yes;ЛОЖЬ;ЛОЖЬ;;433;;;;;;;;;;;72;ЛОЖЬ;0;None;;;;;;0=CLOSED;;;;;;;Undefined;491;3428;;13.04;7;1;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_431_1;688;;;;;;;;
M;C427_1_M;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;427;;;;;;;0;;;;500;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;C2457_1;;;;;Compiler register (232, 24);;ЛОЖЬ;ЛОЖЬ;;2457;;Float;;;;;0;;;;332;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;43PALL564_CA;;COM;4300;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;274;;;;;;;0;;;;774;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_431_1;551;;;;;;;;
