PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7
M;C902_2_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;902;;;;;;;0;;;;8227;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20HS481D_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;820;;;;;;;0;;;;5924;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;2160;;;;;;;;;;;;;;;;
M;C1128_2_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1128;;;;;;;0;;;;5360;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;818_980_4;;;;;20HS481A_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;980;;;;;;;0;;;;5210;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20HS522_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;224;;;;;;;0;;;;957;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;1163;;;;;;;;;;;;;;;;
M;C1808_2_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1808;;;;;;;0;;;;844;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C928_1_K;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;928;;;;;;;0;;;;8129;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C744_1_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;744;;;;;;;0;;;;8895;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1318_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;1318;;;;;;;0;;;;4273;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20HS508_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;1010;;;;;;;0;;;;1690;ИСТИНА;45453;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;2381;;;;;;;;;;;;;;;;
M;1012_1060_3;;;;;20HS512_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;1060;;;;;;;0;;;;3589;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;58HS084F_C;;COM;;;MOS for 58XY084;No;ЛОЖЬ;ЛОЖЬ;;928;;;;;;;0;;;;8036;ИСТИНА;45818;None;;;;;;1=MOS;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;2873;;;;;;;;;;;;;;;;
M;434_660_1;;;;;20YA209_FL;;ЛОЖЬ;ЛОЖЬ;;660;;;;;;;0;;;;2657;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;662_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;662;;;;;;;0;;;;2711;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;890_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;890;;;;;;;0;;;;1788;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;504_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;504;;;;;;;0;;;;531;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C802_1_C;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;802;;;;;;;0;;;;6701;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;230_367_1;;;;;20XA543_FL;;ЛОЖЬ;ЛОЖЬ;;367;;;;;;;0;;;;3091;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;58HS087B_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;572;;;;;;;0;;;;11033;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;Input;EPKS_CCB;FGS_001_2;170;;;;;;;;;;;;;;;;
M;C288_1_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;288;;;;;;;0;;;;10323;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C136_6;;;;;Compiler marker (256, 133);;ЛОЖЬ;ЛОЖЬ;;136;;;;;;;0;;;;10738;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20HS856D;;FLD;;;DELUGE VALVE 20XV-856 RESET;Yes;ИСТИНА;ЛОЖЬ;;328;;;;;;;;;;;281;ЛОЖЬ;44279;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;32.06;5;2;1;Low;;Digital switch with Loop monitoring;ИСТИНА;ЛОЖЬ;;;1;ЛОЖЬ;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;546;;;;;;;;;;;;;;;;
DO;20YT213_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;442;;;;;;;0;;;;1191;ИСТИНА;44897;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;1438;;;;;;;;;;;;;;;;
M;1036_1060_4;;;;;20HS851E_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;1060;;;;;;;0;;;;7491;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C460_1_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;460;;;;;;;0;;;;9723;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C434_2_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;434;;;;;;;0;;;;9871;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1210_3_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1210;;;;;;;0;;;;5335;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1016_4_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1016;;;;;;;0;;;;7974;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20YA607;;COM;;;TRIP INITIATOR-Fire;No;ЛОЖЬ;ЛОЖЬ;;1014;;;;;;;1;;;;1707;ИСТИНА;45475;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;2410;;;;;;;;;;;;;;;;
M;C1826_2_A;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;1826;;;;;;;0;;;;827;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1048_21;;;;;;;ЛОЖЬ;ЛОЖЬ;;1048;;;;;;;0;;;;7285;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;864_21;;;;;;;ЛОЖЬ;ЛОЖЬ;;864;;;;;;;0;;;;4647;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C858_2_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;858;;;;;;;0;;;;8390;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1042_2_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1042;;;;;;;0;;;;7858;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C120_7_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;120;;;;;;;0;;;;10817;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C801_1_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;801;;;;;;;0;;;;6705;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;803_960_2;;;;;20YT030/031/032_FL1;;ЛОЖЬ;ЛОЖЬ;;960;;;;;;;0;;;;66;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1144_1146_2;;;;;CH_20_2_FD_2;;ЛОЖЬ;ЛОЖЬ;;1146;;;;;;;0;;;;2858;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C2482_5;;;;;Compiler marker (160, 175);;ЛОЖЬ;ЛОЖЬ;;2482;;;;;;;0;;;;7436;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1014_1_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1014;;;;;;;0;;;;7982;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1514_1_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1514;;;;;;;0;;;;9244;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;954_9;;;;;;;ЛОЖЬ;ЛОЖЬ;;954;;;;;;;0;;;;3359;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;290_384_2;;;;;20YT431_RR;;ЛОЖЬ;ЛОЖЬ;;384;;;;;;;0;;;;3220;ЛОЖЬ;0;;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;295_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;295;;;;;;;0;;;;2683;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;294_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;294;;;;;;;0;;;;4392;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1024_3_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1024;;;;;;;0;;;;7929;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1034_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;1034;;;;;;;0;;;;7508;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XV555_MD;;COM;;;VALVE MODE;No;ЛОЖЬ;ЛОЖЬ;;1788;;;;;;;0;;;;6189;ЛОЖЬ;0;None;;;;;;1=AUTO;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;2735;;;;;;;;;;;;;;;;
M;C344_3_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;344;;;;;;;0;;;;10111;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C594_1_M;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;594;;;;;;;0;;;;9152;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1000_1012_1;;;;;20HS866H;;ЛОЖЬ;ЛОЖЬ;;1012;;;;;;;0;;;;2125;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20HS566D;;FLD;;;DELUGE VALVE 20XV-566 RESET;Yes;ИСТИНА;ЛОЖЬ;;320;;;;;;;;;;;242;ЛОЖЬ;44280;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;32.06;3;11;1;Low;;Digital switch with Loop monitoring;ИСТИНА;ЛОЖЬ;;;1;ЛОЖЬ;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;539;;;;;;;;;;;;;;;;
M;458_511_5;;;;;20YT221_BadPV_FL;;ЛОЖЬ;ЛОЖЬ;;511;;;;;;;0;;;;5603;ЛОЖЬ;0;;;;;;;0=BadPV;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C722_3_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;722;;;;;;;0;;;;9010;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;295_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;295;;;;;;;0;;;;2685;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20YT402_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;236;;;;;;;0;;;;1006;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;1181;;;;;;;;;;;;;;;;
M;1622_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;1622;;;;;;;0;;;;3044;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20YT602_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;126;;;;;;;0;;;;893;ИСТИНА;44266;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;1015;;;;;;;;;;;;;;;;
M;1744_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;1744;;;;;;;0;;;;2310;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;906_986_3;;;;;58HS082B_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;986;;;;;;;0;;;;6209;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2440_D;;;;;In 4 (0=Trip);;ЛОЖЬ;ЛОЖЬ;;2440;;;;;;;0;;;;203;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C490_1_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;490;;;;;;;0;;;;9559;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;20HS529;;FLD;;;PH-20-8 / STAIR CASE;Yes;ИСТИНА;ЛОЖЬ;;718;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;168;ЛОЖЬ;44281;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;32.03;7;9;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;11185;;;;;;;;;;;;;;;;
M;304_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;304;;;;;;;0;;;;2166;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;58HS083B;;F01;;;FIRE ALARM A-2003/SECT.2;Yes;ИСТИНА;ЛОЖЬ;;914;;;;;;;;;;;573;ЛОЖЬ;44282;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;32.17;15;6;1;Low;;Digital switch with Loop monitoring;ИСТИНА;ЛОЖЬ;;;1;ЛОЖЬ;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;694;;;;;;;;;;;;;;;;
M;1028_1060_4;;;;;20HS496E_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;1060;;;;;;;0;;;;7484;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20YA030_032;;COM;;;TRIP INITIATOR-Fire;No;ЛОЖЬ;ЛОЖЬ;;803;;;;;;;1;;;;4613;ИСТИНА;45720;None;;;;;;1=NORMAL;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;2820;;;;;;;;;;;;;;;;
M;1056_1058_2;;;;;AREA CH-20-1-FIRE ALARM;;ЛОЖЬ;ЛОЖЬ;;1058;;;;;;;0;;;;5454;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;58HS083A;;FLD;;;FIRE ALARM A-2003/SECT.2;Yes;ИСТИНА;ЛОЖЬ;;914;;;;;;;;;;;216;ЛОЖЬ;44284;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;32.06;1;1;1;Low;;Digital switch with Loop monitoring;ИСТИНА;ЛОЖЬ;;;1;ЛОЖЬ;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;513;;;;;;;;;;;;;;;;
M;C348_1_P;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;348;;;;;;;0;;;;10099;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;58PSH106_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;918;;;;;;;0;;;;6057;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;2293;;;;;;;;;;;;;;;;
M;C866_1_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;866;;;;;;;0;;;;8362;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;58PSH143;;FLD;;;DELUGE VALVE 20XV-481 DISCHARGE PRESS.;Yes;ИСТИНА;ЛОЖЬ;;822;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;380;ЛОЖЬ;44285;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;32.03;13;11;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;11385;;;;;;;;;;;;;;;;
M;2461_N;;;;;DO Open (1=ON);;ЛОЖЬ;ЛОЖЬ;;2461;;;;;;;0;;;;3669;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C946_5;;;;;Compiler marker (248, 115);;ЛОЖЬ;ЛОЖЬ;;946;;;;;;;0;;;;8055;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1218_2_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1218;;;;;;;0;;;;4797;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C902_2_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;902;;;;;;;0;;;;8226;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C950_5;;;;;Compiler marker (256, 115);;ЛОЖЬ;ЛОЖЬ;;950;;;;;;;0;;;;8046;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;242_386_3;;;;;20YT405_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;386;;;;;;;0;;;;3240;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C888_2_J;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;888;;;;;;;0;;;;8006;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;228_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;228;;;;;;;0;;;;7222;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C232_7_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;232;;;;;;;0;;;;10633;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C508_4_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;508;;;;;;;0;;;;9462;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20HS490B_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;874;;;;;;;0;;;;5962;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_2;2198;;;;;;;;;;;;;;;;
DI;20HS877A;;COM;;;RESET H-2006-STEAM CURTAIN;No;ЛОЖЬ;ИСТИНА;;1820;;;;;;;0;;;;11240;ИСТИНА;44126;None;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;Input;EPKS_CCB;FGS_001_2;377;;;;;;;;;;;;;;;;
