PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8
BO;55PI119_LL;;COM;5500;A_5500;LL TRIP SETPOINT (kPag);No;ЛОЖЬ;ЛОЖЬ;;258;;Float;;;;;0;;;;316;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;10207
M;2434_G;;;;;0=TRIP;;ЛОЖЬ;ЛОЖЬ;;2434;;;;;;;0;;;;7352;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;749_751_6;;;6000;;RESET;;ЛОЖЬ;ЛОЖЬ;;751;;;;;;;0;;;;2245;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C859_1_K;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;859;;;;;;;0;;;;5539;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;1030_1031_4;;;;;Step Num;;ЛОЖЬ;ЛОЖЬ;;1031;;Float;;;;;0;;;;7458;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60TAHH809;;COM;6000;A_6000;C6001A STAGE 1 INLET TMP;No;ЛОЖЬ;ЛОЖЬ;;516;;;;;;;0;;;;1375;ИСТИНА;28471;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;872
R;C1233_1_L;;;6000;6000;Function block register;;ЛОЖЬ;ЛОЖЬ;;1233;;Float;;;;;0;;;;6346;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;370_2;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;370;;;;;;;0;;;;980;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C869_1_M;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;869;;;;;;;0;;;;5198;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;613_615_4;;;;;Step Num;;ЛОЖЬ;ЛОЖЬ;;615;;Float;;;;;0;;;;436;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C361_4_C;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;361;;;;;;;0;;;;9383;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;60VSHH803A;;BNS;6000;A_6000;C6001A LS PINION DE X;Yes;ИСТИНА;ЛОЖЬ;;540;;;;;;;;;;;106;ИСТИНА;28472;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;15.03;13;3;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;1136
M;679_1472_7;;;;;Step 4.6.1;;ЛОЖЬ;ЛОЖЬ;;1472;;;;;;;0;;;;2140;ЛОЖЬ;0;;;;;;;1=OPEN;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;677_599_1;;;;;Step 4.6.2. Completed;;ЛОЖЬ;ЛОЖЬ;;599;;;;;;;0;;;;1958;ЛОЖЬ;0;;;;;;;1=COMPLETE;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60BSLL907_MOC;;COM;6000;A_6000;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;363;;;;;;;0;;;;8709;ИСТИНА;28506;None;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;1680
DO;60VSHH805AB_MOC;;COM;6000;A_6000;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;532;;;;;;;0;;;;8673;ИСТИНА;28298;None;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;1177
DI;60HS910B2;;FLD;6000;A_6000;H6052 BURNERINITIATE ESD;Yes;ИСТИНА;ЛОЖЬ;;456;;;;;;;;;;;41;ИСТИНА;28473;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;15.03;5;2;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;1113
T;514_1;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;514;;;;;;;;100 ms;5;;2272;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;C1035_1_L;;;;;Function block register;;ЛОЖЬ;ЛОЖЬ;;1035;;Float;;;;;0;;;;7446;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;433_456_2;;;6000;;60PAHH320/323_I;;ЛОЖЬ;ЛОЖЬ;;456;;;;;;;0;;;;9047;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C466_2_F;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;466;;;;;;;0;;;;2911;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;416_1039_1;;;6000;;H6052 BURN PIL A FLM MON;;ЛОЖЬ;ЛОЖЬ;;1039;;;;;;;0;;;;5789;ЛОЖЬ;0;;;;;;;1=FLAME ON;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;749_751_1;;;6000;;Step 5.10. Completed;;ЛОЖЬ;ЛОЖЬ;;751;;;;;;;0;;;;2228;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;386_220_1;;;6000;;60LT303;;ЛОЖЬ;ЛОЖЬ;;220;;;;;;;0;;;;578;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1480_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;1480;;;;;;;0;;;;772;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;C811_1_J;;;;;Function block register;;ЛОЖЬ;ЛОЖЬ;;811;;Float;;;;;0;;;;7794;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;439_1;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;439;;;;;;;;100 ms;10;;2124;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60PI305_TF;;COM;6000;;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;364;;;;;;;0;;;;1432;ИСТИНА;28671;None;;;;;;0=FAIL;0=FAIL;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;1897
M;325_8;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;325;;;;;;;0;;;;8691;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2440_D;;;;;0=TRIP INITIATOR;;ЛОЖЬ;ЛОЖЬ;;2440;;;;;;;0;;;;125;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C441_3_G;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;441;;;;;;;0;;;;9235;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1025_1027_6;;;;;RESET;;ЛОЖЬ;ЛОЖЬ;;1027;;;;;;;0;;;;5710;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;1085_1087_5;;;;;Elapsed Time;;ЛОЖЬ;ЛОЖЬ;;1087;;Float;;;;;0;;;;5314;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;933_935_5;;;6000;;Elapsed Time;;ЛОЖЬ;ЛОЖЬ;;935;;Float;;;;;0;;;;3346;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1049_1_M;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1049;;;;;;;0;;;;7018;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1630_1633_2;;;;H-6001;Common trips H-6001;;ЛОЖЬ;ЛОЖЬ;;1633;;;;;;;0;;;;8500;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60XY800;;MCC;6000;A_6000;C6001AE6 OIL RESER HEA B;Yes;ИСТИНА;ЛОЖЬ;;546;;;;;;;0;;;;297;ИСТИНА;28474;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;15.10;9;2;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;1339
M;C1636_1;;;;H-6051;Compiler marker (160, 151);;ЛОЖЬ;ЛОЖЬ;;1636;;;;;;;0;;;;9215;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1095_1_M;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1095;;;;;;;0;;;;6953;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C705_1_M;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;705;;;;;;;0;;;;2509;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;599_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;599;;;;;;;0;;;;4363;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;60LI305_MOR;;COM;6000;A_6000;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;388;;;;;;;0;;;;3807;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_UCB;ESD_551_1;63
M;524_199_4;;;6000;;C6001A COMP EMER SP;;ЛОЖЬ;ЛОЖЬ;;199;;;;;;;0;;;;788;ЛОЖЬ;0;;;;;;;1=LAMP ON;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;825_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;825;;;;;;;0;;;;5076;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1444_1_P;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1444;;;;;;;0;;;;4368;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;60PI144_LL;;COM;6000;A_6000;LL TRIP SETPOINT (MPag);No;ЛОЖЬ;ЛОЖЬ;;308;;Float;;;;;0;;;;620;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;10291
M;717_719_6;;;6000;;RESET;;ЛОЖЬ;ЛОЖЬ;;719;;;;;;;0;;;;2314;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C254_2_F;;;5500;5500;Function block marker;;ЛОЖЬ;ЛОЖЬ;;254;;;;;;;0;;;;9524;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60PALL967_CA;;COM;6000;A_6000;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;402;;;;;;;0;;;;922;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;765
M;400_216_1;;;6000;;60AT102;;ЛОЖЬ;ЛОЖЬ;;216;;;;;;;0;;;;844;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;1055_1057_4;;;;;Step Num;;ЛОЖЬ;ЛОЖЬ;;1057;;Float;;;;;0;;;;5726;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60LI320_TF;;COM;;;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;384;;;;;;;0;;;;1450;ИСТИНА;28667;None;;;;;;0=FAIL;0=FAIL;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;1905
R;877_879_2;;;;;Fail Step Num;;ЛОЖЬ;ЛОЖЬ;;879;;Float;;;;;0;;;;184;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1059_1063_1;;;;;Step 4.3.8.3;;ЛОЖЬ;ЛОЖЬ;;1063;;;;;;;0;;;;5843;ЛОЖЬ;0;;;;;;;1=Completed;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1037_1039_6;;;;;RESET;;ЛОЖЬ;ЛОЖЬ;;1039;;;;;;;0;;;;5795;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;1201_1203_2;;;;;Fail Step Num;;ЛОЖЬ;ЛОЖЬ;;1203;;Float;;;;;0;;;;6282;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1117_1_K;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1117;;;;;;;0;;;;6925;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C709_1_N;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;709;;;;;;;0;;;;2501;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1171_1161_7;;;;;Step 5.4.6. - NO;;ЛОЖЬ;ЛОЖЬ;;1161;;;;;;;0;;;;6449;ЛОЖЬ;0;;;;;;;1=ACTIVE;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;312_1;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;312;;;;;;;0;;;;765;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;340_7;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;340;;;;;;;0;;;;8995;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;C853_1_I;;;;;Function block register;;ЛОЖЬ;ЛОЖЬ;;853;;Float;;;;;0;;;;4870;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;1103_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;1103;;;;;;;;1 s;0;;1120;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with variable timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1001_1482_12;;;;;H-6052 SEQ;;ЛОЖЬ;ЛОЖЬ;;1482;;;;;;;0;;;;6178;ЛОЖЬ;0;;;;;;;1=STOP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;717_719_4;;;6000;;Step Num;;ЛОЖЬ;ЛОЖЬ;;719;;Float;;;;;0;;;;2306;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1053_434_8;;;;;H-6052-s.4.3.7-P1;;ЛОЖЬ;ЛОЖЬ;;434;;;;;;;0;;;;5695;ЛОЖЬ;0;;;;;;;1=ACTIVE;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C361_4_D;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;361;;;;;;;0;;;;9384;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;C931_1_J;;;6000;6000;Function block register;;ЛОЖЬ;ЛОЖЬ;;931;;Float;;;;;0;;;;4406;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;60HS871_2;;LCP;6000;;C6001B COMP EMERG SP;Yes;ИСТИНА;ЛОЖЬ;;572;;;;;;;;;;;136;ИСТИНА;28663;None;;;;;;0=TRIP;0=TRIP;;;;;;Undefined;;;;15.04;1;1;1;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;View only;;;;;;;;;;;;;Output;CC_UCB_3;ESD_551_1;279;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;1929
M;645_643_3;;;;;Abort Back;;ЛОЖЬ;ЛОЖЬ;;643;;;;;;;0;;;;2142;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C392_3_D;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;392;;;;;;;0;;;;9320;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;1183_1185_4;;;;;Step Num;;ЛОЖЬ;ЛОЖЬ;;1185;;Float;;;;;0;;;;6238;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60C6001B_TF;;COM;;;TF FOR START UP;No;ЛОЖЬ;ЛОЖЬ;;1655;;;;;;;0;;;;3306;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;CC_UCB_3;ESD_551_1;322;;;;;;;;;;;;;;;;
M;C424_2_F;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;424;;;;;;;0;;;;8577;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1057_1053_1;;;;;Step 4.3.8.2.;;ЛОЖЬ;ЛОЖЬ;;1053;;;;;;;0;;;;7054;ЛОЖЬ;0;;;;;;;1=COMPLETE;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1409_7;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;1409;;;;;;;0;;;;3142;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;1117_1119_5;;;;;Elapsed Time;;ЛОЖЬ;ЛОЖЬ;;1119;;Float;;;;;0;;;;5386;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;15-OutputCompare;;SYS;;;OUTPUT COMPARE FAULT;Yes;ЛОЖЬ;;;17;;;;;;;;;;;35;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;VM 15.05/3/17;;SYS;;;;Yes;ЛОЖЬ;;;0;ИСТИНА;Float;0-5V (VM);0;100;;;;;;472;ЛОЖЬ;0;;None;None;None;None;;;;;;;;;-XXXXX.X;2.5;3.9;;15.05;3;17;1;Scan;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60PDAHH861;;COM;6000;A_6000;C6001B IN AIR FILTER DP;No;ЛОЖЬ;ЛОЖЬ;;554;;;;;;;0;;;;1560;ИСТИНА;28478;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;771
DO;60FALL129_CA;;COM;6000;A_6000;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;398;;;;;;;0;;;;902;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;570
