PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8
M;613_615_1;;;;;Step 1.7 Completed;;ЛОЖЬ;ЛОЖЬ;;615;;;;;;;0;;;;2068;ЛОЖЬ;0;;;;;;;1=ACTIVE;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C733_1_N;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;733;;;;;;;0;;;;2457;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1221_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;1221;;;;;;;0;;;;5715;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1030_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;1030;;;;;;;0;;;;6642;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;346_352_9;;;6000;;ESD-6000 CLOSING VALVES;;ЛОЖЬ;ЛОЖЬ;;352;;;;;;;0;;;;269;ЛОЖЬ;0;;;;;;;0=CLOSE;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1149_1_K;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1149;;;;;;;0;;;;6875;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;370_792_2;;;6000;;60TALL367_I;;ЛОЖЬ;ЛОЖЬ;;792;;;;;;;0;;;;5146;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C441_6_C;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;441;;;;;;;0;;;;9238;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1305_1405_4;;;6000;;60XZSO005_FL;;ЛОЖЬ;ЛОЖЬ;;1405;;;;;;;0;;;;7810;ЛОЖЬ;0;;;;;;;1=OPENED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;735_1;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;735;;;;;;;;1 s;0;;532;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with variable timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;280_2;;;5500;;;;ЛОЖЬ;ЛОЖЬ;;280;;;;;;;;100 ms;5;;120;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;244_2;;;5500;;;;ЛОЖЬ;ЛОЖЬ;;244;;;;;;;;100 ms;10;;808;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;901_899_3;;;;;Abort Back;;ЛОЖЬ;ЛОЖЬ;;899;;;;;;;0;;;;3014;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C312_3_E;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;312;;;;;;;0;;;;9466;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60BL905A;;LCP;6000;A_6000;H-6052 BURNER-FLAME ON;Yes;ЛОЖЬ;ЛОЖЬ;;1494;;;;;;;0;;;;362;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;15.06;5;3;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;1227
M;1637_3;;;;H-6051;;;ЛОЖЬ;ЛОЖЬ;;1637;;;;;;;0;;;;8470;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60XY021;;FLD;6000;A_6000;FG PIL BURN NO1 H6052;Yes;ИСТИНА;ЛОЖЬ;;1421;;;;;;;0;;;;112;ИСТИНА;28269;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;15.08;7;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;1281
M;1417_1416_1;;;6000;;H2 TO ATMOSPHERE (CTRL);;ЛОЖЬ;ЛОЖЬ;;1416;;;;;;;0;;;;8014;ЛОЖЬ;0;;;;;;;1=CLOSE;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;55TAHH124_PA;;COM;5500;;1oo2 PRE ALARM;No;ЛОЖЬ;ЛОЖЬ;;284;;;;;;;0;;;;1138;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;1852
M;C915_1_N;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;915;;;;;;;0;;;;4651;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1458_9;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;1458;;;;;;;0;;;;7161;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;60HS924B;;COM;6000;A_6000;IGNITION BURNER 2;No;ЛОЖЬ;ИСТИНА;;0;;;;;;;0;;;;3792;ИСТИНА;28270;None;;;;;;1=IGNITION;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_UCB;ESD_551_1;48
DI;15-ExtComFaultCC3;;SYS;;;EXT COM FAULT COM CH 3;Yes;ЛОЖЬ;;;16;;;;;;;;;;;8;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1444_6;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;1444;;;;;;;0;;;;6355;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C757_1_M;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;757;;;;;;;0;;;;2251;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1411_919_2;;;6000;;60XV011_CMD;;ЛОЖЬ;ЛОЖЬ;;919;;;;;;;0;;;;1998;ЛОЖЬ;0;;;;;;;1=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1201_1191_7;;;;;Step 5.5.6. - NO;;ЛОЖЬ;ЛОЖЬ;;1191;;;;;;;0;;;;6551;ЛОЖЬ;0;;;;;;;1=ACTIVE;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;466_220_1;;;6000;;60TI951_MO;;ЛОЖЬ;ЛОЖЬ;;220;;;;;;;0;;;;1250;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;364_410_2;;;6000;;60PAHH304_I;;ЛОЖЬ;ЛОЖЬ;;410;;;;;;;0;;;;698;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1346_2;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;1346;;;;;;;0;;;;8066;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;596_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;596;;;;;;;0;;;;3287;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;735_737_2;;;6000;;Fail Step Num;;ЛОЖЬ;ЛОЖЬ;;737;;Float;;;;;0;;;;1370;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;C1141_1_I;;;;;Function block register;;ЛОЖЬ;ЛОЖЬ;;1141;;Float;;;;;0;;;;6862;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60PAHH926;;COM;6000;A_6000;EXHAUST GAS H6052 D6051;No;ЛОЖЬ;ЛОЖЬ;;464;;;;;;;0;;;;1309;ИСТИНА;28601;None;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;1049
DO;60VAH806AB;;COM;6000;A_6000;1oo2 PRE ALARM;No;ЛОЖЬ;ЛОЖЬ;;534;;;;;;;0;;;;1435;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;987
M;667_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;667;;;;;;;0;;;;2629;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;60XZSO011;;FLD;6000;A_6000;GG (H2) IN H-6051;Yes;ИСТИНА;ЛОЖЬ;;1311;;;;;;;;;;;157;ЛОЖЬ;29430;None;;;;;;0=OPEN;;;;;;;Undefined;;;;15.04;3;6;1;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;1501
T;392_6;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;392;;;;;;;;100 ms;5;;1628;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1474_14;;;;;;;ЛОЖЬ;ЛОЖЬ;;1474;;;;;;;0;;;;4267;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;60HS917C;;COM;6000;A_6000;H6051 BRN NATGAS REA PIL;No;ИСТИНА;ИСТИНА;;1479;;;;;;;0;;;;3897;ЛОЖЬ;29255;None;;;;;;1=CLOSE;;;;;;;Undefined;;;;;;;;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_UCB;ESD_551_1;157
M;C560_2_E;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;560;;;;;;;0;;;;1350;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1449_9;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;1449;;;;;;;0;;;;7157;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1450_8;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;1450;;;;;;;0;;;;4235;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;967_2;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;967;;;;;;;0;;;;1853;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C366_3_G;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;366;;;;;;;0;;;;8617;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1193_1_H;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;1193;;;;;;;0;;;;6812;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1475_1_M;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1475;;;;;;;0;;;;1090;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;352_6;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;352;;;;;;;0;;;;211;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60BL912B;;LCP;6000;A_6000;H-6052 BURNER-FLAME OFF;Yes;ЛОЖЬ;ЛОЖЬ;;1495;;;;;;;0;;;;365;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;15.06;5;6;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;1234
M;1449_1195_1;;;6000;;60XV049_OP;;ЛОЖЬ;ЛОЖЬ;;1195;;;;;;;0;;;;6520;ЛОЖЬ;0;;;;;;;1=OPEN;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1103_1101_7;;;;;Step 4.5.2..-NO;;ЛОЖЬ;ЛОЖЬ;;1101;;;;;;;0;;;;5946;ЛОЖЬ;0;;;;;;;1=NO;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;55PI120;;FLD;5500;A_5500;RESIDUAL GAS OF V-5508;Yes;ИСТИНА;ЛОЖЬ;;268;ИСТИНА;Float;4-20mA;0;4;kPag;;;;;32;ЛОЖЬ;28829;;None;None;None;None;;;;-1;-1;;;;-XXXXX.X;3.64;22;;15.04;7;9;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;10076
M;C713_1_M;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;713;;;;;;;0;;;;2494;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C368_2_E;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;368;;;;;;;0;;;;3033;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C2499_1;;;;;Compiler marker (429, 54);;ЛОЖЬ;ЛОЖЬ;;2499;;;;;;;0;;;;71;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1647_1_G;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;1647;;;;;;;0;;;;8357;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;308_5;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;308;;;;;;;0;;;;2883;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;392_5;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;392;;;;;;;;100 ms;5;;1624;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;1063_1065_2;;;;;Fail Step Num;;ЛОЖЬ;ЛОЖЬ;;1065;;Float;;;;;0;;;;6110;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;60FI145_LL;;COM;6000;A_6000;LL TRIP SETPOINT (kg/h);No;ЛОЖЬ;ЛОЖЬ;;326;;Float;;;;;0;;;;512;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;10261
M;570_1;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;570;;;;;;;0;;;;1742;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;378_214_1;;;6000;;60PT353;;ЛОЖЬ;ЛОЖЬ;;214;;;;;;;0;;;;718;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60XA910;;LCP;6000;A_6000;H-6052 BURNER-HORN;Yes;ЛОЖЬ;ЛОЖЬ;;1494;;;;;;;0;;;;337;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;15.06;3;10;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;1251
M;C518_3_D;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;518;;;;;;;0;;;;9174;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60XY055;;FLD;6000;A_6000;EXP GAS M-BURN N3 H6052;Yes;ИСТИНА;ЛОЖЬ;;1455;;;;;;;0;;;;81;ИСТИНА;28276;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;15.07;15;2;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;1298
M;C308_3;;;6000;;Compiler marker (352, 114);;ЛОЖЬ;ЛОЖЬ;;308;;;;;;;0;;;;8638;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;60HS710A;;PNL;6000;A_6000;ESD MOSRELA 6000;Yes;ИСТИНА;ЛОЖЬ;;133;;;;;;;;;;;182;ИСТИНА;28682;None;;;;;;1=ENABLED;;;;;;;Undefined;;;;15.05;13;15;1;Hold;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;1773
M;300_1;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;300;;;;;;;0;;;;702;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1464_1_N;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1464;;;;;;;0;;;;6508;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1643_4;;;;H-6052;;;ЛОЖЬ;ЛОЖЬ;;1643;;;;;;;0;;;;8289;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;458_1450_4;;;6000;;ESD Int-H-6052;;ЛОЖЬ;ЛОЖЬ;;1450;;;;;;;0;;;;3367;ЛОЖЬ;0;;;;;;;0=CLOSE;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1415_2_I;;;6000;6000;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;1415;;;;;;;0;;;;8222;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1436_8;;;6000;;;;ЛОЖЬ;ЛОЖЬ;;1436;;;;;;;0;;;;4197;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1462_1_K;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1462;;;;;;;0;;;;6600;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;60HS047O;;COM;6000;A_6000;FG M-BURN N3 COMP H6053;No;ИСТИНА;ИСТИНА;;1447;;;;;;;0;;;;3969;ЛОЖЬ;29109;None;;;;;;1=OPEN;;;;;;;Undefined;;;;;;;;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_UCB;ESD_551_1;227
M;C374_3_F;;;6000;6000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;374;;;;;;;0;;;;8599;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;623_625_4;;;;;Step Num;;ЛОЖЬ;ЛОЖЬ;;625;;Float;;;;;0;;;;760;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1618_6;;;;C-6001B;;;ЛОЖЬ;ЛОЖЬ;;1618;;;;;;;0;;;;7461;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60LI323_MOC;;COM;6000;A_6000;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;382;;;;;;;0;;;;828;ИСТИНА;28277;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_551_1;667
M;C633_1_K;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;633;;;;;;;0;;;;2804;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
