PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11;ComAllocationType12;Master12;Slave12;PLCAddress12;ComAllocationType13;Master13;Slave13;PLCAddress13;ComAllocationType14;Master14;Slave14;PLCAddress14;ComAllocationType15;Master15;Slave15;PLCAddress15;ComAllocationType16;Master16;Slave16;PLCAddress16;ComAllocationType17;Master17;Slave17;PLCAddress17;ComAllocationType18;Master18;Slave18;PLCAddress18;ComAllocationType19;Master19;Slave19;PLCAddress19;ComAllocationType20;Master20;Slave20;PLCAddress20;ComAllocationType21;Master21;Slave21;PLCAddress21;ComAllocationType22;Master22;Slave22;PLCAddress22;ComAllocationType23;Master23;Slave23;PLCAddress23;ComAllocationType24;Master24;Slave24;PLCAddress24;ComAllocationType25;Master25;Slave25;PLCAddress25;ComAllocationType26;Master26;Slave26;PLCAddress26;ComAllocationType27;Master27;Slave27;PLCAddress27;ComAllocationType28;Master28;Slave28;PLCAddress28
DO;10XL602KA;;PNL;1000;A_1000;MOS ENABLE AREA 1000;Yes;ЛОЖЬ;ЛОЖЬ;;35;;;;;;;0;;;;28;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.05;3;5;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21XA302;;PNL;2100;A_2000;INTERNAL FIRE ALARM;Yes;ЛОЖЬ;ЛОЖЬ;;236;;;;;;;0;;;;223;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.06;11;8;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20HS990H1;;PNL;2000;A_2000;MOS ENABLE AREA CH-20-3;Yes;ЛОЖЬ;ЛОЖЬ;;65;;;;;;;;;;;84;ЛОЖЬ;0;None;;;;;;1=ENABLE;;;;;;;Undefined;491;3428;;01.03;11;13;1;Hold;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XL252;;PNL;2000;A_2000;ED FROM T-2009;Yes;ЛОЖЬ;ЛОЖЬ;;260;;;;;;;0;;;;296;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.07;5;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;51XL059_ON;;FSC;5100;A_5100;GROUP SHUTDOWN;No;ЛОЖЬ;ЛОЖЬ;;292;;;;;;;0;;;;2045;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;Input;ESD_001_1;ESD_511_1;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;30XL122;;PNL;3000;A_P30_1;SD AT FIRE P3020 - N. 04;Yes;ЛОЖЬ;ЛОЖЬ;;208;;;;;;;0;;;;72;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.05;9;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;55_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;55;;;;;;;;100 ms;10;;72;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20XL242B_ON;;FSC;2000;A_2000;P-2018/S EMERG. SD;No;ЛОЖЬ;ЛОЖЬ;;258;;;;;;;0;;;;2158;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;ESD_001_1;ESD_001_7;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;10HS601A;;PNL;1000;A_1000;MOS ENABLE AREA H-1001B;Yes;ЛОЖЬ;ЛОЖЬ;;33;;;;;;;;;;;26;ЛОЖЬ;0;None;;;;;;1=ENABLE;;;;;;;Undefined;491;3428;;01.03;3;3;1;Hold;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XL707;;PNL;;;;Yes;ЛОЖЬ;ЛОЖЬ;;283;;;;;;;0;;;;338;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;;;;01.07;11;11;1;Appl;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;30XL126;;PNL;3000;A_P30_1;SD AT FIRE P-3026 - T.06;Yes;ЛОЖЬ;ЛОЖЬ;;210;;;;;;;0;;;;76;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.05;9;5;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;530;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XL208;;PNL;2000;A_2000;ED FROM T-2004;Yes;ЛОЖЬ;ЛОЖЬ;;256;;;;;;;0;;;;283;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.07;3;4;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;10XL600KA;;PNL;1000;A_1000;MOS ENABLED AREA H-1001A;Yes;ЛОЖЬ;ЛОЖЬ;;31;;;;;;;0;;;;24;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.05;3;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XL990KA;;PNL;2000;A_2000;MOS ENABLED AREA H-2001;Yes;ЛОЖЬ;ЛОЖЬ;;69;;;;;;;0;;;;204;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.06;9;5;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;533;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20XL990CB_ON_08;;FSC;A_2000;;ESD MOS ACT AREA 2000-3;No;ЛОЖЬ;ЛОЖЬ;;55;;;;;;;0;;;;821;ЛОЖЬ;0;None;;;;;;1=LAMP ON;1=LAMP ON;;;;;;Undefined;;;;;;;;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;View only;;;;;;;;;;;;;Input;ESD_001_1;ESD_001_8;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;105_113_1;;;;;20HS846D;;ЛОЖЬ;ЛОЖЬ;;113;;;;;;;0;;;;808;ЛОЖЬ;0;;;;;;;1=TEST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;77_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;77;;;;;;;;100 ms;10;;116;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;42XL113AA;;PNL;4200;A_4200;MOS ENABLED AREA CH-42-1;Yes;ЛОЖЬ;ЛОЖЬ;;99;;;;;;;0;;;;344;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.07;11;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20XA116A_ON;;FSC;2000;A_2000;H-2003 EMERG. SD;No;ЛОЖЬ;ЛОЖЬ;;224;;;;;;;0;;;;2524;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;ESD_001_1;ESD_001_6;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20HS990B_REL;;FSC;2000;A_2000;ESD MOS REL AREA 2000-2;No;ЛОЖЬ;ЛОЖЬ;;53;;;;;;;0;;;;615;ЛОЖЬ;0;None;;;;;;1=RELEASED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;ESD_001_1;ESD_001_8;4;;;;;;;;;Output;ESD_001_1;ESD_001_7;4;Output;ESD_001_1;ESD_001_6;2;;;;;;;;;;;;;Output;ESD_001_1;ESD_001_4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;51_264_4;;;;;20HS846B_2;;ЛОЖЬ;ЛОЖЬ;;264;;;;;;;0;;;;51;ЛОЖЬ;0;;;;;;;1=TEST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;00XS001E01P01;;CAB;2000;S_B001;CB001 ESD-01 ALARM PS 01;Yes;ЛОЖЬ;ЛОЖЬ;;18;;;;;;;;;;;8;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;01.03;1;1;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;535;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XL019B;;PNL;2000;A_2000;C-2001 EMERGENCY SHUTDOWN;Yes;ЛОЖЬ;ЛОЖЬ;;250;;;;;;;0;;;;104;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.05;13;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XL265EA;;PNL;4100;A_4100;MOS ENABLED AREA H-4101B;Yes;ЛОЖЬ;ЛОЖЬ;;95;;;;;;;0;;;;318;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.07;7;7;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;537;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;1-InputFault;;SYS;;;Input Channel fault;Yes;ЛОЖЬ;;;17;;;;;;;;;;;21;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;01_11_SNESD_FLT;;FSC;4100;S_B411;ESD_001_1-ESD_411_1;No;ЛОЖЬ;ЛОЖЬ;;19;;;;;;;0;;;;567;ЛОЖЬ;0;None;;;;;;0=FAULT;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;ESD_001_1;ESD_411_1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;21_238_11;;;;;06-01 - ESD001_6;;ЛОЖЬ;ЛОЖЬ;;238;;;;;;;0;;;;725;ЛОЖЬ;0;;;;;;;Blink on Failure;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;43HS902_REL;;FSC;4300;A_43015;ESD MOS REL AREA 430-15;No;ЛОЖЬ;ЛОЖЬ;;49;;;;;;;0;;;;562;ЛОЖЬ;0;None;;;;;;1=RELEASED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;ESD_001_1;ESD_431_1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;1-ClockSrcFault1;;SYS;;;Clock source 1 fault;Yes;ЛОЖЬ;;;15;;;;;;;;;;;14;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;CB001_ESD1_YEAR;;COM;;;YEAR;No;ЛОЖЬ;ЛОЖЬ;;15;;Word;;;;;0;;;;56;;0;;None;None;None;None;;;;;;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;10069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;87_93_1;;;;;20HS846C;;ЛОЖЬ;ЛОЖЬ;;93;;;;;;;0;;;;592;ЛОЖЬ;0;;;;;;;1=TEST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XL078B;;PNL;2000;A_P20_1;P-2005/S EMERG. SD;Yes;ЛОЖЬ;ЛОЖЬ;;222;;;;;;;0;;;;168;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.06;5;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41HS265D_REL;;FSC;4100;A_4100;ESD MOS REL AREA H4101A;No;ЛОЖЬ;ЛОЖЬ;;93;;;;;;;0;;;;591;ЛОЖЬ;0;None;;;;;;1=RELEASED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;ESD_001_1;ESD_411_1;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20XL109B_ON;;FSC;2000;A_2000;P-2002/S EMERG. SD;No;ЛОЖЬ;ЛОЖЬ;;222;;;;;;;0;;;;2523;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;ESD_001_1;ESD_001_6;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;61_81_2;;;;;20HS846B_1;;ЛОЖЬ;ЛОЖЬ;;81;;;;;;;0;;;;722;ЛОЖЬ;0;;;;;;;1=TEST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI;1-RepairTimer_CP1;;SYS;;;Repair time CP1;Yes;ЛОЖЬ;;;16;;Word;;;;;;;;;12;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;CB001_ESD1_MINUTE;;COM;;;MINUTE;No;ЛОЖЬ;ЛОЖЬ;;15;;Byte;;;;;0;;;;61;;0;;None;None;None;None;;;;;;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;10073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;10XL032;;PNL;1000;A_1000;STEAM EMERG.TO H-1001A;Yes;ЛОЖЬ;ЛОЖЬ;;200;;;;;;;0;;;;9;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.05;1;2;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;10XL182B;;PNL;1000;A_P10_1;STOP P1042B FIRE - N. 05;Yes;ЛОЖЬ;ЛОЖЬ;;204;;;;;;;0;;;;2;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.05;1;11;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;541;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20HS990B2;;PNL;2000;A_2000;MOS RELEASE AREA 2000-2;Yes;ЛОЖЬ;ЛОЖЬ;;53;;;;;;;;;;;91;ЛОЖЬ;0;None;;;;;;0=RELEASE;;;;;;;Undefined;491;3428;;01.03;11;4;1;Hold;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;542;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XL206B;;PNL;2000;A_P20_2;P-2011/S EMERG. SD;Yes;ЛОЖЬ;ЛОЖЬ;;256;;;;;;;0;;;;107;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.05;13;4;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;543;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20HS990R_REL;;FSC;2000;A_2000;ESD MOS REL AREA H-2006;No;ЛОЖЬ;ЛОЖЬ;;81;;;;;;;0;;;;726;ЛОЖЬ;0;None;;;;;;1=RELEASED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;ESD_001_1;ESD_001_6;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XL018B;;PNL;2000;A_2000;C-2003S SHUTDOWN;Yes;ЛОЖЬ;ЛОЖЬ;;220;;;;;;;0;;;;139;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;01.06;1;4;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;544;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;73_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;73;;;;;;;;100 ms;10;;108;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20XZLC434B_SN;;FSC;;;VALVE 20XV434B CLOSE;No;ЛОЖЬ;ЛОЖЬ;;242;;;;;;;0;;;;854;ЛОЖЬ;0;None;;;;;;1=CLOSE;1=CLOSE;;;;;;Undefined;;;;;;;;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;View only;;;;;;;;;;;;;Input;ESD_001_1;ESD_001_8;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XL433A_R;;PNL;;;VALVE 20XV433A READY TO CLOSE;Yes;ЛОЖЬ;ЛОЖЬ;;234;;;;;;;0;;;;440;ЛОЖЬ;0;None;;;;;;1=LAMP ON;1=LAMP ON;;;;;;Undefined;;;;01.06;17;1;1;Appl;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_1;507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
