PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6
M;C412_2_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;412;;;;;;;0;;;;2846;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C954_1_E;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;954;;;;;;;0;;;;3937;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;58GT057;;FLD;;;CB-00-1 VENTILATION AIR INTAKE;Yes;ИСТИНА;ЛОЖЬ;;1420;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;376;ЛОЖЬ;48004;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;34.03;13;10;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_4;11381;;;;
DO;58GT064_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;1114;;;;;;;0;;;;802;ИСТИНА;48461;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_4;947;;;;
M;C938_6_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;938;;;;;;;0;;;;3221;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C305_2;;;;;Compiler marker (352, 156);;ЛОЖЬ;ЛОЖЬ;;305;;;;;;;0;;;;1865;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;58GT044_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;1314;;;;;;;0;;;;906;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_4;1051;;;;
DO;23HX605OP_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;942;;;;;;;0;;;;1759;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_4;1158;;;;
M;C810_1_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;810;;;;;;;0;;;;2111;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;210_260_1;;;;;20GT609_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;260;;;;;;;0;;;;1303;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C944_2_M;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;944;;;;;;;0;;;;4035;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C234_2_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;234;;;;;;;0;;;;2952;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C405_4;;;;;Compiler marker (288, 252);;ЛОЖЬ;ЛОЖЬ;;405;;;;;;;0;;;;1833;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;832_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;832;;;;;;;0;;;;330;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;314_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;314;;;;;;;0;;;;4209;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_001_4_F3;;COM;;;IO Fault;No;ЛОЖЬ;ЛОЖЬ;;21;;;;;;;1;;;;102;ИСТИНА;48374;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_4;752;;;;
DO;20GT618_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;228;;;;;;;0;;;;700;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_4;845;;;;
DO;FGS_001_4.20XL997CB;;FSC;;;GAS MOS ACTIVATED in area CH-20-1;Yes;ЛОЖЬ;ЛОЖЬ;;1920;;;;;;;0;;;;1795;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;Output;FGS_001_1;FGS_001_4;5;;;;;;;;;;;;;;;;
M;C923_3_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;923;;;;;;;0;;;;4103;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;446_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;446;;;;;;;0;;;;236;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C972_1_M;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;972;;;;;;;0;;;;2494;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;942_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;942;;;;;;;;1 s;0;;136;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON memorize with variable timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1316_3_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1316;;;;;;;0;;;;1866;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;23HS601A5_PA;;COM;;;GR. TRIP AT FIRE HVAC'S OF CH-20-1-MAIN ENTR#3;No;ЛОЖЬ;ЛОЖЬ;;926;;;;;;;0;;;;3180;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_4;1306;;;;
M;1316_1344_2;;;;;58GT045_RR;;ЛОЖЬ;ЛОЖЬ;;1344;;;;;;;0;;;;1479;ЛОЖЬ;0;;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1114_3_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1114;;;;;;;0;;;;1976;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;1342_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;1342;;;;;;;;1 s;30;;80;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;941_952_2;;;;;CH-20-2-Auto Start;;ЛОЖЬ;ЛОЖЬ;;952;;;;;;;0;;;;3292;ЛОЖЬ;0;;;;;;;0=cmdSTART;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1318_2_B;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;1318;;;;;;;0;;;;4390;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XA903T;;FLD;;;CH-20-1 OUTDOOR;Yes;ИСТИНА;ЛОЖЬ;;982;;;;;;;0;;;;109;ИСТИНА;48005;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;34.06;1;6;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_4;566;;;;
M;1530_1960_6;;;;;AREA 430-16-T.GAS ALARM;;ЛОЖЬ;ЛОЖЬ;;1960;;;;;;;0;;;;2398;ЛОЖЬ;0;;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;230_254_3;;;;;20GT619;;ЛОЖЬ;ЛОЖЬ;;254;;;;;;;0;;;;1415;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;58XA078HT;;FLD;;;SS-20-1 OUTDOOR;Yes;ИСТИНА;ЛОЖЬ;;1142;;;;;;;0;;;;31;ИСТИНА;48006;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;34.05;3;8;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_4;528;;;;
M;C412_2_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;412;;;;;;;0;;;;2844;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C970_1_2;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;970;;;;;;;0;;;;2517;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;58GT054_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;718;;;;;;;0;;;;958;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_4;1103;;;;
AI;58GT001;;FLD;;;NEXT E-5840A;Yes;ИСТИНА;ЛОЖЬ;;510;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;216;ЛОЖЬ;48007;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;34.03;9;4;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_4;11229;;;;
M;712_722_5;;;;;58GT047_FL;;ЛОЖЬ;ЛОЖЬ;;722;;;;;;;0;;;;4160;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;976_7;;;;;;;ЛОЖЬ;ЛОЖЬ;;976;;;;;;;;100 ms;50;;864;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Pulse retriggerable with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;58XA198FC;;FLD;;;AH-20-1 DOOR EAST;Yes;ИСТИНА;ЛОЖЬ;;334;;;;;;;0;;;;238;ИСТИНА;48008;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;34.07;5;7;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_4;631;;;;
M;226_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;226;;;;;;;0;;;;221;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20GA603;;COM;;;TRIP INITIATOR-Flammable gas;No;ЛОЖЬ;ЛОЖЬ;;112;;;;;;;1;;;;643;ИСТИНА;48386;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_4;788;;;;
M;C954_1_L;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;954;;;;;;;0;;;;3942;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_001_4.20XL997JB;;FSC;;;GAS MOS ACTIVATED in area 2000#1;Yes;ЛОЖЬ;ЛОЖЬ;;1920;;;;;;;0;;;;1798;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;Output;FGS_001_1;FGS_001_4;2;;;;;;;;;;;;;;;;
M;940_974_5;;;;;CH-20-1-Field/Panel Start;;ЛОЖЬ;ЛОЖЬ;;974;;;;;;;0;;;;2350;ЛОЖЬ;0;;;;;;;0=cmdSTART;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C332_1_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;332;;;;;;;0;;;;1055;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;34-Flasher-2Hz;;SYS;;;2 Hz flasher;No;ЛОЖЬ;;;0;;;;;;;;;;;29;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;CB_00_1_FGS4_T;;COM;CB_00_1;FGS001_4;TEMPERATURE ALARM;No;ЛОЖЬ;ЛОЖЬ;;23;;;;;;;0;;;;1404;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_4;608;;;;
DO;20MOV4000A;;MCC;;;OPEN 20XV4000;Yes;ИСТИНА;ЛОЖЬ;;1450;;;;;;;0;;;;392;ИСТИНА;48566;None;;;;;;1=cmdOPEN;;;;;;;Undefined;;;;34.04;17;1;1;Appl;;;ИСТИНА;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_4;1337;;;;
M;2346_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;2346;;;;;;;0;;;;1824;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;910_922_4;;;;;20GT620_BadPV_FL;;ЛОЖЬ;ЛОЖЬ;;922;;;;;;;0;;;;2326;ЛОЖЬ;0;;;;;;;0=BadPV;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C974_1_M;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;974;;;;;;;0;;;;2473;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;718_724_5;;;;;58GT054_FL;;ЛОЖЬ;ЛОЖЬ;;724;;;;;;;0;;;;1127;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;252_8;;;;;;;ЛОЖЬ;ЛОЖЬ;;252;;;;;;;0;;;;247;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;23HY617_TF;;COM;;;CHANNEL OR LINE FAULT;No;ЛОЖЬ;ЛОЖЬ;;1444;;;;;;;0;;;;4097;ЛОЖЬ;0;None;;;;;;0=FAULT;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_4;1312;;;;
M;1010_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;1010;;;;;;;0;;;;3347;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;416_418_5;;;;;58GT063_FL;;ЛОЖЬ;ЛОЖЬ;;418;;;;;;;0;;;;4273;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;58GT006_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;1214;;;;;;;0;;;;861;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_4;1006;;;;
M;232_260_1;;;;;20GT622_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;260;;;;;;;0;;;;1330;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C960_1_1;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;960;;;;;;;0;;;;3440;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C972_2_M;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;972;;;;;;;0;;;;2481;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;941_972_4;;;;;CH-20-2-Auto Start;;ЛОЖЬ;ЛОЖЬ;;972;;;;;;;0;;;;2359;ЛОЖЬ;0;;;;;;;0=cmdSTART;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;414_450_1;;;;;58GT062_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;450;;;;;;;0;;;;1363;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;810_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;810;;;;;;;0;;;;3414;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;58GT039_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;612;;;;;;;0;;;;3535;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;FGS_001_4;64;;;;
M;C512_2_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;512;;;;;;;0;;;;2795;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C974_2_K;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;974;;;;;;;0;;;;2458;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;712_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;712;;;;;;;;100 ms;10;;356;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;446_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;446;;;;;;;;1 s;30;;32;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;130_138_2;;;;;AREA 2000#1-FL.GAS ALARM;;ЛОЖЬ;ЛОЖЬ;;138;;;;;;;0;;;;4351;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;132_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;132;;;;;;;0;;;;163;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;1514_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;1514;;;;;;;;100 ms;10;;644;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
