FLD Number;Tag Name;Title;Unit;SubUnit;Protected;Drawing Number;FLD Type;Execution Environment;Author;Revision;Design Date;Parent Asset;Item Name;Point Detail Display;Group Detail Display;Associated Display
941;FGS_001_4_FLD0941;CH-20-1 Fan Auto Start Logic;;;ЛОЖЬ;;Program block;FGS_001_4;;;03.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
944;FGS_001_4_FLD0944;CH-20-1 Fan 201AB2;;;ЛОЖЬ;;Program block;FGS_001_4;;;03.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
510;FGS_001_4_FLD0510;5800#2 Fl.Gas detector 58GT001;;;ЛОЖЬ;;Program block;FGS_001_4;;;05.11.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2406;FGS_001_4_FLD2406;Fl.G Detector - Polytron 2 XP;;;ЛОЖЬ;;Function block;FGS_001_4;;;29.01.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
246;FGS_001_4_FLD0246;2000#2 FA.Gas detector 20FA616;;;ЛОЖЬ;;Program block;FGS_001_4;;;10.08.2019;;;Sysdtlsmflda;Sysdtlsmflda_fp;
636;FGS_001_4_FLD0636;SS-20-2 Howlers & Beacons;;;ЛОЖЬ;;Program block;FGS_001_4;;;05.11.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1010;FGS_001_4_FLD1010;5800#1 T.Gas detector 58GT010;;;ЛОЖЬ;;Program block;FGS_001_4;;;06.11.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2475;FGS_001_4_FLD2475;HORN and BEACONS - FIELD;;;ЛОЖЬ;;Function block;FGS_001_4;;;05.11.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1424;FGS_001_4_FLD1424;CB-00-1 T.GDs voting-Sh2;;;ЛОЖЬ;;Program block;FGS_001_4;;;04.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1032;FGS_001_4_FLD1032;5800#1 Howlers & Beacons;;;ЛОЖЬ;;Program block;FGS_001_4;;;06.11.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
254;FGS_001_4_FLD0254;CH-20-1 Common Alarm Fl.GD-Sh2;;;ЛОЖЬ;;Program block;FGS_001_4;;;05.11.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
982;FGS_001_4_FLD0982;CH-20-1 Howlers & Beacons;;;ЛОЖЬ;;Program block;FGS_001_4;;;06.11.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
514;FGS_001_4_FLD0514;5800#2 Fl.Gas detector 58GT005;;;ЛОЖЬ;;Program block;FGS_001_4;;;05.11.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
940;FGS_001_4_FLD0940;CH-20-1 Fan Start Buttons-Sh3;;;ЛОЖЬ;;Program block;FGS_001_4;;;03.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
738;FGS_001_4_FLD0738;CB-00-1 Ready to Reset;;;ЛОЖЬ;;Program block;FGS_001_4;;;05.11.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
226;FGS_001_4_FLD0226;CH-20-1 Fl.Gas detector 20GT617;;;ЛОЖЬ;;Program block;FGS_001_4;;;05.11.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1400;FGS_001_4_FLD1400;CB-00-1 ACK, TEST and RESET;;;ЛОЖЬ;;Program block;FGS_001_4;;;06.11.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
765;FGS_001_4_FLD0765;430-16 Howlers & Beacons;;;ЛОЖЬ;;Program block;FGS_001_4;;;28.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
