PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6
DI;51XS976_P;;COM;5100;A_C5140;COMPR C-5140S IS RUNNING;No;ЛОЖЬ;ИСТИНА;;816;;;;;;;0;;;;3059;ЛОЖЬ;0;None;;;;;;1=RUNNING;;;;;;;Undefined;;;;;;;;High;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;Input;CC_CCB_1;ESD_511_1;20;;;;;;;;;;;;
DI;52XSF019;;MCC;5200;A_5200;Z-5112 GATE VALVE IS BLK;Yes;ИСТИНА;ЛОЖЬ;;882;;;;;;;;;;;48;ИСТИНА;26202;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;14.03;9;9;1;Low;;Undefined;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_511_1;1119;;;;;;;;
M;528_2;;;5200;;;;ЛОЖЬ;ЛОЖЬ;;528;;;;;;;0;;;;1051;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C268_3_F;;;5100;5100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;268;;;;;;;0;;;;4335;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C450_2_B;;;5100;5100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;450;;;;;;;0;;;;2653;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;51TI884D_MOR;;COM;5100;A_C5140;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;840;;;;;;;0;;;;2091;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_511_1;60;;;;;;;;
T;606_2;;;5200;;;;ЛОЖЬ;ЛОЖЬ;;606;;;;;;;;100 ms;5;;1236;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C702_1;;;5100;;Compiler marker (248, 84);;ЛОЖЬ;ЛОЖЬ;;702;;;;;;;0;;;;3809;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;52PI019;;FLD;5200;;P-5206 PRES CORR INHIB;Yes;ИСТИНА;ЛОЖЬ;;598;ИСТИНА;Float;4-20mA;0;2.5;MPa-g;;;;;1100;ЛОЖЬ;26682;;None;None;None;None;;;;;;;;;-XXXXX.X;3.64;22;;14.07;7;4;1;Top scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_511_1;10401;;;;;;;;
M;1324_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;1324;;;;;;;0;;;;1636;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;51HS988_B2_IN_P;;COM;5100;A_5100;CAP CTRL BIT 2;No;ЛОЖЬ;ЛОЖЬ;;856;;;;;;;0;;;;2949;ЛОЖЬ;0;None;;;;;;1=ACTIVE;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;CC_CCB_1;ESD_511_1;51;;;;;;;;;;;;
M;C310_1_G;;;5100;5100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;310;;;;;;;0;;;;2799;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;820_3;;;5100;;;;ЛОЖЬ;ЛОЖЬ;;820;;;;;;;;100 ms;5;;1052;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;51FAL877A_CA;;COM;5100;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;798;;;;;;;0;;;;3491;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_511_1;1541;;;;;;;;
M;C336_3_C;;;5100;5100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;336;;;;;;;0;;;;2766;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;51TAHH907B;;COM;5100;A_5100;THRUST BEARING;No;ЛОЖЬ;ЛОЖЬ;;348;;;;;;;0;;;;377;ИСТИНА;26207;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_511_1;805;;;;;;;;
T;578_7;;;5200;;;;ЛОЖЬ;ЛОЖЬ;;578;;;;;;;;100 ms;10;;796;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C422_1_C;;;5100;5100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;422;;;;;;;0;;;;2677;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;52TI901A_TF;;COM;5200;A_5200;TRANSM FAULT;No;ЛОЖЬ;ЛОЖЬ;;532;;;;;;;0;;;;450;ИСТИНА;26209;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_511_1;981;;;;;;;;
DO;51TI901A_MOC;;COM;5100;A_5100;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;258;;;;;;;0;;;;114;ИСТИНА;26491;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_511_1;676;;;;;;;;
DO;52XY018B;;MCC;5200;A_5200;Z-5111 GATE VALVE EM.CLS;Yes;ИСТИНА;ЛОЖЬ;;538;;;;;;;0;;;;184;ЛОЖЬ;26211;None;;;;;;1=TRIP;;;;;;;Undefined;491;3428;;14.05;1;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;290_2;;;5100;;;;ЛОЖЬ;ЛОЖЬ;;290;;;;;;;0;;;;737;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C742_4_D;;;5100;5100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;742;;;;;;;0;;;;3680;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1330_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;1330;;;;;;;0;;;;1675;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1320_12;;;;;;;ЛОЖЬ;ЛОЖЬ;;1320;;;;;;;0;;;;1588;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C810_2_F;;;5100;5100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;810;;;;;;;0;;;;3616;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;52TI996A;;FLD;5200;A_P5200;P-5203S PUMP LINE BEAR;Yes;ИСТИНА;ЛОЖЬ;;566;ИСТИНА;Float;4-20mA;0;150;°C;;;;;500;ЛОЖЬ;26251;;None;None;None;None;;;;-37.5;-37.5;;;;-XXXXX.X;3.76;21;;14.06;15;7;1;Top scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_511_1;10193;;;;;;;;
M;532_1;;;5200;;;;ЛОЖЬ;ЛОЖЬ;;532;;;;;;;0;;;;1053;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C584_1_F;;;5200;5200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;584;;;;;;;0;;;;3881;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;452_456_1;;;5100;;51FALL035_I;;ЛОЖЬ;ЛОЖЬ;;456;;;;;;;0;;;;813;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2340_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;2340;;;;;;;0;;;;667;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;52TI996A_HH;;COM;5200;A_5200;HH TRIP SETPOINT (°C);No;ЛОЖЬ;ЛОЖЬ;;566;;Float;;;;;0;;;;728;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_511_1;10251;;;;;;;;
M;C436_1_F;;;5100;5100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;436;;;;;;;0;;;;4047;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C542_1_F;;;5200;5200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;542;;;;;;;0;;;;3943;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;51TI911B_TF;;COM;5100;A_5100;TRANSM FAULT;No;ЛОЖЬ;ЛОЖЬ;;284;;;;;;;0;;;;132;ИСТИНА;26492;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_511_1;697;;;;;;;;
M;C388_3_G;;;5100;5100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;388;;;;;;;0;;;;4106;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;51XY017;;MCC;5100;A_P5100;P-5121  EMERG. PUMP STOP;Yes;ИСТИНА;ЛОЖЬ;;412;;;;;;;0;;;;92;ИСТИНА;26205;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;14.04;7;5;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_511_1;1143;;;;;;;;
DO;52TI901B2_TF;;COM;5200;;TRANSM FAULT;No;ЛОЖЬ;ЛОЖЬ;;534;;;;;;;0;;;;3424;ИСТИНА;26681;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_511_1;1501;;;;;;;;
T;278_3;;;5100;;;;ЛОЖЬ;ЛОЖЬ;;278;;;;;;;;100 ms;5;;1428;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;51XY061;;MCC;5100;A_5100;A-5160/2 REFR. EM. STOP;Yes;ИСТИНА;ЛОЖЬ;;420;;;;;;;0;;;;120;ИСТИНА;26206;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;14.04;11;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_511_1;1163;;;;;;;;
AI;51PI840A;;FLD;5100;A_C5140;C-5140 PROC GAS CYL1;Yes;ИСТИНА;ЛОЖЬ;;720;ИСТИНА;Float;4-20mA;0;1.6;МПа;;;;;304;ЛОЖЬ;26250;;None;None;None;None;;;;-0.4;-0.4;;;;-XXXXX.X;3.64;22;;14.06;9;9;1;Top scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_511_1;10094;;;;;;;;
M;C360_3_G;;;5100;5100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;360;;;;;;;0;;;;4166;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;51FALL827B_CA;;COM;5100;A_C5140;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;702;;;;;;;0;;;;1086;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_511_1;436;;;;;;;;
M;C830_3_G;;;5100;5100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;830;;;;;;;0;;;;3562;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;254_2;;;5100;;;;ЛОЖЬ;ЛОЖЬ;;254;;;;;;;0;;;;686;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI;14-Day;;SYS;;;Day;No;ЛОЖЬ;;;19;;Byte;;;;;;;;;3;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;296_2;;;5100;;;;ЛОЖЬ;ЛОЖЬ;;296;;;;;;;;100 ms;5;;1956;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;364_3;;;5100;;;;ЛОЖЬ;ЛОЖЬ;;364;;;;;;;0;;;;1333;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;51XY006;;MCC;5100;A_P5100;P-5103  EMERGENCY STOP;Yes;ИСТИНА;ЛОЖЬ;;264;;;;;;;0;;;;154;ИСТИНА;26208;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;14.04;15;3;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_511_1;1131;;;;;;;;
M;822_1;;;5100;;;;ЛОЖЬ;ЛОЖЬ;;822;;;;;;;0;;;;3027;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;52TI995B_MOR;;COM;5200;A_5200;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;560;;;;;;;0;;;;2191;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_511_1;160;;;;;;;;
DO;51TAHH984B2_CA;;COM;5100;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;382;;;;;;;0;;;;3256;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_511_1;1333;;;;;;;;
DO;51PAHH885A_FU;;COM;5100;A_5100;C5140S PRS GAS CYL1;No;ЛОЖЬ;ЛОЖЬ;;1330;;;;;;;0;;;;1695;ИСТИНА;26287;None;;;;;;1=FIRST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_511_1;527;;;;;;;;
M;C330_1_E;;;5100;5100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;330;;;;;;;0;;;;2777;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;816_3;;;5100;;;;ЛОЖЬ;ЛОЖЬ;;816;;;;;;;0;;;;755;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C712_6_E;;;5100;5100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;712;;;;;;;0;;;;3779;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;51VAHH925_PA;;COM;5100;A_C5140;1oo2 PRE ALARM;No;ЛОЖЬ;ЛОЖЬ;;722;;;;;;;0;;;;1306;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_511_1;886;;;;;;;;
BO;51PI080_HH;;COM;5100;A_5100;HH TRIP SETPOINT;No;ЛОЖЬ;ЛОЖЬ;;424;;Float;;;;;0;;;;312;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_511_1;10226;;;;;;;;
DI;52HS031B;;FLD;5200;A_5200;BUTTON  DISCON 52LCSA3;Yes;ИСТИНА;ЛОЖЬ;;504;;;;;;;;;;;126;ИСТИНА;26210;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;14.05;9;7;1;Low;;Undefined;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_511_1;1113;;;;;;;;
M;C328_5_E;;;5100;5100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;328;;;;;;;0;;;;4227;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;52PI090;;FLD;5200;A_P5200;P-5202 PRES ACIDIC WATER;Yes;ИСТИНА;ЛОЖЬ;;540;ИСТИНА;Float;4-20mA;0;1.6;MPa-g;;;;;440;ЛОЖЬ;26249;;None;None;None;None;;;;-0.4;-0.4;;;;-XXXXX.X;3.64;22;;14.06;13;9;1;Top scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_511_1;10176;;;;;;;;
M;744_3;;;5100;;;;ЛОЖЬ;ЛОЖЬ;;744;;;;;;;0;;;;860;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C276_1_E;;;5100;5100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;276;;;;;;;0;;;;2834;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;51PI879B_MOR;;COM;5100;A_C5140;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;806;;;;;;;0;;;;2074;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_511_1;43;;;;;;;;
DI;51TI826D_MOR;;COM;5100;A_C5140;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;734;;;;;;;0;;;;2085;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_511_1;54;;;;;;;;
M;C250_2_G;;;5100;5100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;250;;;;;;;0;;;;4378;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;756_762_3;;;5100;;CAPACITY 90%;;ЛОЖЬ;ЛОЖЬ;;762;;;;;;;0;;;;2874;ЛОЖЬ;0;;;;;;;1=ACTIVE;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C510_2_B;;;5200;5200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;510;;;;;;;0;;;;2631;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C400_4_D;;;5100;5100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;400;;;;;;;0;;;;4089;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1320_3_J;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1320;;;;;;;0;;;;483;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;428_2;;;5100;;;;ЛОЖЬ;ЛОЖЬ;;428;;;;;;;;100 ms;5;;816;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C390_3_F;;;5100;5100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;390;;;;;;;0;;;;3194;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1330_7;;;;;;;ЛОЖЬ;ЛОЖЬ;;1330;;;;;;;0;;;;1721;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;276_1;;;5100;;;;ЛОЖЬ;ЛОЖЬ;;276;;;;;;;;100 ms;5;;1848;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;52LI006A;;FLD;5200;;STEAMED WATER IN T-5201;Yes;ИСТИНА;ЛОЖЬ;;562;ИСТИНА;Float;4-20mA;0;100;%;;;;;632;ЛОЖЬ;26680;;None;None;None;None;;;;;;;;;-XXXXX.X;3.64;22;;14.07;1;6;1;Bottom scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_511_1;10406;;;;;;;;
M;C702_1_G;;;5100;5100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;702;;;;;;;0;;;;2529;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;52TAHH991A_CA;;COM;5200;A_5200;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;516;;;;;;;0;;;;501;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_511_1;1030;;;;;;;;
M;C328_2_B;;;5100;5100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;328;;;;;;;0;;;;2779;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C270_1_F;;;5100;5100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;270;;;;;;;0;;;;4327;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1334_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;1334;;;;;;;0;;;;1687;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;278_368_1;;;5100;;51LALL066_I;;ЛОЖЬ;ЛОЖЬ;;368;;;;;;;0;;;;712;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;278_376_4;;;5100;;51LI042;;ЛОЖЬ;ЛОЖЬ;;376;;Float;;;;;0;;;;64;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
