FLD Number;Tag Name;Title;Unit;SubUnit;Protected;Drawing Number;FLD Type;Execution Environment;Author;Revision;Design Date;Parent Asset;Item Name;Point Detail Display;Group Detail Display;Associated Display
568;ESD_511_1_FLD0568;5200-I-202;5200;;ЛОЖЬ;;Program block;ESD_511_1;;;17.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
720;ESD_511_1_FLD0720;C5140-I-201;5100;;ЛОЖЬ;;Program block;ESD_511_1;;;20.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
742;ESD_511_1_FLD0742;C5140-I-201;5100;;ЛОЖЬ;;Program block;ESD_511_1;;;20.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
288;ESD_511_1_FLD0288;5100-I-032/033/141/166/172;5100;;ЛОЖЬ;;Program block;ESD_511_1;;;13.09.2007;;;Sysdtlsmflda;Sysdtlsmflda_fp;
350;ESD_511_1_FLD0350;5100-I-028/029/167/173;5100;;ЛОЖЬ;;Program block;ESD_511_1;;;25.09.2007;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1330;ESD_511_1_FLD1330;FIRST-UP C-5140S;;;ЛОЖЬ;;Program block;ESD_511_1;;;22.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
536;ESD_511_1_FLD0536;5200-I-252;5200;;ЛОЖЬ;;Program block;ESD_511_1;;;17.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
620;ESD_511_1_FLD0620;5200-I-223/269;5200;;ЛОЖЬ;;Program block;ESD_511_1;;;17.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
768;ESD_511_1_FLD0768;C5140 93XY925F CAP CTRL;5100;;ЛОЖЬ;;Program block;ESD_511_1;;;05.08.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
324;ESD_511_1_FLD0324;5100-I-089;5100;;ЛОЖЬ;;Program block;ESD_511_1;;;14.09.2007;;;Sysdtlsmflda;Sysdtlsmflda_fp;
616;ESD_511_1_FLD0616;5200-I-221/269;5200;;ЛОЖЬ;;Program block;ESD_511_1;;;17.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
