PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9
DO;41XY113S_O;;FLD;4101;H-4101B;SAFETY VALVE. 41PSV113S. H-4101B;Yes;ИСТИНА;ЛОЖЬ;;1348;;;;;;;0;;;;473;ИСТИНА;21580;None;;;;;;1=OPEN;1=OPEN;;;;;;Undefined;;;;11.09;17;2;1;Appl;;;ИСТИНА;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;2057;;;;;;;;;;;;
M;552_886_1;;;4100;H-4101AB;41HS073;;ЛОЖЬ;ЛОЖЬ;;886;;;;;;;0;;;;327;ЛОЖЬ;0;;;;;;;1=TEST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C620_1_C;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;620;;;;;;;0;;;;5433;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C258_2_E;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;258;;;;;;;0;;;;3353;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41HA702A_FU;;COM;4100;H-4101A;CB-4102AX Trip button on LP;No;ЛОЖЬ;ЛОЖЬ;;927;;;;;;;0;;;;6721;ИСТИНА;21551;None;;;;;;1=FIRST;1=FIRST;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;421;;;;;;;;;;;;
M;C95_1;;;;;Compiler marker (288, 186);;ЛОЖЬ;ЛОЖЬ;;95;;;;;;;0;;;;2673;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;574_10;;;4103;CB-4103;;;ЛОЖЬ;ЛОЖЬ;;574;;;;;;;0;;;;6100;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;271_2;;;4100;C-4103;;;ЛОЖЬ;ЛОЖЬ;;271;;;;;;;0;;;;6896;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;41HS056B1;;PNL;4100;A_4100;H4101A REFORM EMER SD;Yes;ИСТИНА;ЛОЖЬ;;468;;;;;;;;;;;128;ИСТИНА;20819;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;11.04;1;9;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1504;;;;;;;;;;;;
M;934_2;;;4100;;;;ЛОЖЬ;ЛОЖЬ;;934;;;;;;;0;;;;2052;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;41BI732_LL;;COM;4100;A_4100;LL TRIP SETPOINT (%);No;ЛОЖЬ;ЛОЖЬ;;432;;Float;;;;;0;;;;834;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;10265;;;;;;;;;;;;
M;C352_2_G;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;352;;;;;;;0;;;;5766;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C364_3_F;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;364;;;;;;;0;;;;3183;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;573_572_3;;;4100;H-4101AB;41HS051C_MO;;ЛОЖЬ;ЛОЖЬ;;572;;;;;;;0;;;;5932;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C496_2;;;4100;H-4101AB;Compiler marker (469, 30);;ЛОЖЬ;ЛОЖЬ;;496;;;;;;;0;;;;6454;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XY702B_F;;COM;4100;;LINE FAULT;No;ЛОЖЬ;ЛОЖЬ;;909;;;;;;;0;;;;3904;ИСТИНА;22189;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;2400;;;;;;;;;;;;
BI;11-RepairTimer_CP1;;SYS;;;Repair time CP1;Yes;ЛОЖЬ;;;16;;Word;;;;;;;;;12;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XA713D;;COM;4100;A_4100;TAIL GAS LINE T.T.;No;ИСТИНА;ЛОЖЬ;;503;;;;;;;0;;;;4255;ИСТИНА;21104;None;;;;;;1=COMPLETED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1737;;;;;;;;;;;;
M;C852_3_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;852;;;;;;;0;;;;6616;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C609_4_E;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;609;;;;;;;0;;;;5441;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;950_4;;;4100;;;;ЛОЖЬ;ЛОЖЬ;;950;;;;;;;0;;;;2089;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C364_3_D;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;364;;;;;;;0;;;;3181;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;408_1;;;4100;H-4101;;;ЛОЖЬ;ЛОЖЬ;;408;;;;;;;;100 ms;10;;440;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41HY203A_C;;COM;4100;P-4103/S;P=4103S AUTOSTART;No;ЛОЖЬ;ЛОЖЬ;;694;;;;;;;0;;;;2617;ИСТИНА;20827;None;;;;;;0=START;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1832;;;;;;;;;;;;
M;C517_2_B;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;517;;;;;;;0;;;;6045;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;962_5;;;4100;;;;ЛОЖЬ;ЛОЖЬ;;962;;;;;;;0;;;;2175;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;334_7;;;4100;H-4101;;;ЛОЖЬ;ИСТИНА;;334;;Float;;;;;0;;;;1314;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C938_1_M;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;938;;;;;;;0;;;;4984;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41BI737_TF;;COM;4100;A_4100;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;436;;;;;;;0;;;;1183;ИСТИНА;20822;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;520;;;;;;;;;;;;
DO;41TAHH863B;;COM;4100;A_C4103;JOURNAL BEARING;No;ЛОЖЬ;ЛОЖЬ;;276;;;;;;;0;;;;244;ИСТИНА;20823;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1040;;;;;;;;;;;;
M;C654_1;;;4100;4100;Compiler marker (368, 258);;ЛОЖЬ;ЛОЖЬ;;654;;;;;;;0;;;;2671;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XL071;;LCP;4100;A_4100;PSA TAIL GAS VALVE OPEN;Yes;ЛОЖЬ;ЛОЖЬ;;886;;;;;;;0;;;;300;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;11.08;11;5;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1629;;;;;;;;;;;;
AI;41TI714;;FLD;4100;A_4100;TEMP GAS H4101A RAD SEC;Yes;ЛОЖЬ;ЛОЖЬ;;352;ИСТИНА;Float;4-20mA;0;1000;°C;;;;;704;ЛОЖЬ;0;;None;None;None;None;;;;-250;-250;;;;-XXXXX.X;3.76;21;;11.06;1;7;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;10164;;;;;;;;;;;;
DO;41XA702_PA;;COM;;;41XS702AB 2oo2 PREALARM;No;ЛОЖЬ;ЛОЖЬ;;483;;;;;;;0;;;;5153;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;2309;;;;;;;;;;;;
DI;41FI118_MOR;;COM;4100;A_4100;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;402;;;;;;;0;;;;4451;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_411_1;6;;;;;;;;;;;;
DO;41BI705_MOC;;COM;4100;H-4101;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;416;;;;;;;0;;;;5070;ИСТИНА;22187;None;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1913;;;;;;;;;;;;
M;486_918_6;;;4100;H-4101AB;41HS457;;ЛОЖЬ;ЛОЖЬ;;918;;;;;;;0;;;;1317;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41HS002B_FU;;COM;4100;H-4101A;41HS002B TRIP INIT.;No;ЛОЖЬ;ЛОЖЬ;;923;;;;;;;0;;;;71;ИСТИНА;20828;None;;;;;;1=FIRST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1702;;;;;;;;;;;;
DI;41XV038_C;;COM;;;CLOSE 41XV038;No;ЛОЖЬ;ИСТИНА;;824;;;;;;;0;;;;4631;ЛОЖЬ;0;None;;;;;;1=CLOSE;1=CLOSE;;;;;;Undefined;;;;;;;;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;View only;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_411_1;282;;;;;;;;;;;;
M;2460_5;;;1000;;;;ЛОЖЬ;ЛОЖЬ;;2460;;;;;;;0;;;;5945;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C788_1_F;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;788;;;;;;;0;;;;5341;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;454_456_1;;;4100;;FLAME TRIP 715;;ЛОЖЬ;ЛОЖЬ;;456;;Float;;;;;0;;;;198;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;424_1;;;4100;H-4101;;;ЛОЖЬ;ЛОЖЬ;;424;;;;;;;0;;;;5258;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41PC213_P;;COM;4100;A_C4103;V-4016 H2 TO K-4101A/B;No;ЛОЖЬ;ЛОЖЬ;;802;;;;;;;0;;;;1861;ЛОЖЬ;0;None;;;;;;1=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;CC_CCB_1;ESD_411_1;98;;;;
M;926_6;;;4100;;;;ЛОЖЬ;ЛОЖЬ;;926;;;;;;;0;;;;2004;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;IB411_ESD1_F1;;COM;4100;A_4100;CP FAULT;No;ЛОЖЬ;ЛОЖЬ;;16;;;;;;;0;;;;220;ЛОЖЬ;0;None;;;;;;0=FAULT;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1340;;;;;;;;;;;;
AI;41BI711;;FLD;4100;A_4100;FLAME  ROW6 LEFT H4101A;Yes;ИСТИНА;ЛОЖЬ;;422;ИСТИНА;Float;4-20mA;0;100;%;;;;;88;ЛОЖЬ;22182;;None;None;None;None;;;;-25;-25;;;;-XXXXX.X;3.64;22;;11.04;15;6;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;10081;;;;;;;;;;;;
DI;41HS068F2;;FLD;4100;A_4100;C-4103 EMER SD;Yes;ИСТИНА;ЛОЖЬ;;764;;;;;;;;;;;108;ИСТИНА;20830;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;11.03;13;5;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1363;;;;;;;;;;;;
M;C362_3_E;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;362;;;;;;;0;;;;3188;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C516_2_D;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;516;;;;;;;0;;;;6131;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C856_4_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;856;;;;;;;0;;;;5318;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;41BI704_MOR;;COM;4100;H-4101;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;414;;;;;;;0;;;;4656;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_411_1;208;;;;;;;;;;;;
DI;41BI737_MOR;;COM;4100;H-4101;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;436;;;;;;;0;;;;4678;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_411_1;230;;;;;;;;;;;;
M;C1354_2_G;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1354;;;;;;;0;;;;6308;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XY722B;;FLD;;;CB-4102CX Solenoid 2 of emergency shut down valve;Yes;ИСТИНА;ЛОЖЬ;;577;;;;;;;0;;;;635;ИСТИНА;21037;None;;;;;;0=TRIP;0=TRIP;;;;;;Undefined;;;;11.12;15;4;1;Appl;;;ИСТИНА;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;2322;;;;;;;;;;;;
M;710_978_2;;;4100;;41VAHH704Y_I;;ЛОЖЬ;ЛОЖЬ;;978;;;;;;;0;;;;2326;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;927_920_1;;;4100;H-4101A;FIRST OUT SEQUENCE;;ЛОЖЬ;ЛОЖЬ;;920;;;;;;;0;;;;2648;ЛОЖЬ;0;;;;;;;1=FU ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;41HS012_P;;COM;4100;H-4101;LPG/NAT GAS SELECTOR SWITCH;No;ЛОЖЬ;ИСТИНА;;361;;;;;;;0;;;;4913;ЛОЖЬ;0;None;;;;;;1=LPG;1=LPG;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;View only;;;;;Input;CC_CCB_2;ESD_411_1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41TI793_MOC;;COM;4100;A_4100;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;682;;;;;;;0;;;;423;ИСТИНА;21579;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1110;;;;;;;;;;;;
DO;41HY203A;;MCC;4100;A_P41_1;P-4103S AUTOSTART;Yes;ИСТИНА;ЛОЖЬ;;694;;;;;;;0;;;;393;ИСТИНА;20832;None;;;;;;1=START (NDE);;;;;;;Undefined;491;3428;;11.08;5;2;1;Appl;;;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C606_1_F;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;606;;;;;;;0;;;;5460;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XY054;;FLD;4100;A_4100;LPG FROM OSBL;Yes;ИСТИНА;ЛОЖЬ;;790;;;;;;;0;;;;217;ИСТИНА;20833;None;;;;;;1=TRIP (NDE);;;;;;;Undefined;491;3428;;11.07;15;2;1;Appl;;;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C388_4_E;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;388;;;;;;;0;;;;3111;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;400_2;;;4100;H-4101;;;ЛОЖЬ;ИСТИНА;;400;;;;;;;;100 ms;5;;452;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41VAH741XY;;COM;4100;A_C4103;1oo2 PRE ALARM;No;ЛОЖЬ;ЛОЖЬ;;271;;;;;;;0;;;;191;ИСТИНА;20834;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1211;;;;;;;;;;;;
M;338_878_5;;;4100;H-4101AB;41PSHH757_I;;ЛОЖЬ;ЛОЖЬ;;878;;;;;;;0;;;;2977;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41XA731;;LCP;4100;A_4100;HEATER VENTIL. FAILED;Yes;ЛОЖЬ;ЛОЖЬ;;564;;;;;;;0;;;;331;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;11.08;15;4;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;1615;;;;;;;;;;;;
M;263_2;;;4100;C-4103;;;ЛОЖЬ;ЛОЖЬ;;263;;;;;;;0;;;;3878;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;350_388_3;;;4100;H-4101;41PI074;;ЛОЖЬ;ЛОЖЬ;;388;;Float;;;;;0;;;;1274;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AO;41LI004A;;FLD;4100;A_4100;V-4102;Yes;ЛОЖЬ;ЛОЖЬ;;758;ИСТИНА;Float;4-20mA;0;100;;0;;;;0;ЛОЖЬ;0;;None;None;None;None;;;;-25;-25;;;;-XXXXX.X;491;3428;;11.10;1;1;1;Appl;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;612_964_1;;;4100;;41VAHH720C_I;;ЛОЖЬ;ЛОЖЬ;;964;;;;;;;0;;;;2210;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1324_2_E;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1324;;;;;;;0;;;;6397;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;41BALL738_CA;;COM;4100;A_4100;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;438;;;;;;;0;;;;1191;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_411_1;490;;;;;;;;;;;;
M;C406_1_C;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;406;;;;;;;0;;;;3088;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
