PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8
M;454_456_3;;;;;73AA004C_FL;;ЛОЖЬ;ЛОЖЬ;;456;;;;;;;0;;;;495;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XA318U;;F02;;;Индикаторная лампа (пожар). Насосная;No;ИСТИНА;ЛОЖЬ;;505;;;;;;;0;;;;266;ЛОЖЬ;50023;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.07;3;3;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;743;;;;
M;C509_1_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;509;;;;;;;0;;;;2183;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;00XS002G01FAN;;CAB;;;CB00-2 COMM. ALARM FGS-01 FAN;Yes;ИСТИНА;ЛОЖЬ;;22;;;;;;;;;;;2;ИСТИНА;50025;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;35.03;1;11;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;427;;;;
M;525_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;525;;;;;;;0;;;;181;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;462_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;462;;;;;;;0;;;;645;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_912_1.91XZLC106A;;FSC;;;Задвижка 91 HV 106-закрыта;Yes;ИСТИНА;ЛОЖЬ;;557;;;;;;;0;;;;939;ЛОЖЬ;50028;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;FGS_002_1;FGS_912_1;43;;;;;;;;
M;300_9;;;;;;;ЛОЖЬ;ЛОЖЬ;;300;;;;;;;0;;;;416;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;547_10;;;;;;;ЛОЖЬ;ЛОЖЬ;;547;;;;;;;0;;;;258;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_551_1.55XA602_1;;FSC;;;Fl.GD act. in 5500-1-GDAP-U,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;606;;;;;;;0;;;;1572;ЛОЖЬ;50029;None;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Input;FGS_002_1;FGS_551_1;36;;;;;;;;;;;;;;;;
DO;73AT004A_TF;;COM;;;TRANSMITTER FAIL;No;ЛОЖЬ;ЛОЖЬ;;450;;;;;;;0;;;;685;ИСТИНА;50248;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;527;;;;
DI;FGS_912_1.91XZLC102A;;FSC;;;Задвижка 91 HV 102-закрыта;Yes;ИСТИНА;ЛОЖЬ;;555;;;;;;;0;;;;931;ЛОЖЬ;50032;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;FGS_002_1;FGS_912_1;35;;;;;;;;
M;460_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;460;;;;;;;0;;;;646;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C210_1_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;210;;;;;;;0;;;;2303;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;2404_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;2404;;;;;;;;100 ms;10;;80;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;62_546_2;;;;;FGS_912_1.FGS_002_1_SnS1;;ЛОЖЬ;ЛОЖЬ;;546;;;;;;;0;;;;800;ЛОЖЬ;0;;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C521_1_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;521;;;;;;;0;;;;1719;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C559_2_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;559;;;;;;;0;;;;879;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C454_6_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;454;;;;;;;0;;;;832;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73XA1074;;FLD;;;Siren entrance 3 N2 room.;Yes;ИСТИНА;ЛОЖЬ;;464;;;;;;;0;;;;82;ЛОЖЬ;50137;None;;;;;;1=ON;;;;;;;Undefined;;;;35.05;9;11;1;Low;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;510;;;;
M;2432_A;;;;;1=MOS/OOS;;ЛОЖЬ;ЛОЖЬ;;2432;;;;;;;0;;;;512;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C210_3_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;210;;;;;;;0;;;;2304;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI;35-Second;;SYS;;;Second;No;ЛОЖЬ;;;23;;Byte;;;;;;;;;7;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XA196F;;FFB;;;;No;ИСТИНА;ЛОЖЬ;;545;;;;;;;0;;;;234;ЛОЖЬ;50034;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.05;15;3;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;711;;;;
M;2450_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;2450;;;;;;;0;;;;413;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;766_10;;;;;;;ЛОЖЬ;ЛОЖЬ;;766;;;;;;;0;;;;324;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_002_1_F2;;COM;;;Ext. Communication Fault;No;ЛОЖЬ;ЛОЖЬ;;20;;;;;;;1;;;;885;ИСТИНА;50262;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;871;;;;
M;766_12;;;;;;;ЛОЖЬ;ЛОЖЬ;;766;;;;;;;0;;;;326;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;91HS426A2;;F02;;;MOS release FIRE area;Yes;ИСТИНА;ЛОЖЬ;;520;;;;;;;;;;;67;ИСТИНА;50036;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.06;3;12;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;524;;;;
DO;88XA045U;;G02;;;Indicator lamp (ЛВГ). Наружная уст-ка.;No;ИСТИНА;ЛОЖЬ;;300;;;;;;;0;;;;59;ЛОЖЬ;50037;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.04;5;4;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;580;;;;
M;460_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;460;;;;;;;0;;;;639;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_912_1.91XZLO117A;;FSC;;;Задвижка 91 HV 117-открыта;Yes;ИСТИНА;ЛОЖЬ;;560;;;;;;;0;;;;960;ЛОЖЬ;50038;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;FGS_002_1;FGS_912_1;64;;;;;;;;
M;826_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;826;;;;;;;0;;;;1474;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;215_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;215;;;;;;;;100 ms;10;;64;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;686_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;686;;;;;;;0;;;;313;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;546_14;;;;;;;ЛОЖЬ;ЛОЖЬ;;546;;;;;;;0;;;;253;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C545_3_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;545;;;;;;;0;;;;2161;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_912_1.91XZLO106A;;FSC;;;Задвижка 91 HV 106-открыта;Yes;ИСТИНА;ЛОЖЬ;;557;;;;;;;0;;;;938;ЛОЖЬ;50043;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;FGS_002_1;FGS_912_1;42;;;;;;;;
M;C466_1_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;466;;;;;;;0;;;;630;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;250_926_1;;;;;880-14-OU FL.GAS ALARM;;ЛОЖЬ;ЛОЖЬ;;926;;;;;;;0;;;;723;ЛОЖЬ;0;;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;252_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;252;;;;;;;0;;;;1111;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;35-InputFault;;SYS;;;Input Channel fault;Yes;ЛОЖЬ;;;21;;;;;;;;;;;21;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;850;;;;
DO;FGS_002_1_F5;;COM;;;Marshaling Cabinet Alarm;No;ЛОЖЬ;ЛОЖЬ;;23;;;;;;;1;;;;890;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;874;;;;
DI;FGS_912_1.91XZLO110A;;FSC;;;Задвижка 91 HV 110-открыта;Yes;ИСТИНА;ЛОЖЬ;;558;;;;;;;0;;;;946;ЛОЖЬ;50044;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;FGS_002_1;FGS_912_1;50;;;;;;;;
M;C242_2_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;242;;;;;;;0;;;;2241;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XZLC106A;;F02;;;Задвижка 91 HV 106-закрыта;No;ИСТИНА;ЛОЖЬ;;557;;;;;;;0;;;;299;ЛОЖЬ;50045;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.07;7;4;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;768;;;;
DI;73AT004C_KV;;COM;;;ALARM ACKNOWLEDGE;No;ЛОЖЬ;ИСТИНА;;110;;;;;;;0;;;;2340;ЛОЖЬ;0;None;;;;;;1=CONFIRMED;1=CONFIRMED;;;;;;Undefined;;;;;;;;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;View only;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_UCB;FGS_002_1;17;;;;
DI;87HS018;;F02;;;TEST HORNS AND BEACONS (FIRE) IN CB-00-2;No;ИСТИНА;ЛОЖЬ;;75;;;;;;;;;;;73;ИСТИНА;50047;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.06;3;2;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;514;;;;
DI;FGS_551_1.55XA605_2;;FSC;;;T.GD act. in 5500-2-GDAP-U,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;626;;;;;;;0;;;;1576;ЛОЖЬ;50048;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Input;FGS_002_1;FGS_551_1;40;;;;;;;;;;;;;;;;
M;C420_2;;;;;Compiler marker (256, 73);;ЛОЖЬ;ЛОЖЬ;;420;;;;;;;0;;;;1427;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C526_3_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;526;;;;;;;0;;;;1377;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;528_7;;;;;;;ЛОЖЬ;ЛОЖЬ;;528;;;;;;;0;;;;1525;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;35-OutputLoopFault;;SYS;;;Output loop fault;Yes;ЛОЖЬ;;;21;;;;;;;;;;;25;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;854;;;;
M;507_9;;;;;;;ЛОЖЬ;ЛОЖЬ;;507;;;;;;;0;;;;236;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;547_13;;;;;;;ЛОЖЬ;ЛОЖЬ;;547;;;;;;;0;;;;264;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;505_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;505;;;;;;;0;;;;175;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XA315F;;GFB;;;;No;ИСТИНА;ЛОЖЬ;;506;;;;;;;0;;;;138;ЛОЖЬ;50050;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.05;1;3;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;639;;;;
DO;91XA491U;;G02;;;Сигн. на GDAP-U, утечка токсичного газа (пом.склада);No;ИСТИНА;ЛОЖЬ;;526;;;;;;;0;;;;64;ЛОЖЬ;50051;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.04;7;9;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;597;;;;
M;2470_C;;;;;ACK BUTTON;;ЛОЖЬ;ЛОЖЬ;;2470;;;;;;;0;;;;1384;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C452_4_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;452;;;;;;;0;;;;839;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;420_425_2;;;;;872-21 FIRE ALARM;;ЛОЖЬ;ЛОЖЬ;;425;;;;;;;0;;;;93;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;75_906_4;;;;;87HS018;;ЛОЖЬ;ЛОЖЬ;;906;;;;;;;0;;;;1900;ЛОЖЬ;0;;;;;;;1=ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;75_557_1;;;;;87HS019;;ЛОЖЬ;ЛОЖЬ;;557;;;;;;;0;;;;1892;ЛОЖЬ;0;;;;;;;1=ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;410_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;410;;;;;;;0;;;;73;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;88XL046AA;;G02;;;MOS enabled GAS area;No;ИСТИНА;ЛОЖЬ;;101;;;;;;;0;;;;56;ЛОЖЬ;50052;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.04;5;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;577;;;;
M;806_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;806;;;;;;;0;;;;350;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XA193U;;G02;;;Инд. лампа (токсичный газ) Ж/д цистерна;No;ИСТИНА;ЛОЖЬ;;546;;;;;;;0;;;;75;ЛОЖЬ;50053;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.04;7;4;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;592;;;;
M;414_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;414;;;;;;;0;;;;98;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;88HS030;;FLD;;;beacon and siren check button (pump);No;ИСТИНА;ЛОЖЬ;;222;;;;;;;;;;;152;ИСТИНА;50055;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.03;7;1;1;Low;;Digital switch without loop monitoring;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;433;;;;
M;2450_A;;;;;PULSE=Lamp Initiator;;ЛОЖЬ;ЛОЖЬ;;2450;;;;;;;0;;;;780;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C464_1_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;464;;;;;;;0;;;;671;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C212_2_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;212;;;;;;;0;;;;2288;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;87HS011_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;412;;;;;;;0;;;;52;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;440;;;;
M;C766_1_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;766;;;;;;;0;;;;360;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;509_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;509;;;;;;;0;;;;439;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XL318AB;;F02;;;MOS activated FIRE area;No;ИСТИНА;ЛОЖЬ;;509;;;;;;;0;;;;265;ЛОЖЬ;50056;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.07;3;2;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;742;;;;
DO;FGS_002_1_F4;;COM;;;Common Utility;No;ЛОЖЬ;ЛОЖЬ;;22;;;;;;;1;;;;889;ИСТИНА;50382;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;873;;;;
DI;FGS_912_1.91XZLO112A;;FSC;;;Задвижка 91 HV 112-открыта;Yes;ИСТИНА;ЛОЖЬ;;559;;;;;;;0;;;;950;ЛОЖЬ;50057;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;FGS_002_1;FGS_912_1;54;;;;;;;;
DO;91XA196U;;F02;;;Индикаторная лампа (пожар). Насосная;No;ИСТИНА;ЛОЖЬ;;545;;;;;;;0;;;;270;ЛОЖЬ;50058;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.07;3;7;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;747;;;;
M;545_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;545;;;;;;;0;;;;151;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
