PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8
M;C250_2;;;;;Compiler marker (256, 49);;ЛОЖЬ;ЛОЖЬ;;250;;;;;;;0;;;;2229;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C546_7_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;546;;;;;;;0;;;;388;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;101_300_3;;;;;88HS046;;ЛОЖЬ;ЛОЖЬ;;300;;;;;;;0;;;;1943;ЛОЖЬ;0;;;;;;;1=ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C216_3_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;216;;;;;;;0;;;;2268;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;454_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;454;;;;;;;;100 ms;5;;152;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_911_1.91HS320A_ENB;;FSC;;;GAS MOS 901-09 ENABLE;Yes;ЛОЖЬ;ЛОЖЬ;;501;;;;;;;0;;;;105;ЛОЖЬ;0;None;;;;;;1=ENABLED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;Output;FGS_002_1;FGS_911_1;5;;;;;;;;;;;;;;;;;;;;;;;;
DO;88GT006_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;242;;;;;;;0;;;;1079;ИСТИНА;50472;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;903;;;;
DI;FGS_912_1.91XZLO100A;;FSC;;;Задвижка 91 XV 100-открыта;Yes;ИСТИНА;ЛОЖЬ;;555;;;;;;;0;;;;926;ЛОЖЬ;50112;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;FGS_002_1;FGS_912_1;30;;;;;;;;
M;220_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;220;;;;;;;0;;;;883;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XZLO116A;;F02;;;Задвижка 91 HV 116-открыта;No;ИСТИНА;ЛОЖЬ;;560;;;;;;;0;;;;330;ЛОЖЬ;50115;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.07;11;3;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;791;;;;
M;216_265_1;;;;;88GT005_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;265;;;;;;;0;;;;1922;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;420_435_1;;;;;872-21- FIRE ALARM;;ЛОЖЬ;ЛОЖЬ;;435;;;;;;;0;;;;1406;ЛОЖЬ;0;;;;;;;PULSE=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C555_2_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;555;;;;;;;0;;;;1199;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;766_15;;;;;;;ЛОЖЬ;ЛОЖЬ;;766;;;;;;;0;;;;332;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;88GA004;;COM;;;TRIP INITIATOR-Toxic gas;No;ЛОЖЬ;ЛОЖЬ;;215;;;;;;;1;;;;1070;ИСТИНА;50469;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;894;;;;
DI;FGS_551_1.60XA606_2;;FSC;;;Fl.GD act. in 6000-1-GDAP-U,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;666;;;;;;;0;;;;1583;ЛОЖЬ;50116;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Input;FGS_002_1;FGS_551_1;47;;;;;;;;;;;;;;;;
M;786_11;;;;;;;ЛОЖЬ;ЛОЖЬ;;786;;;;;;;0;;;;337;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2465_B;;;;;In 2 (0=Alarm);;ЛОЖЬ;ЛОЖЬ;;2465;;;;;;;0;;;;1104;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C460_1_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;460;;;;;;;0;;;;704;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2449_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;2449;;;;;;;0;;;;738;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;456_462_1;;;;;73AT004A/C O2.GAS ALARM;;ЛОЖЬ;ЛОЖЬ;;462;;;;;;;0;;;;658;ЛОЖЬ;0;;;;;;;PULSE=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C2490_1;;;;;Compiler marker (176, 133);;ЛОЖЬ;ЛОЖЬ;;2490;;;;;;;0;;;;130;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_911_1.91XL320AB;;FSC;;;GAS MO act. in 901-09;Yes;ИСТИНА;ЛОЖЬ;;509;;;;;;;0;;;;1223;ЛОЖЬ;50119;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;Input;FGS_002_1;FGS_911_1;7;;;;;;;;;;;;;;;;;;;;;;;;
M;212_220_3;;;;;86GA002_FL;;ЛОЖЬ;ЛОЖЬ;;220;;;;;;;0;;;;1932;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;35-TempLL_Alarm;;SYS;;;Temp low-low alarm;Yes;ЛОЖЬ;;;21;;;;;;;1;;;;5;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;869;;;;
DI;FGS_551_1.55XA605_1;;FSC;;;T.GD act. in 5500-2-GDAP-U,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;626;;;;;;;0;;;;1575;ЛОЖЬ;50120;None;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Input;FGS_002_1;FGS_551_1;39;;;;;;;;;;;;;;;;
M;300_15;;;;;;;ЛОЖЬ;ЛОЖЬ;;300;;;;;;;0;;;;218;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C244_4_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;244;;;;;;;0;;;;2230;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;73HS105C1;;FLD;;;beacon and siren check button;No;ИСТИНА;ЛОЖЬ;;466;;;;;;;;;;;145;ЛОЖЬ;50177;None;;;;;;1=ON;;;;;;;Undefined;;;;35.03;7;10;1;Low;;Digital switch without loop monitoring;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;491;;;;
M;C2465_6;;;;;Compiler marker (176, 241);;ЛОЖЬ;ЛОЖЬ;;2465;;;;;;;0;;;;1949;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_912_1.91XZLC110A;;FSC;;;Задвижка 91 HV 110-закрыта;Yes;ИСТИНА;ЛОЖЬ;;558;;;;;;;0;;;;947;ЛОЖЬ;50121;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Input;FGS_002_1;FGS_912_1;51;;;;;;;;
DO;91XY635;;FLD;;;GAS ON 901-10 DCP;Yes;ИСТИНА;ЛОЖЬ;;541;;;;;;;0;;;;28;ИСТИНА;50521;None;;;;;;1=ALARM;;;;;;;Undefined;;;;35.04;3;5;1;Appl;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;573;;;;
DI;EFM 35.03/7/17;;SYS;;;;Yes;ЛОЖЬ;;;12;;;;;;;;;;;136;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;35.03;7;17;1;Undefined;;No input device;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;520_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;520;;;;;;;;100 ms;50;;8;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;509_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;509;;;;;;;0;;;;440;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;90_946_5;;;;;87HS021;;ЛОЖЬ;ЛОЖЬ;;946;;;;;;;0;;;;1904;ЛОЖЬ;0;;;;;;;1=ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_911_1.91XA316_1;;FSC;;;T.GD act. in 901-09-GDAP-U,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;506;;;;;;;0;;;;1226;ЛОЖЬ;50124;None;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;Input;FGS_002_1;FGS_911_1;10;;;;;;;;;;;;;;;;;;;;;;;;
T;464_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;464;;;;;;;;1 s;30;;32;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;250_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;250;;;;;;;0;;;;1093;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_551_1.61XA826_1;;FSC;;;T.GD act. in 6100-GDAP-U,F,G lamp;Yes;ЛОЖЬ;ЛОЖЬ;;826;;;;;;;0;;;;1608;ЛОЖЬ;0;None;;;;;;PULSE=ALARM;;;;;;;Undefined;;;;;;;;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;Input;FGS_002_1;FGS_551_1;72;;;;;;;;;;;;;;;;
M;546_8;;;;;;;ЛОЖЬ;ЛОЖЬ;;546;;;;;;;0;;;;470;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2490_A;;;;;Trip Initiator (0=Trip);;ЛОЖЬ;ЛОЖЬ;;2490;;;;;;;0;;;;1134;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C505_4_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;505;;;;;;;0;;;;206;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;216_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;216;;;;;;;0;;;;1148;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_551_1.60XA606_1;;FSC;;;Fl.GD act. in 6000-1-GDAP-U,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;666;;;;;;;0;;;;1582;ЛОЖЬ;50126;None;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Input;FGS_002_1;FGS_551_1;46;;;;;;;;;;;;;;;;
DI;91HS320A1;;G02;;;MOS enable GAS area;Yes;ИСТИНА;ЛОЖЬ;;501;;;;;;;;;;;16;ЛОЖЬ;50127;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.03;9;9;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;457;;;;
DI;FGS_551_1.60XA608_2;;FSC;;;Fl.GD act. in H-6052-GDAP-U,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;786;;;;;;;0;;;;1591;ЛОЖЬ;50128;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Input;FGS_002_1;FGS_551_1;55;;;;;;;;;;;;;;;;
DO;87HS016_RR;;COM;;;READY TO RESET 872-21 FIRE;No;ЛОЖЬ;ЛОЖЬ;;425;;;;;;;0;;;;94;ИСТИНА;50531;None;;;;;;1=READY;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;495;;;;
BO;CB002_FGS1_MONTH;;COM;872-21;;MONTH;No;ЛОЖЬ;ЛОЖЬ;;23;;Byte;;;;;0;;;;42;;0;;;;;;;;;0;0;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;11039;;;;
M;746_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;746;;;;;;;0;;;;318;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XZLC110A;;F02;;;Задвижка 91 HV 110-закрыта;No;ИСТИНА;ЛОЖЬ;;558;;;;;;;0;;;;313;ЛОЖЬ;50129;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.07;9;2;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;778;;;;
M;110_462_5;;;;;73AT004C_KV;;ЛОЖЬ;ЛОЖЬ;;462;;;;;;;0;;;;198;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C452_4_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;452;;;;;;;0;;;;843;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;35-Flasher-2Hz;;SYS;;;2 Hz flasher;No;ЛОЖЬ;;;0;;;;;;;;;;;29;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;606_13;;;;;;;ЛОЖЬ;ЛОЖЬ;;606;;;;;;;0;;;;276;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XZLC105A;;F02;;;Задвижка 91 HV 105-закрыта;No;ИСТИНА;ЛОЖЬ;;556;;;;;;;0;;;;297;ЛОЖЬ;50130;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.07;7;2;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;766;;;;
DO;60XA601F;;GFB;;;Flammable gas presence alarm in the zone 6050-1;No;ИСТИНА;ЛОЖЬ;;746;;;;;;;0;;;;157;ЛОЖЬ;50131;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.05;3;6;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;654;;;;
M;C766_7_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;766;;;;;;;0;;;;362;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI;35-TempCP2;;SYS;;;Temperature CP 2;Yes;ЛОЖЬ;;;21;;Word;;;;;;;;;10;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C545_1_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;545;;;;;;;0;;;;2157;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C450_1_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;450;;;;;;;0;;;;731;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;244_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;244;;;;;;;;100 ms;10;;180;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XA197U;;F02;;;Инд. лампа (пожар) Ручные извещатели;No;ИСТИНА;ЛОЖЬ;;545;;;;;;;0;;;;271;ЛОЖЬ;50134;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;35.07;3;8;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;748;;;;
DO;73AT004C_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;454;;;;;;;0;;;;633;ЛОЖЬ;0;None;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;473;;;;
M;435_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;435;;;;;;;0;;;;92;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;00XS002G01ELD;;CAB;;;CB00-2 COMM. ALARM FGS-01 EARTH LEAKAGE;Yes;ИСТИНА;ЛОЖЬ;;22;;;;;;;;;;;1;ИСТИНА;50135;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;35.03;1;10;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;426;;;;
M;C626_1_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;626;;;;;;;0;;;;376;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;524_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;524;;;;;;;0;;;;1508;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91XA430F;;FFB;;;Инд. лампа (пожар) Ручные извещатели;No;ИСТИНА;ЛОЖЬ;;524;;;;;;;0;;;;239;ЛОЖЬ;50511;None;;;;;;1=ON;;;;;;;Undefined;;;;35.05;15;8;1;Appl;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;543;;;;
DI;00XS002G01P04;;CAB;;;CB00-2 COMM. ALARM FGS-01 POWER SUPPLY 04;Yes;ИСТИНА;ЛОЖЬ;;22;;;;;;;;;;;11;ИСТИНА;50136;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;35.03;1;4;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;420;;;;
M;816_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;816;;;;;;;0;;;;1459;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;546_7;;;;;;;ЛОЖЬ;ЛОЖЬ;;546;;;;;;;0;;;;469;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;101_222_3;;;;;88HS046;;ЛОЖЬ;ЛОЖЬ;;222;;;;;;;0;;;;1906;ЛОЖЬ;0;;;;;;;1=ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;509_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;509;;;;;;;0;;;;436;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C2450_1;;;;;Compiler marker (384, 204);;ЛОЖЬ;ЛОЖЬ;;2450;;;;;;;0;;;;826;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;35-Flasher-0.5Hz;;SYS;;;0.5 Hz flasher;No;ЛОЖЬ;;;2452;;;;;;;;;;;27;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73AT004B_TF;;COM;;;TRANSMITTER FAIL;No;ЛОЖЬ;ЛОЖЬ;;452;;;;;;;0;;;;635;ИСТИНА;50231;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_002_1;531;;;;
M;766_14;;;;;;;ЛОЖЬ;ЛОЖЬ;;766;;;;;;;0;;;;331;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
