FLD Number;Tag Name;Title;Unit;SubUnit;Protected;Drawing Number;FLD Type;Execution Environment;Author;Revision;Design Date;Parent Asset;Item Name;Point Detail Display;Group Detail Display;Associated Display
2;ESD_931_1_FLD0002;LEGEND 01;;;ЛОЖЬ;;Comment block;;;;29.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
370;ESD_931_1_FLD0370;P-9300904AX   LL L224;930-09;A_93009;ЛОЖЬ;;Program block;ESD_931_1;;;18.05.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2480;ESD_931_1_FLD2480;ALARM LAMP CONTROL;;;ЛОЖЬ;;Function block;ESD_931_1;;;29.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
38;ESD_931_1_FLD0038;MOS LAMP ACTIVE AREA 930-09;862-34;;ЛОЖЬ;;Program block;ESD_931_1;;;18.05.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
296;ESD_931_1_FLD0296;RECEIVER DISCHARGE HH&LL L222;930-09;A_93009;ЛОЖЬ;;Program block;ESD_931_1;;;15.05.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
18;ESD_931_1_FLD0018;SYSTEM CABINET ALARMS;862-34;;ЛОЖЬ;;Program block;ESD_931_1;;;29.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
450;ESD_931_1_FLD0450;LIMIT SWITCHES;;;ЛОЖЬ;;Program block;ESD_931_1;;;21.07.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
258;ESD_931_1_FLD0258;HMI 93XV200_201_202_220;862-34;;ЛОЖЬ;;Program block;ESD_931_1;;;09.11.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
400;ESD_931_1_FLD0400;MOV OPEN/CLOSE XY205_7_9;862-34;;ЛОЖЬ;;Program block;ESD_931_1;;;18.05.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
382;ESD_931_1_FLD0382;P-9300905AX  EFFECTS;862-34;;ЛОЖЬ;;Program block;ESD_931_1;;;05.05.2012;;;Sysdtlsmflda;Sysdtlsmflda_fp;
326;ESD_931_1_FLD0326;P-9300901AX   HH T999;862-34;;ЛОЖЬ;;Program block;ESD_931_1;;;15.05.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
19;ESD_931_1_FLD0019;COMMON UTILITY FAULTS;;;ЛОЖЬ;;Program block;ESD_931_1;;;20.07.2015;;;Sysdtlsmflda;Sysdtlsmflda_fp;
11;ESD_931_1_FLD0011;FLD INDEX;;;ЛОЖЬ;;FLD index;;;;07.07.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
