PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5
DI;93XSF224;;MCC;930-09;A_93009;SHUT 93XV224COUPLING;Yes;ИСТИНА;ЛОЖЬ;;450;;;;;;;;;;;31;ИСТИНА;35202;None;;;;;;;;;;;;;Undefined;491;3428;;19.03;3;8;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;Output;EPKS_CCB;ESD_931_1;599;;;;;;;;
M;C290_5_G;;;930-09;930-09;Function block marker;;ЛОЖЬ;ЛОЖЬ;;290;;;;;;;0;;;;543;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DO;93LI202_TF;;COM;862-34;;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;242;;;;;;;0;;;;384;ИСТИНА;35391;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;ESD_931_1;553;;;;;;;;
M;262_8;;;930-09;A_93009;;;ЛОЖЬ;ЛОЖЬ;;262;;;;;;;0;;;;513;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;242_7;;;862-34;;;;ЛОЖЬ;ЛОЖЬ;;242;;;;;;;0;;;;163;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DO;93LAHH212;;COM;930-09;A_93009;CONDR SHUNT B9300901C;No;ЛОЖЬ;ЛОЖЬ;;244;;;;;;;0;;;;1262;ИСТИНА;35334;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_931_1;425;;;;;;;;
M;C316_3_E;;;862-34;862-34;Function block marker;;ЛОЖЬ;ЛОЖЬ;;316;;;;;;;0;;;;694;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;290_302_4;;;862-34;;93LALL215_I;;ЛОЖЬ;ЛОЖЬ;;302;;;;;;;0;;;;498;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
R;246_250_1;;;862-34;;93LI205;;ЛОЖЬ;ЛОЖЬ;;250;;Float;;;;;0;;;;54;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DO;93TAHH993_CA;;COM;930-09;A_93009;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;350;;;;;;;0;;;;1359;ЛОЖЬ;35335;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_931_1;546;;;;;;;;
DO;93XSO206_P;;COM;930-09;A_93009;DCS MOV;No;ЛОЖЬ;ЛОЖЬ;;450;;;;;;;0;;;;235;ЛОЖЬ;0;None;;;;;;--;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;CC_CCB_1;ESD_931_1;35;;;;;;;;;;;;;;;;
DO;93XY234;;MCC;930-09;A_93009;EMERG SHUT OPEN 93XV234;Yes;ИСТИНА;ЛОЖЬ;;430;;;;;;;0;;;;108;ЛОЖЬ;35203;None;;;;;;1=OPEN;;;;;;;Undefined;491;3428;;19.05;3;5;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C306_1_G;;;862-34;862-34;Function block marker;;ЛОЖЬ;ЛОЖЬ;;306;;;;;;;0;;;;707;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DO;19-SecSwitchOff;;SYS;;;SECONDARY SWITCH-OFF;Yes;ЛОЖЬ;;;0;;;;;;;;;;;33;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93LALL219_CA;;COM;930-09;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;278;;;;;;;0;;;;1318;ЛОЖЬ;35337;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_931_1;464;;;;;;;;
M;2348_A;;;;;1=MO REQUEST;;ЛОЖЬ;ЛОЖЬ;;2348;;;;;;;0;;;;1220;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;440_442_2;;;862-34;;93PAHH274_I;;ЛОЖЬ;ЛОЖЬ;;442;;;;;;;0;;;;482;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;286_288_1;;;930-09;;DRAIN FINAL;;ЛОЖЬ;ЛОЖЬ;;288;;;;;;;0;;;;1438;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C296_5_E;;;930-09;930-09;Function block marker;;ЛОЖЬ;ЛОЖЬ;;296;;;;;;;0;;;;534;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DO;93XSF235_P;;COM;930-09;A_93009;DCS MOV;No;ЛОЖЬ;ЛОЖЬ;;450;;;;;;;0;;;;137;ЛОЖЬ;0;None;;;;;;--;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;CC_CCB_1;ESD_931_1;46;;;;;;;;;;;;;;;;
M;C308_3_E;;;862-34;862-34;Function block marker;;ЛОЖЬ;ЛОЖЬ;;308;;;;;;;0;;;;701;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DO;93XY243;;MCC;930-09;A_93009;GATE VALVE CONDENSATE;Yes;ИСТИНА;ЛОЖЬ;;370;;;;;;;0;;;;126;ЛОЖЬ;35205;None;;;;;;1=CLOSE;;;;;;;Undefined;491;3428;;19.05;5;7;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93LALL264;;COM;930-09;A_93009;HYD GAS COND FL9300901AX;No;ЛОЖЬ;ЛОЖЬ;;272;;;;;;;0;;;;1311;ИСТИНА;35339;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_931_1;475;;;;;;;;
M;246_247_3;;;;;93LT205;;ЛОЖЬ;ЛОЖЬ;;247;;;;;;;0;;;;619;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
BO;IB931_ESD1_T1;;COM;862-34;;TEMPERATURE CP1;No;ЛОЖЬ;ЛОЖЬ;;17;;Word;;;;C;0;;;;28;;0;;None;None;None;None;;;;;;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;ESD_931_1;10200;;;;;;;;
M;C260_1_E;;;930-09;930-09;Function block marker;;ЛОЖЬ;ЛОЖЬ;;260;;;;;;;0;;;;1741;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;274_1;;;930-09;;;;ЛОЖЬ;ЛОЖЬ;;274;;;;;;;0;;;;1420;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C292_6_G;;;930-09;930-09;Function block marker;;ЛОЖЬ;ЛОЖЬ;;292;;;;;;;0;;;;746;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;C274_2_E;;;862-34;862-34;Function block marker;;ЛОЖЬ;ЛОЖЬ;;274;;;;;;;0;;;;1722;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93XY232;;MCC;930-09;A_93009;EMERG SHUT CLOS 93XV232;Yes;ИСТИНА;ЛОЖЬ;;328;;;;;;;0;;;;106;ЛОЖЬ;35206;None;;;;;;1=CLOSE;;;;;;;Undefined;491;3428;;19.05;3;3;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;296_9;;;930-09;A_93009;;;ЛОЖЬ;ЛОЖЬ;;296;;;;;;;0;;;;401;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DO;93LALL201_P;;COM;930-09;A_93009;PERM (1) SIG 93XV200;No;ЛОЖЬ;ЛОЖЬ;;254;;;;;;;0;;;;199;ЛОЖЬ;0;None;;;;;;1=PERMISSIVE;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;CC_CCB_1;ESD_931_1;51;;;;;;;;;;;;;;;;
M;C242_2_E;;;862-34;862-34;Function block marker;;ЛОЖЬ;ЛОЖЬ;;242;;;;;;;0;;;;1767;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93LAHH207_CA;;COM;862-34;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;248;;;;;;;0;;;;1259;ЛОЖЬ;35343;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_931_1;424;;;;;;;;
T;440_1;;;862-34;;;;ЛОЖЬ;ЛОЖЬ;;440;;;;;;;;100 ms;5;;100;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;246_256_2;;;862-34;;93LAHH205_I;;ЛОЖЬ;ЛОЖЬ;;256;;;;;;;0;;;;621;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;C306_3_B;;;862-34;862-34;Function block marker;;ЛОЖЬ;ЛОЖЬ;;306;;;;;;;0;;;;1675;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C278_3_E;;;930-09;930-09;Function block marker;;ЛОЖЬ;ЛОЖЬ;;278;;;;;;;0;;;;768;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;C316_1_F;;;862-34;862-34;Function block marker;;ЛОЖЬ;ЛОЖЬ;;316;;;;;;;0;;;;692;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;276_410_4;;;862-34;;93LALL217_I;;ЛОЖЬ;ЛОЖЬ;;410;;;;;;;0;;;;634;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DO;93XY217;;MCC;930-09;A_93009;GATE VALVE FUEL GAS;Yes;ИСТИНА;ЛОЖЬ;;322;;;;;;;0;;;;63;ЛОЖЬ;35207;None;;;;;;1=CLOSE;;;;;;;Undefined;491;3428;;19.04;13;8;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;2349_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;2349;;;;;;;0;;;;276;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93XY210A_C;;COM;862-34;;EMERG SHUT OPEN 93XV210;No;ЛОЖЬ;ЛОЖЬ;;284;;;;;;;0;;;;271;ИСТИНА;35208;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_931_1;624;;;;;;;;
DO;93LALL224_CA;;COM;930-09;A_93009;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;370;;;;;;;0;;;;1283;ЛОЖЬ;35344;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_931_1;468;;;;;;;;
T;350_2;;;862-34;;;;ЛОЖЬ;ЛОЖЬ;;350;;;;;;;;100 ms;20;;244;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Pulse retriggerable with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
R;2420_B;;;;;Signal 1;;ЛОЖЬ;ЛОЖЬ;;2420;;Float;;;;;0;;;;122;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C2450_1;;;;;Compiler marker (312, 60);;ЛОЖЬ;ЛОЖЬ;;2450;;;;;;;0;;;;1614;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93XY224;;MCC;930-09;A_93009;EMERG SHUT CLOS 93XV224;Yes;ИСТИНА;ЛОЖЬ;;410;;;;;;;0;;;;88;ЛОЖЬ;35209;None;;;;;;1=CLOSE;;;;;;;Undefined;491;3428;;19.05;1;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
T;244_2;;;862-34;;;;ЛОЖЬ;ЛОЖЬ;;244;;;;;;;;100 ms;5;;196;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;308_2;;;930-09;;;;ЛОЖЬ;ЛОЖЬ;;308;;;;;;;0;;;;1499;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93LAHH265_CA;;COM;930-09;A_93009;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;292;;;;;;;0;;;;1235;ЛОЖЬ;35345;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_931_1;444;;;;;;;;
M;2480_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;2480;;;;;;;0;;;;187;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;252_256_1;;;930-09;;DRAIN TO A;;ЛОЖЬ;ЛОЖЬ;;256;;;;;;;0;;;;1393;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C260_4_E;;;930-09;930-09;Function block marker;;ЛОЖЬ;ЛОЖЬ;;260;;;;;;;0;;;;573;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;C240_4_F;;;862-34;862-34;Function block marker;;ЛОЖЬ;ЛОЖЬ;;240;;;;;;;0;;;;881;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
T;274_6;;;862-34;;;;ЛОЖЬ;ЛОЖЬ;;274;;;;;;;;100 ms;5;;712;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
R;2457_G;;;;;x Input;;ЛОЖЬ;ЛОЖЬ;;2457;;Float;;;;;0;;;;100;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
AI;93LI263;;FLD;930-09;A_93009;TOR SHUNT COND V9300901C;Yes;ИСТИНА;ЛОЖЬ;;262;ИСТИНА;Float;4-20mA;0;100;%;;;;;228;ЛОЖЬ;35316;;None;None;None;None;;;;-25;-25;;;;-XXXXX.X;3.64;22;;19.03;17;7;1;Bottom scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;Output;EPKS_CCB;ESD_931_1;10077;;;;;;;;
DO;93HS707B;;COM;930-09;A_93009;ESD MOS REL AREA 930-09;No;ЛОЖЬ;ЛОЖЬ;;127;;;;;;;0;;;;195;ИСТИНА;35346;None;;;;;;1=RELEASED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_931_1;684;;;;;;;;
DO;93XY236B;;MCC;930-09;A_93009;EMERG SHUT CLOS 93 XV236;Yes;ИСТИНА;ЛОЖЬ;;302;;;;;;;0;;;;111;ЛОЖЬ;35211;None;;;;;;1=CLOSE;;;;;;;Undefined;491;3428;;19.05;3;8;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
T;277_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;277;;;;;;;;100 ms;5;;496;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;C272_2_E;;;862-34;862-34;Function block marker;;ЛОЖЬ;ЛОЖЬ;;272;;;;;;;0;;;;1727;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C380_1_F;;;930-09;930-09;Function block marker;;ЛОЖЬ;ЛОЖЬ;;380;;;;;;;0;;;;52;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;2349_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;2349;;;;;;;0;;;;1216;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C292_2_F;;;930-09;930-09;Function block marker;;ЛОЖЬ;ЛОЖЬ;;292;;;;;;;0;;;;735;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DO;93LALL217_CA;;COM;930-09;A_93009;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;276;;;;;;;0;;;;1316;ЛОЖЬ;35347;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_931_1;462;;;;;;;;
R;2495_C;;;;;EXCEPTION;;ЛОЖЬ;ЛОЖЬ;;2495;;Float;;;;;0;;;;156;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93XY284A;;MCC;930-09;A_93009;EMERG SHUT OPEN 93XV284;Yes;ИСТИНА;ЛОЖЬ;;442;;;;;;;0;;;;142;ЛОЖЬ;35212;None;;;;;;1=OPEN;;;;;;;Undefined;491;3428;;19.05;7;7;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C277_1_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;277;;;;;;;0;;;;772;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
T;244_9;;;862-34;;;;ЛОЖЬ;ЛОЖЬ;;244;;;;;;;;100 ms;5;;304;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;242_9;;;862-34;;;;ЛОЖЬ;ЛОЖЬ;;242;;;;;;;0;;;;165;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;C296_1_E;;;930-09;930-09;Function block marker;;ЛОЖЬ;ЛОЖЬ;;296;;;;;;;0;;;;1686;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
