FLD Number;Tag Name;Title;Unit;SubUnit;Protected;Drawing Number;FLD Type;Execution Environment;Author;Revision;Design Date;Parent Asset;Item Name;Point Detail Display;Group Detail Display;Associated Display
1964;FGS_411_1_FLD1964;CH-58-1 T.GDs voting;;;ЛОЖЬ;;Program block;FGS_411_1;;;03.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1272;FGS_411_1_FLD1272;CH-58-1 Ready to Reset;;;ЛОЖЬ;;Program block;FGS_411_1;;;01.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2317;FGS_411_1_FLD2317;FIRE MOS 4200;;;ЛОЖЬ;;Function block;FGS_411_1;;;30.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2032;FGS_411_1_FLD2032;SS-40-1 Howlers & Beacons;;;ЛОЖЬ;;Program block;FGS_411_1;;;03.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
153;FGS_411_1_FLD0153;4100 FDs voting-Sh2;;;ЛОЖЬ;;Program block;FGS_411_1;;;08.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1110;FGS_411_1_FLD1110;CH-42-1 Fl.Gas detector 42GT014;;;ЛОЖЬ;;Program block;FGS_411_1;;;01.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1818;FGS_411_1_FLD1818;CH-42-1 T.Gas detector 42GT035;;;ЛОЖЬ;;Program block;FGS_411_1;;;03.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2122;FGS_411_1_FLD2122;H-4101B MOS ENABLE;;;ЛОЖЬ;;Program block;FGS_411_1;;;08.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
12;FGS_411_1_FLD0012;VM AI sh1;;;ЛОЖЬ;;Program block;FGS_411_1;;;07.02.2013;;;Sysdtlsmflda;Sysdtlsmflda_fp;
974;FGS_411_1_FLD0974;IB-41-1 MOS Lamp Control;;;ЛОЖЬ;;Program block;FGS_411_1;;;18.11.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1530;FGS_411_1_FLD1530;4100 Common Alarm TGD;;;ЛОЖЬ;;Program block;FGS_411_1;;;02.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
178;FGS_411_1_FLD0178;4100 DV 58XV080-Sh1;;;ЛОЖЬ;;Program block;FGS_411_1;;;08.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
730;FGS_411_1_FLD0730;DH Temperature Alarms;;;ЛОЖЬ;;Program block;FGS_411_1;;;09.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1567;FGS_411_1_FLD1567;CH-41-1 T.GDs voting;;;ЛОЖЬ;;Program block;FGS_411_1;;;02.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1028;FGS_411_1_FLD1028;4200 Fl.Gas detector 42GT023;;;ЛОЖЬ;;Program block;FGS_411_1;;;01.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1000;FGS_411_1_FLD1000;4200 ACK, TEST and RESET;;;ЛОЖЬ;;Program block;FGS_411_1;;;01.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
500;FGS_411_1_FLD0500;CH-42-1 ACK, TEST and RESET;;;ЛОЖЬ;;Program block;FGS_411_1;;;17.10.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1120;FGS_411_1_FLD1120;CH-42-1 Fl.Gas detector 42GT029;;;ЛОЖЬ;;Program block;FGS_411_1;;;01.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2030;FGS_411_1_FLD2030;SS-40-1 Common Alarm TGD;;;ЛОЖЬ;;Program block;FGS_411_1;;;03.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
764;FGS_411_1_FLD0764;Booster Pumps-Sh8;;;ЛОЖЬ;;Program block;FGS_411_1;;;20.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1210;FGS_411_1_FLD1210;TB-58-1 Fl.Gas detector 58GT018;;;ЛОЖЬ;;Program block;FGS_411_1;;;01.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2314;FGS_411_1_FLD2314;FIRE MOS CH-41-1;;;ЛОЖЬ;;Function block;FGS_411_1;;;30.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
850;FGS_411_1_FLD0850;4100 MOS Lamp Control;;;ЛОЖЬ;;Program block;FGS_411_1;;;18.11.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1012;FGS_411_1_FLD1012;4200 Fl.Gas detector 42GT003;;;ЛОЖЬ;;Program block;FGS_411_1;;;01.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2460;FGS_411_1_FLD2460;MOV Commands;;;ЛОЖЬ;;Function block;FGS_411_1;;;08.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1564;FGS_411_1_FLD1564;CH-41-1 T.Gas detector 41GT037;;;ЛОЖЬ;;Program block;FGS_411_1;;;02.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2316;FGS_411_1_FLD2316;FIRE MOS CH-42-1;;;ЛОЖЬ;;Function block;FGS_411_1;;;30.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
138;FGS_411_1_FLD0138;4100 Fire detector 41YT010;;;ЛОЖЬ;;Program block;FGS_411_1;;;10.10.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2351;FGS_411_1_FLD2351;GAS MOS IB-41-1;;;ЛОЖЬ;;Function block;FGS_411_1;;;30.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1162;FGS_411_1_FLD1162;AH-41-1 Fl.Gas detector 42GT090B;;;ЛОЖЬ;;Program block;FGS_411_1;;;01.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2140;FGS_411_1_FLD2140;SDOL DIAG Sh1;;;ЛОЖЬ;;Program block;FGS_411_1;;;19.02.2013;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1316;FGS_411_1_FLD1316;SS-40-1 Fl.Gas detector 58GT035;;;ЛОЖЬ;;Program block;FGS_411_1;;;01.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
548;FGS_411_1_FLD0548;CH-42-1 Ready to Reset;;;ЛОЖЬ;;Program block;FGS_411_1;;;17.10.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2295;FGS_411_1_FLD2295;"AH-58-1; AH-41-1";;;ЛОЖЬ;;Program block;FGS_411_1;;;13.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
405;FGS_411_1_FLD0405;4200 FIRE MOS ENABLE;;;ЛОЖЬ;;Program block;FGS_411_1;;;17.10.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
146;FGS_411_1_FLD0146;4100 Fire detector 41YT018;;;ЛОЖЬ;;Program block;FGS_411_1;;;10.10.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
936;FGS_411_1_FLD0936;CH-41-1 Howlers & Beacons;;;ЛОЖЬ;;Program block;FGS_411_1;;;18.11.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2322;FGS_411_1_FLD2322;FIRE MOS AH-58-1;;;ЛОЖЬ;;Function block;FGS_411_1;;;30.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1586;FGS_411_1_FLD1586;CH-41-1 Fan 411AB2;;;ЛОЖЬ;;Program block;FGS_411_1;;;10.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
316;FGS_411_1_FLD0316;CH-41-1 Fire detector 41YT015;;;ЛОЖЬ;;Program block;FGS_411_1;;;10.10.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
350;FGS_411_1_FLD0350;CH-41-1 MOS Lamp Control;;;ЛОЖЬ;;Program block;FGS_411_1;;;17.10.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
122;FGS_411_1_FLD0122;4100 Fire detector 41YT002;;;ЛОЖЬ;;Program block;FGS_411_1;;;10.10.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
434;FGS_411_1_FLD0434;4200 Fire detector 42YT007;;;ЛОЖЬ;;Program block;FGS_411_1;;;10.10.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1170;FGS_411_1_FLD1170;AH-41-1 Fl.Gas detector 42GT091D;;;ЛОЖЬ;;Program block;FGS_411_1;;;01.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2088;FGS_411_1_FLD2088;AH-58-1 MOS Lamp Control;;;ЛОЖЬ;;Program block;FGS_411_1;;;03.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1825;FGS_411_1_FLD1825;CH-42-1 HVAC;;;ЛОЖЬ;;Program block;FGS_411_1;;;11.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1882;FGS_411_1_FLD1882;AH-41-1 Howlers & Beacons-Sh1;;;ЛОЖЬ;;Program block;FGS_411_1;;;03.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
846;FGS_411_1_FLD0846;4100 Light boards;;;ЛОЖЬ;;Program block;FGS_411_1;;;02.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
9;FGS_411_1_FLD0009;Legend of Symbols (8);;;ЛОЖЬ;;Comment block;;;;17.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1756;FGS_411_1_FLD1756;4200 Light boards;;;ЛОЖЬ;;Program block;FGS_411_1;;;02.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1514;FGS_411_1_FLD1514;4100 T.Gas detector 41GT007;;;ЛОЖЬ;;Program block;FGS_411_1;;;02.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2462;FGS_411_1_FLD2462;MOV/FGS Fan Alarms;;;ЛОЖЬ;;Function block;FGS_411_1;;;08.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2364;FGS_411_1_FLD2364;GAS MOS TB-58-1;;;ЛОЖЬ;;Function block;FGS_411_1;;;30.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1134;FGS_411_1_FLD1134;CH-42-1 Common Alarm Fl.GD-Sh2;;;ЛОЖЬ;;Program block;FGS_411_1;;;01.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2126;FGS_411_1_FLD2126;H-4101B-Logic;;;ЛОЖЬ;;Program block;FGS_411_1;;;08.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
152;FGS_411_1_FLD0152;4100 FDs voting-Sh1;;;ЛОЖЬ;;Program block;FGS_411_1;;;24.10.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1828;FGS_411_1_FLD1828;CH-42-1 Fan Start Buttons-Sh2;;;ЛОЖЬ;;Program block;FGS_411_1;;;11.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
114;FGS_411_1_FLD0114;4100 MCP 41HS237;;;ЛОЖЬ;;Program block;FGS_411_1;;;10.10.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
