HYDROGEN;1.8012608826178326e-003;-253
NITROGEN;3.7025918142699894e-003;-196
METHANE;9.2064445111578119e-001;-161
ETHANE;5.2036425497848503e-002;-89
PROPANE;1.4009806864805364e-002;-42
n-BUTANE;6.0042029420594428e-003;-1
ISOBUTANE;5.0035024517162019e-004;-12
ISOPENTANE;1.0007004903432404e-004;28
n-PENTANE;1.2008405884118883e-003;36
