NITROGEN;0.0000000000000000e+000;-196
Tb 170;1.7025523684488963e-002;170
Tb 180;4.6034415589821083e-002;180
Tb 190;4.3658795634260672e-002;190
Tb 200;4.1513891244168488e-002;200
Tb 210;3.9489098868377565e-002;210
Tb 220;3.7600843658494365e-002;220
Tb 230;6.4044188908811070e-002;230
Tb 240;4.3423969825202899e-002;240
Tb 250;3.8479686287233590e-002;250
Tb 260;9.0341199783847553e-002;260
Tb 270;6.8798193196023580e-002;270
Tb 280;4.6969858476756644e-002;280
Tb 290;4.5472843583269029e-002;290
Tb 300;3.8626449756181160e-002;300
Tb 310;3.6797898836134678e-002;310
Tb 320;5.2013937117092519e-002;320
Tb 330;9.6445854563012065e-002;330
Tb 340;8.2075349343355614e-002;340
Tb 350;7.1188001643468515e-002;350
