Tb 200;4.4668062482714356e-002;200
Tb 210;4.2489429026640609e-002;210
Tb 220;4.0457706652019275e-002;220
Tb 230;6.8910182738781092e-002;230
Tb 240;4.6723266339725088e-002;240
Tb 250;4.1403322595899530e-002;250
Tb 260;9.7205206155545273e-002;260
Tb 270;7.4025390062886831e-002;270
Tb 280;5.0538566980004133e-002;280
Tb 290;4.8927810850048430e-002;290
Tb 300;4.1561236961540945e-002;300
Tb 310;3.9593755130722830e-002;310
Tb 320;5.5965888127739158e-002;320
Tb 330;1.0377368463199801e-001;330
Tb 340;8.8311327193993303e-002;340
Tb 350;7.6596773035018717e-002;350
Tb 360;3.8848391034722381e-002;360
