HYDROGEN;1.6057110581556478e-031;-253
WATER;5.4143165188703490e-001;100
NITROGEN;2.0104265233261029e-007;-196
HYDROGEN SULFIDE;6.5952215722740570e-002;-60
METHANE;1.9383108494803493e-002;-161
ETHANE;4.0331115283458320e-002;-89
ETHYLENE;2.4037872524785869e-002;-104
PROPANE;1.5365311306361764e-002;-42
PROPYLENE;8.8192395920881055e-003;-48
ISOBUTENE;8.1393082187837546e-003;-7
1-BUTENE;5.9470800444376220e-004;-6
n-BUTANE;1.0655541125191672e-002;-1
ISOBUTANE;2.9110666211059674e-003;-12
ISOPENTANE;7.3271972052872288e-003;28
n-PENTANE;1.0990249727377320e-002;36
1-PENTENE;5.2783187405598094e-003;30
2-methylbutene;4.1549792995395811e-003;33
CYCLOPENTANE;1.3221971936905751e-003;49
2-METHYLPENTANE;1.9661098226097660e-002;60
n-HEXANE;2.6645856530085360e-002;69
BENZENE;8.0370997578738442e-003;80
CYCLOHEXANE;2.0646270119221464e-002;81
TOLUENE;6.8979385628566755e-003;111
METHYLCYCLOHEXANE;2.1378388286832271e-002;101
n-HEPTANE;2.0910318601254581e-002;98
2-METHYLHEXANE;2.0781949281307433e-002;90
n-OCTANE;7.3599577665813959e-003;126
2-METHYLHEPTANE;7.3689511388955777e-003;118
1,4-dimethylcyclohexane;7.4598561270333682e-003;121
o-XYLENE;2.6442353676767540e-003;144
m-XYLENE;2.6333655554337345e-003;139
p-XYLENE;2.6400473158585801e-003;138
n-NONANE;4.9342056636911885e-003;151
2,6-DIMETHYLHEPTANE;4.9384904378804873e-003;135
1,2,4-trimethylcyclohexane;4.9391698344533634e-003;143
Tb 160;2.1360394483993461e-002;160
Tb 170;1.2785367426322533e-002;170
Tb 180;3.8682006088181023e-003;180
Tb 190;3.4471606546155804e-003;190
Tb 200;1.8922909438130709e-003;200
Tb 210;7.3899468100217068e-005;210
Tb 220;1.1413252047238366e-006;220
Tb 230;6.1558999077974397e-008;230
Tb 240;2.4627319686962704e-009;240
Tb 250;2.6519638964749788e-010;250
Tb 260;1.5101641330301304e-010;260
Tb 270;4.8735165770108302e-011;270
Tb 280;1.8437655174474573e-011;280
Tb 290;1.0088752163175206e-011;290
Tb 300;4.6761982974234330e-012;300
Tb 310;2.4778092390426675e-012;310
Tb 320;1.8276231685489210e-012;320
Tb 330;1.5296853453096699e-012;330
Tb 340;4.6854468854687080e-013;340
Tb 350;1.5063493139858515e-015;350
Tb 360;8.9720617022178483e-016;360
Tb 370;9.6251513233853555e-016;370
Tb 380;8.5677297594202513e-016;380
Tb 390;7.4853500619617616e-016;390
Tb 400;8.2076406599875984e-016;400
Tb 410;6.4492850493599556e-016;410
Tb 420;2.9695726442327390e-016;420
Tb 430;2.9792046012437564e-016;430
Tb 440;2.7258067529095696e-016;440
Tb 450;2.3253948088009190e-016;450
Tb 460;2.1976549288407608e-016;460
Tb 470;1.7610667422541055e-016;470
Tb 480;1.3619993289768582e-016;480
Tb 490;1.2468169833791908e-016;490
Tb 500;1.4832047737092840e-016;500
Tb 510;7.3782084144572147e-017;510
Tb 520;6.3384066924657994e-017;520
Tb 530;4.7564527032966390e-017;530
Tb 540;4.0337155783896844e-017;540
Tb 550;1.1108587294879318e-016;550
Tb 560;6.7880853378040164e-017;560
Tb 570;7.7980470339672709e-017;570
DIETHANOLAMINE;4.1360627831036787e-020;269
