NITROGEN;0.0000000000000000e+000;-196
BENZENE;8.7445825017448603e-002;80
TOLUENE;7.4014801434617805e-002;111
METHYLCYCLOHEXANE;0.0000000000000000e+000;101
n-OCTANE;7.8689573935722137e-002;126
2-METHYLHEPTANE;7.8890522952451650e-002;118
1,4-dimethylcyclohexane;7.9882923712128462e-002;121
o-XYLENE;2.8273829865699096e-002;144
m-XYLENE;2.8273829865699096e-002;139
p-XYLENE;2.8273829865699096e-002;138
n-NONANE;5.2825277153006577e-002;151
2,6-DIMETHYLHEPTANE;5.2825277153006577e-002;135
1,2,4-trimethylcyclohexane;5.3423592012711477e-002;143
Tb 160;2.3207772030434612e-001;160
Tb 170;1.2510299672746339e-001;170
