NITROGEN;0.0000000000000000e+000;-196
ISOPENTANE;5.0695028746961274e-002;28
n-PENTANE;7.4026957640141028e-002;36
1-PENTENE;3.6129533261019364e-002;30
2-methylbutene;2.8023951016373276e-002;33
CYCLOPENTANE;8.6082540117559184e-003;49
2-METHYLPENTANE;1.2508050193456643e-001;60
n-HEXANE;1.6609217918375788e-001;69
CYCLOHEXANE;1.2708170340443589e-001;81
METHYLCYCLOHEXANE;1.3006631497077725e-001;101
n-HEPTANE;1.2709778791510573e-001;98
2-METHYLHEXANE;1.2709778791510573e-001;90
