ID;PROP_ID;COMP_ID;LiquidViscosityA;LiquidViscosityB;LiquidViscosityC;LiquidViscosityD;LiquidViscosityTmin;LiquidViscosityTmax
23608;19294;23611;-12321;-12321;-12321;-12321;-12321;-12321
23609;19035;23612;-12321;-12321;-12321;-12321;-12321;-12321
23610;19224;23613;-12321;-12321;-12321;-12321;-12321;-12321
23611;14898;23614;-12321;-12321;-12321;-12321;-12321;-12321
23612;9549;23615;-12321;-12321;-12321;-12321;-12321;-12321
23613;12933;23616;-12321;-12321;-12321;-12321;-12321;-12321
23614;6533;23617;-12321;-12321;-12321;-12321;-12321;-12321
23615;10223;23618;-12321;-12321;-12321;-12321;-12321;-12321
23616;9209;23619;-12321;-12321;-12321;-12321;-12321;-12321
23617;12669;23620;-12321;-12321;-12321;-12321;-12321;-12321
23618;19550;23621;-12321;-12321;-12321;-12321;-12321;-12321
23619;2618;23622;-67.456764;10926.457;0.114961;-7.8999998E-5;530;671
23620;12730;23623;-12321;-12321;-12321;-12321;-12321;-12321
23621;8700;23624;-12321;-12321;-12321;-12321;-12321;-12321
23622;7711;23625;-12321;-12321;-12321;-12321;-12321;-12321
23623;10118;23626;-12321;-12321;-12321;-12321;-12321;-12321
23624;7957;23627;-12321;-12321;-12321;-12321;-12321;-12321
23625;2428;23628;-10.584063;929.53058;3.4090001E-3;-0.000008;293;583
23626;2429;23629;-9.3480349;728.33069;8.1200001E-4;-7.0000001E-6;293;573
23627;2446;23630;-10.346436;941.29681;0.002686;-7.0000001E-6;293;598
23628;2020;23631;-10.190781;763.51422;0.003431;-9.0000003E-6;293;562
23629;1218;23632;-75.23259;8879.2285;0.169139;-1.4800001E-4;293;494
23630;17006;23633;-12321;-12321;-12321;-12321;-12321;-12321
23631;2449;23634;-9.3913231;782.6026;0.000726;-6.0000002E-6;293;591
23632;2023;23635;-8.9232082;563.30444;7.1699999E-4;-7.0000001E-6;293;553
23633;2430;23636;-7.858953;494.61832;-0.002413;-0.000004;293;563
23634;2431;23637;-9.3480349;728.33069;8.1200001E-4;-7.0000001E-6;293;573
23635;2447;23638;-9.9764109;879.38025;0.001932;-7.0000001E-6;293;595
23636;2021;23639;-9.0378771;581.14948;9.6600002E-4;-7.0000001E-6;293;554
23637;1219;23640;-83.34391;9821.4463;0.19192301;-1.6900001E-4;293;485
23638;17007;23641;-12321;-12321;-12321;-12321;-12321;-12321
23639;2450;23642;-9.3913231;782.6026;0.000726;-6.0000002E-6;293;591
23640;2024;23643;-8.8608084;553.61053;0.000581;-7.0000001E-6;293;553
23641;2394;23644;-15.769945;1647.845;1.5721999E-2;-0.000017;293;591
23642;2400;23645;-15.905107;1624.0824;1.6233999E-2;-1.8000001E-5;293;586
23643;2402;23646;-13.585712;1357.489;0.010401;-0.000013;293;591
23644;2406;23647;-12.979212;1248.8301;9.2470003E-3;-0.000013;293;584
23645;2403;23648;-12.713723;1202.3639;8.7310001E-3;-0.000012;293;581
23646;2407;23649;-12.979212;1248.8301;9.2470003E-3;-0.000013;293;584
23647;1223;23650;-17.300934;1505.6604;0.022598;-0.000027;293;500
23648;833;23651;-128.19804;15103.347;0.31637499;-0.000283;293;461
23649;2396;23652;-15.445511;1583.9022;0.015179;-0.000017;293;586
23650;2409;23653;-15.167358;1478.6281;0.015011;-0.000017;293;575
23651;2411;23654;-13.585712;1357.489;0.010401;-0.000013;293;591
23652;2414;23655;-12.713723;1202.3639;8.7310001E-3;-0.000012;293;581
23653;2412;23656;-11.498189;996.42065;6.2930002E-3;-0.000011;293;570
23654;2415;23657;-11.498189;996.42065;6.2930002E-3;-0.000011;293;570
23655;1225;23658;-14.685887;1150.4867;0.01633;-0.000022;293;489
23656;1153;23659;202.2128;-27488.262;-0.51633197;0.000405;293;500
23657;1155;23660;240.62798;-32148.693;-0.62031603;4.9599999E-4;293;489
23658;2432;23661;-6.972919;359.04208;-4.3739998E-3;-3.0000001E-6;293;558
23659;2448;23662;-8.550189;645.66791;-1.0319999E-3;-4.9999999E-6;293;585
23660;2022;23663;-7.1730132;296.38876;-0.003147;-4.9999999E-6;293;544
23661;2451;23664;-8.7673225;680.80536;-5.7500001E-4;-4.9999999E-6;293;587
23662;2025;23665;-6.9086761;256.85336;-3.7410001E-3;-0.000004;293;543
23663;2433;23666;-7.858953;494.61832;-0.002413;-0.000004;293;563
23664;2452;23667;-7.9202018;544.67651;-2.3660001E-3;-0.000004;293;581
23665;2395;23668;-15.201437;1536.9756;0.014758;-0.000017;293;583
23666;2401;23669;-15.905107;1624.0824;1.6233999E-2;-1.8000001E-5;293;586
23667;2404;23670;-11.665127;1024.0978;6.6340002E-3;-0.000011;293;571
23668;2408;23671;-11.985186;1077.725;7.2829998E-3;-0.000012;293;574
23669;2405;23672;-12.713723;1202.3639;8.7310001E-3;-0.000012;293;581
23670;1224;23673;-14.443656;1118.4347;0.015733;-0.000022;293;488
23671;834;23674;-163.21068;19151.291;0.41605401;-3.7699999E-4;293;448
23672;2397;23675;-15.445511;1583.9022;0.015179;-0.000017;293;586
23673;2410;23676;-15.167358;1478.6281;0.015011;-0.000017;293;575
23674;2413;23677;-12.575799;1178.4401;8.4600002E-3;-0.000012;293;580
23675;2416;23678;-16.506081;1962.3322;0.01518;-0.000015;293;645
23676;2417;23679;-12.713723;1202.3639;8.7310001E-3;-0.000012;293;581
23677;1226;23680;-13.067862;938.00409;0.012311;-1.8999999E-5;293;484
23678;1154;23681;202.2128;-27488.262;-0.51633197;0.000405;293;500
23679;1156;23682;240.62798;-32148.693;-0.62031603;4.9599999E-4;293;489
23680;9368;23683;-12321;-12321;-12321;-12321;-12321;-12321
23681;13314;23684;-12321;-12321;-12321;-12321;-12321;-12321
23682;17402;23685;-12321;-12321;-12321;-12321;-12321;-12321
23683;14163;23686;-12321;-12321;-12321;-12321;-12321;-12321
23684;13750;23687;-12321;-12321;-12321;-12321;-12321;-12321
23685;12744;23688;-12321;-12321;-12321;-12321;-12321;-12321
23686;13329;23689;-12321;-12321;-12321;-12321;-12321;-12321
23687;6626;23690;-12321;-12321;-12321;-12321;-12321;-12321
23688;17257;23691;-12321;-12321;-12321;-12321;-12321;-12321
23689;11999;23692;-12321;-12321;-12321;-12321;-12321;-12321
23690;17256;23693;-12321;-12321;-12321;-12321;-12321;-12321
23691;10759;23694;-12321;-12321;-12321;-12321;-12321;-12321
23692;7794;23695;-12321;-12321;-12321;-12321;-12321;-12321
23693;17250;23696;-12321;-12321;-12321;-12321;-12321;-12321
23694;17312;23697;-12321;-12321;-12321;-12321;-12321;-12321
23695;17255;23698;-12321;-12321;-12321;-12321;-12321;-12321
23696;17269;23699;-12321;-12321;-12321;-12321;-12321;-12321
23697;12354;23700;-12321;-12321;-12321;-12321;-12321;-12321
23698;17251;23701;-12321;-12321;-12321;-12321;-12321;-12321
23699;7795;23702;-12321;-12321;-12321;-12321;-12321;-12321
23700;10373;23703;-12321;-12321;-12321;-12321;-12321;-12321
23701;13793;23704;-12321;-12321;-12321;-12321;-12321;-12321
23702;12032;23705;-12321;-12321;-12321;-12321;-12321;-12321
23703;9693;23706;-12321;-12321;-12321;-12321;-12321;-12321
23704;14364;23707;-12321;-12321;-12321;-12321;-12321;-12321
23705;14508;23708;-12321;-12321;-12321;-12321;-12321;-12321
23706;9694;23709;-12321;-12321;-12321;-12321;-12321;-12321
23707;15921;23710;-12321;-12321;-12321;-12321;-12321;-12321
23708;13061;23711;-12321;-12321;-12321;-12321;-12321;-12321
23709;13063;23712;-12321;-12321;-12321;-12321;-12321;-12321
23710;13060;23713;-12321;-12321;-12321;-12321;-12321;-12321
23711;17403;23714;-12321;-12321;-12321;-12321;-12321;-12321
23712;17404;23715;-12321;-12321;-12321;-12321;-12321;-12321
23713;17411;23716;-12321;-12321;-12321;-12321;-12321;-12321
23714;17254;23717;-12321;-12321;-12321;-12321;-12321;-12321
23715;15452;23718;-12321;-12321;-12321;-12321;-12321;-12321
23716;9940;23719;-12321;-12321;-12321;-12321;-12321;-12321
23717;17110;23720;-12321;-12321;-12321;-12321;-12321;-12321
23718;18477;23721;-12321;-12321;-12321;-12321;-12321;-12321
23719;11255;23722;-12321;-12321;-12321;-12321;-12321;-12321
23720;12682;23723;-12321;-12321;-12321;-12321;-12321;-12321
23721;12681;23724;-12321;-12321;-12321;-12321;-12321;-12321
23722;10153;23725;-12321;-12321;-12321;-12321;-12321;-12321
23723;13757;23726;-12321;-12321;-12321;-12321;-12321;-12321
23724;13949;23727;-12321;-12321;-12321;-12321;-12321;-12321
23725;12814;23728;-12321;-12321;-12321;-12321;-12321;-12321
23726;17128;23729;-12321;-12321;-12321;-12321;-12321;-12321
23727;17575;23730;-12321;-12321;-12321;-12321;-12321;-12321
23728;17568;23731;-12321;-12321;-12321;-12321;-12321;-12321
23729;13674;23732;-12321;-12321;-12321;-12321;-12321;-12321
23730;12667;23733;-12321;-12321;-12321;-12321;-12321;-12321
23731;17602;23734;-12321;-12321;-12321;-12321;-12321;-12321
23732;17238;23735;-12321;-12321;-12321;-12321;-12321;-12321
23733;17224;23736;-12321;-12321;-12321;-12321;-12321;-12321
23734;17216;23737;-12321;-12321;-12321;-12321;-12321;-12321
23735;17235;23738;-12321;-12321;-12321;-12321;-12321;-12321
23736;17223;23739;-12321;-12321;-12321;-12321;-12321;-12321
23737;17392;23740;-12321;-12321;-12321;-12321;-12321;-12321
23738;17217;23741;-12321;-12321;-12321;-12321;-12321;-12321
23739;17242;23742;-12321;-12321;-12321;-12321;-12321;-12321
23740;17017;23743;-12321;-12321;-12321;-12321;-12321;-12321
23741;18385;23744;-12321;-12321;-12321;-12321;-12321;-12321
23742;16698;23745;-12321;-12321;-12321;-12321;-12321;-12321
23743;17738;23746;-12321;-12321;-12321;-12321;-12321;-12321
23744;8842;23747;-12321;-12321;-12321;-12321;-12321;-12321
23745;17726;23748;-12321;-12321;-12321;-12321;-12321;-12321
23746;16920;23749;-12321;-12321;-12321;-12321;-12321;-12321
23747;17753;23750;-12321;-12321;-12321;-12321;-12321;-12321
23748;13783;23751;-12321;-12321;-12321;-12321;-12321;-12321
23749;14413;23752;-12321;-12321;-12321;-12321;-12321;-12321
23750;17618;23753;-12321;-12321;-12321;-12321;-12321;-12321
23751;17956;23754;-12321;-12321;-12321;-12321;-12321;-12321
23752;14507;23755;-12321;-12321;-12321;-12321;-12321;-12321
23753;14765;23756;-12321;-12321;-12321;-12321;-12321;-12321
23754;17572;23757;-12321;-12321;-12321;-12321;-12321;-12321
23755;17945;23758;-12321;-12321;-12321;-12321;-12321;-12321
23756;17177;23759;-12321;-12321;-12321;-12321;-12321;-12321
23757;13537;23760;-12321;-12321;-12321;-12321;-12321;-12321
23758;15692;23761;-12321;-12321;-12321;-12321;-12321;-12321
23759;17272;23762;-12321;-12321;-12321;-12321;-12321;-12321
23760;9600;23763;-12321;-12321;-12321;-12321;-12321;-12321
23761;16007;23764;-12321;-12321;-12321;-12321;-12321;-12321
23762;11456;23765;-12321;-12321;-12321;-12321;-12321;-12321
23763;17636;23766;-12321;-12321;-12321;-12321;-12321;-12321
23764;17619;23767;-12321;-12321;-12321;-12321;-12321;-12321
23765;13130;23768;-12321;-12321;-12321;-12321;-12321;-12321
23766;11329;23769;-12321;-12321;-12321;-12321;-12321;-12321
23767;11288;23770;-12321;-12321;-12321;-12321;-12321;-12321
23768;15343;23771;-12321;-12321;-12321;-12321;-12321;-12321
23769;17644;23772;-12321;-12321;-12321;-12321;-12321;-12321
23770;17651;23773;-12321;-12321;-12321;-12321;-12321;-12321
23771;10660;23774;-12321;-12321;-12321;-12321;-12321;-12321
23772;16864;23775;-12321;-12321;-12321;-12321;-12321;-12321
23773;12593;23776;-12321;-12321;-12321;-12321;-12321;-12321
23774;16796;23777;-12321;-12321;-12321;-12321;-12321;-12321
23775;12987;23778;-12321;-12321;-12321;-12321;-12321;-12321
23776;17653;23779;-12321;-12321;-12321;-12321;-12321;-12321
23777;17645;23780;-12321;-12321;-12321;-12321;-12321;-12321
23778;17976;23781;-12321;-12321;-12321;-12321;-12321;-12321
23779;17120;23782;-12321;-12321;-12321;-12321;-12321;-12321
23780;13273;23783;-12321;-12321;-12321;-12321;-12321;-12321
23781;15829;23784;-12321;-12321;-12321;-12321;-12321;-12321
23782;12536;23785;-12321;-12321;-12321;-12321;-12321;-12321
23783;17349;23786;-12321;-12321;-12321;-12321;-12321;-12321
23784;17330;23787;-12321;-12321;-12321;-12321;-12321;-12321
23785;15471;23788;-12321;-12321;-12321;-12321;-12321;-12321
23786;9728;23789;-12321;-12321;-12321;-12321;-12321;-12321
23787;9967;23790;-12321;-12321;-12321;-12321;-12321;-12321
23788;18139;23791;-12321;-12321;-12321;-12321;-12321;-12321
23789;8477;23792;-12321;-12321;-12321;-12321;-12321;-12321
23790;15499;23793;-12321;-12321;-12321;-12321;-12321;-12321
23791;19568;23794;-12321;-12321;-12321;-12321;-12321;-12321
23792;14751;23795;-12321;-12321;-12321;-12321;-12321;-12321
23793;13324;23796;-12321;-12321;-12321;-12321;-12321;-12321
23794;13930;23797;-12321;-12321;-12321;-12321;-12321;-12321
23795;17134;23798;-12321;-12321;-12321;-12321;-12321;-12321
23796;14663;23799;-12321;-12321;-12321;-12321;-12321;-12321
23797;17989;23800;-12321;-12321;-12321;-12321;-12321;-12321
23798;17243;23801;-49.126507;5425.5991;0.120167;-1.2700001E-4;270;295.5
23799;17227;23802;-12321;-12321;-12321;-12321;-12321;-12321
23800;15691;23803;-12321;-12321;-12321;-12321;-12321;-12321
23801;17297;23804;-12321;-12321;-12321;-12321;-12321;-12321
23802;12964;23805;-12321;-12321;-12321;-12321;-12321;-12321
23803;12212;23806;-12321;-12321;-12321;-12321;-12321;-12321
23804;17982;23807;-12321;-12321;-12321;-12321;-12321;-12321
23805;16908;23808;-12321;-12321;-12321;-12321;-12321;-12321
23806;17311;23809;-12321;-12321;-12321;-12321;-12321;-12321
23807;17261;23810;-12321;-12321;-12321;-12321;-12321;-12321
23808;11824;23811;-12321;-12321;-12321;-12321;-12321;-12321
23809;11805;23812;-12321;-12321;-12321;-12321;-12321;-12321
23810;12280;23813;-12321;-12321;-12321;-12321;-12321;-12321
23811;12279;23814;-12321;-12321;-12321;-12321;-12321;-12321
23812;17918;23815;-12321;-12321;-12321;-12321;-12321;-12321
23813;17485;23816;-12321;-12321;-12321;-12321;-12321;-12321
23814;17486;23817;-12321;-12321;-12321;-12321;-12321;-12321
23815;10361;23818;-12321;-12321;-12321;-12321;-12321;-12321
23816;12793;23819;-12321;-12321;-12321;-12321;-12321;-12321
23817;7786;23820;-12321;-12321;-12321;-12321;-12321;-12321
23818;11398;23821;-12321;-12321;-12321;-12321;-12321;-12321
23819;13191;23822;-12321;-12321;-12321;-12321;-12321;-12321
23820;17371;23823;-12321;-12321;-12321;-12321;-12321;-12321
23821;12677;23824;-12321;-12321;-12321;-12321;-12321;-12321
23822;17276;23825;-12321;-12321;-12321;-12321;-12321;-12321
23823;17194;23826;-12321;-12321;-12321;-12321;-12321;-12321
23824;18044;23827;-12321;-12321;-12321;-12321;-12321;-12321
23825;17020;23828;-12321;-12321;-12321;-12321;-12321;-12321
23826;17241;23829;-12321;-12321;-12321;-12321;-12321;-12321
23827;14815;23830;-12321;-12321;-12321;-12321;-12321;-12321
23828;13064;23831;-12321;-12321;-12321;-12321;-12321;-12321
23829;7183;23832;-12321;-12321;-12321;-12321;-12321;-12321
23830;11553;23833;-12321;-12321;-12321;-12321;-12321;-12321
23831;8494;23834;-12321;-12321;-12321;-12321;-12321;-12321
23832;12089;23835;-12321;-12321;-12321;-12321;-12321;-12321
23833;16562;23836;-12321;-12321;-12321;-12321;-12321;-12321
23834;17586;23837;-12321;-12321;-12321;-12321;-12321;-12321
23835;17237;23838;-12321;-12321;-12321;-12321;-12321;-12321
23836;17026;23839;-12321;-12321;-12321;-12321;-12321;-12321
23837;17406;23840;-12321;-12321;-12321;-12321;-12321;-12321
23838;17372;23841;-12321;-12321;-12321;-12321;-12321;-12321
23839;17027;23842;-12321;-12321;-12321;-12321;-12321;-12321
23840;11719;23843;-12321;-12321;-12321;-12321;-12321;-12321
23841;15986;23844;-12321;-12321;-12321;-12321;-12321;-12321
23842;11400;23845;-12321;-12321;-12321;-12321;-12321;-12321
23843;14575;23846;-12321;-12321;-12321;-12321;-12321;-12321
23844;16585;23847;-12321;-12321;-12321;-12321;-12321;-12321
23845;17321;23848;-12321;-12321;-12321;-12321;-12321;-12321
23846;14414;23849;-12321;-12321;-12321;-12321;-12321;-12321
23847;17030;23850;-12321;-12321;-12321;-12321;-12321;-12321
23848;15512;23851;-12321;-12321;-12321;-12321;-12321;-12321
23849;15545;23852;-12321;-12321;-12321;-12321;-12321;-12321
23850;7412;23853;-12321;-12321;-12321;-12321;-12321;-12321
23851;17196;23854;-12321;-12321;-12321;-12321;-12321;-12321
23852;17193;23855;-12321;-12321;-12321;-12321;-12321;-12321
23853;11276;23856;-12321;-12321;-12321;-12321;-12321;-12321
23854;12848;23857;-12321;-12321;-12321;-12321;-12321;-12321
23855;10360;23858;-12321;-12321;-12321;-12321;-12321;-12321
23856;6035;23859;-12321;-12321;-12321;-12321;-12321;-12321
23857;17046;23860;-12321;-12321;-12321;-12321;-12321;-12321
23858;8886;23861;-12321;-12321;-12321;-12321;-12321;-12321
23859;17095;23862;-12321;-12321;-12321;-12321;-12321;-12321
23860;17696;23863;-12321;-12321;-12321;-12321;-12321;-12321
23861;16117;23864;-12321;-12321;-12321;-12321;-12321;-12321
23862;6353;23865;-12321;-12321;-12321;-12321;-12321;-12321
23863;17953;23866;-12321;-12321;-12321;-12321;-12321;-12321
23864;17064;23867;-12321;-12321;-12321;-12321;-12321;-12321
23865;17378;23868;-12321;-12321;-12321;-12321;-12321;-12321
23866;9861;23869;-12321;-12321;-12321;-12321;-12321;-12321
23867;13024;23870;-12321;-12321;-12321;-12321;-12321;-12321
23868;12696;23871;-12321;-12321;-12321;-12321;-12321;-12321
23869;13333;23872;-12321;-12321;-12321;-12321;-12321;-12321
23870;16984;23873;-12321;-12321;-12321;-12321;-12321;-12321
23871;15850;23874;-12321;-12321;-12321;-12321;-12321;-12321
23872;17695;23875;-12321;-12321;-12321;-12321;-12321;-12321
23873;17094;23876;-12321;-12321;-12321;-12321;-12321;-12321
23874;15193;23877;-12321;-12321;-12321;-12321;-12321;-12321
23875;15194;23878;-12321;-12321;-12321;-12321;-12321;-12321
23876;13033;23879;-12321;-12321;-12321;-12321;-12321;-12321
23877;12317;23880;-12321;-12321;-12321;-12321;-12321;-12321
23878;17674;23881;-12321;-12321;-12321;-12321;-12321;-12321
23879;6783;23882;-12321;-12321;-12321;-12321;-12321;-12321
23880;16069;23883;-12321;-12321;-12321;-12321;-12321;-12321
23881;16068;23884;-12321;-12321;-12321;-12321;-12321;-12321
23882;9373;23885;-12321;-12321;-12321;-12321;-12321;-12321
23883;8720;23886;-12321;-12321;-12321;-12321;-12321;-12321
23884;7069;23887;-12321;-12321;-12321;-12321;-12321;-12321
23885;17583;23888;-12321;-12321;-12321;-12321;-12321;-12321
23886;6065;23889;-12321;-12321;-12321;-12321;-12321;-12321
23887;12683;23890;-12321;-12321;-12321;-12321;-12321;-12321
23888;13255;23891;-12321;-12321;-12321;-12321;-12321;-12321
23889;13058;23892;-12321;-12321;-12321;-12321;-12321;-12321
23890;9612;23893;-12321;-12321;-12321;-12321;-12321;-12321
23891;11303;23894;-12321;-12321;-12321;-12321;-12321;-12321
23892;18489;23895;-12321;-12321;-12321;-12321;-12321;-12321
23893;7349;23896;-12321;-12321;-12321;-12321;-12321;-12321
23894;7353;23897;-12321;-12321;-12321;-12321;-12321;-12321
23895;10358;23898;-12321;-12321;-12321;-12321;-12321;-12321
23896;11058;23899;-12321;-12321;-12321;-12321;-12321;-12321
23897;8099;23900;-12321;-12321;-12321;-12321;-12321;-12321
23898;11568;23901;-12321;-12321;-12321;-12321;-12321;-12321
23899;13973;23902;-12321;-12321;-12321;-12321;-12321;-12321
23900;11567;23903;-12321;-12321;-12321;-12321;-12321;-12321
23901;5798;23904;-12321;-12321;-12321;-12321;-12321;-12321
23902;13360;23905;-12321;-12321;-12321;-12321;-12321;-12321
23903;15226;23906;-12321;-12321;-12321;-12321;-12321;-12321
23904;19048;23907;-12321;-12321;-12321;-12321;-12321;-12321
23905;11659;23908;-12321;-12321;-12321;-12321;-12321;-12321
23906;15856;23909;-12321;-12321;-12321;-12321;-12321;-12321
23907;12847;23910;-12321;-12321;-12321;-12321;-12321;-12321
23908;15857;23911;-12321;-12321;-12321;-12321;-12321;-12321
23909;15858;23912;-12321;-12321;-12321;-12321;-12321;-12321
23910;13920;23913;-66.605133;8425.8262;0.150767;-0.000136;276.85724;381.52625
23911;7411;23914;-12321;-12321;-12321;-12321;-12321;-12321
23912;1520;23915;-36.73222;4519.9746;0.065297;-5.7000001E-5;293;541
23913;1521;23916;-39.0401;4733.6543;7.2653003E-2;-0.000064;293;525
23914;1525;23917;-36.357128;4586.98;6.3036002E-2;-0.000053;293;563
23915;1512;23918;-37.44717;4669.4121;6.6615999E-2;-5.7000001E-5;293;551
23916;61;23919;-79.179916;12784.413;0.137036;-9.4000003E-5;275;614
23917;1522;23920;-34.550289;4365.2407;5.7994999E-2;-4.8999998E-5;293;568
23918;1513;23921;-37.44717;4669.4121;6.6615999E-2;-5.7000001E-5;293;551
23919;1514;23922;-37.81282;4696.1221;6.7842998E-2;-5.9000002E-5;293;547
23920;1899;23923;-21.262762;2674.6829;0.026201;-2.4999999E-5;254;607
23921;1327;23924;-30.558989;3644.3015;5.1605999E-2;-4.5000001E-5;293;572
23922;965;23925;-23.823006;2565.7705;3.7416998E-2;-3.6000001E-5;293;549
23923;1328;23926;-28.819155;3472.7588;4.6151001E-2;-3.9999999E-5;293;585
23924;5613;23927;-12321;-12321;-12321;-12321;-12321;-12321
23925;1332;23928;-28.307291;3445.5884;4.4144999E-2;-3.7000002E-5;293;595
23926;412;23929;-26.475353;2793.0356;4.5547001E-2;-0.000043;293;538
23927;722;23930;-30.477016;3574.5332;5.1626001E-2;-4.5000001E-5;293;573
23928;723;23931;-30.477016;3574.5332;5.1626001E-2;-4.5000001E-5;293;573
23929;961;23932;-28.928759;3321.479;0.048921;-0.000044;293;561
23930;1319;23933;-31.390221;3814.4624;0.052676;-4.5000001E-5;293;582
23931;577;23934;-13.497754;1256.1293;9.9799996E-3;-0.000012;273;531
23932;1329;23935;-29.654072;3542.2969;0.04896;-0.000042;293;576
23933;724;23936;-28.752611;3232.5991;0.049275;-4.5000001E-5;293;554
23934;962;23937;-28.91264;3318.4856;4.8895001E-2;-0.000044;293;560
23935;1320;23938;-31.772221;3898.5068;5.3084001E-2;-4.5000001E-5;293;587
23936;1321;23939;-31.681728;3878.2441;5.2994002E-2;-4.5000001E-5;293;586
23937;408;23940;-29.822161;3331.3801;5.2262001E-2;-4.7000001E-5;293;553
23938;703;23941;-31.352459;3665.9458;5.4292999E-2;-4.7000001E-5;293;567
23939;409;23942;-29.822161;3331.3801;5.2262001E-2;-4.7000001E-5;293;553
23940;704;23943;-31.352459;3665.9458;5.4292999E-2;-4.7000001E-5;293;567
23941;575;23944;-25.705599;2611.592;0.044615;-0.000043;240;577
23942;2804;23945;11.563582;-972.98035;-6.1110999E-2;4.8000002E-5;298;664
23943;4563;23946;-40.055771;6665.293;5.4703001E-2;-3.4000001E-5;317;796
23944;3389;23947;-39.120689;5725.1475;6.0738001E-2;-0.000043;293;690
23945;4787;23948;-29.34115;5715.937;0.025867;-0.000013;343;914
23946;4481;23949;-40.59734;6604.9653;5.7248998E-2;-3.7000002E-5;310;775
23947;4534;23950;-40.368233;6640.8857;0.05607;-3.6000001E-5;319;785
23948;4768;23951;-29.097307;5636.9585;2.5707999E-2;-0.000013;345;899
23949;4684;23952;-27.992987;5304.2349;2.4762001E-2;-0.000013;337;849
23950;4248;23953;-40.732269;6396.5815;5.9817001E-2;-3.9999999E-5;303;745
23951;1797;23954;-20.698627;2369.3601;2.7559999E-2;-2.4999999E-5;240;651
23952;4886;23955;-30.082584;6017.1152;0.025819;-0.000012;355;997
23953;4661;23956;-27.641613;5205.4541;2.4398001E-2;-0.000013;330;838
23954;4174;23957;-40.595497;6298.2612;0.0603;-4.0999999E-5;291;735
23955;1316;23958;-33.311039;4148.3374;5.6258999E-2;-4.7000001E-5;293;593
23956;4866;23959;-29.974133;5962.314;2.5917999E-2;-0.000012;350;978
23957;2631;23960;-35.582767;5386.6675;4.9210999E-2;-0.000031;279;783
23958;4728;23961;-28.615606;5485.9092;0.025349;-0.000013;341;874
23959;4409;23962;-40.732498;6549.9336;5.8288001E-2;-3.7999998E-5;312;765
23960;2479;23963;-36.979515;5087.792;0.059547;-4.5000001E-5;293;649
23961;4925;23964;-30.169161;6097.2451;2.5429999E-2;-0.000012;357;1037
23962;4708;23965;-28.282423;5389.2002;0.025031;-0.000013;335;861
23963;4332;23966;-40.779701;6482.9282;5.9122998E-2;-3.8999999E-5;301;755
23964;2152;23967;-36.00161;4820.4619;5.8814999E-2;-4.6000001E-5;293;632
23965;4905;23968;-30.136234;6058.792;2.5645999E-2;-0.000012;353;1016
23966;4638;23969;-38.610207;6643.4185;4.9729001E-2;-2.9999999E-5;331;826
23967;4098;23970;-40.364777;6180.5991;6.0644999E-2;-4.0999999E-5;292;724
23968;958;23971;-22.707634;2522.7122;0.034463;-3.4000001E-5;293;537
23969;4847;23972;-29.843805;5904.749;0.025966;-0.000012;352;960
23970;353;23973;-21.534697;1921.0237;3.6756001E-2;-3.8999999E-5;200;544
23971;4945;23974;-30.179983;6132.9355;0.025167;-0.000011;355;1059
23972;4614;23975;-39.173882;6666.2139;0.051525;-0.000031;324;816
23973;3995;23976;-40.040573;6043.5952;6.0855001E-2;-0.000042;279;713
23974;4828;23977;-29.693676;5844.1914;0.025973;-0.000013;346;944
23975;4747;23978;-28.885929;5568.3413;0.025573;-0.000013;339;887
23976;4588;23979;-39.652588;6670.8193;0.053197;-0.000033;326;805
23977;3851;23980;-39.627949;5894.6177;6.0857002E-2;-0.000043;279;702
23978;4807;23981;-29.525589;5781.1006;2.5939001E-2;-0.000013;348;928
23979;3128;23982;-38.516262;5535.645;0.060484;-0.000044;293;677
23980;512;23983;-18.240618;1139.8488;3.3133999E-2;-4.8000002E-5;160;420
23981;3953;23984;-31.694162;4915.0981;0.042195;-2.9000001E-5;293;719
23982;2361;23985;-45.929893;5914.6504;8.2822002E-2;-0.000065;293;595
23983;13254;23986;-12321;-12321;-12321;-12321;-12321;-12321
23984;142;23987;-20.46883;1327.5554;0.045497;-6.7000001E-5;300;380
23985;162;23988;-20.126896;1382.7253;0.041198;-5.7000001E-5;322;408
23986;193;23989;-19.367994;1361.9496;3.8897999E-2;-5.8000001E-5;150;410
23987;163;23990;-21.152468;1495.5981;4.4631001E-2;-6.0999999E-5;322;407
23988;194;23991;-20.452251;1433.2902;0.041497;-5.6000001E-5;326;413
23989;217;23992;-18.930243;1319.4274;0.034419;-4.6000001E-5;344;435
23990;1345;23993;-31.241474;3787.7524;5.1120002E-2;-0.000044;293;554
23991;973;23994;-21.594564;2379.031;0.029478;-2.9000001E-5;293;520
23992;1346;23995;-33.258537;4064.7534;5.6005999E-2;-4.8000002E-5;293;557
23993;1076;23996;-60.051651;10323.87;9.0521999E-2;-0.000054;327;773
23994;1344;23997;-44.042698;5330.0239;0.083462;-7.0000002E-5;293;558
23995;218;23998;-19.904236;1597.9711;3.3539001E-2;-3.8999999E-5;383;485
23996;439;23999;-18.945671;1961.5262;0.023866;-0.000026;293;506
23997;753;24000;-33.159298;3999.1299;5.6210998E-2;-4.8000002E-5;293;551
23998;754;24001;-32.716972;3921.9932;5.5465002E-2;-4.8000002E-5;293;547
