ID;PROP_ID;COMP_ID;Antoine5LogA;Antoine5LogB;Antoine5LogC;Antoine5LogD;Antoine5LogE;Antoine5LogTmin;Antoine5LogTmax
20545;13231;20548;40.7099;-4432.7183;-10.694051;-3.5929999E-3;0.000004;200;654
20546;13230;20549;36.58445;-3852.614;-9.5321159;-3.2029999E-3;0.000004;200;623
20547;12376;20550;51.913116;-8594.5674;-11.920253;-8.0549996E-3;0.000004;200;914
20548;17123;20551;43.976387;-4849.895;-11.726897;-0.002632;0.000004;200;696
20549;17126;20552;27.314043;-2860.0066;-6.6846428;-0.002902;0.000004;200;575
20550;17125;20553;27.314043;-2860.0066;-6.6846428;-0.002902;0.000004;200;575
20551;17577;20554;36.787598;-4653.1494;-9.840847;-3.8300001E-4;0.000002;200;831
20552;17069;20555;37.122593;-4268.4829;-9.6018238;-2.9200001E-3;0.000004;200;682
20553;16304;20556;46.430996;-5090.5215;-12.47056;-3.2560001E-3;0.000004;200;684
20554;17089;20557;29.560471;-3038.8921;-7.4712439;-2.7079999E-3;0.000004;200;581
20555;17057;20558;40.308445;-5299.3613;-9.0655012;-0.010194;0.000008;200;662
20556;17028;20559;34.49654;-3581.2439;-9.3297396;-5.9499999E-4;0.000002;200;657.79999
20557;15919;20560;41.6376;-4196.2085;-11.198687;-0.00293;0.000004;200;620
20558;12675;20561;33.353691;-3138.6023;-9.0502796;-9.2199998E-4;3.0000001E-6;200;583
20559;12674;20562;37.560093;-3033.2693;-11.040737;0.001902;0.000002;200;551.5
20560;15577;20563;40.48204;-2913.2061;-12.015601;2.9600001E-4;4.9999999E-6;200;464
20561;12482;20564;42.12027;-4115.2456;-11.238329;-0.00403;6.0000002E-6;200;585
20562;12676;20565;35.699215;-3425.8748;-9.888382;4.0999999E-5;0.000002;200;626
20563;17087;20566;36.463245;-3776.7307;-9.9155703;-7.5399998E-4;3.0000001E-6;200;661
20564;17047;20567;36.501793;-3848.0981;-9.8972893;-8.3799998E-4;3.0000001E-6;200;671
20565;16307;20568;46.626812;-4926.439;-12.585908;-3.4680001E-3;4.9999999E-6;200;656
20566;16306;20569;40.09198;-3912.386;-11.088053;-0.001381;0.000004;200;619
20567;17040;20570;-19.765057;-2436.689;13.437827;-0.023974;0.000011;200;669.59998
20568;17048;20571;36.638039;-3837.4163;-9.9581966;-7.8900001E-4;3.0000001E-6;200;668
20569;17042;20572;31.648186;-3536.822;-8.1021223;-2.0419999E-3;3.0000001E-6;200;661
20570;17049;20573;36.460323;-3855.7952;-9.8460741;-0.001042;3.0000001E-6;200;668
20571;17041;20574;28.128576;-3144.7847;-7.0076518;-2.1470001E-3;3.0000001E-6;200;636
20572;5852;20575;48.831688;-6169.8818;-12.59719;-4.4180001E-3;0.000004;253.10001;769
20573;9817;20576;48.311771;-5105.9023;-13.105815;-3.2909999E-3;0.000004;200;665
20574;14830;20577;36.06913;-6852.0962;-4.7124982;-2.2793001E-2;0.000013;200;679
20575;11849;20578;-19.367544;-4186.9951;16.347734;-3.7209999E-2;1.8000001E-5;200;676
20576;9064;20579;35.514713;-4054.553;-9.4247017;-9.2600001E-4;0.000002;200;727
20577;12106;20580;-117.8524;673.28668;51.1679;-4.7070999E-2;0.000015;450.84;742
20578;7315;20581;-142.04103;620.34045;60.403576;-5.0106999E-2;0.000014;494.60001;862
20579;15228;20582;44.641998;-4389.7256;-12.028477;-3.7479999E-3;4.9999999E-6;200;602
20580;6948;20583;31.78743;-3523.989;-8.1690245;-1.9700001E-3;3.0000001E-6;200;658
20581;11007;20584;36.120934;-3620.2148;-10.01381;1.4800001E-4;0.000002;200;658.20001
20582;9260;20585;27.337011;-2895.7166;-7.2240582;2.7700001E-4;0.000002;200;657
20583;9530;20586;30.844927;-3164.1138;-7.987473;-0.001637;3.0000001E-6;200;611
20584;19425;20587;10.975371;-1595.9469;-1.491524;-2.3149999E-3;3.0000001E-6;200;558
20585;15231;20588;5.2463279;-6673.9189;7.0637889;-0.026572;0.000011;324.89999;799
20586;15235;20589;36.098328;-8280.2666;-5.3633428;-0.01432;6.0000002E-6;288.39999;896
20587;15232;20590;-5.803782;-6917.3394;11.873086;-3.0905999E-2;0.000012;342.39999;823
20588;15236;20591;32.506622;-8978.0527;-3.4454269;-1.6341001E-2;7.0000001E-6;302.89999;937
20589;15237;20592;29.344431;-9710.6406;-1.723033;-0.018066;7.0000001E-6;317.39999;977
20590;17088;20593;37.802971;-3897.8372;-10.317671;-8.8000001E-4;3.0000001E-6;200;661
20591;12031;20594;43.768463;-4440.5503;-11.818093;-3.1890001E-3;4.9999999E-6;200;626
20592;7571;20595;44.518528;-4415.8794;-12.320209;-0.001504;0.000004;200;645
20593;14270;20596;44.621964;-5205.6777;-10.800842;-8.5829999E-3;7.0000001E-6;200;637
20594;6450;20597;49.129303;-9487.1602;-8.7744722;-1.7116999E-2;0.000008;200;840
20595;17084;20598;43.107487;-5305.9175;-10.988243;-4.7309999E-3;0.000004;200;724
20596;10677;20599;44.180592;-5829.4536;-9.7481318;-0.012069;9.0000003E-6;200;660
20597;17124;20600;43.976387;-4849.895;-11.726897;-0.002632;0.000004;200;696
20598;17051;20601;38.032932;-3839.7312;-10.566092;-1.3299999E-4;0.000002;200;663
20599;16150;20602;53.092712;-7746.0142;-12.869497;-8.2710003E-3;4.9999999E-6;200;810
20600;13767;20603;-102.65865;-2520.8276;49.660255;-6.1211001E-2;2.3000001E-5;408.10001;727
20601;12586;20604;41.10828;-4213.939;-10.496704;-6.2759998E-3;7.0000001E-6;200;577
20602;16584;20605;49.94783;-5589.0854;-13.111834;-5.0940001E-3;4.9999999E-6;200;679
20603;10555;20606;-12.193924;-3704.9133;12.711883;-0.0328;0.000017;200;626.5
20604;16305;20607;38.661201;-3756.3137;-10.714654;-0.000971;3.0000001E-6;200;619
20605;15828;20608;40.703773;-4409.0259;-10.698771;-0.003362;0.000004;200;656
20606;16459;20609;37.379158;-3835.1279;-9.9475641;-2.6529999E-3;0.000004;200;616.59998
20607;16303;20610;44.958263;-4498.8784;-12.28441;-3.1020001E-3;4.9999999E-6;200;621
20608;16308;20611;44.103176;-4577.9878;-12.17443;-0.001498;3.0000001E-6;200;673
20609;7136;20612;48.453033;-6581.2593;-11.733401;-0.007429;4.9999999E-6;200;765
20610;7986;20613;47.853249;-9538.6182;-8.1165867;-1.8231001E-2;9.0000003E-6;200;836
20611;11023;20614;36.889248;-4401.4995;-9.5963898;-0.001877;3.0000001E-6;200;742
20612;13030;20615;24.033836;-3856.2002;-4.5267749;-6.3450001E-3;0.000004;200;711
20613;14217;20616;38.841637;-4304.8872;-10.430594;-0.001479;3.0000001E-6;200;699
20614;16729;20617;43.349312;-5518.3896;-10.348995;-8.4039997E-3;7.0000001E-6;200;683
20615;14679;20618;39.282734;-4114.4941;-10.86561;-3.2200001E-4;0.000002;200;690
20616;16724;20619;36.064667;-3940.3921;-9.7681065;-6.7400001E-4;0.000002;200;698
20617;16318;20620;46.041611;-5415.1377;-12.57002;-0.001447;3.0000001E-6;200;773
20618;18474;20621;45.642311;-4681.4814;-12.994641;0.000252;0.000002;200;710
20619;10775;20622;40.249409;-4430.1963;-11.120787;-0.000166;0.000002;200;736
20620;12156;20623;44.688881;-4669.8286;-12.562636;-0.000325;0.000002;200;708
20621;16967;20624;44.083775;-5689.8652;-10.44452;-8.9020003E-3;7.0000001E-6;200;687
20622;17399;20625;40.068333;-6135.6299;-9.1919584;-6.8990001E-3;0.000004;323.10001;800
20623;11971;20626;41.334297;-4434.9775;-11.423119;-5.1400001E-4;0.000002;200;711
20624;17328;20627;39.864895;-4676.2827;-10.620116;-1.7650001E-3;3.0000001E-6;200;742
20625;17116;20628;41.95005;-6631.4097;-8.1091537;-0.015584;9.9999997E-6;205.2;701
20626;16966;20629;43.748295;-6332.4512;-9.3103037;-0.013094;9.0000003E-6;200;694
20627;9916;20630;-44.310497;-1858.4307;22.982513;-0.029994;0.000012;294.26001;715.79999
20628;16725;20631;34.224857;-3785.2358;-9.2340755;-4.0300001E-4;0.000002;200;706
20629;14147;20632;43.865601;-4593.3228;-12.134757;-0.001086;3.0000001E-6;200;688
20630;8917;20633;11.710015;-3562.6165;0.75574499;-0.012305;7.0000001E-6;200;691
20631;16959;20634;41.766056;-4987.4365;-10.315368;-6.6260002E-3;6.0000002E-6;200;665
20632;11064;20635;48.646534;-5243.0059;-13.27106;-0.00278;0.000004;200;690
20633;19271;20636;31.853544;-3834.3699;-7.072341;-0.0077;7.0000001E-6;200;603
20634;17356;20637;42.987305;-5520.3633;-11.458846;-0.001835;0.000002;200;822
20635;11566;20638;41.179142;-4589.0742;-11.194044;-1.2300001E-3;3.0000001E-6;200;719
20636;11900;20639;37.515411;-4233.2715;-9.9891005;-0.001501;3.0000001E-6;200;705
20637;12752;20640;35.051033;-3557.4607;-9.8518658;0.001098;0.000001;200;689
20638;14035;20641;32.399876;-3463.7893;-8.7860804;0.000183;0.000002;200;690
20639;18757;20642;41.419521;-5570.5103;-9.5614853;-8.1740003E-3;6.0000002E-6;200;716
20640;12632;20643;50.618637;-6753.2969;-13.053284;-4.6919999E-3;0.000004;244.2;808
20641;16765;20644;50.009762;-6879.728;-12.372792;-7.0090001E-3;4.9999999E-6;226.89999;780
20642;17335;20645;41.443001;-4978.1582;-11.044918;-0.001922;3.0000001E-6;200;762
20643;16740;20646;42.160709;-4670.5117;-11.565518;-0.001135;3.0000001E-6;210.2;720
20644;16768;20647;43.515652;-9392.0146;-6.3040199;-2.1601999E-2;9.9999997E-6;200;803
20645;17252;20648;39.773178;-5066.7969;-9.7552118;-0.005562;4.9999999E-6;200;718
20646;12554;20649;49.104118;-5976.0425;-13.194547;-2.4069999E-3;3.0000001E-6;200;788
20647;5942;20650;-37.003109;-3937.5498;22.794527;-3.7645001E-2;0.000015;346.5;726
20648;13888;20651;40.13036;-4682.3115;-10.541922;-2.4610001E-3;3.0000001E-6;200;724
20649;14120;20652;49.461243;-5549.4629;-13.097207;-0.004592;4.9999999E-6;200;686
20650;17245;20653;42.833099;-4603.0078;-11.71182;-0.001517;3.0000001E-6;200;693
20651;10839;20654;34.655071;-3118.0188;-9.6753721;-1.8999999E-5;3.0000001E-6;200;575
20652;11297;20655;43.68959;-4928.8188;-11.991442;-7.5900002E-4;0.000002;200;753
20653;11296;20656;45.145359;-5031.5439;-12.383155;-1.0939999E-3;3.0000001E-6;200;740
20654;12553;20657;50.25209;-6141.7456;-13.369078;-3.1930001E-3;3.0000001E-6;200;777
20655;12552;20658;47.803169;-5598.438;-12.950414;-1.9650001E-3;3.0000001E-6;200;765
20656;12555;20659;52.820919;-7011.3735;-13.517251;-5.3940001E-3;0.000004;200;800
20657;15129;20660;36.985664;-4356.085;-10.067475;0.000107;0.000002;200;788
20658;15454;20661;51.877674;-6381.3896;-13.289023;-0.005816;4.9999999E-6;200;737
20659;11732;20662;37.53278;-4106.8076;-10.373154;4.4199999E-4;0.000002;200;744
20660;17360;20663;35.560787;-4063.8877;-9.6809549;2.5400001E-4;0.000002;200;762
20661;12023;20664;37.844254;-4306.8081;-10.044523;-1.6120001E-3;3.0000001E-6;200;716
20662;17943;20665;43.708378;-5729.9263;-11.595725;-0.001556;0.000002;200;855
20663;17231;20666;40.14333;-4663.0322;-10.640989;-0.002048;3.0000001E-6;200;730
20664;16413;20667;52.468666;-6599.9365;-13.505215;-5.9560002E-3;4.9999999E-6;200;748
20665;17327;20668;39.864895;-4676.2827;-10.620116;-1.7650001E-3;3.0000001E-6;200;742
20666;17232;20669;41.474915;-4861.7305;-10.918426;-0.002654;3.0000001E-6;200;728
20667;12273;20670;43.701244;-4988.416;-11.460691;-3.8040001E-3;0.000004;200;693
20668;17052;20671;36.531673;-4145.3682;-9.3582363;-0.003296;0.000004;200;663
20669;16727;20672;37.768623;-4405.6182;-9.8949203;-2.3399999E-3;3.0000001E-6;200;711
20670;17239;20673;41.524677;-4910.814;-11.007236;-0.002175;3.0000001E-6;200;746
20671;2651;20674;86.040802;-5114.3999;-30.374001;1.9889001E-2;-4.9999999E-6;357.32001;671.26001
20672;5502;20675;10.032291;-4471.4443;0;0;0;298.14999;557.08002
20673;1961;20676;84.041206;-5392.7998;-29.184;1.7681001E-2;-0.000004;408.84;712.96002
20674;18487;20677;43.151169;-5285.958;-10.643939;-6.2460001E-3;4.9999999E-6;200;696
20675;13212;20678;43.060505;-4894.311;-11.851304;-7.5299997E-4;0.000002;200;754
20676;17344;20679;43.305149;-5696.5786;-11.679655;-0.00127;0.000002;200;858
20677;10037;20680;38.382225;-3587.1255;-10.796703;-7.5000004E-5;3.0000001E-6;167.02;612
20678;17343;20681;45.903275;-5977.4653;-12.264053;-0.002167;3.0000001E-6;200;834
20679;7725;20682;30.329924;-3778.3318;-7.263721;-0.003582;0.000004;200;698
20680;10162;20683;41.591972;-4801.8364;-11.080359;-0.001939;3.0000001E-6;200;735
20681;13890;20684;70.182838;-5995.3921;-22.269278;7.3660002E-3;0;200;725
20682;11496;20685;40.638672;-4644.2666;-10.785311;-2.0250001E-3;3.0000001E-6;200;722
20683;7978;20686;34.664349;-4004.2329;-8.9891663;-1.7819999E-3;3.0000001E-6;200;709
20684;10786;20687;186.44821;-12809.361;-64.646439;2.9340001E-2;-4.9999999E-6;260.45001;810
20685;10559;20688;-45.941525;-6616.6753;28.301067;-4.4376001E-2;0.000016;305.10001;852
20686;17282;20689;37.388275;-4250.9004;-9.8788834;-0.001657;3.0000001E-6;200;713
20687;17410;20690;43.764111;-4490.9609;-12.208576;-7.2100002E-4;3.0000001E-6;200;681
20688;14216;20691;43.339314;-4391.8052;-12.350561;5.9299998E-4;0.000002;200;703
20689;16734;20692;48.142696;-5710.0811;-12.466115;-0.005411;4.9999999E-6;200;703
20690;16968;20693;43.771801;-6368.7246;-9.3590412;-0.012792;0.000008;200;701
20691;13342;20694;38.740955;-4473.1572;-10.103169;-0.002694;3.0000001E-6;200;705
20692;10058;20695;37.003349;-4141.9502;-9.9390945;-9.9199999E-4;0.000002;200;711
20693;16963;20696;43.816441;-5649.9751;-10.298388;-9.2719998E-3;7.0000001E-6;200;680
20694;19410;20697;31.917631;-3188.9077;-8.238904;-2.7590001E-3;0.000004;200;576
20695;16719;20698;33.284557;-3629.0112;-8.9648027;-3.3400001E-4;0.000002;200;693
20696;10159;20699;-20.137331;-2766.978;14.124599;-0.026309;0.000012;200;674
20697;16971;20700;37.040482;-3959.8135;-9.1134996;-0.006666;7.0000001E-6;200;579
20698;17326;20701;40.807491;-4854.936;-10.814926;-2.1170001E-3;3.0000001E-6;200;748
20699;16733;20702;48.501041;-5404.1079;-13.169384;-0.002872;0.000004;200;708
20700;17331;20703;41.724586;-5003.8477;-11.083787;-0.002134;3.0000001E-6;200;757
20701;17347;20704;40.17997;-4289.5591;-11.057389;-6.5499998E-4;0.000002;200;699
20702;15059;20705;45.154762;-4219.3418;-13.317205;0.002144;0.000001;200;686
20703;17233;20706;41.585873;-4844.8691;-10.782635;-0.003724;0.000004;200;701
20704;16760;20707;50.869045;-6302.3506;-13.203665;-5.3710002E-3;4.9999999E-6;200;742
20705;19423;20708;32.741764;-3136.2871;-8.6258173;-0.002449;0.000004;200;560
20706;10051;20709;15.083175;-3503.0898;-0.974217;-9.4550001E-3;4.9999999E-6;200;699
20707;9217;20710;17.006512;-7720.7676;2.8292389;-2.4336999E-2;9.9999997E-6;302.42999;821
20708;9019;20711;44.211185;-5178.3423;-11.441801;-4.4729998E-3;4.9999999E-6;200;700
20709;16723;20712;46.179371;-5027.853;-12.487971;-2.9219999E-3;0.000004;200;684
20710;16972;20713;36.853939;-4120.0459;-9.0971022;-0.005713;6.0000002E-6;200;618
20711;12090;20714;19.194986;-10989.744;3.152375;-2.1819999E-2;7.0000001E-6;343.85001;1056
20712;11153;20715;6.1811681;-3555.4988;1.978821;-6.2870001E-3;0.000002;200;707
20713;16741;20716;48.97879;-5710.96;-12.898441;-4.6740002E-3;4.9999999E-6;200;707
20714;14006;20717;27.197977;-3859.4661;-5.496316;-7.7069998E-3;6.0000002E-6;200;668
20715;16739;20718;40.653934;-4469.3945;-11.179226;-0.000803;0.000002;200;717
20716;16798;20719;36.207375;-3341.2781;-9.9940586;-5.9299998E-4;3.0000001E-6;200;587
20717;14339;20720;33.481079;-3087.6196;-9.368536;5.9399998E-4;0.000002;165.57001;600
20718;11414;20721;41.669724;-4952.6865;-11.03791;-0.00238;3.0000001E-6;200;744
20719;10156;20722;42.578491;-3942.7153;-12.021346;-0.000825;0.000004;175.78999;604
20720;16970;20723;33.241184;-3624.2651;-7.7025008;-8.0549996E-3;0.000008;200;552
20721;16965;20724;44.477455;-6053.5884;-10.101608;-0.010729;0.000008;200;694
20722;10167;20725;35.616764;-3534.7866;-9.935298;0.000447;0.000002;200;656
20723;10932;20726;33.273632;-3650.926;-9.0108728;0.000206;0.000002;200;716
20724;9086;20727;31.003956;-3327.7319;-8.3740606;5.9800001E-4;0.000001;200;702
20725;17287;20728;33.207752;-3821.3425;-8.9099255;-0.000012;0.000002;200;746
20726;9543;20729;29.604395;-3254.6641;-6.7784228;-6.5810001E-3;7.0000001E-6;200;555
20727;9423;20730;-17.956493;-2313.7212;12.457186;-0.022464;9.9999997E-6;240.13;660
20728;18884;20731;36.557388;-3514.5725;-9.7601318;-2.1830001E-3;0.000004;200;587
20729;18137;20732;33.057587;-3683.4436;-8.629014;-1.4750001E-3;3.0000001E-6;200;681
20730;10499;20733;38.470718;-3749.8821;-10.676046;-4.5600001E-4;3.0000001E-6;200;634
20731;18138;20734;34.357517;-3833.6589;-9.0534983;-0.001371;3.0000001E-6;200;691
20732;7856;20735;33.675323;-3210.2266;-9.3009806;0.000195;0.000002;200;615
20733;7904;20736;195.37701;-9183.1074;-73.109123;0.051197;-0.000014;234.28;703
20734;14518;20737;40.254112;-4206.7832;-11.193604;-0.000283;0.000002;200;692
20735;9214;20738;14.080528;-7808.3164;4.2306461;-2.6118999E-2;0.000011;302.13;821
20736;13343;20739;40.385838;-4632.4072;-10.830132;-0.001683;3.0000001E-6;263.10001;725
20737;8993;20740;6.2734199;-3240.7092;2.8650479;-0.014061;7.0000001E-6;200;681
20738;16594;20741;32.934822;-3126.4248;-8.9373446;-7.5800001E-4;3.0000001E-6;200;587
20739;16761;20742;45.607788;-6432.7017;-10.893129;-7.6029999E-3;4.9999999E-6;254.2;765
20740;13528;20743;66.477402;-8134.9229;-18.0515;-4.7209999E-3;4.9999999E-6;200;791
20741;17352;20744;49.601784;-7462.4961;-11.404596;-0.010012;6.0000002E-6;200;790
20742;17191;20745;46.695358;-5003.6201;-12.207094;-5.4549999E-3;6.0000002E-6;200;635
20743;13671;20746;39.716908;-4602.875;-10.608614;-0.001693;3.0000001E-6;200;734
20744;17244;20747;44.732384;-5467.8765;-11.731224;-0.00336;0.000004;200;754
20745;17059;20748;40.819935;-4731.397;-10.484964;-4.3580001E-3;4.9999999E-6;200;681
20746;10446;20749;41.386635;-4492.8291;-10.998555;-0.003064;0.000004;200;662
20747;16991;20750;38.01635;-4264.8555;-9.6928616;-4.2559998E-3;4.9999999E-6;200;650
20748;10520;20751;33.153687;-2892.6309;-9.3063669;5.2499998E-4;3.0000001E-6;152.39999;562
20749;16728;20752;46.719223;-5190.8262;-12.602495;-0.003001;0.000004;200;698
20750;13686;20753;5.076829;-8491.9141;6.889101;-0.019435;4.9999999E-6;319.54001;874
20751;5680;20754;20.913385;-8517.0186;-0.575167;-0.011956;0.000004;435.79999;1105
20752;9812;20755;48.281487;-11279.45;-10.098578;-7.3910002E-3;3.0000001E-6;340;1205
20753;11022;20756;31.940531;-3495.967;-8.2738628;-0.001694;3.0000001E-6;200;657
20754;6885;20757;-119.50842;730.8504;51.810806;-4.7518998E-2;0.000016;451.84;742
20755;9445;20758;-17.703632;-5096.8477;14.562236;-2.6705001E-2;9.9999997E-6;390.29999;828
20756;8930;20759;35.26828;-3888.2668;-8.9289589;-0.003854;0.000004;200;634
20757;12468;20760;42.788555;-5913.6509;-9.4066353;-0.011009;0.000008;200;694
20758;9089;20761;19.575659;-4578.1421;-0.94857401;-0.015983;9.0000003E-6;315.25;665
20759;14213;20762;32.905415;-3028.9392;-9.1746311;5.4099999E-4;0.000002;200;595.40002
20760;19277;20763;19.866587;-2290.1677;-3.641562;-0.00715;7.0000001E-6;200;491
20761;11021;20764;29.784935;-3138.9487;-7.8459592;-5.5499998E-4;0.000002;218.39999;644
20762;10157;20765;39.030613;-4041.5771;-10.749876;-4.0300001E-4;0.000002;200;679
20763;6884;20766;-121.61378;804.08661;52.62804;-4.8087999E-2;0.000016;453.10001;742
20764;11102;20767;35.26828;-3888.2668;-8.9289589;-0.003854;0.000004;200;634
20765;7128;20768;44.238911;-4828.4536;-12.166996;-9.6600002E-4;3.0000001E-6;200;724
20766;6883;20769;49.393951;-5537.436;-12.889183;-5.5069998E-3;6.0000002E-6;200;671
20767;8250;20770;14.665253;-6557.7563;0.86384499;-0.011524;0.000004;435.95999;1003
20768;11416;20771;34.484642;-3800.5056;-9.1943493;-8.8800001E-4;0.000002;200;695
20769;12966;20772;37.765015;-3667.4924;-10.465438;-6.7099999E-4;3.0000001E-6;200;622
20770;10265;20773;4.4486198;-6258.3047;4.421855;-0.01236;0.000004;488.91;1056
20771;18131;20774;42.788555;-5913.6509;-9.4066353;-0.011009;0.000008;200;694
20772;19163;20775;23.62858;-2669.7341;-5.8039651;-0.001132;0.000002;200;632
20773;18133;20776;43.088047;-5565.2632;-10.447605;-0.006691;4.9999999E-6;200;722
20774;18129;20777;42.788555;-5913.6509;-9.4066353;-0.011009;0.000008;200;694
20775;12965;20778;39.38092;-3813.5061;-10.87896;-0.001281;0.000004;200;614
20776;13119;20779;34.38673;-7486.019;-6.8076372;-6.0490002E-3;3.0000001E-6;400.51999;1056
20777;14418;20780;33.404739;-3347.064;-9.0556765;-8.1200001E-4;3.0000001E-6;200;622
20778;14417;20781;33.404739;-3347.064;-9.0556765;-8.1200001E-4;3.0000001E-6;200;622
20779;11819;20782;35.710159;-3334.3669;-9.9129038;-4.1800001E-4;3.0000001E-6;200;594
20780;19267;20783;31.177946;-3036.5566;-8.3668671;-8.4200001E-4;3.0000001E-6;200;593
20781;14419;20784;33.404739;-3347.064;-9.0556765;-8.1200001E-4;3.0000001E-6;200;622
20782;18132;20785;43.088047;-5565.2632;-10.447605;-0.006691;4.9999999E-6;200;722
20783;18130;20786;42.788555;-5913.6509;-9.4066353;-0.011009;0.000008;200;694
20784;12843;20787;40.488213;-6568.6528;-7.4600811;-1.6520999E-2;9.9999997E-6;200;697
20785;19162;20788;23.62858;-2669.7341;-5.8039651;-0.001132;0.000002;200;632
20786;10814;20789;35.629227;-3500.0691;-9.9483309;0.000485;0.000002;200;650
20787;5880;20790;32.561916;-4258.7256;-7.614861;-4.8150001E-3;0.000004;309.53;694.17169
20788;12830;20791;31.316101;-3203.4556;-8.4836693;0.000111;0.000002;200;650
20789;17111;20792;43.517563;-4418.2163;-12.152306;-9.3500002E-4;3.0000001E-6;200;666
20790;11394;20793;34.484642;-3800.5056;-9.1943493;-8.8800001E-4;0.000002;200;695
20791;18134;20794;44.996468;-5938.8682;-10.905054;-6.6590002E-3;4.9999999E-6;200;747
20792;18135;20795;44.996468;-5938.8682;-10.905054;-6.6590002E-3;4.9999999E-6;200;747
20793;17112;20796;42.646683;-4426.8906;-11.756668;-0.001411;3.0000001E-6;200;668
20794;10155;20797;34.484642;-3800.5056;-9.1943493;-8.8800001E-4;0.000002;200;695
20795;13091;20798;19.501915;-8224.4385;4.6162682;-3.8750999E-2;1.8999999E-5;200;707
20796;16986;20799;52.158031;-6309.8398;-13.31401;-6.9789998E-3;6.0000002E-6;200;705
20797;17246;20800;43.388607;-4685.3521;-11.981471;-0.000963;3.0000001E-6;200;711
20798;12403;20801;36.130886;-3937.697;-9.3733988;-0.003054;0.000004;200;645
20799;5819;20802;-26.716122;-5786.019;18.271971;-0.027655;9.0000003E-6;433.5;923
20800;17281;20803;33.540157;-3777.5403;-8.7065964;-0.001618;3.0000001E-6;200;689
20801;16722;20804;50.501572;-5964.1167;-13.199614;-4.7030002E-3;4.9999999E-6;200;724
20802;12701;20805;38.998688;-4259.6738;-10.749976;0.000017;0.000002;200;732
20803;17221;20806;38.460056;-4804.3369;-9.3741913;-5.4779998E-3;4.9999999E-6;227.7;696
20804;11287;20807;40.590454;-4416.979;-11.198223;-0.000202;0.000002;200;729
20805;11291;20808;43.734306;-4689.1455;-12.05806;-8.5200003E-4;3.0000001E-6;200;712
20806;5950;20809;-25.682781;-6499.0757;18.464106;-2.8976001E-2;9.9999997E-6;428.32999;942
20807;12278;20810;39.016758;-4374.332;-10.721182;-0.000011;0.000002;200;752
20808;16934;20811;50.047115;-5810.1792;-13.407084;-3.5580001E-3;0.000004;200;729
20809;8230;20812;44.037331;-4657.498;-12.14055;-0.00112;3.0000001E-6;200;696
20810;5508;20813;14.291469;-6611.5776;0;0;0;298.14999;538.15002
20811;2654;20814;86.371407;-5183.7998;-30.437;1.9665999E-2;-4.9999999E-6;361.85001;681.40997
20812;6121;20815;51.575527;-4779.959;-15.487891;0.003296;0.000001;217.25999;726
20813;16979;20816;35.275669;-3882.2039;-9.0174665;-3.4070001E-3;0.000004;200;641
20814;17416;20817;45.186264;-4958.1768;-12.417833;-0.001394;3.0000001E-6;200;719
20815;17578;20818;47.402645;-6145.9243;-12.223171;-3.9730002E-3;0.000004;256.60001;792
20816;16886;20819;38.964294;-3459.8457;-10.595059;-3.3710001E-3;6.0000002E-6;200;528
20817;16887;20820;42.555878;-4002.0237;-11.482278;-0.004247;6.0000002E-6;200;560
20818;16884;20821;36.684692;-3245.446;-9.5670433;-5.4529998E-3;0.000008;200;494
20819;16885;20822;40.28162;-3639.0393;-10.926463;-3.6820001E-3;6.0000002E-6;200;538
20820;7528;20823;39.650909;-4456.0044;-10.267015;-3.5010001E-3;0.000004;200;674
20821;5818;20824;34.762062;-7134.4824;-6.570869;-8.1049995E-3;0.000004;338.79999;948
20822;14449;20825;44.517071;-7788.3286;-8.2481194;-1.6085001E-2;9.0000003E-6;200;770
20823;13625;20826;45.287735;-5875.8218;-12.13404;-0.001939;0.000002;200;835
20824;10784;20827;112.71957;-10716.654;-35.166958;5.5979998E-3;0.000002;251.66;817
20825;10702;20828;16.020868;-5505.7256;0.205468;-0.01258;6.0000002E-6;370.79999;855
20826;17286;20829;38.256493;-4424.896;-10.132627;-0.001625;3.0000001E-6;200;730
20827;16912;20830;52.700092;-6593.7627;-13.256062;-0.007708;6.0000002E-6;200;717
20828;13894;20831;39.2509;-4088.1826;-10.913063;-1.3099999E-4;0.000002;200;690
20829;8637;20832;38.855606;-4511.4263;-9.8818874;-4.0290002E-3;0.000004;200;682
20830;10445;20833;51.601055;-6062.0044;-13.55985;-5.0659999E-3;4.9999999E-6;200;715
20831;16223;20834;26.709795;-6530.3159;-2.8558021;-0.014025;7.0000001E-6;333.92001;826
20832;17220;20835;36.365631;-4097.1377;-9.6736593;-1.4290001E-3;3.0000001E-6;200;705
20833;16456;20836;48.623783;-5731.4292;-13.195838;-0.002359;3.0000001E-6;200;760
20834;10699;20837;-17.014341;-9569.2881;16.83728;-2.9835001E-2;9.0000003E-6;414.04999;1056
20835;6326;20838;27.553312;-9025.3164;-1.116948;-1.8866001E-2;0.000008;308.10001;932
20836;14937;20839;42.176437;-4841.9658;-11.484004;-5.0700002E-4;0.000002;200;772
20837;9333;20840;26.912006;-6528.5952;-3.553359;-0.010707;4.9999999E-6;350.10001;898
20838;17228;20841;35.642151;-4108.2998;-9.5590057;-7.5499999E-4;0.000002;200;736
20839;15216;20842;32.129459;-3707.1455;-8.5139055;-5.4099999E-4;0.000002;200;725
