ID;PROP_ID;COMP_ID;Poly5IdealGasCpA;Poly5IdealGasCpB;Poly5IdealGasCpC;Poly5IdealGasCpD;Poly5IdealGasCpE;Poly5IdealGasCpTmin;Poly5IdealGasCpTmax
24902;10006;24904;-12.162562;0.84596598;-5.0099997E-4;0;0;200;980
24903;18488;24905;16.683311;0.31631699;-0.000116;0;0;200;980
24904;10904;24906;3.5188479;0.496086;-3.1900001E-4;0;0;200;980
24905;11016;24907;2.248579;2.1228139;-0.001181;0;0;200;980
24906;7714;24908;-4.4611912;2.126776;-1.1849999E-3;0;0;200;980
24907;14440;24909;-6.8038712;1.300145;-7.2700001E-4;0;0;200;980
24908;14690;24910;-3.181463;1.383888;-0.00078;0;0;200;980
24909;12204;24911;-6.8038712;1.300145;-7.2700001E-4;0;0;200;980
24910;10324;24912;-12.382662;1.9707921;-0.001111;0;0;200;980
24911;17354;24913;-23.988817;1.898384;-0.001005;0;0;200;980
24912;13118;24914;-26.447071;1.692721;-7.5800001E-4;0;0;200;980
24913;16766;24915;-34.380909;1.993365;-9.1499998E-4;0;0;200;980
24914;10402;24916;-26.447071;1.692721;-7.5800001E-4;0;0;200;980
24915;6136;24917;-20.879;1.61686;-8.6199999E-4;0;0;200;980
24916;19597;24918;-26.158367;1.587658;-7.7699998E-4;0;0;200;980
24917;8657;24919;-10.930024;1.463042;-0.000895;0;0;200;980
24918;10752;24920;-12.430891;3.0848441;-0.001733;0;0;200;980
24919;16830;24921;25.807068;0.63029999;-0.000245;0;0;200;980
24920;17400;24922;5.301425;0.98835099;-0.000421;0;0;200;980
24921;6773;24923;-28.490971;0.67949301;-4.6499999E-4;0;0;298;1000
24922;13275;24924;3.195009;0.81469601;-3.3499999E-4;0;0;200;980
24923;6661;24925;-24.712784;0.610358;-0.000321;0;0;298;1000
24924;16874;24926;-8.7737427;0.64461601;-0.000124;0;0;200;980
24925;11516;24927;-19.839428;0.96042901;-4.0399999E-4;0;0;200;980
24926;6784;24928;1.99661;0.49976599;-0.000208;0;0;200;980
24927;16875;24929;-8.7737427;0.64461601;-0.000124;0;0;200;980
24928;9361;24930;-8.4851704;0.539554;-0.000143;0;0;200;980
24929;12605;24931;-9.7393522;0.48679501;-0.000178;0;0;200;980
24930;7980;24932;-35.125355;0.838543;-5.1400001E-4;0;0;200;980
24931;11256;24933;-12321;-12321;-12321;-12321;-12321;-12321;-12321
24932;16283;24934;-8.473093;1.244361;-6.2499999E-4;0;0;200;980
24933;11853;24935;45.53162;0.55771601;-0.000151;0;0;200;980
24934;17373;24936;44.73465;0.65352303;-0.000206;0;0;200;980
24935;8215;24937;82.577446;0.45565701;-4.9999999E-6;0;0;200;980
24936;17374;24938;44.73465;0.65352303;-0.000206;0;0;200;980
24937;17386;24939;43.937679;0.74932998;-2.6100001E-4;0;0;200;980
24938;17376;24940;43.937679;0.74932998;-2.6100001E-4;0;0;200;980
24939;11738;24941;42.144947;0.525989;-9.3000002E-5;0;0;200;980
24940;10282;24942;56.640968;0.33047399;-6.0000002E-6;0;0;200;980
24941;12206;24943;30.724716;0.55100399;-0.000231;0;0;200;980
24942;7459;24944;14.618567;0.59238398;-0.000203;0;0;200;980
24943;17375;24945;53.453091;0.71370101;-0.000225;0;0;200;980
24944;8603;24946;27.102308;0.46726099;-0.000178;0;0;200;980
24945;11852;24947;55.047028;0.52208799;-0.000115;0;0;200;980
24946;7533;24948;14.618567;0.59238398;-0.000203;0;0;200;980
24947;11713;24949;54.250061;0.61789399;-0.00017;0;0;200;980
24948;14725;24950;53.453091;0.71370101;-0.000225;0;0;200;980
24949;10319;24951;-17.281532;0.86199802;-0.000489;0;0;200;980
24950;12414;24952;11.596725;0.64605999;-1.9000001E-4;0;0;200;980
24951;13367;24953;-40.06086;1.052339;-5.5699999E-4;0;0;200;980
24952;11257;24954;-16.380825;0.68230802;-2.5799999E-4;0;0;200;980
24953;16718;24955;-8.4262238;0.88757998;-2.5099999E-4;0;0;200;980
24954;15651;24956;11.311227;0.83932602;-0.000405;0;0;200;980
24955;17114;24957;-11.600956;0.81417102;-2.3999999E-4;0;0;200;980
24956;19007;24958;-41.082726;1.35622;-7.7599997E-4;0;0;200;980
24957;15554;24959;3.4045269;1.1391521;-5.8599998E-4;0;0;200;980
24958;16215;24960;5.6370711;0.73252302;-7.8999998E-5;0;0;200;980
24959;17919;24961;-59.280796;1.355324;-7.9800002E-4;0;0;200;980
24960;18971;24962;-1.7408119;0.45909101;-2.6999999E-4;0;0;200;980
24961;18486;24963;16.107817;0.72029603;-3.3099999E-4;0;0;200;980
24962;16646;24964;33.564857;0.591901;-2.6100001E-4;0;0;200;980
24963;15556;24965;-7.1663141;1.862922;-0.001054;0;0;200;980
24964;17055;24966;-7.436873;0.86906201;-0.000294;0;0;200;980
24965;13198;24967;4.7589579;0.56619501;-0.000159;0;0;200;980
24966;12371;24968;-30.315008;1.550774;-8.2100002E-4;0;0;200;980
24967;16737;24969;-30.644581;1.342062;-5.4199999E-4;0;0;200;980
24968;16954;24970;-1.04079;0.79519302;-0.000176;0;0;200;980
24969;16962;24971;-26.407431;1.0352629;-3.6599999E-4;0;0;200;980
24970;17314;24972;-16.017351;0.940301;-4.5699999E-4;0;0;200;980
24971;18490;24973;-7.7011662;0.58974999;-0.000294;0;0;200;980
24972;11604;24974;-29.58201;0.96185303;-0.000355;0;0;200;980
24973;15863;24975;-59.819584;1.372195;-7.2499999E-4;0;0;200;980
24974;15760;24976;-12.39572;1.024051;-5.0999998E-4;0;0;200;980
24975;17262;24977;-16.017351;0.940301;-4.5699999E-4;0;0;200;980
24976;15524;24978;-0.21788099;1.055409;-5.3299998E-4;0;0;200;980
24977;9787;24979;-18.472301;0.73460698;-0.00021;0;0;200;980
24978;14971;24980;-3.298651;0.75310802;-2.1100001E-4;0;0;200;980
24979;11961;24981;-10.186157;0.68384498;-0.000227;0;0;200;980
24980;16913;24982;-19.724726;0.68183202;-0.000245;0;0;200;980
24981;11962;24983;-11.440907;0.63108999;-2.6199999E-4;0;0;200;980
24982;11893;24984;-2.064096;0.48619801;-0.000128;0;0;200;980
24983;7865;24985;-12321;-12321;-12321;-12321;-12321;-12321;-12321
24984;7427;24986;-6.1692338;0.66568601;-3.4299999E-4;0;0;200;980
24985;13924;24987;-20.068043;0.92623699;-3.1999999E-4;0;0;200;980
24986;17031;24988;-11.781425;0.87546998;-0.000336;0;0;200;980
24987;15830;24989;-3.672415;0.67794597;-2.3799999E-4;0;0;200;980
24988;16951;24990;-50.933521;1.313789;-5.4500002E-4;0;0;200;980
24989;16531;24991;-35.467194;0.99538398;-5.5499998E-4;0;0;200;980
24990;10850;24992;-15.297944;0.80801898;-2.2099999E-4;0;0;200;980
24991;17166;24993;-20.394157;0.96976;-0.000512;0;0;200;980
24992;18491;24994;-7.7011662;0.58974999;-0.000294;0;0;200;980
24993;17318;24995;-16.81464;1.036111;-5.1099999E-4;0;0;200;980
24994;17324;24996;-17.611877;1.13192;-0.000566;0;0;200;980
24995;17313;24997;-6.5033722;0.90468502;-0.000421;0;0;200;980
24996;9788;24998;-18.472301;0.73460698;-0.00021;0;0;200;980
24997;13909;24999;-3.298651;0.75310802;-2.1100001E-4;0;0;200;980
24998;17200;25000;-15.009287;0.70295602;-2.3999999E-4;0;0;200;980
24999;9785;25001;-19.724726;0.68183202;-0.000245;0;0;200;980
25000;15348;25002;-12321;-12321;-12321;-12321;-12321;-12321;-12321
25001;10945;25003;-6.1692338;0.66568601;-3.4299999E-4;0;0;200;980
25002;19320;25004;8.1339092;0.682329;-3.6800001E-4;0;0;200;980
25003;10942;25005;-20.394157;0.96976;-0.000512;0;0;200;980
25004;14676;25006;-25.610378;1.077629;-5.6900003E-4;0;0;200;980
25005;11175;25007;4.5250692;0.71935201;-0.000279;0;0;200;980
25006;17050;25008;2.4224031;0.76354003;-0.000206;0;0;200;980
25007;17264;25009;-28.002121;1.365057;-7.3299999E-4;0;0;200;980
25008;15162;25010;-31.19068;1.7482899;-9.5199997E-4;0;0;200;980
25009;10649;25011;-39.835217;1.181723;-5.7999999E-4;0;0;200;980
25010;14321;25012;11.20298;0.65668201;-0.000182;0;0;200;980
25011;17278;25013;-1.629591;0.666713;-3.5700001E-4;0;0;200;980
25012;8527;25014;14.618567;0.59238398;-0.000203;0;0;200;980
25013;13910;25015;-11.546483;0.67130798;-2.6999999E-4;0;0;200;980
25014;9789;25016;-18.472301;0.73460698;-0.00021;0;0;200;980
25015;14572;25017;-3.298651;0.75310802;-2.1100001E-4;0;0;200;980
25016;13911;25018;-15.009287;0.70295602;-2.3999999E-4;0;0;200;980
25017;15500;25019;0.57908899;0.959602;-0.000478;0;0;200;980
25018;17601;25020;-63.216362;1.391178;-6.6999998E-4;0;0;200;980
25019;17202;25021;-15.009287;0.70295602;-2.3999999E-4;0;0;200;980
25020;17737;25022;-28.014668;1.025763;-3.0499999E-4;0;0;200;980
25021;18439;25023;84.043129;0.32014301;2.8000001E-4;0;0;200;980
25022;19554;25024;-56.044426;1.285802;-8.3899999E-4;0;0;200;980
25023;14033;25025;-64.047791;1.231553;-0.000841;0;0;200;980
25024;8899;25026;-6.4734011;0.67970002;-1.9999999E-4;0;0;200;980
25025;13289;25027;-12.293537;0.719859;-0.000128;0;0;200;980
25026;14887;25028;-4.8906832;0.66786599;-2.6500001E-4;0;0;200;980
25027;15663;25029;14.813319;1.007374;-0.000481;0;0;200;980
25028;15713;25030;10.828469;1.486407;-7.5499999E-4;0;0;200;980
25029;15715;25031;11.625439;1.390601;-6.9999998E-4;0;0;200;980
25030;15701;25032;15.610289;0.91156697;-4.2600001E-4;0;0;200;980
25031;15714;25033;9.2345285;1.678021;-8.6500001E-4;0;0;200;980
25032;15708;25034;12.422409;1.294794;-6.4500002E-4;0;0;200;980
25033;15705;25035;14.016349;1.103181;-5.3600001E-4;0;0;200;980
25034;16975;25036;7.31358;0.712596;-0.000174;0;0;200;980
25035;16977;25037;-1.476752;0.61237001;-9.7999997E-5;0;0;200;980
25036;14852;25038;-2.730849;0.55960798;-1.3299999E-4;0;0;200;980
25037;16974;25039;-13.839854;0.78684902;-2.7799999E-4;0;0;200;980
25038;16978;25040;-1.476752;0.61237001;-9.7999997E-5;0;0;200;980
25039;16980;25041;-1.476752;0.61237001;-9.7999997E-5;0;0;200;980
25040;10081;25042;21.38769;0.64236301;-2.4600001E-4;0;0;200;980
25041;7491;25043;-12321;-12321;-12321;-12321;-12321;-12321;-12321
25042;7890;25044;-110.66618;1.349198;-0.001054;0;0;200;980
25043;5772;25045;5.6016769;0.59182698;-0.000189;0;0;200;980
25044;8662;25046;-7.3667641;0.48895001;-2.5300001E-4;0;0;200;980
25045;16831;25047;28.187048;0.63238603;-3.1999999E-4;0;0;200;980
25046;17280;25048;23.163715;0.73377198;-2.9500001E-4;0;0;200;980
25047;12241;25049;-11.940137;0.798132;-4.4800001E-4;0;0;200;980
25048;11504;25050;-32.73428;0.840527;-0.000589;0;0;200;980
25049;12953;25051;50.947247;0.55141401;-2.6199999E-4;0;0;200;980
25050;8452;25052;-21.121964;1.002697;-0.000527;0;0;200;980
25051;8933;25053;-18.011774;0.72117001;-3.8499999E-4;0;0;200;980
25052;5988;25054;-17.570087;0.51172203;-1.6700001E-4;0;0;298;1000
25053;8508;25055;-0.167134;0.50086302;-0.000268;0;0;200;980
25054;6823;25056;18.000999;0.27610901;-1.4400001E-4;0;0;200;980
25055;14497;25057;-21.121964;1.002697;-0.000527;0;0;200;980
25056;9075;25058;-18.011774;0.72117001;-3.8499999E-4;0;0;200;980
25057;15821;25059;18.526691;0.60881102;-0.000203;0;0;200;980
25058;15822;25060;18.526691;0.60881102;-0.000203;0;0;200;980
25059;6781;25061;-0.167134;0.50086302;-0.000268;0;0;200;980
25060;6782;25062;-18.011774;0.72117001;-3.8499999E-4;0;0;200;980
25061;6628;25063;-54.316292;0.83880001;-5.8499997E-4;0;0;298;1000
25062;7880;25064;-104.70292;1.184702;-9.8000001E-4;0;0;200;980
25063;9548;25065;-89.52771;1.4020081;-0.001213;0;0;200;980
25064;19627;25066;3.0455489;2.0270081;-0.001126;0;0;200;980
25065;13194;25067;-10.788721;1.779179;-1.0010001E-3;0;0;200;980
25066;14866;25068;-10.788721;1.779179;-1.0010001E-3;0;0;200;980
25067;8612;25069;-13.131401;0.95254701;-0.000543;0;0;200;980
25068;9197;25070;27.878819;0.423345;-0.000162;0;0;200;980
25069;13914;25071;9.7056665;0.91066498;-4.7500001E-4;0;0;200;980
25070;11610;25072;51.62875;0.58640999;-9.5000003E-5;0;0;200;980
25071;11609;25073;51.62875;0.58640999;-9.5000003E-5;0;0;200;980
25072;12666;25074;11.528107;0.834876;-3.9100001E-4;0;0;200;980
25073;11347;25075;4.8381338;1.050054;-0.000535;0;0;200;980
25074;15007;25076;-2.406682;0.882568;-0.000428;0;0;200;980
25075;9640;25077;29.924849;0.553523;-2.5000001E-4;0;0;200;980
25076;15005;25078;-7.3169131;0.91156602;-0.000485;0;0;200;980
25077;16687;25079;20.101151;0.54257601;-0.000241;0;0;200;980
25078;17322;25080;-16.893461;1.13782;-0.000588;0;0;200;980
25079;11473;25081;-16.893461;1.13782;-0.000588;0;0;200;980
25080;19092;25082;-22.172028;1.108611;-5.0299999E-4;0;0;200;980
25081;12158;25083;10.057178;0.63739502;-3.8700001E-4;0;0;200;980
25082;17358;25084;-8.0690708;2.1086619;-0.001076;0;0;200;980
25083;16769;25085;-23.285114;2.2227621;-0.001;0;0;200;980
25084;17342;25086;-8.0690708;2.1086619;-0.001076;0;0;200;980
25085;17341;25087;-16.068151;2.0543759;-0.001079;0;0;200;980
25086;15132;25088;-24.067196;2.0000899;-0.001081;0;0;200;980
25087;16106;25089;-8.0690708;2.1086619;-0.001076;0;0;200;980
25088;10506;25090;-24.067196;2.0000899;-0.001081;0;0;200;980
25089;15334;25091;-24.067196;2.0000899;-0.001081;0;0;200;980
25090;19626;25092;-29.346924;1.970891;-9.9700002E-4;0;0;200;980
25091;9433;25093;-4.412961;1.012725;-5.6199997E-4;0;0;200;980
25092;13953;25094;0.80338699;0.90485501;-5.0600001E-4;0;0;200;980
25093;14162;25095;-9.5089931;1.03629;-0.000596;0;0;200;980
25094;14164;25096;-13.131401;0.95254701;-0.000543;0;0;200;980
25095;10191;25097;8.4741697;0.53950202;-2.5700001E-4;0;0;200;980
25096;8686;25098;20.898119;0.44677001;-0.000187;0;0;200;980
25097;11314;25099;28.675789;0.32753801;-0.000108;0;0;200;980
25098;15356;25100;19.8001;0.65243202;-0.000206;0;0;200;980
25099;8618;25101;20.5534;0.451592;-2.4600001E-4;0;0;200;980
25100;11404;25102;22.56164;0.38123599;-0.000184;0;0;200;980
25101;9540;25103;30.721819;0.457717;-1.9599999E-4;0;0;200;980
25102;11552;25104;-6.5199432;0.81576002;-4.2999999E-4;0;0;200;980
25103;15054;25105;-2.406682;0.882568;-0.000428;0;0;200;980
25104;10123;25106;11.8768;0.53440702;-2.8899999E-4;0;0;200;980
25105;12162;25107;6.1324;0.59062898;-0.000416;0;0;200;980
25106;9387;25108;21.39221;0.498779;-2.5400001E-4;0;0;200;980
25107;17323;25109;-8.0976553;1.096302;-5.3100003E-4;0;0;200;980
25108;15374;25110;-12321;-12321;-12321;-12321;-12321;-12321;-12321
25109;8642;25111;-16.096281;1.042012;-5.3299998E-4;0;0;200;980
25110;17359;25112;-26.458275;2.2875121;-1.2460001E-3;0;0;200;980
25111;9849;25113;-9.6631527;1.0629441;-4.1899999E-4;0;0;200;980
25112;9850;25114;-21.374596;1.0128;-4.4800001E-4;0;0;200;980
25113;10684;25115;-57.398449;1.311589;-8.6799997E-4;0;0;200;980
25114;6206;25116;4.164176;0.75676697;-4.7500001E-4;0;0;200;980
25115;9975;25117;14.476557;0.62533098;-3.8499999E-4;0;0;200;980
25116;19070;25118;2.550009;0.60266799;-3.6100001E-4;0;0;200;980
25117;10967;25119;16.979038;0.37563601;-0.000231;0;0;200;980
25118;16246;25120;119.65279;0.87388903;-1.8800001E-4;0;0;200;980
25119;19996;25121;-12321;-12321;-12321;-12321;-12321;-12321;-12321
25120;12998;25122;9.9875984;0.511316;-0.000279;0;0;200;980
25121;13098;25123;-5.4417062;0.944987;-4.9499999E-4;0;0;200;980
25122;14406;25124;52.171108;0.90844297;-2.3999999E-4;0;0;200;980
25123;15985;25125;5.491396;0.85333699;-0.000287;0;0;200;980
25124;10317;25126;-92.387688;1.361285;-0.001183;0;0;200;980
25125;10704;25127;-43.773777;0.784235;-5.2200002E-4;0;0;200;980
25126;5805;25128;-24.196091;0.63783598;-0.000348;0;0;200;980
25127;10594;25129;1.884259;0.536452;-0.001222;0.000001;0;298;600
25128;7574;25130;26.532848;0.21596999;-0.000214;0;0;200;980
25129;9931;25131;1.845435;0.60735399;-0.000386;0;0;200;980
25130;16120;25132;0.55467802;0.68361902;-4.6899999E-4;0;0;200;980
25131;15222;25133;5.5342588;0.52373999;-4.1800001E-4;0;0;200;980
25132;7568;25134;-4.363822;0.77643198;-5.5699999E-4;0;0;200;980
25133;7687;25135;0.58385199;0.55998403;-0.000417;0;0;200;980
25134;5891;25136;-36.161964;0.79502201;-0.000543;0;0;298;1000
25135;6813;25137;26.859358;0.78850698;-0.00081;0;0;200;980
25136;7881;25138;-103.85344;1.242927;-0.001127;0.000001;0;200;980
25137;14896;25139;-24.237431;0.94029301;-0.000417;0;0;200;980
25138;14048;25140;-63.98774;1.1683969;-7.5100001E-4;0;0;200;980
25139;14081;25141;-65.340508;1.155787;-7.9399999E-4;0;0;200;980
25140;16736;25142;-38.314411;1.358319;-5.6700001E-4;0;0;200;980
25141;15818;25143;13.320662;0.67783499;-0.000222;0;0;200;980
25142;11597;25144;2.931556;0.772789;-0.000132;0;0;200;980
25143;14869;25145;-1.497771;0.64662302;-1.5599999E-4;0;0;200;980
25144;11861;25146;13.320662;0.67783499;-0.000222;0;0;200;980
25145;11598;25147;2.931556;0.772789;-0.000132;0;0;200;980
25146;11602;25148;-25.609678;0.93944901;-3.1199999E-4;0;0;200;980
25147;11599;25149;-28.784071;0.86603802;-3.0099999E-4;0;0;200;980
25148;14399;25150;-12.335064;0.61727101;-2.1699999E-4;0;0;200;980
25149;9889;25151;-23.334412;0.82854402;-4.9200002E-4;0;0;200;980
25150;17011;25152;-18.918074;1.0803061;-4.3799999E-4;0;0;200;980
25151;16767;25153;-62.925087;2.1002331;-0.001022;0;0;200;980
25152;15953;25154;-62.353676;1.3385791;-9.1499998E-4;0;0;200;980
25153;16735;25155;-59.659023;1.253675;-5.2599999E-4;0;0;200;980
25154;18791;25156;-55.185619;1.126825;-6.9399999E-4;0;0;200;980
25155;19165;25157;-55.185619;1.126825;-6.9399999E-4;0;0;200;980
25156;18492;25158;-12321;-12321;-12321;-12321;-12321;-12321;-12321
25157;18864;25159;10.019267;0.48900601;-0.000103;0;0;200;980
25158;9554;25160;64.515884;0.113187;2.1100001E-4;0;0;200;980
25159;9047;25161;8.7780495;0.454817;-0.000107;0;0;200;980
25160;9493;25162;8.7780495;0.454817;-0.000107;0;0;200;980
25161;17365;25163;31.412956;0.605156;-1.4400001E-4;0;0;200;980
25162;10797;25164;23.414082;0.55086797;-1.4600001E-4;0;0;200;980
25163;12712;25165;35.673328;1.173559;-5.7199999E-4;0;0;200;980
25164;10536;25166;40.323231;0.27872199;-5.1999999E-5;0;0;200;980
25165;15756;25167;55.843998;0.42628101;-6.0999999E-5;0;0;200;980
25166;9048;25168;16.776239;0.50911099;-0.000105;0;0;200;980
25167;7150;25169;22.153128;0.503492;-1.7699999E-4;0;0;200;980
25168;14529;25170;55.047028;0.52208799;-0.000115;0;0;200;980
25169;18384;25171;30.241173;0.84901601;-2.9299999E-4;0;0;200;980
25170;7995;25172;-1.237245;0.88841701;-3.2600001E-4;0;0;200;980
25171;14784;25173;72.507599;0.84379202;-0.000208;0;0;200;980
25172;6064;25174;22.153128;0.503492;-1.7699999E-4;0;0;200;980
25173;16814;25175;54.250061;0.61789399;-0.00017;0;0;200;980
25174;15340;25176;48.42741;0.73202801;-5.6999997E-4;0;0;200;980
25175;11200;25177;58.885101;9.0921998E-2;0.00014;0;0;200;980
25176;19392;25178;18.749939;1.642392;-8.2900003E-4;0;0;200;980
25177;16445;25179;-32.43087;1.100714;-5.0000002E-4;0;0;200;980
25178;10681;25180;5.800838;0.59623599;-1.2700001E-4;0;0;200;980
25179;14897;25181;2.3661709;0.85363901;-3.2399999E-4;0;0;200;980
25180;9561;25182;-17.500563;0.55534399;-0.000214;0;0;200;980
25181;8500;25183;-18.745605;0.52118802;-0.000218;0;0;200;980
25182;6008;25184;-19.999344;0.46842599;-0.000252;0;0;200;980
25183;16586;25185;-5.8788891;0.80356598;-3.4599999E-4;0;0;200;980
25184;11596;25186;3.453789;0.70553201;-0.00014;0;0;200;980
25185;11601;25187;-25.08713;0.87219;-3.1999999E-4;0;0;200;980
25186;16444;25188;-7.1296091;0.69383001;-2.3200001E-4;0;0;200;980
25187;16587;25189;-11.086881;0.91136998;-4.0200001E-4;0;0;200;980
25188;8354;25190;-9.0689325;0.70061398;-2.5099999E-4;0;0;200;980
25189;16443;25191;-35.257595;1.018409;-0.000222;0;0;200;980
25190;16295;25192;-33.55434;0.98425698;-3.9900001E-4;0;0;200;980
25191;11185;25193;-8.6786575;0.62379199;-0.000237;0;0;200;980
25192;13828;25194;-7.2396941;0.65185797;-0.000203;0;0;200;980
25193;13368;25195;-49.044228;1.2250479;-5.6700001E-4;0;0;200;980
25194;16100;25196;-34.525578;0.96178198;-3.3899999E-4;0;0;200;980
25195;16379;25197;-41.01099;0.93255901;-4.2299999E-4;0;0;200;980
25196;7496;25198;-25.023384;0.69604403;-0.000413;0;0;200;980
25197;9952;25199;-15.57329;0.83657497;-2.8400001E-4;0;0;200;980
25198;18972;25200;-2.537782;0.55489802;-3.2399999E-4;0;0;200;980
25199;15697;25201;2.212595;0.90506601;-0.000367;0;0;200;980
25200;16916;25202;-37.971859;1.11392;-4.9200002E-4;0;0;200;980
25201;17333;25203;-29.439119;1.3532569;-6.9000002E-4;0;0;200;980
25202;12715;25204;-29.517828;1.4549659;-7.6600001E-4;0;0;200;980
25203;15935;25205;-26.328733;1.071728;-5.4699997E-4;0;0;200;980
25204;17210;25206;-27.923374;1.263348;-0.000657;0;0;200;980
25205;17212;25207;-29.517828;1.4549659;-7.6600001E-4;0;0;200;980
25206;14905;25208;-7.300529;1.000494;-4.7599999E-4;0;0;200;980
25207;13036;25209;2.212595;0.90506601;-0.000367;0;0;200;980
25208;11477;25210;-0.24316999;0.69937998;-0.000121;0;0;200;980
25209;17018;25211;6.786243;0.59587997;-0.000172;0;0;200;980
25210;14519;25212;-30.035877;0.81325698;-3.3499999E-4;0;0;200;980
25211;11505;25213;7.0539718;0.66713202;-9.5000003E-5;0;0;200;980
25212;16973;25214;5.798512;0.61438203;-0.00013;0;0;200;980
25213;17622;25215;-26.769285;0.97834498;-0.000348;0;0;200;980
25214;16939;25216;-13.144797;0.71319401;-0.000272;0;0;200;980
25215;13754;25217;-27.923374;1.263348;-0.000657;0;0;200;980
25216;16960;25218;-30.379776;1.057667;-4.1000001E-4;0;0;200;980
25217;11294;25219;47.115101;0.69290102;-0.000087;0;0;200;980
25218;17620;25220;-25.992174;0.97942603;-0.000348;0;0;200;980
25219;17621;25221;-30.809809;0.99848998;-3.6100001E-4;0;0;200;980
25220;18975;25222;-31.04528;1.140254;-5.2300002E-4;0;0;200;980
25221;12244;25223;-0.487784;0.59385598;-0.000141;0;0;200;980
25222;14491;25224;-15.818921;0.49962199;-2.3600001E-4;0;0;200;980
25223;8643;25225;-15.299058;0.94620299;-0.000478;0;0;200;980
25224;13461;25226;-20.865675;1.02205;-0.000375;0;0;200;980
25225;14750;25227;-12.578877;0.97128201;-3.9100001E-4;0;0;200;980
25226;16850;25228;-38.216568;0.955576;-3.1999999E-4;0;0;200;980
25227;17456;25229;-29.939657;0.90489697;-0.000337;0;0;200;980
25228;18651;25230;-5.6242309;0.98727399;-5.6900003E-4;0;0;200;980
25229;9964;25231;-19.270269;0.830423;-2.6500001E-4;0;0;200;980
25230;14722;25232;-10.983865;0.77965802;-2.8199999E-4;0;0;200;980
25231;11894;25233;-2.8692269;0.58208102;-0.000183;0;0;200;980
25232;15526;25234;-1.811821;1.247022;-0.000642;0;0;200;980
25233;18950;25235;-0.68786103;0.51309103;-0.000268;0;0;200;980
25234;16829;25236;25.36161;0.45283601;-0.000212;0;0;200;980
25235;17428;25237;-34.97514;1.159963;-0.000535;0;0;200;980
25236;16744;25238;-0.24316999;0.69937998;-0.000121;0;0;200;980
25237;13080;25239;3.2198579;0.66772902;-0.000151;0;0;200;980
25238;17543;25240;-75.381332;1.113647;-8.1900001E-4;0;0;200;980
25239;11600;25241;-28.784071;0.86603802;-3.0099999E-4;0;0;200;980
25240;13416;25242;-30.035877;0.81325698;-3.3499999E-4;0;0;200;980
25241;13950;25243;-66.359161;1.417259;-9.2899997E-4;0;0;200;980
25242;11326;25244;7.0539718;0.66713202;-9.5000003E-5;0;0;200;980
25243;16876;25245;6.4347701;0.63670999;-2.4000001E-5;0;0;200;980
25244;11292;25246;28.884842;0.72813898;-0.000176;0;0;200;980
25245;17053;25247;14.965699;0.69147003;-0.000021;0;0;200;980
25246;12595;25248;1.014248;0.83504498;-0.000205;0;0;200;980
25247;16222;25249;-29.885687;1.2599289;-4.9200002E-4;0;0;200;980
25248;11317;25250;47.115101;0.69290102;-0.000087;0;0;200;980
25249;6778;25251;-3.9786029;0.666875;-3.9900001E-4;0;0;200;980
25250;17429;25252;-16.69141;1.083055;-0.000443;0;0;200;980
25251;17077;25253;-14.657249;0.95284098;-0.000413;0;0;200;980
25252;17201;25254;-15.009287;0.70295602;-2.3999999E-4;0;0;200;980
25253;17054;25255;-24.620251;0.92093098;-3.5399999E-4;0;0;200;980
25254;11467;25256;-12.373443;0.46813199;-0.000267;0;0;200;980
25255;16873;25257;-16.685055;0.62027502;-1.9799999E-4;0;0;200;980
25256;12265;25258;-13.222472;0.58862799;-0.000228;0;0;200;980
25257;13404;25259;-17.93804;0.56750399;-0.000233;0;0;200;980
25258;16449;25260;-32.485916;2.214828;-0.001122;0;0;200;980
25259;17109;25261;-29.022278;2.183171;-0.001152;0;0;200;980
25260;8644;25262;-15.299058;0.94620299;-0.000478;0;0;200;980
25261;16851;25263;-38.216568;0.955576;-3.1999999E-4;0;0;200;980
25262;17542;25264;-65.838829;1.077777;-7.8200002E-4;0;0;200;980
25263;9965;25265;-19.270269;0.830423;-2.6500001E-4;0;0;200;980
25264;16992;25266;-17.061642;0.74601501;-3.3000001E-4;0;0;200;980
25265;16985;25267;-2.2745471;0.708184;-0.000153;0;0;200;980
25266;8989;25268;-27.881243;1.280746;-0.000711;0;0;200;980
25267;18473;25269;-31.502924;1.196997;-0.000657;0;0;200;980
25268;10777;25270;-3.758441;1.126141;-5.3199998E-4;0;0;200;980
25269;14349;25271;-25.163172;0.94979399;-3.5399999E-4;0;0;200;980
25270;10780;25272;-22.785927;1.257187;-6.7699997E-4;0;0;200;980
25271;12684;25273;27.291031;0.91975099;-2.8599999E-4;0;0;200;980
25272;17093;25274;50.273987;0.808285;2.9000001E-5;0;0;200;980
25273;17329;25275;-36.719208;1.304867;-7.1400002E-4;0;0;200;980
25274;11453;25276;0.89192301;0.78810602;-2.7300001E-4;0;0;200;980
25275;17222;25277;-5.7859349;0.85077602;-3.6999999E-4;0;0;200;980
25276;6451;25278;3.2198579;0.66772902;-0.000151;0;0;200;980
25277;10661;25279;-0.24316999;0.69937998;-0.000121;0;0;200;980
25278;17249;25280;-27.126083;1.167538;-6.0199999E-4;0;0;200;980
25279;17248;25281;-27.126083;1.167538;-6.0199999E-4;0;0;200;980
