ID;PROP_ID;COMP_ID;RackettLiquidDensityA;RackettLiquidDensityB;RackettLiquidDensityN;RackettLiquidDensityTc;RackettLiquidDensityTmin;RackettLiquidDensityTmax
20545;13231;20548;297.46072;0.248685;0.27604499;654;110;654
20546;13230;20549;307.125;0.25196099;0.284785;623;100;623
20547;12376;20550;401.59985;0.24156199;0.27291101;914;110;914
20548;17123;20551;488.22791;0.250954;0.279852;696;110;696
20549;17126;20552;269.50198;0.26321799;0.28875199;575;110;575
20550;17125;20553;270.11896;0.26317099;0.288708;575;110;575
20551;17577;20554;294.99106;0.258021;0.28652301;831;110;831
20552;17069;20555;263.83746;0.25228199;0.27965999;682;110;682
20553;16304;20556;322.85825;0.245721;0.27499601;684;110;684
20554;17089;20557;255.1815;0.26119101;0.287038;581;110;581
20555;17057;20558;250.08031;0.244721;0.27652499;662;110;662
20556;17028;20559;270.53998;0.258724;0.28486899;657.79999;110;657.79999
20557;15919;20560;385.44455;0.25129801;0.278543;620;110;620
20558;12675;20561;396.76852;0.25807199;0.28199399;583;110;583
20559;12674;20562;294.11682;0.25973701;0.28478301;551.5;110;551.5
20560;15577;20563;273.95844;0.25176001;0.276728;464;110;464
20561;12482;20564;265.7341;0.24652299;0.27511901;585;110;585
20562;12676;20565;492.43185;0.25734299;0.28609601;626;100;626
20563;17087;20566;273.9288;0.25837901;0.28420499;661;110;661
20564;17047;20567;267.67874;0.25683299;0.28241599;671;110;671
20565;16307;20568;248.81227;0.244076;0.27399099;656;110;656
20566;16306;20569;237.55693;0.25768;0.28629899;619;110;619
20567;17040;20570;269.99268;0.25639299;0.28098601;669.59998;110;669.59998
20568;17048;20571;265.5004;0.2568;0.28370801;668;110;668
20569;17042;20572;273.80969;0.25874501;0.283647;661;110;661
20570;17049;20573;265.59348;0.256441;0.28332901;668;110;668
20571;17041;20574;271.47275;0.26080701;0.28616801;636;110;636
20572;5852;20575;338.86963;0.235624;0.266202;769;253.10001;769
20573;9817;20576;276.39783;0.247785;0.27860001;665;110;665
20574;14830;20577;248.69313;0.233741;0.27013701;679;110;679
20575;11849;20578;303.81796;0.241578;0.280224;676;110;676
20576;9064;20579;296.42957;0.25766599;0.28417599;727;110;727
20577;12106;20580;302.12427;0.255808;0.28608501;742;450.84;742
20578;7315;20581;-12321;-12321;-12321;-12321;-12321;-12321
20579;15228;20582;290.57507;0.25061101;0.27993801;602;110;602
20580;6948;20583;270.05356;0.261069;0.28413099;658;100;658
20581;11007;20584;270.15247;0.260923;0.284251;658.20001;100;658.20001
20582;9260;20585;281.18481;0.263073;0.28639901;657;100;657
20583;9530;20586;278.31039;0.263073;0.28909701;611;110;611
20584;19425;20587;248.16875;0.288605;0.28565201;558;100;558
20585;15231;20588;298.12314;0.23370101;0.27545699;799;324.89999;799
20586;15235;20589;327.74725;0.234165;0.28166199;896;288.39999;896
20587;15232;20590;295.25797;0.229378;0.274616;823;342.39999;823
20588;15236;20591;320.30081;0.23014;0.278734;937;302.89999;937
20589;15237;20592;313.78027;0.226601;0.273763;977;317.39999;977
20590;17088;20593;272.39099;0.257119;0.28373799;661;110;661
20591;12031;20594;252.09833;0.245923;0.274279;626;110;626
20592;7571;20595;290.34607;0.238346;0.28637299;645;100;645
20593;14270;20596;346.88107;0.246832;0.278202;637;110;637
20594;6450;20597;307.92728;0.21157099;0.246888;840;110;830
20595;17084;20598;251.12914;0.245717;0.27487701;724;110;724
20596;10677;20599;314.34805;0.243746;0.279147;660;110;660
20597;17124;20600;488.22791;0.250954;0.279852;696;110;696
20598;17051;20601;258.57062;0.25033;0.27446401;663;110;663
20599;16150;20602;200.52164;0.20656499;0.285714;804.99347;298.14999;804.99347
20600;13767;20603;372.0549;0.23724;0.27578899;727;408.10001;727
20601;12586;20604;269.2612;0.25083199;0.28106901;577;110;577
20602;16584;20605;477.94379;0.25018701;0.28199801;679;110;679
20603;10555;20606;254.4299;0.247804;0.27981299;626.5;110;626.5
20604;16305;20607;238.88803;0.25916401;0.28737599;619;110;619
20605;15828;20608;277.48807;0.24726599;0.28624001;656;100;656
20606;16459;20609;236.10216;0.255512;0.283319;616.59998;110;616.59998
20607;16303;20610;246.08035;0.24544699;0.273357;621;110;621
20608;16308;20611;322.96909;0.24546599;0.273352;673;110;673
20609;7136;20612;312.21414;0.242746;0.276636;765;110;765
20610;7986;20613;297.36035;0.21044201;0.24649499;836;110;830
20611;11023;20614;301.0047;0.25510299;0.284852;742;100;742
20612;13030;20615;274.23038;0.25544599;0.28258201;711;110;711
20613;14217;20616;270.91714;0.25312901;0.28131899;699;110;699
20614;16729;20617;250.60812;0.243077;0.27469501;683;110;683
20615;14679;20618;272.33923;0.254971;0.281874;690;110;690
20616;16724;20619;256.96906;0.25551099;0.28113699;698;110;698
20617;16318;20620;253.5352;0.246913;0.27521801;773;110;773
20618;18474;20621;265.43842;0.25106299;0.27890801;710;110;710
20619;10775;20622;269.82996;0.253234;0.28033099;736;110;736
20620;12156;20623;264.93301;0.25126901;0.27781099;708;110;708
20621;16967;20624;251.73517;0.241962;0.273909;687;110;687
20622;17399;20625;267.19397;0.241055;0.27095199;800;323.10001;800
20623;11971;20626;278.62833;0.25476399;0.282803;711;110;711
20624;17328;20627;261.70984;0.25086901;0.27856299;742;110;742
20625;17116;20628;240.8416;0.236059;0.272172;701;205.2;701
20626;16966;20629;248.45905;0.238186;0.271943;694;110;694
20627;9916;20630;268.39462;0.25672799;0.281506;715.79999;294.26001;715.79999
20628;16725;20631;259.80969;0.256448;0.281472;706;110;706
20629;14147;20632;276.46674;0.25577101;0.28493401;688;110;688
20630;8917;20633;271.8266;0.25540799;0.283095;691;110;691
20631;16959;20634;254.3215;0.247284;0.27785501;665;110;665
20632;11064;20635;266.15128;0.24897499;0.28091699;690;110;690
20633;19271;20636;-12321;-12321;-12321;-12321;-12321;-12321
20634;17356;20637;250.20276;0.240465;0.26766601;822;110;822
20635;11566;20638;265.93219;0.25144601;0.27939799;719;110;719
20636;11900;20639;269.00809;0.25395799;0.280772;705;110;705
20637;12752;20640;261.63608;0.25982499;0.28365001;689;110;689
20638;14035;20641;256.85153;0.26111999;0.28601301;690;110;690
20639;18757;20642;-12321;-12321;-12321;-12321;-12321;-12321
20640;12632;20643;244.5629;0.240602;0.27217799;808;244.2;808
20641;16765;20644;221.72546;0.22273;0.25161901;780;226.89999;780
20642;17335;20645;258.01859;0.248041;0.27585399;762;110;762
20643;16740;20646;238.2198;0.237041;0.25942099;720;210.2;720
20644;16768;20647;259.01199;0.023069;0.74207801;803;683.04999;803
20645;17252;20648;267.52936;0.24671499;0.27682301;718;110;718
20646;12554;20649;260.33081;0.24556001;0.275172;788;110;788
20647;5942;20650;557.99243;0.246172;0.28315401;726;346.5;726
20648;13888;20651;270.56104;0.25267699;0.28085101;724;110;724
20649;14120;20652;263.45093;0.24969999;0.28156599;686;110;686
20650;17245;20653;269.26199;0.25094599;0.27968699;693;110;693
20651;10839;20654;252.08995;0.26179701;0.28709;575;110;575
20652;11297;20655;275.24731;0.25228199;0.28040701;753;110;753
20653;11296;20656;277.29263;0.25330001;0.282024;740;110;740
20654;12553;20657;265.73157;0.249585;0.28073201;777;110;777
20655;12552;20658;266.79242;0.249997;0.27960899;765;110;765
20656;12555;20659;254.17805;0.241531;0.27359;800;110;800
20657;15129;20660;273.45367;0.253279;0.27907699;788;110;788
20658;15454;20661;517.0105;0.244544;0.27667901;737;110;737
20659;11732;20662;284.78857;0.25598699;0.28092599;744;110;744
20660;17360;20663;280.65842;0.254677;0.27897599;762;110;762
20661;12023;20664;276.26459;0.254693;0.281681;716;110;716
20662;17943;20665;286.00018;0.25213999;0.281477;855;110;855
20663;17231;20666;269.62036;0.25239599;0.28057599;730;110;730
20664;16413;20667;246.81784;0.24074499;0.27291501;748;110;748
20665;17327;20668;263.40704;0.25068599;0.27858999;742;110;742
20666;17232;20669;265.82904;0.25128099;0.279771;728;110;728
20667;12273;20670;264.59302;0.24882799;0.277394;693;110;693
20668;17052;20671;265.56808;0.25435299;0.28221101;663;110;663
20669;16727;20672;258.93954;0.25167099;0.28462499;711;100;711
20670;17239;20673;269.05786;0.25062001;0.278889;746;110;746
20671;2651;20674;285.85001;0.26203999;0.28571001;671.26001;232.31;671.26001
20672;5502;20675;-12321;-12321;-12321;-12321;-12321;-12321
20673;1961;20676;321.85001;0.26115999;0.28571001;712.96002;128.17;712.96002
20674;18487;20677;411.78632;0.248531;0.27845699;696;110;696
20675;13212;20678;259.09921;0.244702;0.27170101;754;110;754
20676;17344;20679;233.06635;0.234355;0.25986299;858;110;858
20677;10037;20680;255.1904;0.25850701;0.28426999;612;167.02;612
20678;17343;20681;236.52544;0.23578399;0.26253501;834;110;834
20679;7725;20682;330.28738;0.25605601;0.28421599;698;100;698
20680;10162;20683;297.82202;0.25710601;0.285561;735;110;735
20681;13890;20684;311.20792;0.14107201;0.32947099;725;100;725
20682;11496;20685;299.98019;0.25586;0.28311101;722;110;722
20683;7978;20686;298.88699;0.258443;0.28558099;709;110;709
20684;10786;20687;215.98347;0.21986701;0.25591201;810;260.45001;810
20685;10559;20688;218.36957;0.219115;0.25698;852;305.10001;852
20686;17282;20689;285.08881;0.25712901;0.28542301;713;110;713
20687;17410;20690;274.97366;0.25608301;0.28487;681;110;681
20688;14216;20691;270.79398;0.25333601;0.280177;703;110;703
20689;16734;20692;247.29228;0.239106;0.26950601;703;110;703
20690;16968;20693;251.9491;0.23722;0.270946;701;110;701
20691;13342;20694;278.54501;0.25591001;0.284329;705;110;705
20692;10058;20695;271.43387;0.25498801;0.281277;711;110;711
20693;16963;20696;249.51137;0.24292199;0.27512699;680;110;680
20694;19410;20697;261.73349;0.26012999;0.28618801;576;100;576
20695;16719;20698;260.22592;0.258293;0.282271;693;110;693
20696;10159;20699;278.60904;0.257651;0.27621901;674;110;674
20697;16971;20700;252.17676;0.25291201;0.28149799;579;110;579
20698;17326;20701;260.46649;0.25013;0.277785;748;110;748
20699;16733;20702;253.74678;0.236599;0.26395899;708;110;708
20700;17331;20703;258.04929;0.24853;0.276382;757;110;757
20701;17347;20704;269.83197;0.25346601;0.28113401;699;110;699
20702;15059;20705;276.04208;0.25491601;0.281679;686;110;686
20703;17233;20706;269.15765;0.24977399;0.279502;701;110;701
20704;16760;20707;236.6095;0.227467;0.25684199;742;110;742
20705;19423;20708;260.85797;0.25890601;0.28510499;560;100;560
20706;10051;20709;256.70172;0.25643301;0.28303501;699;110;699
20707;9217;20710;219.86063;0.21928801;0.25449201;821;302.42999;821
20708;9019;20711;259.05432;0.247683;0.278433;700;110;700
20709;16723;20712;248.41331;0.246876;0.275967;684;110;684
20710;16972;20713;257.62134;0.25329599;0.28243101;618;110;618
20711;12090;20714;345.54764;0.220276;0.25849101;1056;343.85001;1056
20712;11153;20715;529.1767;0.24577799;0.28075701;707;110;707
20713;16741;20716;240.91174;0.236844;0.26654699;707;110;707
20714;14006;20717;298.89743;0.24823999;0.28620699;668;100;668
20715;16739;20718;245.09705;0.238075;0.263226;717;110;717
20716;16798;20719;310.97342;0.25924301;0.28506199;587;110;587
20717;14339;20720;260.97314;0.26074201;0.285258;600;165.57001;600
20718;11414;20721;271.28244;0.25740501;0.28762901;744;110;744
20719;10156;20722;251.222;0.251358;0.277661;604;175.78999;604
20720;16970;20723;258.33347;0.25419199;0.282186;552;110;552
20721;16965;20724;248.48407;0.240104;0.27291399;694;110;694
20722;10167;20725;253.23192;0.256033;0.28048599;656;110;656
20723;10932;20726;294.55972;0.26394701;0.282612;716;100;716
20724;9086;20727;298.76221;0.266792;0.28628799;702;100;702
20725;17287;20728;278.97351;0.247813;0.26866999;746;110;746
20726;9543;20729;259.84216;0.25828001;0.28508699;555;110;555
20727;9423;20730;301.91483;0.25965199;0.28565601;660;240.13;660
20728;18884;20731;263.62241;0.25542599;0.286055;587;100;587
20729;18137;20732;265.30139;0.26113501;0.28490001;681;100;681
20730;10499;20733;266.65839;0.25592101;0.28304401;634;110;634
20731;18138;20734;264.83011;0.26017299;0.28529301;691;100;691
20732;7856;20735;269.05029;0.26186299;0.28788701;615;110;615
20733;7904;20736;258.33197;0.24601699;0.279989;703;234.28;703
20734;14518;20737;259.11292;0.25439301;0.284233;692;100;692
20735;9214;20738;219.77969;0.21900301;0.25506499;821;302.13;821
20736;13343;20739;255.35489;0.246254;0.271837;725;263.10001;725
20737;8993;20740;286.07413;0.25729799;0.28363001;681;110;681
20738;16594;20741;253.97833;0.26169601;0.28696501;587;110;587
20739;16761;20742;231.05023;0.228963;0.25710201;765;254.2;765
20740;13528;20743;217.05168;0.220535;0.25292099;791;110;791
20741;17352;20744;241.42134;0.23293599;0.26471701;790;110;790
20742;17191;20745;281.1604;0.246988;0.27939099;635;110;635
20743;13671;20746;265.50647;0.250494;0.27731299;734;110;734
20744;17244;20747;258.92731;0.24427401;0.273312;754;110;754
20745;17059;20748;255.32323;0.248556;0.27745301;681;110;681
20746;10446;20749;250.8941;0.250512;0.279026;662;110;662
20747;16991;20750;257.52713;0.25278601;0.28123301;650;110;650
20748;10520;20751;262.12915;0.26365;0.28741801;562;152.39999;562
20749;16728;20752;246.06694;0.24437;0.27330801;698;110;698
20750;13686;20753;207.64856;0.21297;0.242567;874;319.54001;860
20751;5680;20754;330.37936;0.23331399;0.264171;1105;435.79999;1105
20752;9812;20755;-12321;-12321;-12321;-12321;-12321;-12321
20753;11022;20756;279.70831;0.261756;0.28483301;657;100;657
20754;6885;20757;302.12427;0.255808;0.28608501;742;451.84;742
20755;9445;20758;-12321;-12321;-12321;-12321;-12321;-12321
20756;8930;20759;274.12137;0.26161599;0.28944701;634;110;634
20757;12468;20760;537.59863;0.24649;0.281587;694;110;694
20758;9089;20761;290.05731;0.24675401;0.27861699;665;315.25;665
20759;14213;20762;260.88922;0.26293001;0.285467;595.40002;110;595.40002
20760;19277;20763;515.87152;0.26567999;0.28592199;491;100;491
20761;11021;20764;285.31104;0.26755801;0.29269499;644;218.39999;644
20762;10157;20765;302.35043;0.25614601;0.286129;679;100;679
20763;6884;20766;302.12427;0.255808;0.28608501;742;453.10001;742
20764;11102;20767;275.51782;0.26087499;0.28850499;634;110;634
20765;7128;20768;297.258;0.25029701;0.28368199;724;100;724
20766;6883;20769;299.80432;0.239392;0.26933399;671;110;671
20767;8250;20770;504.62088;0.23924001;0.265329;1003;435.95999;1003
20768;11416;20771;283.56958;0.259882;0.283613;695;100;695
20769;12966;20772;257.93869;0.256071;0.282276;622;110;622
20770;10265;20773;-12321;-12321;-12321;-12321;-12321;-12321
20771;18131;20774;537.59863;0.24649;0.281587;694;110;694
20772;19163;20775;258.49146;0.271458;0.28212699;632;100;632
20773;18133;20776;452.16324;0.24571399;0.27566999;722;110;722
20774;18129;20777;537.59863;0.24649;0.281587;694;110;694
20775;12965;20778;251.53;0.25355199;0.28064299;614;110;614
20776;13119;20779;-12321;-12321;-12321;-12321;-12321;-12321
20777;14418;20780;259.28748;0.260708;0.28364;622;100;622
20778;14417;20781;259.28748;0.260708;0.28364;622;100;622
20779;11819;20782;251.40494;0.25911501;0.28488901;594;110;594
20780;19267;20783;260.29626;0.263742;0.28325999;593;100;593
20781;14419;20784;259.28748;0.260708;0.28364;622;100;622
20782;18132;20785;452.16324;0.24571399;0.27566999;722;110;722
20783;18130;20786;537.59863;0.24649;0.281587;694;110;694
20784;12843;20787;254.13586;0.23603199;0.27051899;697;110;697
20785;19162;20788;258.49146;0.271458;0.28212699;632;100;632
20786;10814;20789;276.97794;0.261002;0.28641099;650;110;650
20787;5880;20790;289.64609;0.252707;0.27810201;694.17169;309.53;694.17169
20788;12830;20791;277.78729;0.26283899;0.28785801;650;110;650
20789;17111;20792;249.91785;0.25170499;0.279374;666;110;666
20790;11394;20793;283.56958;0.259882;0.283613;695;100;695
20791;18134;20794;563.6283;0.250503;0.28591499;747;110;747
20792;18135;20795;563.6283;0.250503;0.28591499;747;110;747
20793;17112;20796;250.1364;0.251726;0.279558;668;110;668
20794;10155;20797;283.56958;0.259882;0.283613;695;100;695
20795;13091;20798;259.10458;0.232611;0.270197;707;110;707
20796;16986;20799;258.67264;0.244572;0.27765301;705;110;705
20797;17246;20800;260.97986;0.248623;0.27621901;711;110;711
20798;12403;20801;252.95688;0.2552;0.282433;645;110;645
20799;5819;20802;472.67841;0.238755;0.27862599;923;433.5;923
20800;17281;20803;285.68445;0.25428301;0.27953199;689;110;689
20801;16722;20804;475.29974;0.245214;0.276362;724;110;724
20802;12701;20805;285.63208;0.253481;0.279039;732;110;732
20803;17221;20806;273.10049;0.24953599;0.27986699;696;227.7;696
20804;11287;20807;277.5159;0.252177;0.27873001;729;110;729
20805;11291;20808;281.44611;0.25429901;0.283259;712;110;712
20806;5950;20809;486.60504;0.235697;0.27879399;942;428.32999;942
20807;12278;20810;276.17743;0.25369301;0.28023899;752;110;752
20808;16934;20811;260.47375;0.245277;0.27631599;729;110;729
20809;8230;20812;282.21719;0.24899;0.27779001;696;110;696
20810;5508;20813;-12321;-12321;-12321;-12321;-12321;-12321
20811;2654;20814;282.19;0.25622001;0.28571001;681.40997;222.05;681.40997
20812;6121;20815;408.07291;0.25459701;0.28612;726;217.25999;726
20813;16979;20816;258.98569;0.25618199;0.28354999;641;110;641
20814;17416;20817;267.17377;0.253474;0.283075;719;110;719
20815;17578;20818;279.20435;0.243;0.27677301;792;256.60001;792
20816;16886;20819;403.02991;0.25361899;0.28083399;528;110;528
20817;16887;20820;380.58792;0.249364;0.27774799;560;110;560
20818;16884;20821;471.81311;0.25454;0.28208399;494;110;494
20819;16885;20822;403.64499;0.252336;0.28000101;538;110;538
20820;7528;20823;330.54102;0.25129199;0.278938;674;110;674
20821;5818;20824;385.42966;0.24137101;0.27024099;948;338.79999;948
20822;14449;20825;280.08954;0.249641;0.28519699;770;110;770
20823;13625;20826;236.88754;0.236164;0.263188;835;110;835
20824;10784;20827;215.39987;0.220375;0.25560001;817;251.66;817
20825;10702;20828;299.42532;0.235741;0.26167199;855;370.79999;855
20826;17286;20829;281.81577;0.25237501;0.279874;730;110;730
20827;16912;20830;258.34622;0.24008401;0.27346101;717;110;717
20828;13894;20831;254.46965;0.25539401;0.28162101;690;110;690
20829;8637;20832;287.88971;0.25631601;0.28436899;682;110;682
20830;10445;20833;259.17679;0.246389;0.278671;715;110;715
20831;16223;20834;315.6683;0.23706099;0.269586;826;333.92001;826
20832;17220;20835;272.82166;0.25361201;0.28063399;705;110;705
20833;16456;20836;251.51448;0.243487;0.27274099;760;110;760
20834;10699;20837;345.54764;0.219051;0.25761101;1056;414.04999;1056
20835;6326;20838;346.23108;0.22703899;0.26361701;932;308.10001;932
20836;14937;20839;516.38953;0.25978199;0.281499;772;100;772
20837;9333;20840;338.23727;0.240559;0.269925;898;350.10001;898
20838;17228;20841;270.97003;0.25213599;0.27810901;736;110;736
20839;15216;20842;278.3067;0.26608899;0.28627199;725;100;725
20840;17230;20843;266.53128;0.249908;0.27891099;736;110;736
20841;17229;20844;264.78995;0.249181;0.27856499;701;110;701
20842;10381;20845;275.2739;0.263147;0.28990901;727;110;727
20843;9607;20846;294.58035;0.26130199;0.286484;685;110;685
20844;13978;20847;265.4165;0.25319299;0.28282401;731;110;731
20845;17190;20848;288.57498;0.25211799;0.282327;748;110;748
20846;15104;20849;262.62082;0.25393301;0.28424299;701;110;701
20847;11714;20850;307.77136;0.25445899;0.28541699;646;100;646
20848;11393;20851;283.56958;0.259882;0.283613;695;100;695
20849;12524;20852;-12321;-12321;-12321;-12321;-12321;-12321
20850;9938;20853;335.81528;4.1134998E-2;0.735605;699;564.75;699
20851;12523;20854;-12321;-12321;-12321;-12321;-12321;-12321
20852;12114;20855;335.81528;4.1134998E-2;0.735605;699;564.75;699
20853;11135;20856;276.18817;0.248717;0.27936;763;110;763
20854;11136;20857;259.89432;0.248417;0.27755401;711;110;711
20855;11299;20858;274.83429;0.25246301;0.27586499;742;110;742
20856;11298;20859;278.10117;0.25375599;0.278339;726;110;726
20857;17283;20860;285.85327;0.25696;0.28428799;705;110;705
20858;17284;20861;282.31857;0.25225601;0.27867201;711;110;711
20859;17304;20862;250.84827;0.234805;0.26416501;865;110;865
20860;17291;20863;261.43466;0.24470399;0.27480701;764;110;764
20861;17292;20864;262.5932;0.24691001;0.27590799;767;110;767
20862;17273;20865;261.31134;0.24691001;0.27963901;736;110;736
20863;12107;20866;263.28568;0.250476;0.28147501;732;110;732
20864;16476;20867;316.02228;0.255768;0.285983;759;110;759
20865;14954;20868;250.43153;0.24401;0.27346301;748;110;748
20866;16757;20869;239.93481;0.239351;0.265744;734;110;734
20867;17085;20870;269.24103;0.257164;0.28467801;653;110;653
20868;17334;20871;255.1041;0.248382;0.27575001;764;110;764
20869;14924;20872;263.9505;0.24409699;0.27232;758;110;758
20870;16758;20873;236.34027;0.23259901;0.26200801;725;110;725
20871;12132;20874;285.28778;0.25104001;0.27842501;707;110;707
20872;13749;20875;288.4881;0.252516;0.279726;734;110;734
20873;8234;20876;281.89075;0.253225;0.281712;726;110;726
20874;11484;20877;278.28876;0.257081;0.28246501;722;110;722
20875;17288;20878;278.97351;0.25427899;0.28338;729;110;729
20876;17301;20879;288.28818;0.25992799;0.28555799;760;110;760
20877;17409;20880;280.30243;0.25396401;0.28239;760;110;760
20878;17361;20881;273.3934;0.24951001;0.27944899;747;110;747
20879;17302;20882;273.27863;0.25510499;0.285918;776;110;776
20880;8228;20883;252.14316;0.25729099;0.28421801;639;110;639
20881;14677;20884;269.73364;0.24761599;0.27518299;702;110;702
20882;17336;20885;249.8242;0.242879;0.27251601;758;110;758
20883;10456;20886;220.76656;0.218944;0.25500301;815;246.46001;815
20884;15810;20887;310.87683;0.21708199;0.25153801;801;327.60001;801
20885;16732;20888;262.8215;0.24204899;0.271965;711;110;711
20886;10267;20889;268.3522;0.25614899;0.28374699;632;110;632
20887;11990;20890;267.91565;0.25618899;0.283741;632;110;632
20888;5790;20891;313.1503;0.21255399;0.25573701;1109;471;1109
20889;14407;20892;-12321;-12321;-12321;-12321;-12321;-12321
20890;8397;20893;-12321;-12321;-12321;-12321;-12321;-12321
20891;9979;20894;-12321;-12321;-12321;-12321;-12321;-12321
20892;14168;20895;-12321;-12321;-12321;-12321;-12321;-12321
20893;13387;20896;260.79703;0.251793;0.28079399;698;110;698
20894;17263;20897;254.10101;0.246512;0.27550799;729;110;729
20895;17293;20898;255.21498;0.241045;0.272407;773;110;773
20896;17579;20899;279.21326;0.246483;0.28019699;806;232.56;806
20897;5973;20900;404.19763;0.243616;0.27371499;792;392.79999;792
20898;6375;20901;426.19846;0.245076;0.276209;777;431.48001;777
20899;9976;20902;-12321;-12321;-12321;-12321;-12321;-12321
20900;15026;20903;272.67087;0.241504;0.276357;721;110;721
20901;16380;20904;315.6683;0.23646601;0.269205;826;315.73001;826
20902;17415;20905;230.87123;0.223232;0.25231799;795;110;795
20903;17398;20906;247.11726;0.23882399;0.26954401;793;110;793
20904;16764;20907;227.32979;0.224925;0.254893;782;110;782
20905;12344;20908;345.54764;0.219818;0.25931099;1056;440.5;1056
20906;6133;20909;360.26224;0.24253801;0.27596599;772;358.03;772
20907;17118;20910;234.80525;0.23121201;0.257424;737;218.2;737
20908;17285;20911;290.06555;0.25464499;0.280325;733;110;733
20909;16763;20912;233.39417;0.222499;0.25181699;757;110;757
20910;16762;20913;226.97646;0.225519;0.25585699;752;110;752
20911;11627;20914;293.08411;0.252763;0.28202501;747;110;747
20912;17275;20915;248.60147;0.238803;0.27133599;768;110;768
20913;8650;20916;296.65024;0.24326301;0.272075;709;110;709
20914;10457;20917;214.82829;0.21928;0.257319;803;252.56;803
20915;10374;20918;270.32867;0.249152;0.28586701;661;100;661
20916;17303;20919;266.20074;0.24318901;0.27302101;802;110;802
20917;17295;20920;255.64502;0.24142601;0.27515399;758;110;758
20918;9488;20921;272.38324;0.25013399;0.28112501;787;110;787
20919;12557;20922;270.72229;0.25316101;0.278687;744;110;744
20920;11757;20923;280.03003;0.251681;0.28083;733;110;733
20921;17668;20924;299.02908;0.25701201;0.28550899;747;110;747
20922;11293;20925;279.74222;0.24868099;0.27911499;753;110;753
20923;11756;20926;263.15488;0.25304601;0.28360501;700;110;700
20924;12556;20927;278.94751;0.24581;0.28623101;757;100;757
20925;17289;20928;280.30981;0.24719501;0.27803501;743;110;743
20926;6496;20929;319.311;0.23245101;0.26377499;1097;445;1097
20927;13660;20930;314.30774;0.23809201;0.27359501;829;364.88;829
20928;9813;20931;277.06726;0.25794399;0.28488299;724;100;724
20929;14855;20932;300.13522;0.229764;0.25974301;1083;355.78;1070
20930;13837;20933;360.3284;0.25586501;0.28221399;618;110;618
20931;19061;20934;485.87363;0.269155;0.283052;511;100;511
20932;17306;20935;376.0108;0.249641;0.28073299;647;110;647
20933;7268;20936;970.17023;0.27058199;0.27567601;708;344.89999;708
20934;12291;20937;299.06424;0.240374;0.26984301;822;110;822
20935;7944;20938;255.59082;0.26159301;0.28508601;536.90002;110;536.90002
20936;11041;20939;387.4317;0.266094;0.282361;598;100;598
20937;10299;20940;267.41336;0.26296601;0.28766999;546;110;546
20938;18173;20941;267.83594;0.25346899;0.28609499;552;100;552
20939;16702;20942;259.16452;0.255445;0.28654999;565;100;565
20940;18171;20943;270.59613;0.25579301;0.28443801;564;100;564
20941;12197;20944;258.98245;0.255586;0.28437299;583.09998;110;583.09998
20942;12900;20945;313.92639;0.244039;0.27243501;895;435;895
20943;12902;20946;306.90057;0.24059001;0.270717;915;426;915
20944;11174;20947;272.25928;0.232182;0.26297599;800;273.10001;800
20945;13018;20948;285.71176;0.250653;0.280846;594;110;594
20946;11889;20949;286.2912;0.25596401;0.282112;599;110;599
20947;18190;20950;319.31824;0.230148;0.26212001;805;110;805
20948;11034;20951;274.66025;0.258793;0.279172;526;100;526
20949;18169;20952;274.60699;0.26483801;0.28538799;487;100;487
20950;18188;20953;297.47653;0.25242499;0.28610101;733;100;733
20951;14386;20954;277.34348;0.25198701;0.286208;755;100;755
20952;18175;20955;310.45468;0.255936;0.285458;674;100;674
20953;18291;20956;344.72458;0.255909;0.28491899;747;100;747
20954;6995;20957;225.74397;0.218499;0.25275499;825;110;825
20955;7752;20958;239.49078;0.26264599;0.28477201;579;268.35001;579
20956;8679;20959;245.48747;0.26418999;0.283259;567;100;567
20957;7911;20960;292.01797;0.252619;0.28251001;838;110;838
20958;13176;20961;256.79034;0.26178801;0.28519401;584;100;584
20959;18234;20962;265.7731;0.250469;0.28483999;614;100;614
20960;18263;20963;289.6713;0.24517199;0.27338001;791;110;791
20961;12943;20964;301.06067;0.25082201;0.28049901;677;110;677
20962;18231;20965;298.92206;0.248373;0.285561;715;100;715
20963;7248;20966;432.67822;0.25709301;0.286066;742;100;742
20964;12003;20967;236.79543;0.25439;0.28008601;622.5;110;622.5
20965;18303;20968;308.13199;0.25840601;0.28486401;607;100;607
20966;8090;20969;263.10178;0.24621201;0.27878901;626;110;626
20967;18289;20970;317.14938;0.25199601;0.286107;770;100;770
20968;18602;20971;299.43832;0.25056499;0.286125;730;100;730
20969;19217;20972;272.54077;0.26163101;0.28473899;510;100;510
20970;19372;20973;268.75824;0.259027;0.28525901;534;100;534
20971;18605;20974;298.48807;0.24965499;0.28613201;730;100;730
20972;19404;20975;266.03284;0.25486499;0.28447199;585;100;585
20973;6936;20976;283.50018;0.25600401;0.281923;583;110;583
20974;10716;20977;238.01082;0.256699;0.282078;599.20001;110;599.20001
20975;10885;20978;226.83554;0.23892;0.26829699;749;286.29999;749
20976;16501;20979;252.93243;0.243844;0.27342701;668;110;668
20977;6175;20980;265.14658;0.24614;0.277648;684;110;684
20978;18227;20981;266.70599;0.248668;0.276236;637;110;637
20979;13340;20982;297.71637;0.25778899;0.28400201;572;110;572
