PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11;ComAllocationType12;Master12;Slave12;PLCAddress12;ComAllocationType13;Master13;Slave13;PLCAddress13;ComAllocationType14;Master14;Slave14;PLCAddress14;ComAllocationType15;Master15;Slave15;PLCAddress15;ComAllocationType16;Master16;Slave16;PLCAddress16
M;932_1390_4;;;2000;;20HS727;;ЛОЖЬ;ЛОЖЬ;;1390;;;;;;;0;;;;4529;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1030_1_C;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1030;;;;;;;0;;;;3164;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;441_5;;;2000;P-2007/2;;;ЛОЖЬ;ЛОЖЬ;;441;;;;;;;;100 ms;5;;2368;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22VAH100XY;;COM;2000;P-2007/2;1oo2 PRE ALARM;No;ЛОЖЬ;ЛОЖЬ;;468;;;;;;;0;;;;1255;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C380_2_B;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;380;;;;;;;0;;;;5841;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;645_740_2;;;;;21BALL332CA;;ЛОЖЬ;ЛОЖЬ;;740;;;;;;;0;;;;1951;ЛОЖЬ;0;;;;;;;1=FLAME ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C256_3_G;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;256;;;;;;;0;;;;7298;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C664_3_D;;;2100;2100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;664;;;;;;;0;;;;3407;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C617_1_F;;;4100;4100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;617;;;;;;;0;;;;5241;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1200_8;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;1200;;;;;;;0;;;;6793;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;304_320_4;;;2000;P-2004;22VSHH121XY;;ЛОЖЬ;ЛОЖЬ;;320;;;;;;;0;;;;7912;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1239_12;;;2000;V-2003;;;ЛОЖЬ;ЛОЖЬ;;1239;;;;;;;0;;;;7357;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;646_4;;;2100;;;;ЛОЖЬ;ЛОЖЬ;;646;;;;;;;0;;;;4995;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;444_7;;;2000;P-2007/2;;;ЛОЖЬ;ЛОЖЬ;;444;;;;;;;0;;;;6624;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI121U_MOC;;COM;2200;A_2000;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;450;;;;;;;0;;;;1194;ИСТИНА;13580;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C452_3_E;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;452;;;;;;;0;;;;7038;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C754_2_K;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;754;;;;;;;0;;;;893;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C704_1_C;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;704;;;;;;;0;;;;3362;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2470_H;;;;;Out 1;;ЛОЖЬ;ЛОЖЬ;;2470;;;;;;;0;;;;125;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1060_1_D;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1060;;;;;;;0;;;;2671;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;21BI324_MOR;;COM;2100;A_2000;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;788;;;;;;;0;;;;6198;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_7;288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C376_4_D;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;376;;;;;;;0;;;;7174;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20HS737;;COM;2000;A_2000;20-I-037 RESET;No;ИСТИНА;ИСТИНА;;942;;;;;;;0;;;;6199;ИСТИНА;13582;None;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_7;225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;966_1;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;966;;;;;;;0;;;;2212;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI307B_MOC;;COM;2200;A_2000;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;1216;;;;;;;0;;;;2529;ИСТИНА;13583;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;16_1;;;4100;;;;ЛОЖЬ;ЛОЖЬ;;16;;;;;;;;100 ms;30;;788;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;447_8;;;2000;P-2007/2;;;ЛОЖЬ;ЛОЖЬ;;447;;;;;;;0;;;;6634;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;447_9;;;2000;P-2007/2;;;ЛОЖЬ;ЛОЖЬ;;447;;;;;;;0;;;;6635;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20HSXV403_F;;COM;;;LINE FAULT;No;ЛОЖЬ;ЛОЖЬ;;1324;;;;;;;0;;;;916;ИСТИНА;12314;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;850_2;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;850;;;;;;;0;;;;2094;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;334_350_4;;;2000;P-2004S;22VSHH131XY;;ЛОЖЬ;ЛОЖЬ;;350;;;;;;;0;;;;7924;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XY048_P;;COM;2000;A_P20_1;P-2003S EMERGENCY SD;No;ИСТИНА;ЛОЖЬ;;290;;;;;;;0;;;;4278;ИСТИНА;11871;None;;;;;;1=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;4510;;;;;;;;;Output;CC_CCB_7;ESD_001_7;34;;;;;;;;;;;;;;;;;;;;;;;;
DO;01_21_SNESD_FLT_C;;COM;;;ESD001_1-ESD001_7;No;ЛОЖЬ;ЛОЖЬ;;53;;;;;;;0;;;;2150;ИСТИНА;12336;None;;;;;;1=FAULT;1=FAULT;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;745;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;22TI303A_MOR;;COM;2200;A_2000;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;1286;;;;;;;0;;;;6200;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_7;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH121M;;COM;2200;A_2000;HPRT THRUST BEAR - CE;No;ЛОЖЬ;ЛОЖЬ;;443;;;;;;;0;;;;1164;ИСТИНА;13584;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20LI114_MOR;;COM;2000;A_2000;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;1080;;;;;;;0;;;;6201;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;20FI107;;FLD;2000;;FEED TO E-2015;Yes;ИСТИНА;ЛОЖЬ;;654;ИСТИНА;Float;4-20mA;0;160000;kg/h;;;;;1268;ЛОЖЬ;12254;;None;None;None;None;;;;;;;;;-XXXXX.X;3.64;22;;21.12;15;12;1;Bottom scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;Output;CC_CCB_4;ESD_001_7;33;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;10065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;953_2;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;953;;;;;;;;100 ms;5;;260;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20LI140_MOC;;COM;2000;A_2000;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;1278;;;;;;;0;;;;535;ИСТИНА;13586;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1184_3_G;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1184;;;;;;;0;;;;6947;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C255_4_D;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;255;;;;;;;0;;;;7306;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20HA450B;;COM;2000;;SNUFF.STEAM TO H-2004;No;ЛОЖЬ;ЛОЖЬ;;758;;;;;;;0;;;;4784;ИСТИНА;12206;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XZSO129_SO;;COM;2000;P-2007/2;P-2007 SUCTION VALVE;No;ЛОЖЬ;ЛОЖЬ;;492;;;;;;;0;;;;3375;ИСТИНА;11861;None;;;;;;0=OVERRIDE;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1100_3;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;1100;;;;;;;0;;;;2375;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;90_140_1;;;2000;;20TI241ABC_MO;;ЛОЖЬ;ЛОЖЬ;;140;;;;;;;0;;;;469;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22PI122_MOC;;COM;2200;A_2000;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;430;;;;;;;0;;;;1214;ИСТИНА;13587;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1239_14;;;2000;V-2003;;;ЛОЖЬ;ЛОЖЬ;;1239;;;;;;;0;;;;996;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;22TI236_L;;COM;2200;A_2000;L TRIP SETPOINT (°C);No;ЛОЖЬ;ЛОЖЬ;;852;;Float;;;;;0;;;;1554;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;10423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;756_3;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;756;;;;;;;0;;;;1526;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;58TI769;;FLD;5800;A_P58_1;P-5833PUMP T. BEAR TEMP;Yes;ИСТИНА;ЛОЖЬ;;1500;ИСТИНА;Float;4-20mA;-30;120;°C;;;;;1008;ЛОЖЬ;12302;;None;None;None;None;;;;-67.5;-67.5;;;;-XXXXX.X;3.76;21;;21.07;15;15;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;10259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;22TI121M_MOR;;COM;2200;A_2000;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;443;;;;;;;0;;;;6202;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_7;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C2326_1;;;;;Compiler marker (264, 72);;ЛОЖЬ;ЛОЖЬ;;2326;;;;;;;0;;;;2231;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;590_1;;;4100;;;;ЛОЖЬ;ЛОЖЬ;;590;;;;;;;;1 s;0;;516;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with variable timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;604_1;;;4100;;;;ЛОЖЬ;ЛОЖЬ;;604;;;;;;;;100 ms;5;;840;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C629_1_B;;;2000;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;629;;;;;;;0;;;;5202;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XL098_ON;;FSC;2000;A_2000;ED FROM V-2008;No;ЛОЖЬ;ЛОЖЬ;;1020;;;;;;;0;;;;347;ЛОЖЬ;0;None;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;Output;ESD_001_1;ESD_001_7;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C363_3_G;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;363;;;;;;;0;;;;7250;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1392_1_L;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1392;;;;;;;0;;;;7535;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21BI334_MOC;;COM;2100;A_2000;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;647;;;;;;;0;;;;3253;ИСТИНА;13589;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;361_1;;;2000;P-2007S;;;ЛОЖЬ;ЛОЖЬ;;361;;;;;;;0;;;;1364;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C432_3_F;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;432;;;;;;;0;;;;7159;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;637_738_2;;;;;21BALL324CA;;ЛОЖЬ;ЛОЖЬ;;738;;;;;;;0;;;;1943;ЛОЖЬ;0;;;;;;;1=FLAME ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;22TI305B;;FLD;2200;A_P20_1;P-2019 PUMP BEAR TEMP;Yes;ИСТИНА;ЛОЖЬ;;1176;ИСТИНА;Float;4-20mA;-40;100;°C;;;;;816;ЛОЖЬ;12296;;None;None;None;None;;;;-75;-75;;;;-XXXXX.X;3.76;21;;21.07;11;1;1;Top scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;10229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;58LI032_MOC;;COM;5800;A_5800;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;1118;;;;;;;0;;;;2339;ИСТИНА;11860;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_7;1609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
