PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5
M;2490_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;2490;;;;;;;0;;;;615;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C312_2_B;;;9100;9100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;312;;;;;;;0;;;;2078;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;2490_B;;;;;Reset Signal/1=Reset;;ЛОЖЬ;ЛОЖЬ;;2490;;;;;;;0;;;;190;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;2456_E;;;;;Trip 5;;ЛОЖЬ;ЛОЖЬ;;2456;;;;;;;0;;;;134;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DI;91HS072B;;COM;901-10;A_90110;91XV072 CLOSE;No;ЛОЖЬ;ИСТИНА;;396;;;;;;;0;;;;2189;ЛОЖЬ;0;None;;;;;;1=CLOSE (MOM);;;;;;;Undefined;;;;;;;;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Input;EPKS_UCB;ESD_912_1;150
DO;91LAHH058_CA;;COM;901-10;A_90110;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;326;;;;;;;0;;;;1504;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;460
DO;91LAHH752_CA;;COM;901-10;A_C90111;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;500;;;;;;;0;;;;1754;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;474
DI;91TI761_MOR;;COM;901-10;A_C90111;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;518;;;;;;;0;;;;2234;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Input;EPKS_UCB;ESD_912_1;91
DO;91XY079_C;;COM;9100;;AUTO CLOSURE 91XV079;No;ИСТИНА;ЛОЖЬ;;442;;;;;;;0;;;;638;ИСТИНА;33560;None;;;;;;0=CLOSE;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;783
DI;18-Flasher-0.5Hz;;SYS;;;0.5 HZ FLASHER;No;ЛОЖЬ;;;0;;;;;;;;;;;27;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;91XY068_ESD;;COM;901-10;A_90110;91XY068 ESD TRIP;No;ЛОЖЬ;ЛОЖЬ;;388;;;;;;;0;;;;1066;ЛОЖЬ;0;None;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;868
M;C500_6_E;;;9100;9100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;500;;;;;;;0;;;;2897;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DI;18-CP_Fault;;SYS;;;CONTROL PROCESSOR FAULT;Yes;ЛОЖЬ;;;16;;;;;;;;;;;19;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C534_1_A;;;9100;9100;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;534;;;;;;;0;;;;1053;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;C598_3_F;;;9100;9100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;598;;;;;;;0;;;;2788;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;2456_D;;;;;Trip 4;;ЛОЖЬ;ЛОЖЬ;;2456;;;;;;;0;;;;115;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;510_522_2;;;9100;;91PALL774_I;;ЛОЖЬ;ЛОЖЬ;;522;;;;;;;0;;;;1899;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
AI;91LI055;;FLD;901-10;A_90110;NH3 TO V-9011001A;Yes;ИСТИНА;ЛОЖЬ;;324;ИСТИНА;Float;4-20mA;0;100;%;;;;;144;ЛОЖЬ;33937;;None;None;None;None;;;;-25;-25;;;;-XXXXX.X;3.64;22;;18.04;5;3;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;10070
M;C336_3_E;;;9100;9100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;336;;;;;;;0;;;;1257;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;C506_4_E;;;9100;9100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;506;;;;;;;0;;;;1775;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91TI801_TF;;COM;901-10;A_C90111;TRANSM FAULT;No;ЛОЖЬ;ЛОЖЬ;;612;;;;;;;0;;;;1494;ИСТИНА;33610;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;1015
M;332_360_1;;;901-10;;91LALL055_58_61_I;;ЛОЖЬ;ЛОЖЬ;;360;;;;;;;0;;;;458;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91PI822_MOC;;COM;901-10;A_C90111;MO CONFIRMED;No;ИСТИНА;ЛОЖЬ;;606;;;;;;;0;;;;2004;ИСТИНА;33737;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;614
DO;91PAHH084_FU1;;COM;901-10;A_90110;LIQUID AMM TO V9011001C;No;ИСТИНА;ЛОЖЬ;;1508;;;;;;;0;;;;818;ИСТИНА;34116;None;;;;;;1=FIRST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;822
M;602_1514_2;;;9100;;91PDAHH804_I;;ЛОЖЬ;ЛОЖЬ;;1514;;;;;;;0;;;;874;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;1508_1528_2;;;;C9011001;91PAHH084_FU1_I;;ЛОЖЬ;ЛОЖЬ;;1528;;;;;;;0;;;;1016;ЛОЖЬ;0;;;;;;;1=FIRST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;C1516_1_J;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1516;;;;;;;0;;;;956;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;313_368_1;;;9100;;91PALL073_I;;ЛОЖЬ;ЛОЖЬ;;368;;;;;;;0;;;;2632;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DO;91PAHH772A_P;;COM;901-10;A_C90111;INDICATION LIGHT;No;ИСТИНА;ЛОЖЬ;;506;;;;;;;0;;;;531;ЛОЖЬ;34005;None;;;;;;1=ACTIVE;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;CC_UCB_1;ESD_912_1;83;;;;
R;C2456_6;;;;;Compiler register (256, 168);;ЛОЖЬ;ЛОЖЬ;;2456;;Float;;;;;0;;;;360;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91PAHH081_FU2;;COM;901-10;A_90110;LIQUID AMM TO V9011001B;No;ИСТИНА;ЛОЖЬ;;1520;;;;;;;0;;;;923;ИСТИНА;34141;None;;;;;;1=FIRST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;847
DO;91LALL495_CA;;COM;901-05;A_90105;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;250;;;;;;;0;;;;1315;ЛОЖЬ;0;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;502
M;C600_3_F;;;9100;9100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;600;;;;;;;0;;;;1170;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;324_325_4;;;;;91LI055_F;;ЛОЖЬ;ЛОЖЬ;;325;;;;;;;0;;;;2697;ЛОЖЬ;0;;;;;;;1=FAULT;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DO;91TI987_MOC;;COM;901-10;A_90110;MO CONFIRMED;No;ИСТИНА;ЛОЖЬ;;304;;;;;;;0;;;;1346;ИСТИНА;33739;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;667
M;C300_1_G;;;9100;9100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;300;;;;;;;0;;;;2611;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;310_402_2;;;901-10;;91PAHH063_I;;ЛОЖЬ;ЛОЖЬ;;402;;;;;;;0;;;;1715;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C326_3_E;;;9100;9100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;326;;;;;;;0;;;;2047;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91HA005A1;;COM;901-10;A_90110;COMP STOP C9011001SX;No;ИСТИНА;ЛОЖЬ;;358;;;;;;;0;;;;1454;ИСТИНА;33740;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;435
M;C610_5_E;;;9100;9100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;610;;;;;;;0;;;;2666;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;2470_B;;;;;Signal 1;;ЛОЖЬ;ЛОЖЬ;;2470;;;;;;;0;;;;154;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
T;612_5;;;9100;;;;ЛОЖЬ;ЛОЖЬ;;612;;;;;;;;100 ms;5;;208;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;504_186_1;;;901-10;;91PT752;;ЛОЖЬ;ЛОЖЬ;;186;;;;;;;0;;;;1787;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91PAHH822A_P;;COM;901-10;A_C90111;INDICATION LIGHT;No;ИСТИНА;ЛОЖЬ;;606;;;;;;;0;;;;545;ЛОЖЬ;34006;None;;;;;;1=ACTIVE;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;CC_UCB_1;ESD_912_1;89;;;;
M;C321_3_E;;;9100;9100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;321;;;;;;;0;;;;1969;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DO;91FI029B_TF;;COM;901-10;A_90110;TRANSM FAULT;No;ЛОЖЬ;ЛОЖЬ;;348;;;;;;;0;;;;1655;ИСТИНА;33741;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;427
M;C524_1_C;;;9100;9100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;524;;;;;;;0;;;;660;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91LAHH047_CA;;COM;901-10;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;334;;;;;;;0;;;;1099;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;887
M;2470_D;;;;;Signal 3;;ЛОЖЬ;ЛОЖЬ;;2470;;;;;;;0;;;;158;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;344_464_3;;;901-10;;GROUP-SHUTDOWN;;ЛОЖЬ;ЛОЖЬ;;464;;;;;;;0;;;;1744;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91LI802_TF;;COM;901-10;A_C90111;TRANSM FAULT;No;ЛОЖЬ;ЛОЖЬ;;600;;;;;;;0;;;;1990;ИСТИНА;33742;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;528
M;322_321_3;;;9100;;91LI051_F;;ЛОЖЬ;ЛОЖЬ;;321;;;;;;;0;;;;1907;ЛОЖЬ;0;;;;;;;1=FAULT;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;532_536_1;;;901-10;;91XY755A;;ЛОЖЬ;ЛОЖЬ;;536;;;;;;;0;;;;445;ЛОЖЬ;0;;;;;;;1=ACTIVE;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91TI809A_TF;;COM;901-10;A_C90111;TRANSM FAULT;No;ЛОЖЬ;ЛОЖЬ;;616;;;;;;;0;;;;1507;ИСТИНА;33609;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;1019
AI;91PI774;;FLD;901-10;A_C90111;C-9011001AX CARTER OIL;Yes;ИСТИНА;ЛОЖЬ;;510;ИСТИНА;Float;4-20mA;0;100;kPa-g;;;;;28;ЛОЖЬ;33941;;None;None;None;None;;;;-25;-25;;;;-XXXXX.X;3.64;22;;18.04;1;8;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;10094
M;334_1;;;901-10;;;;ЛОЖЬ;ЛОЖЬ;;334;;;;;;;0;;;;1544;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;322_432_2;;;901-10;;91LALL052_I;;ЛОЖЬ;ЛОЖЬ;;432;;;;;;;0;;;;1375;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;IB912_ESD1_CS;;COM;;;CLOCK SOURCE FLT;No;ЛОЖЬ;ЛОЖЬ;;19;;;;;;;0;;;;1624;ЛОЖЬ;0;None;;;;;FAULT;;State High;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;931
M;500_536_5;;;9100;;91LAH751_O;;ЛОЖЬ;ЛОЖЬ;;536;;;;;;;0;;;;2029;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DO;91VAHH752_FU;;COM;901-10;A_90110;TRIP INITIATOR;No;ИСТИНА;ЛОЖЬ;;1504;;;;;;;0;;;;810;ИСТИНА;34108;None;;;;;;1=FIRST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;814
DO;91PI805_TF;;COM;901-10;A_C90111;TRANSM FAULT;No;ЛОЖЬ;ЛОЖЬ;;606;;;;;;;0;;;;1478;ИСТИНА;34009;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;1009
M;302_446_2;;;9100;;91TAHH108_I;;ЛОЖЬ;ЛОЖЬ;;446;;;;;;;0;;;;1711;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C318_1_G;;;9100;9100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;318;;;;;;;0;;;;1462;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;618_188_1;;;901-10;;91TT811;;ЛОЖЬ;ЛОЖЬ;;188;;;;;;;0;;;;2036;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C310_3_E;;;9100;9100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;310;;;;;;;0;;;;1574;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;C536_4_D;;;9100;9100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;536;;;;;;;0;;;;1038;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;314_3;;;901-10;;;;ЛОЖЬ;ЛОЖЬ;;314;;;;;;;0;;;;408;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
T;616_2;;;9100;;;;ЛОЖЬ;ЛОЖЬ;;616;;;;;;;;100 ms;5;;608;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;340_420_3;;;9100;;91LAHH077_I;;ЛОЖЬ;ЛОЖЬ;;420;;;;;;;0;;;;1732;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;91PI076_TF;;COM;901-10;A_90110;TRANSM FAULT;No;ЛОЖЬ;ЛОЖЬ;;314;;;;;;;0;;;;1419;ИСТИНА;33743;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;592
DO;91XY068;;FLD;901-10;A_90110;INLET VALVE CTRL 91XV068;Yes;ИСТИНА;ЛОЖЬ;;388;;;;;;;0;;;;35;ИСТИНА;33427;None;;;;;;1=OPEN;;;;;;;Undefined;491;3428;;18.05;5;4;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;738
M;C338_3_E;;;9100;9100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;338;;;;;;;0;;;;2602;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DO;91TAHH808;;COM;901-10;A_C90111;C9011001SX COOL H2O;No;ИСТИНА;ЛОЖЬ;;616;;;;;;;0;;;;2032;ИСТИНА;33744;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;636
DO;91LAHH066;;COM;901-10;A_90110;AMMONIA TO V-9011004;No;ИСТИНА;ЛОЖЬ;;336;;;;;;;0;;;;1578;ИСТИНА;33745;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;467
DO;91PALL829;;COM;901-10;A_C90111;C9011001SX FLU GAS SUP;No;ИСТИНА;ЛОЖЬ;;608;;;;;;;0;;;;2011;ИСТИНА;33746;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;576
M;C335_1_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;335;;;;;;;0;;;;2566;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;C635_2_A;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;635;;;;;;;0;;;;1783;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
T;337_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;337;;;;;;;;100 ms;5;;712;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
T;342_2;;;901-10;;;;ЛОЖЬ;ЛОЖЬ;;342;;;;;;;;100 ms;10;;228;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;508_522_2;;;9100;;91PALL779_I;;ЛОЖЬ;ЛОЖЬ;;522;;;;;;;0;;;;1898;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;338_454_4;;;901-10;;91LALL073_I;;ЛОЖЬ;ЛОЖЬ;;454;;;;;;;0;;;;1738;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
AI;91FI029A;;FLD;901-10;A_C90111;Расход. Охл. вода 2 системы к конц. холку С-9011001AX;Yes;ИСТИНА;ЛОЖЬ;;348;ИСТИНА;Float;4-20mA;0;2250;кг/ч;;;;;320;ЛОЖЬ;33756;;None;None;None;None;;;;;;;;;-XXXXX.X;3.64;22;;18.04;9;13;1;Bottom scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;ESD_912_1;10209
M;C614_5_G;;;9100;9100;Function block marker;;ЛОЖЬ;ЛОЖЬ;;614;;;;;;;0;;;;2136;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
