FLD Number;Tag Name;Title;Unit;SubUnit;Protected;Drawing Number;FLD Type;Execution Environment;Author;Revision;Design Date;Parent Asset;Item Name;Point Detail Display;Group Detail Display;Associated Display
323;ESD_411_2_FLD0323;42-I-502 C-4202 42ZSLL-820/821;4200;C-4202;ЛОЖЬ;;Program block;ESD_411_2;;;09.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1034;ESD_411_2_FLD1034;C-4201 FIRST-UP;4200;C-4201;ЛОЖЬ;;Program block;ESD_411_2;;;04.11.2012;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1004;ESD_411_2_FLD1004;C-4202 FIRST-UP;4200;C-4202;ЛОЖЬ;;Program block;ESD_411_2;;;04.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
350;ESD_411_2_FLD0350;C-4202 CW TRIP & ALARM ON LP;4200;C-4202;ЛОЖЬ;;Program block;ESD_411_2;;;04.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2495;ESD_411_2_FLD2495;DIV PROTECTION;;;ЛОЖЬ;;Function block;ESD_411_2;;;04.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
311;ESD_411_2_FLD0311;42-I-502 C-4202 42-TAHH-848E/B;4200;C-4202;ЛОЖЬ;;Program block;ESD_411_2;;;20.09.2013;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1026;ESD_411_2_FLD1026;C-4201 FIRST-UP;4200;C-4201;ЛОЖЬ;;Program block;ESD_411_2;;;04.11.2012;;;Sysdtlsmflda;Sysdtlsmflda_fp;
372;ESD_411_2_FLD0372;C-4202 CAPACITY VALV 42XY-801D;4100;C-4104;ЛОЖЬ;;Program block;ESD_411_2;;;26.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2335;ESD_411_2_FLD2335;MOS REQUEST AREA C-4202;;;ЛОЖЬ;;Function block;ESD_411_2;;;09.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
145;ESD_411_2_FLD0145;MOS LAMP CONTROL AREA 4200;4200;;ЛОЖЬ;;Program block;ESD_411_2;;;30.08.2023;;;Sysdtlsmflda;Sysdtlsmflda_fp;
20;ESD_411_2_FLD0020;SAFENET CONTROL;;;ЛОЖЬ;;Program block;ESD_411_2;;;24.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
101;ESD_411_2_FLD0101;MOS ENABLE AREA C-4202;4200;;ЛОЖЬ;;Program block;ESD_411_2;;;09.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2333;ESD_411_2_FLD2333;MOS REQUEST AREA 4200;;;ЛОЖЬ;;Function block;ESD_411_2;;;09.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
600;ESD_411_2_FLD0600;P-5820 58-TI-751/752/753;5800;;ЛОЖЬ;;Program block;ESD_411_2;;;04.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
320;ESD_411_2_FLD0320;42-I-002 C-4202 42-PAHH-041;4200;C-4202;ЛОЖЬ;;Program block;ESD_411_2;;;04.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
243;ESD_411_2_FLD0243;42-I-504 C-4201 42-TAHH-801B;4200;C-4201;ЛОЖЬ;;Program block;ESD_411_2;;;14.05.2012;;;Sysdtlsmflda;Sysdtlsmflda_fp;
18;ESD_411_2_FLD0018;SYSTEM CABINET FAULTS;;;ЛОЖЬ;;Program block;ESD_411_2;;;04.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
386;ESD_411_2_FLD0386;42-I-020 EM SD 4200: DCS TRIPS;4200;;ЛОЖЬ;;Program block;ESD_411_2;;;09.11.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
884;ESD_411_2_FLD0884;C-4201 HORN ACTIVATE ON LP;4200;C-4201;ЛОЖЬ;;Program block;ESD_411_2;;;12.05.2012;;;Sysdtlsmflda;Sysdtlsmflda_fp;
887;ESD_411_2_FLD0887;C-4201 41-HS-001A/B_014A/B MOS;4200;C-4201;ЛОЖЬ;;Program block;ESD_411_2;;;18.07.2014;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2462;ESD_411_2_FLD2462;SOV & MOV;;;ЛОЖЬ;;Function block;ESD_411_2;;;25.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
505;ESD_411_2_FLD0505;P-5802 58-VAHH-712X/Y;5800;;ЛОЖЬ;;Program block;ESD_411_2;;;07.10.2013;;;Sysdtlsmflda;Sysdtlsmflda_fp;
812;ESD_411_2_FLD0812;58-I-906 P-5814X 58LALL-906/05;5800;K-5802/7;ЛОЖЬ;;Program block;ESD_411_2;;;04.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
290;ESD_411_2_FLD0290;42-I-001 C-4201 TRIP SIS-001;4200;C-4201;ЛОЖЬ;;Program block;ESD_411_2;;;04.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
11;ESD_411_2_FLD0011;FLD INDEX;;;ЛОЖЬ;;FLD index;;;;05.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
850;ESD_411_2_FLD0850;C-5811 58-PAHH-922;5800;C-5811;ЛОЖЬ;;Program block;ESD_411_2;;;04.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
244;ESD_411_2_FLD0244;42-I-504 C-4201 42-TAHH-801C;4200;C-4201;ЛОЖЬ;;Program block;ESD_411_2;;;04.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
396;ESD_411_2_FLD0396;OOS & CTRL 58-XV-027,58-XV-028;5800;;ЛОЖЬ;;Program block;ESD_411_2;;;11.08.2015;;;Sysdtlsmflda;Sysdtlsmflda_fp;
151;ESD_411_2_FLD0151;MOS LAMP CONTROL AREA C-4201;;;ЛОЖЬ;;Program block;ESD_411_2;;;04.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
650;ESD_411_2_FLD0650;P-5820S 58-TI-761/762/763;5800;;ЛОЖЬ;;Program block;ESD_411_2;;;04.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
750;ESD_411_2_FLD0750;P-5801S 58-TI-721/722/723/724;5800;;ЛОЖЬ;;Program block;ESD_411_2;;;04.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
554;ESD_411_2_FLD0554;P-5802S 58-VAHH-721X/Y;5800;;ЛОЖЬ;;Program block;ESD_411_2;;;04.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
247;ESD_411_2_FLD0247;42-I-504 C-4201 42-TAHH-803;4200;C-4201;ЛОЖЬ;;Program block;ESD_411_2;;;20.09.2013;;;Sysdtlsmflda;Sysdtlsmflda_fp;
85;ESD_411_2_FLD0085;MOS ENABLE AREA 5800-3/4;;;ЛОЖЬ;;Program block;ESD_411_2;;;04.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
97;ESD_411_2_FLD0097;MOS ENABLE AREA 4200;4200;;ЛОЖЬ;;Program block;ESD_411_2;;;09.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
303;ESD_411_2_FLD0303;42-I-502 C-4202 42-PALL-813;4200;C-4202;ЛОЖЬ;;Program block;ESD_411_2;;;20.09.2013;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2470;ESD_411_2_FLD2470;First-Up Block;;;ЛОЖЬ;;Function block;ESD_411_2;;;04.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2420;ESD_411_2_FLD2420;LOW/HIGH TRIP NO MO;;;ЛОЖЬ;;Function block;ESD_411_2;;;04.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
319;ESD_411_2_FLD0319;42-I-002 C-4202 42-PDAHH-040;4200;C-4202;ЛОЖЬ;;Program block;ESD_411_2;;;06.07.2015;;;Sysdtlsmflda;Sysdtlsmflda_fp;
6;ESD_411_2_FLD0006;LEGEND 05;;;ЛОЖЬ;;Comment block;;;;05.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
258;ESD_411_2_FLD0258;42-I-001 C-4201 42-PAHH-029;4200;C-4201;ЛОЖЬ;;Program block;ESD_411_2;;;04.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2456;ESD_411_2_FLD2456;XooY-1 VOTING;;;ЛОЖЬ;;Function block;ESD_411_2;;;04.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1016;ESD_411_2_FLD1016;C-4201 FIRST-UP;4200;C-4201;ЛОЖЬ;;Program block;ESD_411_2;;;04.11.2012;;;Sysdtlsmflda;Sysdtlsmflda_fp;
310;ESD_411_2_FLD0310;42-I-502 C-4202 42-TAHH-848D/A;4200;C-4202;ЛОЖЬ;;Program block;ESD_411_2;;;04.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
