PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11;ComAllocationType12;Master12;Slave12;PLCAddress12;ComAllocationType13;Master13;Slave13;PLCAddress13;ComAllocationType14;Master14;Slave14;PLCAddress14
M;860_732_1;;;2000;;20SIS125_I;;ЛОЖЬ;ЛОЖЬ;;732;;;;;;;0;;;;2281;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;42SIS020_SM02_04;;FSC;2000;;42-I-020;Yes;ЛОЖЬ;ЛОЖЬ;;978;;;;;;;0;;;;5973;ЛОЖЬ;0;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;ESD_001_2;ESD_001_4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH723_FU;;COM;2000;C-2004C;C2004S MOTOR BRG NDE TMP;No;ЛОЖЬ;ЛОЖЬ;;1122;;;;;;;0;;;;5684;ИСТИНА;3559;None;;;;;;1=FIRST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;1912
DO;22TI720A_TF;;COM;2200;A_C2004;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;725;;;;;;;0;;;;6924;ЛОЖЬ;0;None;;;;;;0=FAIL;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;2271
DO;20PI303_TF;;COM;2000;;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;828;;;;;;;0;;;;1887;ЛОЖЬ;0;None;;;;;;0=FAIL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;1231
M;C854_1_F;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;854;;;;;;;0;;;;6114;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;22PI216A;;FLD;2000;C-2001;CONTROL OIL HEADER PRESS;Yes;ИСТИНА;ЛОЖЬ;;532;ИСТИНА;Float;4-20mA;0;1.6;MPa;;;;;1140;ЛОЖЬ;2299;;None;None;None;None;;;;;;;;;-XXXXX.X;3.64;22;;02.04;15;14;1;Bottom scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;10544
DO;22XA250;;COM;2000;C-2001;22XV250 DISCREPANCY;No;ЛОЖЬ;ЛОЖЬ;;592;;;;;;;0;;;;1092;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;817
M;354_352_3;;;2000;H-2005A;20-I-341_CA;;ЛОЖЬ;ЛОЖЬ;;352;;;;;;;0;;;;379;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22PAHH272_CA;;COM;2000;C-2001;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;522;;;;;;;0;;;;4156;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;2125
DO;22TAHH167A_CA;;COM;2200;A_2000;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;938;;;;;;;0;;;;2962;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;1364
DO;22TAHH261A_CA;;COM;2000;C-2001;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;556;;;;;;;0;;;;4142;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;2111
BO;22TI163_HH;;COM;2200;A_2000;HH TRIP SETPOINT (°C);No;ЛОЖЬ;ЛОЖЬ;;960;;Float;;;;;0;;;;528;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;10268
M;264_138_2;;;2000;;21BT405_MO;;ЛОЖЬ;ЛОЖЬ;;138;;;;;;;0;;;;2720;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C356_1_D;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;356;;;;;;;0;;;;3546;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20TI442_MOC;;COM;2000;A_2000;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;810;;;;;;;0;;;;1909;ИСТИНА;2137;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;1196
DO;21TAL431;;COM;2100;A_2000;APH  TEMPERATURE;No;ЛОЖЬ;ЛОЖЬ;;326;;;;;;;0;;;;268;ИСТИНА;2138;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;699
M;C709_2_G;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;709;;;;;;;0;;;;7202;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21BI419_TF;;COM;2100;A_2000;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;278;;;;;;;0;;;;1804;ЛОЖЬ;0;None;;;;;;0=FAIL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;556
T;842_2;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;842;;;;;;;;100 ms;5;;1292;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C782_1_B;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;782;;;;;;;0;;;;3044;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;458_285_4;;;2000;;MO REQUEST;;ЛОЖЬ;ЛОЖЬ;;285;;;;;;;0;;;;4846;ЛОЖЬ;0;;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C2490_1;;;;;Compiler marker (176, 139);;ЛОЖЬ;ЛОЖЬ;;2490;;;;;;;0;;;;5953;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C714_1_B;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;714;;;;;;;0;;;;3124;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C564_4_D;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;564;;;;;;;0;;;;6239;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20HA562K_FU2;;COM;2000;C-2004C;C-2004A/B/S EMERGENCY SD;No;ЛОЖЬ;ЛОЖЬ;;1126;;;;;;;0;;;;5722;ИСТИНА;3561;None;;;;;;1=FIRST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;1933
DO;20LAHH095;;COM;2000;A_2000;V-2015;No;ЛОЖЬ;ЛОЖЬ;;854;;;;;;;0;;;;2239;ИСТИНА;2140;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;1279
M;C322_2_G;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;322;;;;;;;0;;;;4249;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;352_4;;;2000;H-2005A;;;ЛОЖЬ;ЛОЖЬ;;352;;;;;;;;100 ms;30;;984;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22LAHH473A_CA;;COM;2200;A_C2004;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;652;;;;;;;0;;;;1439;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;982
M;278_2;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;278;;;;;;;0;;;;2255;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22PALL479_CA;;COM;2200;A_C2004;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;654;;;;;;;0;;;;1320;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;991
M;C436_2;;;2000;H-2005A;Compiler marker (437, 246);;ЛОЖЬ;ЛОЖЬ;;436;;;;;;;0;;;;7957;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C442_3_C;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;442;;;;;;;0;;;;3442;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20HSXV203_F;;COM;;;LINE FAULT;No;ЛОЖЬ;ЛОЖЬ;;1312;;;;;;;0;;;;1786;ИСТИНА;2616;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;2442
BO;21BI422_LL;;COM;2100;A_2000;LL TRIP SETPOINT (%);No;ЛОЖЬ;ЛОЖЬ;;281;;Float;;;;;0;;;;416;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;10269
DO;21FC406_0_P;;COM;2100;A_2000;FD CTR RAMP DOWN TO 0%OP;No;ИСТИНА;ЛОЖЬ;;402;;;;;;;0;;;;848;ИСТИНА;3856;None;;;;;;1=ACTIVE;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;CC_CCB_3;ESD_001_2;108;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;2907
DO;20PALL267;;COM;2000;A_2000;C-2004A 1ST ST SUCTION;No;ЛОЖЬ;ЛОЖЬ;;807;;;;;;;0;;;;1866;ИСТИНА;2143;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;1187
DO;20TI458A_TF;;COM;2000;A_2000;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;298;;;;;;;0;;;;162;ЛОЖЬ;0;None;;;;;;0=FAIL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;636
DI;00XS001EMC03;;MAR;2000;S_B001;CB001 COMM ALARM EMC03;Yes;ИСТИНА;ЛОЖЬ;;18;;;;;;;;;;;118;ИСТИНА;2146;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;02.03;15;15;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;1439
DI;20PI267_MOR;;COM;2000;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;806;;;;;;;0;;;;6287;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_2;19
M;396_446_1;;;2000;H-2005A;READY TO OPEN MAIN GAS;;ЛОЖЬ;ЛОЖЬ;;446;;;;;;;0;;;;808;ЛОЖЬ;0;;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C546_3_D;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;546;;;;;;;0;;;;4168;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH251_CA;;COM;2200;A_2000;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;772;;;;;;;0;;;;2014;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;1128
M;861_1;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;861;;;;;;;0;;;;2559;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH712C;;COM;2200;A_C2004;C-2004S WIND TEMP. (W1);No;ЛОЖЬ;ЛОЖЬ;;711;;;;;;;0;;;;1554;ИСТИНА;2149;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;1064
M;C568_4_D;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;568;;;;;;;0;;;;6229;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C416_1_H;;;2000;2000;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;416;;;;;;;0;;;;3485;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C306_2_G;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;306;;;;;;;0;;;;4261;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22VSHH141XY_MOC;;COM;2000;C-2001;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;552;;;;;;;0;;;;4169;ИСТИНА;3310;None;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;2136
DO;20HS424A_MOC;;COM;2000;A_2000;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;865;;;;;;;0;;;;7466;ИСТИНА;3847;None;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;2321
M;395_274_3;;;2000;H-2005A;INHIBIT FLAME ON;;ЛОЖЬ;ЛОЖЬ;;274;;;;;;;0;;;;800;ЛОЖЬ;0;;;;;;;0=INHIBIT;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI267A_TF;;COM;2000;C-2001;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;510;;;;;;;0;;;;3356;ЛОЖЬ;0;None;;;;;;0=FAIL;0=FAIL;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;2091
M;C257_1_F;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;257;;;;;;;0;;;;4998;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;800_6;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;800;;;;;;;0;;;;8057;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAH712A_CA;;COM;2200;A_C2004;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;706;;;;;;;0;;;;5316;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;1810
T;330_4;;;2000;H-2005A;;;ЛОЖЬ;ЛОЖЬ;;330;;;;;;;;1 s;30;;4;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C518_5_B;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;518;;;;;;;0;;;;520;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C397_2_F;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;397;;;;;;;0;;;;1189;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C914_1_K;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;914;;;;;;;0;;;;683;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;530_3;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;530;;;;;;;;100 ms;5;;556;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BI;22PT478_P;;COM;2000;C-2004B;;No;ЛОЖЬ;ИСТИНА;;654;;Word;;;;;0;;;;1498;;0;;;;;;;;;0;0;;;;-XXXXX.X;;;;;;;;Fixed value;0;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;CC_CCB_3;ESD_001_2;30;;;;;;;;;;;;;;;;
DO;21PDALL459;;COM;2000;H-2005A;FUEL OIL/ATOMIZING STEAM;No;ЛОЖЬ;ЛОЖЬ;;368;;;;;;;0;;;;192;ИСТИНА;2150;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;687
M;401_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;401;;;;;;;0;;;;7653;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;400_324_3;;;2000;H-2005A;HEATER START-UP SEQ END;;ЛОЖЬ;ЛОЖЬ;;324;;;;;;;0;;;;839;ЛОЖЬ;0;;;;;;;FUEL OIL ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21XV410_OOS;;COM;;;;No;ЛОЖЬ;ЛОЖЬ;;393;;;;;;;0;;;;7978;ИСТИНА;3838;None;;;;;;0=OVERRIDE;0=OVERRIDE;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_2;2463
