FLD Number;Tag Name;Title;Unit;SubUnit;Protected;Drawing Number;FLD Type;Execution Environment;Author;Revision;Design Date;Parent Asset;Item Name;Point Detail Display;Group Detail Display;Associated Display
538;ESD_001_2_FLD0538;22-I-512 DEPRESSURIZED SD;2000;C-2001;ЛОЖЬ;;Program block;ESD_001_2;;;10.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
428;ESD_001_2_FLD0428;FLAME INTERLOCK;2000;H-2005A;ЛОЖЬ;;Program block;ESD_001_2;;;04.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1006;ESD_001_2_FLD1006;VALVE DISCREPANCY (21XY408);2000;;ЛОЖЬ;;Program block;ESD_001_2;;;11.08.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
146;ESD_001_2_FLD0146;MOS AREA CH-20-3;2000;CH-20-3;ЛОЖЬ;;Program block;ESD_001_2;;;19.01.2021;;;Sysdtlsmflda;Sysdtlsmflda_fp;
358;ESD_001_2_FLD0358;INTERLOCK 20-I-342;2000;H-2005A;ЛОЖЬ;;Program block;ESD_001_2;;;26.11.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
844;ESD_001_2_FLD0844;20-I-124: 20PSLL311;2000;;ЛОЖЬ;;Program block;ESD_001_2;;;11.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
316;ESD_001_2_FLD0316;I-343 INPUT SIGNALS (21PT414B);2000;H-2005A;ЛОЖЬ;;Program block;ESD_001_2;;;26.11.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
946;ESD_001_2_FLD0946;P2015 & S TRIP;2200;P-2011;ЛОЖЬ;;Program block;ESD_001_2;;;13.05.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
400;ESD_001_2_FLD0400;FUEL OIL LINE SHUTOFF VALVES;2000;H-2005A;ЛОЖЬ;;Program block;ESD_001_2;;;03.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
450;ESD_001_2_FLD0450;H2005A MOS GROUP;2000;H-2005A;ЛОЖЬ;;Program block;ESD_001_2;;;12.08.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1098;ESD_001_2_FLD1098;C-2004A/B/S FIRST UP LOGIC;2000;C-2004C;ЛОЖЬ;;Program block;ESD_001_2;;;10.11.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1110;ESD_001_2_FLD1110;C-2004B FIRST UP LOGIC;2000;C-2004C;ЛОЖЬ;;Program block;ESD_001_2;;;01.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
675;ESD_001_2_FLD0675;I-505: C2004B INPUT(22TT670A);2000;C-2004B;ЛОЖЬ;;Program block;ESD_001_2;;;30.06.2014;;;Sysdtlsmflda;Sysdtlsmflda_fp;
162;ESD_001_2_FLD0162;MOS AREA CH-20-2;2000;;ЛОЖЬ;;Program block;ESD_001_2;;;10.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
502;ESD_001_2_FLD0502;C-2001 DESUPER HEATING VALVES;2000;C-2001;ЛОЖЬ;;Program block;ESD_001_2;;;10.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
574;ESD_001_2_FLD0574;20-I-062: 20HS019;2000;C-2001;ЛОЖЬ;;Program block;ESD_001_2;;;21.01.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
774;ESD_001_2_FLD0774;20-I-153: 20TT252;2000;;ЛОЖЬ;;Program block;ESD_001_2;;;09.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
290;ESD_001_2_FLD0290;I-341 INPUT SIGNALS (21BE431);2000;H-2005A;ЛОЖЬ;;Program block;ESD_001_2;;;12.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
420;ESD_001_2_FLD0420;FLAME INTERLOCK;2000;H-2005A;ЛОЖЬ;;Program block;ESD_001_2;;;04.12.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
