PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5
M;C165_2_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;165;;;;;;;0;;;;2567;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;C320_1_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;320;;;;;;;0;;;;2355;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
AI;93HS681;;FLD;;;Manual annunciator 93HS681;Yes;ИСТИНА;ЛОЖЬ;;130;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;380;ЛОЖЬ;62003;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;46.05;5;11;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;Output;EPKS_CCB;FGS_931_1;11385;;;;;;;;;;;;
M;C185_5_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;185;;;;;;;0;;;;2514;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;145_8;;;;;;;ЛОЖЬ;ЛОЖЬ;;145;;;;;;;0;;;;605;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C120_7_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;120;;;;;;;0;;;;2707;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DI;93XSC303;;MCC;;;shutter 93 XV 303- off;Yes;ИСТИНА;ЛОЖЬ;;736;;;;;;;;;;;146;ЛОЖЬ;62004;None;;;;;;1=CLOSE;;;;;;;Undefined;491;3428;;46.05;13;11;1;Low;;Digital switch without loop monitoring;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_931_1;491;;;;;;;;;;;;
DO;93XA683;;COM;;;TRIP INITIATOR-Fire;No;ЛОЖЬ;ЛОЖЬ;;134;;;;;;;1;;;;320;ИСТИНА;62325;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;Output;EPKS_CCB;FGS_931_1;846;;;;;;;;;;;;
M;C205_4_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;205;;;;;;;0;;;;1245;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C542_3_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;542;;;;;;;0;;;;2130;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;189_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;189;;;;;;;0;;;;527;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93XV301AL_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;716;;;;;;;0;;;;1851;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;Output;EPKS_CCB;FGS_931_1;928;;;;;;;;;;;;
M;C800_1_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;800;;;;;;;0;;;;921;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
T;716_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;716;;;;;;;;1 s;0;;48;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON memorize with variable timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C165_2_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;165;;;;;;;0;;;;2566;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;177_178_4;;;;;93PT295B_BadPV_FL;;ЛОЖЬ;ЛОЖЬ;;178;;;;;;;0;;;;1916;ЛОЖЬ;0;;;;;;;0=BadPV;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93XA651;;FLD;;;beacon (fire) ext. installation;Yes;ИСТИНА;ЛОЖЬ;;207;;;;;;;0;;;;120;ИСТИНА;62005;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;46.06;3;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;Output;EPKS_CCB;FGS_931_1;573;;;;;;;;;;;;
M;178_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;178;;;;;;;0;;;;949;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C342_2_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;342;;;;;;;0;;;;2317;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DI;93PT315A_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;205;;;;;;;0;;;;3433;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;Input;EPKS_CCB;FGS_931_1;90;;;;;;;;;;;;
M;C550_2_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;550;;;;;;;0;;;;2120;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C170_5_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;170;;;;;;;0;;;;2555;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;122_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;122;;;;;;;0;;;;1130;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C520_3_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;520;;;;;;;0;;;;2164;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
T;242_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;242;;;;;;;;100 ms;10;;100;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C746_2_I;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;746;;;;;;;0;;;;1476;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;532_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;532;;;;;;;0;;;;1647;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;500_550_2;;;;;93HS397;;ЛОЖЬ;ЛОЖЬ;;550;;;;;;;0;;;;1690;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93HS304F_C;;COM;;;DCS AUTO MODE BLOCK;No;ЛОЖЬ;ЛОЖЬ;;746;;;;;;;0;;;;2482;ИСТИНА;62381;None;;;;;;1=BLOCK;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;Output;EPKS_CCB;FGS_931_1;558;;;;;;;;;;;;
DI;93HS398;;COM;;;ACK IB-93-1 FIRE;No;ИСТИНА;ИСТИНА;;100;;;;;;;0;;;;3409;ЛОЖЬ;62215;None;;;;;;1=ACK;;;;;;;Undefined;;;;;;;;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;Input;EPKS_CCB;FGS_931_1;66;;;;;;;;;;;;
M;706_9;;;;;;;ЛОЖЬ;ЛОЖЬ;;706;;;;;;;0;;;;1798;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;572_1004_1;;;;;930-09-PH T.GAS ALARM;;ЛОЖЬ;ЛОЖЬ;;1004;;;;;;;0;;;;94;ЛОЖЬ;0;;;;;;;PULSE=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;178_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;178;;;;;;;0;;;;2082;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C170_3_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;170;;;;;;;0;;;;2553;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;C166_2_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;166;;;;;;;0;;;;1978;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C542_3_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;542;;;;;;;0;;;;2131;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C322_1_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;322;;;;;;;0;;;;2347;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93XV300OP_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;706;;;;;;;0;;;;1836;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;Output;EPKS_CCB;FGS_931_1;914;;;;;;;;;;;;
M;C340_1_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;340;;;;;;;0;;;;2320;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_931_1.93XA307_2;;FSC;;;Fl.GD act. in 930-09/10-GDAP-C,F,G lamp;Yes;ЛОЖЬ;ЛОЖЬ;;412;;;;;;;0;;;;405;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;FGS_001_1;FGS_931_1;16;;;;;;;;
M;C206_2_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;206;;;;;;;0;;;;1235;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
T;110_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;110;;;;;;;;100 ms;10;;44;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C812_2_J;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;812;;;;;;;0;;;;867;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C312_1_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;312;;;;;;;0;;;;2380;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;510_580_2;;;;;93GT203_RR;;ЛОЖЬ;ЛОЖЬ;;580;;;;;;;0;;;;1730;ЛОЖЬ;0;;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;210_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;210;;;;;;;0;;;;1310;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;2464_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;2464;;;;;;;0;;;;1748;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DI;93HS304F;;COM;;;DCS AUTO MODE BLOCK;No;ЛОЖЬ;ИСТИНА;;746;;;;;;;0;;;;3439;ЛОЖЬ;0;None;;;;;;1=DCScmdBLOCK;;;;;;;Undefined;;;;;;;;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;Input;EPKS_CCB;FGS_931_1;96;;;;;;;;;;;;
M;210_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;210;;;;;;;0;;;;1340;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C110_8_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;110;;;;;;;0;;;;2745;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
T;170_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;170;;;;;;;;100 ms;10;;400;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
T;726_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;726;;;;;;;;1 s;0;;196;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON memorize with variable timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93XA662;;FLD;;;Horn (fire) ext. installation;Yes;ИСТИНА;ЛОЖЬ;;180;;;;;;;0;;;;108;ИСТИНА;62006;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;46.06;1;5;1;Appl;;;;ЛОЖЬ;;;;;;;;;;Output;EPKS_CCB;FGS_931_1;569;;;;;;;;;;;;
DO;93GT215_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;370;;;;;;;0;;;;244;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;Output;EPKS_CCB;FGS_931_1;752;;;;;;;;;;;;
M;C186_2_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;186;;;;;;;0;;;;1763;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;1004_7;;;;;;;ЛОЖЬ;ЛОЖЬ;;1004;;;;;;;0;;;;89;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;100_162_1;;;;;93HS398;;ЛОЖЬ;ЛОЖЬ;;162;;;;;;;0;;;;516;ЛОЖЬ;0;;;;;;;1=ACK;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C812_2_K;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;812;;;;;;;0;;;;868;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;1000_1004_1;;;;;FIRE HORN (PANEL);;ЛОЖЬ;ЛОЖЬ;;1004;;;;;;;0;;;;78;ЛОЖЬ;0;;;;;;;1=ON;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;512_514_1;;;;;930-09_TGD_A1;;ЛОЖЬ;ЛОЖЬ;;514;;;;;;;0;;;;1619;ЛОЖЬ;0;;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;726_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;726;;;;;;;0;;;;1044;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
T;2407_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;2407;;;;;;;;100 ms;10;;364;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;IB931_FGS1_RT1;;COM;;;Repair time CP1;No;ЛОЖЬ;ЛОЖЬ;;22;;;;;;;0;;;;51;ИСТИНА;62230;None;;;;;;0=START;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;Output;EPKS_CCB;FGS_931_1;455;;;;;;;;;;;;
M;100_206_8;;;;;93HS399;;ЛОЖЬ;ЛОЖЬ;;206;;;;;;;0;;;;1292;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C196_2_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;196;;;;;;;0;;;;1332;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C540_3_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;540;;;;;;;0;;;;2141;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DI;93PT293B_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;170;;;;;;;0;;;;3420;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;Input;EPKS_CCB;FGS_931_1;77;;;;;;;;;;;;
M;C716_4_E;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;716;;;;;;;0;;;;1180;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DI;93XSC300;;MCC;;;shutter 93 XV 300- off;Yes;ИСТИНА;ЛОЖЬ;;706;;;;;;;;;;;153;ЛОЖЬ;62007;None;;;;;;1=CLOSE;;;;;;;Undefined;491;3428;;46.05;13;2;1;Low;;Digital switch without loop monitoring;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_931_1;482;;;;;;;;;;;;
M;C187_1_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;187;;;;;;;0;;;;1694;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C570_1_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;570;;;;;;;0;;;;2097;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;746_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;746;;;;;;;0;;;;2441;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C390_4_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;390;;;;;;;0;;;;2209;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C812_1_E;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;812;;;;;;;0;;;;877;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C706_2_F;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;706;;;;;;;0;;;;2069;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C195_3_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;195;;;;;;;0;;;;1374;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;812_9;;;;;;;ЛОЖЬ;ЛОЖЬ;;812;;;;;;;0;;;;2854;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
