PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6
BO;20DTY635;;COM;;;Delta (Max-Min) 20TI910A - D - 20TI911A - D;No;ЛОЖЬ;ЛОЖЬ;;515;;Float;;;;;0;;;;1398;;0;;None;None;None;None;;;;;;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;10328;;;;;;;;;;;;
DO;20TI812A_TF;;COM;;;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;266;;;;;;;0;;;;1039;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;557;;;;;;;;;;;;
DO;20TAHH916B_CA;;COM;;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;524;;;;;;;0;;;;984;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;1092;;;;;;;;;;;;
T;283_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;283;;;;;;;;100 ms;5;;1148;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C506_5_J;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;506;;;;;;;0;;;;3188;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;91_190_1;;;4100;;20TI805C_MO;;ЛОЖЬ;ЛОЖЬ;;190;;;;;;;0;;;;1401;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;529_530_4;;;;;20TI919D_I;;ЛОЖЬ;ЛОЖЬ;;530;;;;;;;0;;;;2255;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;101_283_5;;;;;20TI821C_MO;;ЛОЖЬ;ЛОЖЬ;;283;;;;;;;0;;;;2211;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20TAHH917B_CA;;COM;;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;525;;;;;;;0;;;;988;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;1093;;;;;;;;;;;;
M;106_13;;;;;;;ЛОЖЬ;ЛОЖЬ;;106;;;;;;;0;;;;3842;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1350_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;1350;;;;;;;0;;;;710;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;278_280_4;;;;;20TI818D_I;;ЛОЖЬ;ЛОЖЬ;;280;;;;;;;0;;;;1186;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20TI910A_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;107;;;;;;;0;;;;168;ЛОЖЬ;0;None;;;;;;1=REQUEST;1=REQUEST;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;View only;;;;;;;;;Input;EPKS_CCB;ESD_001_8;121;;;;;;;;;;;;
M;109_18;;;;;;;ЛОЖЬ;ЛОЖЬ;;109;;;;;;;0;;;;3938;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20TI817A_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;98;;;;;;;0;;;;120;ЛОЖЬ;0;None;;;;;;1=REQUEST;1=REQUEST;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;View only;;;;;;;;;Input;EPKS_CCB;ESD_001_8;73;;;;;;;;;;;;
M;C498_2_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;498;;;;;;;0;;;;3243;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1352_12;;;;;;;ЛОЖЬ;ЛОЖЬ;;1352;;;;;;;0;;;;1784;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;91_6;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;91;;;;;;;0;;;;615;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;111_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;111;;;;;;;0;;;;3987;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20HA434A2_PA;;COM;;;1oo2 PRE-ALARM;No;ЛОЖЬ;ЛОЖЬ;;590;;;;;;;0;;;;2668;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;924;;;;;;;;;;;;
M;544_552_3;;;;;20PAL926_I;;ЛОЖЬ;ЛОЖЬ;;552;;;;;;;0;;;;2652;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;C261_2_L;;;;;Function block register;;ЛОЖЬ;ЛОЖЬ;;261;;Float;;;;;0;;;;1958;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;103_11;;;;;;;ЛОЖЬ;ЛОЖЬ;;103;;;;;;;0;;;;1695;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;2433_E;;;;;;;ЛОЖЬ;ЛОЖЬ;;2433;;Float;;;;;0;;;;364;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;505_506_4;;;;;20TI907D_I;;ЛОЖЬ;ЛОЖЬ;;506;;;;;;;0;;;;2238;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;20TI909D;;FLD;;;CATALYST TEMP. LAYER 3;Yes;ИСТИНА;ЛОЖЬ;;511;ИСТИНА;Float;4-20mA;0;600;°C;;;;;1096;ЛОЖЬ;39543;;None;None;None;None;;;;;;;;;-XXXXX.X;3.76;21;;22.05;15;3;1;Top scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;10221;;;;;;;;;;;;
M;C279_1_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;279;;;;;;;0;;;;3422;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20TI805C_MOR;;COM;2000;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;91;;;;;;;0;;;;56;ЛОЖЬ;0;None;;;;;;1=REQUEST;1=REQUEST;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;View only;;;;;;;;;Input;EPKS_CCB;ESD_001_8;7;;;;;;;;;;;;
DO;20TAHH919D_CA;;COM;;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;529;;;;;;;0;;;;798;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;1094;;;;;;;;;;;;
AI;20TI810A;;FLD;;;CATALYST TEMP. LAYER 4;Yes;ИСТИНА;ЛОЖЬ;;265;ИСТИНА;Float;4-20mA;0;600;°C;;;;;12;ЛОЖЬ;39440;;None;None;None;None;;;;;;;;;-XXXXX.X;3.76;21;;22.04;1;4;1;Top scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;10097;;;;;;;;;;;;
DO;20TAHH913B_CA;;COM;;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;517;;;;;;;0;;;;972;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;1095;;;;;;;;;;;;
DO;20HA433B6_PA;;COM;;;1oo2 PRE-ALARM;No;ЛОЖЬ;ЛОЖЬ;;306;;;;;;;0;;;;1558;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;714;;;;;;;;;;;;
DO;20TI808D_TF;;COM;;;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;258;;;;;;;0;;;;1026;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;535;;;;;;;;;;;;
DO;20TAHH916C_CA;;COM;;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;524;;;;;;;0;;;;985;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;1096;;;;;;;;;;;;
DO;20TAHH801_FU;;COM;;;R-2001 OUTPUT;No;ЛОЖЬ;ЛОЖЬ;;1352;;;;;;;0;;;;1788;ИСТИНА;39542;None;;;;;;1=FIRST;1=FIRST;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;756;;;;;;;;;;;;
M;95_33;;;;;;;ЛОЖЬ;ЛОЖЬ;;95;;;;;;;0;;;;1976;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;279_280_3;;;;;20TI819C_I;;ЛОЖЬ;ЛОЖЬ;;280;;;;;;;0;;;;2192;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;94_34;;;;;;;ЛОЖЬ;ЛОЖЬ;;94;;;;;;;0;;;;1953;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20TAHH908909;;COM;;;TRIP INITIATOR;No;ЛОЖЬ;ЛОЖЬ;;510;;;;;;;0;;;;1009;ИСТИНА;39541;None;;;;;;0=TRIP;0=TRIP;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;1173;;;;;;;;;;;;
DI;20TI905B_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;104;;;;;;;0;;;;149;ЛОЖЬ;0;None;;;;;;1=REQUEST;1=REQUEST;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;View only;;;;;;;;;Input;EPKS_CCB;ESD_001_8;102;;;;;;;;;;;;
M;107_202_3;;;A_2000;;20TI909D_MO;;ЛОЖЬ;ЛОЖЬ;;202;;;;;;;0;;;;3880;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C516_4_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;516;;;;;;;0;;;;3134;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20TAHH906907_PA;;COM;;;2oo8 PRE ALARM;No;ЛОЖЬ;ЛОЖЬ;;506;;;;;;;0;;;;856;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;1001;;;;;;;;;;;;
DO;20TI813D_MOC;;COM;;;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;96;;;;;;;0;;;;1891;ИСТИНА;39540;None;;;;;;1=CONFIRMED;1=CONFIRMED;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;796;;;;;;;;;;;;
M;104_15;;;;;;;ЛОЖЬ;ЛОЖЬ;;104;;;;;;;0;;;;1757;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;20TI905C;;FLD;;;CATALYST TEMP. LAYER 1;Yes;ИСТИНА;ЛОЖЬ;;503;ИСТИНА;Float;4-20mA;0;600;°C;;;;;1020;ЛОЖЬ;39439;;None;None;None;None;;;;;;;;;-XXXXX.X;3.76;21;;22.05;13;1;1;Top scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;10204;;;;;;;;;;;;
M;102_18;;;;;;;ЛОЖЬ;ЛОЖЬ;;102;;;;;;;0;;;;2156;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2470_C;;;;;      ????;;ЛОЖЬ;ЛОЖЬ;;2470;;;;;;;0;;;;2825;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;VM 22.04/1/17;;SYS;;;;Yes;ЛОЖЬ;;;22;ИСТИНА;Float;0-5V (VM);0;100;;;;;;64;ЛОЖЬ;0;;None;None;None;None;;;;;;;;;Undefined;2.5;3.9;;22.04;1;17;1;Scan;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;20FI091A_LL;;COM;;;LL TRIP SETPOINT;No;ЛОЖЬ;ЛОЖЬ;;498;;Float;;;;;0;;;;500;;0;;None;None;None;None;;;;;;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;10183;;;;;;;;;;;;
DO;20XA433B_B0;;COM;;;FIRST STAGE DEPRESSURE;No;ЛОЖЬ;ЛОЖЬ;;402;;;;;;;0;;;;1576;ЛОЖЬ;0;None;;;;;;-;-;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;750;;;;;;;;;;;;
M;196_197_1;;;A_2000;;MOS AREA A-2000-2;;ЛОЖЬ;ЛОЖЬ;;197;;;;;;;0;;;;4170;ЛОЖЬ;0;;;;;;;1=ACTIVE;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;20TI811B;;FLD;;;CATALYST TEMP. LAYER 4;Yes;ИСТИНА;ЛОЖЬ;;265;ИСТИНА;Float;4-20mA;0;600;°C;;;;;352;ЛОЖЬ;39528;;None;None;None;None;;;;;;;;;-XXXXX.X;3.76;21;;22.04;11;4;1;Top scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;10103;;;;;;;;;;;;
DO;20XA900;;COM;;;TRIP DEPRESSURIZE R-2002/2004;No;ЛОЖЬ;ЛОЖЬ;;596;;;;;;;0;;;;1458;ИСТИНА;39538;None;;;;;;0=TRIP;0=TRIP;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;939;;;;;;;;;;;;
AI;20TI802B;;FLD;;;R-2003 OUTPUT;Yes;ИСТИНА;ЛОЖЬ;;292;ИСТИНА;Float;4-20mA;0;600;°C;;;;;244;ЛОЖЬ;39524;;None;None;None;None;;;;;;;;;-XXXXX.X;3.76;21;;22.04;7;11;1;Top scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;10170;;;;;;;;;;;;
DI;20HS434A;;COM;;;20XV434A VALVE SELECTOR;No;ИСТИНА;ИСТИНА;;650;;;;;;;0;;;;216;ЛОЖЬ;39537;None;;;;;;1=SELECT;1=SELECT;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;View only;;;;;;;;;Input;EPKS_CCB;ESD_001_8;169;;;;;;;;;;;;
R;273_270_4;;;;;20TI814D;;ЛОЖЬ;ЛОЖЬ;;270;;Float;;;;;0;;;;816;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20TI914D_TF;;COM;;;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;520;;;;;;;0;;;;1130;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;1069;;;;;;;;;;;;
M;C107_9_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;107;;;;;;;0;;;;4115;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;108_9;;;;;;;ЛОЖЬ;ЛОЖЬ;;108;;;;;;;0;;;;3899;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C352_3_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;352;;;;;;;0;;;;3294;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20TAHH918919_FU;;COM;;;CATALYST TEMP. LAYER 4;No;ЛОЖЬ;ЛОЖЬ;;1354;;;;;;;0;;;;2782;ИСТИНА;39535;None;;;;;;1=FIRST;1=FIRST;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;961;;;;;;;;;;;;
M;106_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;106;;;;;;;0;;;;3831;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XY433B1;;FLD;;;FIRST STAGE DEPRESSURE;Yes;ИСТИНА;ЛОЖЬ;;402;;;;;;;1;;;;105;ИСТИНА;39534;None;;;;;;0=DEPRESSURE;0=DEPRESSURE;;;;;;Undefined;;;;22.06;1;2;1;Appl;;;ИСТИНА;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;749;;;;;;;;;;;;
DO;20TAHH821A_CA;;COM;;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;283;;;;;;;0;;;;923;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_8;635;;;;;;;;;;;;
M;C106_11_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;106;;;;;;;0;;;;4124;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
