PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7
M;562_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;562;;;;;;;0;;;;628;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60GT305_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;684;;;;;;;0;;;;810;ИСТИНА;58232;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_551_1;707;;;;;;;;;;;;
M;C660_3_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;660;;;;;;;0;;;;2382;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;55GA102;;COM;;;TRIP INITIATOR-Toxic gas;No;ЛОЖЬ;ЛОЖЬ;;460;;;;;;;0;;;;389;ИСТИНА;58037;None;;;;;;1=NORMAL;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_551_1;425;;;;;;;;;;;;
M;2406_C;;;;;0=CALIBRATION;;ЛОЖЬ;ЛОЖЬ;;2406;;;;;;;0;;;;1351;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;392_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;392;;;;;;;0;;;;236;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60GT308_B2;;COM;;;Bit 2;No;ЛОЖЬ;ЛОЖЬ;;612;;;;;;;0;;;;834;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_551_1;654;;;;;;;;;;;;
DO;60GT105_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;548;;;;;;;0;;;;848;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_551_1;731;;;;;;;;;;;;
M;C504_1_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;504;;;;;;;0;;;;2678;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C568_2_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;568;;;;;;;0;;;;2562;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C376_4_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;376;;;;;;;0;;;;2854;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60GA308;;COM;;;TRIP INITIATOR-Toxic gas;No;ЛОЖЬ;ЛОЖЬ;;612;;;;;;;0;;;;394;ИСТИНА;58125;None;;;;;;1=NORMAL;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_551_1;592;;;;;;;;;;;;
M;C2462_3;;;;;Compiler marker (336, 36);;ЛОЖЬ;ЛОЖЬ;;2462;;;;;;;0;;;;1008;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60GT316_B2;;COM;;;Bit 2;No;ЛОЖЬ;ЛОЖЬ;;392;;;;;;;0;;;;914;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_551_1;802;;;;;;;;;;;;
M;C350_1_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;350;;;;;;;0;;;;2879;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2463_Q;;;;;OP Bit 1;;ЛОЖЬ;ЛОЖЬ;;2463;;;;;;;0;;;;1688;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;636_12;;;;;;;ЛОЖЬ;ЛОЖЬ;;636;;;;;;;0;;;;2048;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;730_736_1;;;;;Ack gas area 672-20;;ЛОЖЬ;ЛОЖЬ;;736;;;;;;;0;;;;361;ЛОЖЬ;0;;;;;;;1=ACK;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2462_B;;;;;State CLOSE/STOP (1=CLOSED/STOPPED);;ЛОЖЬ;ЛОЖЬ;;2462;;;;;;;0;;;;1671;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C636_1_L;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;636;;;;;;;0;;;;2389;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C634_2_1;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;634;;;;;;;0;;;;2425;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;550_552_2;;;;;6000-1_TGD_B;;ЛОЖЬ;ЛОЖЬ;;552;;;;;;;0;;;;1904;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C480_1_R;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;480;;;;;;;0;;;;2768;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;650_668_1;;;;;Ack gas area 672-20;;ЛОЖЬ;ЛОЖЬ;;668;;;;;;;0;;;;2189;ЛОЖЬ;0;;;;;;;1=ACK;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C636_2_K;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;636;;;;;;;0;;;;2401;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;482_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;482;;;;;;;0;;;;127;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60XY555C_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;622;;;;;;;0;;;;1737;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_551_1;885;;;;;;;;;;;;
T;2462_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;2462;;;;;;;;1 s;0;;48;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON memorize with variable timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C312_2_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;312;;;;;;;0;;;;2924;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60GT309_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;660;;;;;;;0;;;;793;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_551_1;684;;;;;;;;;;;;
M;502_510_2;;;;;55GT104_RR;;ЛОЖЬ;ЛОЖЬ;;510;;;;;;;0;;;;1855;ЛОЖЬ;0;;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C504_1_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;504;;;;;;;0;;;;2680;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;55HX451AL_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;480;;;;;;;0;;;;1748;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_551_1;896;;;;;;;;;;;;
M;C682_2_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;682;;;;;;;0;;;;2351;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;60GT107;;FLD;;;H2S at ext. inst. 6000;Yes;ИСТИНА;ЛОЖЬ;;566;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;100;ЛОЖЬ;58004;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;42.03;5;9;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_551_1;11121;;;;;;;;;;;;
M;580_582_2;;;;;60HS205D;;ЛОЖЬ;ЛОЖЬ;;582;;;;;;;0;;;;2022;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;570_572_2;;;;;6000-2_TGD_B;;ЛОЖЬ;ЛОЖЬ;;572;;;;;;;0;;;;1969;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;572_23;;;;;;;ЛОЖЬ;ЛОЖЬ;;572;;;;;;;0;;;;2282;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;504_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;504;;;;;;;;100 ms;10;;280;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;460_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;460;;;;;;;;100 ms;10;;192;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C662_1_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;662;;;;;;;0;;;;2369;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C370_3_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;370;;;;;;;0;;;;2876;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;522_528_3;;;;;55GA106_FL;;ЛОЖЬ;ЛОЖЬ;;528;;;;;;;0;;;;1887;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C632_2_I;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;632;;;;;;;0;;;;2441;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C636_1_M;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;636;;;;;;;0;;;;2390;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C684_2_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;684;;;;;;;0;;;;2342;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;462_490_2;;;;;55GT103_RR;;ЛОЖЬ;ЛОЖЬ;;490;;;;;;;0;;;;412;ЛОЖЬ;0;;;;;;;1=READY;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C572_2_D;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;572;;;;;;;0;;;;2548;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;694_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;694;;;;;;;;1 s;30;;276;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;586_588_3;;;;;H-6052_TGD_A;;ЛОЖЬ;ЛОЖЬ;;588;;;;;;;0;;;;2036;ЛОЖЬ;0;;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C734_1_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;734;;;;;;;0;;;;364;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;60HS201D_RR;;COM;;;READY TO RESET 6050-1-TOXIC GAS;No;ЛОЖЬ;ЛОЖЬ;;670;;;;;;;0;;;;1038;ИСТИНА;58222;None;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_551_1;682;;;;;;;;;;;;
DO;55HX454AL_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;486;;;;;;;0;;;;1769;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_551_1;917;;;;;;;;;;;;
M;854_1000_1;;;;;AREA 672-20 T GAS;;ЛОЖЬ;ЛОЖЬ;;1000;;;;;;;0;;;;113;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;522_532_2;;;;;55GT106_RR;;ЛОЖЬ;ЛОЖЬ;;532;;;;;;;0;;;;1870;ЛОЖЬ;0;;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C460_2_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;460;;;;;;;0;;;;2827;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;636_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;636;;;;;;;;10 ms;1;;84;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON memorize with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C526_3_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;526;;;;;;;0;;;;2650;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C636_2_I;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;636;;;;;;;0;;;;2399;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;504_506_3;;;;;55GA105_FL;;ЛОЖЬ;ЛОЖЬ;;506;;;;;;;0;;;;1874;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C392_3_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;392;;;;;;;0;;;;2841;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C584_3_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;584;;;;;;;0;;;;2532;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C526_1_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;526;;;;;;;0;;;;2645;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C582_1_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;582;;;;;;;0;;;;2539;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;61GT903_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;708;;;;;;;0;;;;54;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_551_1;475;;;;;;;;;;;;
BI;42-RepairTimer_CP2;;SYS;;;Repair time CP2;Yes;ЛОЖЬ;;;22;;Word;;;;;;;;;14;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;60GT307;;FLD;;;H2S in air of pumping room. 6050;Yes;ИСТИНА;ЛОЖЬ;;610;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;4;ЛОЖЬ;58007;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;42.03;3;2;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_551_1;11029;;;;;;;;;;;;
M;C484_2_2;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;484;;;;;;;0;;;;2736;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;480_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;480;;;;;;;;10 ms;1;;12;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON memorize with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;55GT110_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;330;;;;;;;0;;;;897;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_551_1;784;;;;;;;;;;;;
DI;42-RepairTimerStart_CP1;;SYS;;;Repair time started CP1;Yes;ЛОЖЬ;;;22;;;;;;;;;;;26;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_551_1;626;;;;;;;;;;;;
DO;61GT901_B2;;COM;;;Bit 2;No;ЛОЖЬ;ЛОЖЬ;;704;;;;;;;0;;;;45;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_UCB;FGS_551_1;430;;;;;;;;;;;;
