PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6
M;C256_6_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;256;;;;;;;0;;;;3886;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;93FI804_L;;COM;;;L ALARM SETPOINT;No;ИСТИНА;ЛОЖЬ;;520;;Float;;;;;0;;;;924;;38139;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_932_1;10294;;;;;;;;
M;252_7;;;;;;;ЛОЖЬ;ЛОЖЬ;;252;;;;;;;0;;;;3784;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;398_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;398;;;;;;;;100 ms;10;;348;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C714_5_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;714;;;;;;;0;;;;4268;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C256_6_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;256;;;;;;;0;;;;3885;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93PI777A_TF;;COM;;;TRANSM FAULT;No;ЛОЖЬ;ЛОЖЬ;;368;;;;;;;0;;;;1175;ИСТИНА;38609;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_932_1;1365;;;;;;;;
T;526_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;526;;;;;;;;100 ms;5;;1388;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;538_630_1;;;;;93PAHH826_I;;ЛОЖЬ;ЛОЖЬ;;630;;;;;;;0;;;;288;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C248_7_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;248;;;;;;;0;;;;3924;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C370_6_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;370;;;;;;;0;;;;4603;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1031_2_L;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1031;;;;;;;0;;;;3713;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;382_412_3;;;;;93TAHH762_I (AFTER OOS);;ЛОЖЬ;ЛОЖЬ;;412;;;;;;;0;;;;841;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93TAHH887_FU;;COM;930-20;A_C93021;C9302001BX MAIN BEAR DE;No;ИСТИНА;ЛОЖЬ;;1029;;;;;;;0;;;;2355;ЛОЖЬ;38277;None;;;;;;1=FIRST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_932_1;1118;;;;;;;;
M;416_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;416;;;;;;;0;;;;1819;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C448_3_A;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;448;;;;;;;0;;;;1865;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C690_5_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;690;;;;;;;0;;;;4353;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C232_6_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;232;;;;;;;0;;;;3965;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C236_8_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;236;;;;;;;0;;;;3954;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;362_1;;;930-20;;;;ЛОЖЬ;ЛОЖЬ;;362;;;;;;;;100 ms;5;;232;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;552_7;;;;;;;ЛОЖЬ;ЛОЖЬ;;552;;;;;;;0;;;;4089;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C400_4_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;400;;;;;;;0;;;;4533;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1053_1039_1;;;;;FIRST OUT SEQUENCE;;ЛОЖЬ;ЛОЖЬ;;1039;;;;;;;0;;;;2467;ЛОЖЬ;0;;;;;;;1=FU ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C560_6_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;560;;;;;;;0;;;;4388;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;93LI427_LL;;COM;930-20;A_93020;LL TRIP SETPOINT (%);No;ИСТИНА;ЛОЖЬ;;274;;Float;;;;;0;;;;784;;38128;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_932_1;10198;;;;;;;;
DO;93FALL754_CA;;COM;930-20;A_C93021;CAUSE ALARM;No;ИСТИНА;ЛОЖЬ;;350;;;;;;;0;;;;572;ЛОЖЬ;37007;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_932_1;430;;;;;;;;
M;C694_5_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;694;;;;;;;0;;;;4341;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93PI871_TF;;COM;930-20;A_C93021;TRANSM. FAIL;No;ИСТИНА;ЛОЖЬ;;700;;;;;;;0;;;;1279;ИСТИНА;37008;None;;;;;;0=FAIL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_932_1;696;;;;;;;;
M;C702_8_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;702;;;;;;;0;;;;4312;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;2456_M;;;;;X out of Y;;ЛОЖЬ;ЛОЖЬ;;2456;;Float;;;;;0;;;;132;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C370_6_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;370;;;;;;;0;;;;4601;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1017_1003_1;;;;;FIRST OUT SEQUENCE;;ЛОЖЬ;ЛОЖЬ;;1003;;;;;;;0;;;;2021;ЛОЖЬ;0;;;;;;;1=FU ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1015_10;;;;;;;ЛОЖЬ;ЛОЖЬ;;1015;;;;;;;0;;;;2136;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C378_6_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;378;;;;;;;0;;;;4586;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93PI765_TF;;COM;;;TRANSM FAULT;No;ЛОЖЬ;ЛОЖЬ;;363;;;;;;;0;;;;398;ИСТИНА;38608;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_932_1;1326;;;;;;;;
M;C638_1_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;638;;;;;;;0;;;;1417;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;350_684_3;;;;;CW PUMP RUNNING;;ЛОЖЬ;ЛОЖЬ;;684;;;;;;;0;;;;915;ЛОЖЬ;0;;;;;;;1=RUNNING;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;312_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;312;;;;;;;0;;;;1712;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93XY115_C;;COM;;;;No;ИСТИНА;ЛОЖЬ;;316;;;;;;;0;;;;65;ИСТИНА;38084;None;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_932_1;987;;;;;;;;
DO;93TAHH752_CA;;COM;;;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;372;;;;;;;0;;;;3303;ЛОЖЬ;0;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_932_1;1198;;;;;;;;
DI;93TI784_MOR;;COM;930-20;A_C93021;MO REQUEST;No;ИСТИНА;ИСТИНА;;388;;;;;;;0;;;;2936;ЛОЖЬ;37009;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_932_1;105;;;;;;;;
DO;93FALL017;;COM;930-20;A_93020;FUEL GAS;No;ИСТИНА;ЛОЖЬ;;312;;;;;;;0;;;;1716;ИСТИНА;37730;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_932_1;535;;;;;;;;
M;360_1005_2;;;;;93PDAHH781_I;;ЛОЖЬ;ЛОЖЬ;;1005;;;;;;;0;;;;2151;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;93PI768_L;;COM;;;LO ALARM SETPOINT;No;ЛОЖЬ;ЛОЖЬ;;365;;Float;;;;;0;;;;80;;0;;None;None;None;None;;;;;;;;;-XXXXX.X;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_932_1;10399;;;;;;;;
M;C732_2_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;732;;;;;;;0;;;;4052;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;93HS159;;COM;;;FUEL GAS Override;No;ИСТИНА;ИСТИНА;;314;;;;;;;0;;;;2859;ЛОЖЬ;37154;None;;;;;;1=REQUEST;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_932_1;28;;;;;;;;
DO;93TAHH937_FU;;COM;930-20;A_C93021;C9302001CX MAIN BEAR DE;No;ИСТИНА;ЛОЖЬ;;1047;;;;;;;0;;;;2601;ЛОЖЬ;38323;None;;;;;;1=FIRST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_932_1;1164;;;;;;;;
DI;93VSHH852_MOR;;COM;930-20;A_C93021;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;728;;;;;;;0;;;;2857;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_932_1;166;;;;;;;;
DO;93VAHH802;;COM;930-20;A_C93021;C9302001BX VIB CRANKCASE;No;ИСТИНА;ЛОЖЬ;;564;;;;;;;0;;;;1061;ИСТИНА;37784;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_932_1;865;;;;;;;;
M;564_1031_4;;;;;93VAHH801_I;;ЛОЖЬ;ЛОЖЬ;;1031;;;;;;;0;;;;3678;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93FALL422;;COM;930-20;A_C93021;H2O SYS OIL C9302001BX;No;ИСТИНА;ЛОЖЬ;;246;;;;;;;0;;;;292;ИСТИНА;37010;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_932_1;419;;;;;;;;
DO;93LALL429_CA;;COM;930-20;A_93020;CAUSE ALARM;No;ИСТИНА;ЛОЖЬ;;278;;;;;;;0;;;;457;ЛОЖЬ;37011;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_932_1;528;;;;;;;;
DO;93PALL814_FU;;COM;930-20;A_C93021;C9302001BX PRS GAS CYL1;No;ИСТИНА;ЛОЖЬ;;1023;;;;;;;0;;;;2338;ЛОЖЬ;38260;None;;;;;;1=FIRST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_932_1;1101;;;;;;;;
M;550_813_3;;;;;93TAH810_PERM;;ЛОЖЬ;ЛОЖЬ;;813;;;;;;;0;;;;4043;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C312_1;;;;;Compiler marker (232, 72);;ЛОЖЬ;ЛОЖЬ;;312;;;;;;;0;;;;46;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;372_9;;;;;;;ЛОЖЬ;ЛОЖЬ;;372;;;;;;;0;;;;3990;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;
