FLD Number;Tag Name;Title;Unit;SubUnit;Protected;Drawing Number;FLD Type;Execution Environment;Author;Revision;Design Date;Parent Asset;Item Name;Point Detail Display;Group Detail Display;Associated Display
1804;FGS_001_1_FLD1804;CB-00-1 FIRE HORN & BEACON-Sh2;;;ЛОЖЬ;;Program block;FGS_001_1;;;06.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
764;FGS_001_1_FLD0764;IB-51-1 Valves;;;ЛОЖЬ;;Program block;FGS_001_1;;;09.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
291;FGS_001_1_FLD0291;5800#1 GAS MOS, ACK;;;ЛОЖЬ;;Program block;FGS_001_1;;;24.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1848;FGS_001_1_FLD1848;FFB FIRE HORN & BEACON-Sh3;;;ЛОЖЬ;;Program block;FGS_001_1;;;06.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
456;FGS_001_1_FLD0456;4200 FlGD, TGD activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;27.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
350;FGS_001_1_FLD0350;H-2005A SC MOS;;;ЛОЖЬ;;Program block;FGS_001_1;;;25.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
148;FGS_001_1_FLD0148;2000#3 HP DV 58XV088;;;ЛОЖЬ;;Program block;FGS_001_1;;;17.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
65;FGS_001_1_FLD0065;FDAP-C Comm ACK, Test But.-Sh1;;;ЛОЖЬ;;Program block;FGS_001_1;;;06.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
141;FGS_001_1_FLD0141;2000#3 LP DV 20XV486;;;ЛОЖЬ;;Program block;FGS_001_1;;;17.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
161;FGS_001_1_FLD0161;2000#4 GAS MOS, ACK;;;ЛОЖЬ;;Program block;FGS_001_1;;;17.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
660;FGS_001_1_FLD0660;430-11 Valves-Sh1;;;ЛОЖЬ;;Program block;FGS_001_1;;;07.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
116;FGS_001_1_FLD0116;2000#2 FlGD, TGD activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;16.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1834;FGS_001_1_FLD1834;CB-00-1 STEAM HORN & BEACON-Sh2;;;ЛОЖЬ;;Program block;FGS_001_1;;;10.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
290;FGS_001_1_FLD0290;5800#1 FIRE MOS, ACK;;;ЛОЖЬ;;Program block;FGS_001_1;;;24.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
240;FGS_001_1_FLD0240;CH-20-3 FIRE MOS, ACK;;;ЛОЖЬ;;Program block;FGS_001_1;;;24.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
485;FGS_001_1_FLD0485;AH-58-1 MCP, FD activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;27.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
425;FGS_001_1_FLD0425;4100 MCP, FD activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;27.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
675;FGS_001_1_FLD0675;430-12 MCP, FD activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;07.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
396;FGS_001_1_FLD0396;SS-20-1 FlGD, TGD activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;24.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
758;FGS_001_1_FLD0758;IB-51-1 FlGD, TGD act.-Sh2;;;ЛОЖЬ;;Program block;FGS_001_1;;;09.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
756;FGS_001_1_FLD0756;IB-51-1 MCP, FD activated-Sh2;;;ЛОЖЬ;;Program block;FGS_001_1;;;09.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
360;FGS_001_1_FLD0360;H-2005B SC MOS;;;ЛОЖЬ;;Program block;FGS_001_1;;;25.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
297;FGS_001_1_FLD0297;5800#1 MOS activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;24.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
61;FGS_001_1_FLD0061;FGS-SafeNet Control-Sh2;;;ЛОЖЬ;;Program block;FGS_001_1;;;19.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
819;FGS_001_1_FLD0819;IB-10-1 Valves-Sh2;;;ЛОЖЬ;;Program block;FGS_001_1;;;22.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
562;FGS_001_1_FLD0562;PH Temperature;;;ЛОЖЬ;;Program block;FGS_001_1;;;09.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
659;FGS_001_1_FLD0659;430-11 MOS activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;07.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
915;FGS_001_1_FLD0915;IB-30-1 FlGD, TGD act.-Sh1;;;ЛОЖЬ;;Program block;FGS_001_1;;;22.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
411;FGS_001_1_FLD0411;430-16 GAS MOS, ACK;;;ЛОЖЬ;;Program block;FGS_001_1;;;25.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
406;FGS_001_1_FLD0406;SS-20-2 FlGD, TGD activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;24.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
140;FGS_001_1_FLD0140;2000#3 LP DV 20XV485;;;ЛОЖЬ;;Program block;FGS_001_1;;;17.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
136;FGS_001_1_FLD0136;2000#3 FlGD, TGD activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;17.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
146;FGS_001_1_FLD0146;2000#3 HP DV 58XV024;;;ЛОЖЬ;;Program block;FGS_001_1;;;17.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
185;FGS_001_1_FLD0185;2000#4 HP DV 58XV085;;;ЛОЖЬ;;Program block;FGS_001_1;;;23.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
178;FGS_001_1_FLD0178;2000#4 LP DV 20XV853;;;ЛОЖЬ;;Program block;FGS_001_1;;;23.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
416;FGS_001_1_FLD0416;430-16 FlGD, TGD activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;25.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
142;FGS_001_1_FLD0142;2000#3 LP DV 20XV494;;;ЛОЖЬ;;Program block;FGS_001_1;;;17.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
186;FGS_001_1_FLD0186;2000#4 HP DV 58XV086;;;ЛОЖЬ;;Program block;FGS_001_1;;;23.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
317;FGS_001_1_FLD0317;H-2001 MOS activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;25.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1840;FGS_001_1_FLD1840;FFB FIRE HORN & BEACON-Sh1;;;ЛОЖЬ;;Program block;FGS_001_1;;;06.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
655;FGS_001_1_FLD0655;430-11 MCP, FD activated-Sh1;;;ЛОЖЬ;;Program block;FGS_001_1;;;07.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
62;FGS_001_1_FLD0062;SafeNet Status-Sh1;;;ЛОЖЬ;;Program block;FGS_001_1;;;17.02.2010;;;Sysdtlsmflda;Sysdtlsmflda_fp;
227;FGS_001_1_FLD0227;CH-20-2 MOS activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;24.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
174;FGS_001_1_FLD0174;2000#4 LP DV 20XV487;;;ЛОЖЬ;;Program block;FGS_001_1;;;23.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
500;FGS_001_1_FLD0500;H-4101B SC MOS;;;ЛОЖЬ;;Program block;FGS_001_1;;;27.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1814;FGS_001_1_FLD1814;CB-00-1 Fl.Gas HORN & BEACON-Sh2;;;ЛОЖЬ;;Program block;FGS_001_1;;;06.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
635;FGS_001_1_FLD0635;IB-93-2 FlGD, TGD act.-Sh1;;;ЛОЖЬ;;Program block;FGS_001_1;;;02.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
800;FGS_001_1_FLD0800;IB-10-1 FIRE MOS, ACK;;;ЛОЖЬ;;Program block;FGS_001_1;;;10.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
6;FGS_001_1_FLD0006;Legend of Symbols (5);;;ЛОЖЬ;;Comment block;;;;17.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1864;FGS_001_1_FLD1864;FFB T.Gas HORN & BEACON-Sh2;;;ЛОЖЬ;;Program block;FGS_001_1;;;06.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
750;FGS_001_1_FLD0750;IB-51-1 FIRE MOS, ACK;;;ЛОЖЬ;;Program block;FGS_001_1;;;09.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
606;FGS_001_1_FLD0606;IB-86-1 FlGD, TGD activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;27.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
810;FGS_001_1_FLD0810;IB-10-1 FlGD, TGD act.-Sh1;;;ЛОЖЬ;;Program block;FGS_001_1;;;22.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1800;FGS_001_1_FLD1800;CB-00-1 FIRE HORN & BEACON-Sh1;;;ЛОЖЬ;;Program block;FGS_001_1;;;06.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
115;FGS_001_1_FLD0115;2000#2 MCP, FD activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;16.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
450;FGS_001_1_FLD0450;4200 FIRE MOS, ACK;;;ЛОЖЬ;;Program block;FGS_001_1;;;27.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
680;FGS_001_1_FLD0680;430-12 Valves-Sh1;;;ЛОЖЬ;;Program block;FGS_001_1;;;07.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
917;FGS_001_1_FLD0917;IB-30-1 FlGD, TGD act.-Sh3;;;ЛОЖЬ;;Program block;FGS_001_1;;;22.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
407;FGS_001_1_FLD0407;SS-20-2 MOS activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;24.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
455;FGS_001_1_FLD0455;4200 MCP, FD activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;27.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
60;FGS_001_1_FLD0060;FGS-SafeNet Control-Sh1;;;ЛОЖЬ;;Program block;FGS_001_1;;;15.10.2008;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1;FGS_001_1_FLD0001;Cover Page;;;ЛОЖЬ;;Comment block;;;;17.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
386;FGS_001_1_FLD0386;CB-00-1 FlGD, TGD activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;24.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
446;FGS_001_1_FLD0446;CH-41-1 FlGD, TGD activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;27.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
137;FGS_001_1_FLD0137;2000#3 MOS activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;17.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
7;FGS_001_1_FLD0007;Legend of Symbols (6);;;ЛОЖЬ;;Comment block;;;;17.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
285;FGS_001_1_FLD0285;AH-20-1 MCP, FD activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;24.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
480;FGS_001_1_FLD0480;AH-58-1 FIRE MOS, ACK;;;ЛОЖЬ;;Program block;FGS_001_1;;;27.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1950;FGS_001_1_FLD1950;CB-00-1 Weather Station-Sh1;;;ЛОЖЬ;;Program block;FGS_001_1;;;30.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2449;FGS_001_1_FLD2449;Lamp Control GDAP-F;;;ЛОЖЬ;;Function block;FGS_001_1;;;06.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
397;FGS_001_1_FLD0397;SS-20-1 MOS activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;24.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
265;FGS_001_1_FLD0265;CH-20-4 MCP, FD activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;24.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1952;FGS_001_1_FLD1952;CB-00-1 Weather Station-Sh2;;;ЛОЖЬ;;Program block;FGS_001_1;;;30.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
287;FGS_001_1_FLD0287;AH-20-1 MOS activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;24.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
260;FGS_001_1_FLD0260;CH-20-4 FIRE MOS, ACK;;;ЛОЖЬ;;Program block;FGS_001_1;;;24.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2443;FGS_001_1_FLD2443;LAMP CONTROL ON FDAP-C MO;;;ЛОЖЬ;;Function block;FGS_001_1;;;15.02.2013;;;Sysdtlsmflda;Sysdtlsmflda_fp;
636;FGS_001_1_FLD0636;IB-93-2 FlGD, TGD act.-Sh2;;;ЛОЖЬ;;Program block;FGS_001_1;;;02.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
546;FGS_001_1_FLD0546;TB-58-1 FlGD, TGD activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;27.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
145;FGS_001_1_FLD0145;2000#3 LP DV 20XV855;;;ЛОЖЬ;;Program block;FGS_001_1;;;17.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
615;FGS_001_1_FLD0615;IB-93-1 MCP, FD activated-Sh1;;;ЛОЖЬ;;Program block;FGS_001_1;;;02.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
757;FGS_001_1_FLD0757;IB-51-1 FlGD, TGD act.-Sh1;;;ЛОЖЬ;;Program block;FGS_001_1;;;09.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1850;FGS_001_1_FLD1850;FFB Fl.Gas HORN & BEACON-Sh1;;;ЛОЖЬ;;Program block;FGS_001_1;;;06.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1858;FGS_001_1_FLD1858;FFB Fl.Gas HORN & BEACON-Sh3;;;ЛОЖЬ;;Program block;FGS_001_1;;;06.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
751;FGS_001_1_FLD0751;IB-51-1 GAS MOS, ACK;;;ЛОЖЬ;;Program block;FGS_001_1;;;09.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
2;FGS_001_1_FLD0002;Legend of Symbols (1);;;ЛОЖЬ;;Comment block;;;;07.04.2010;;;Sysdtlsmflda;Sysdtlsmflda_fp;
270;FGS_001_1_FLD0270;CH-20-4 LP DV 20XV491;;;ЛОЖЬ;;Program block;FGS_001_1;;;24.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
495;FGS_001_1_FLD0495;H-4101A SCV 41XV239;;;ЛОЖЬ;;Program block;FGS_001_1;;;27.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
5;FGS_001_1_FLD0005;Legend of Symbols (4);;;ЛОЖЬ;;Comment block;;;;17.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
147;FGS_001_1_FLD0147;2000#3 HP DV 58XV087;;;ЛОЖЬ;;Program block;FGS_001_1;;;17.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
537;FGS_001_1_FLD0537;CH-58-1 MOS activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;27.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
527;FGS_001_1_FLD0527;SS-40-1 MOS activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;27.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
547;FGS_001_1_FLD0547;TB-58-1 MOS activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;27.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
241;FGS_001_1_FLD0241;CH-20-3 GAS MOS, ACK;;;ЛОЖЬ;;Program block;FGS_001_1;;;24.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
127;FGS_001_1_FLD0127;2000#2 HP DV 58XV093;;;ЛОЖЬ;;Program block;FGS_001_1;;;16.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
377;FGS_001_1_FLD0377;H-2006 MOS activated;;;ЛОЖЬ;;Program block;FGS_001_1;;;25.03.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
