PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11;ComAllocationType12;Master12;Slave12;PLCAddress12;ComAllocationType13;Master13;Slave13;PLCAddress13;ComAllocationType14;Master14;Slave14;PLCAddress14;ComAllocationType15;Master15;Slave15;PLCAddress15;ComAllocationType16;Master16;Slave16;PLCAddress16;ComAllocationType17;Master17;Slave17;PLCAddress17;ComAllocationType18;Master18;Slave18;PLCAddress18
DI;FGS_932_1.93XA593C_2;;FSC;;;FD act. in 930-20-FDAP-C,F lamp;Yes;ИСТИНА;ЛОЖЬ;;634;;;;;;;0;;;;4678;ЛОЖЬ;43734;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_932_1;6;;;;;;;;;;;;
M;C172_3_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;172;;;;;;;0;;;;7746;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;52XA135C;;G01;;;Indication lamp (LVG) Outer installation;No;ИСТИНА;ЛОЖЬ;;757;;;;;;;0;;;;219;ЛОЖЬ;42842;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.07;5;4;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;880;;;;;;;;;;;;;;;;
M;63_921_13;;;;;FGS_301_1.FGS_001_1_SnS1;;ЛОЖЬ;ЛОЖЬ;;921;;;;;;;0;;;;6764;ЛОЖЬ;0;;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;637_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;637;;;;;;;0;;;;510;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C536_1_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;536;;;;;;;0;;;;1766;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_932_1.93XA573_1;;FSC;;;IB-93-2-T.GAS ALARM;Yes;ИСТИНА;ЛОЖЬ;;1860;;;;;;;0;;;;4708;ЛОЖЬ;43739;None;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_932_1;36;;;;;;;;;;;;
DI;FGS_001_2.20XL991AB;;FSC;;;FIRE MO act. in 2000#1;Yes;ИСТИНА;ЛОЖЬ;;108;;;;;;;0;;;;2477;ЛОЖЬ;42049;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_001_2;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_001_2.20XZLO556A;;FSC;;;SCV opened-FDAP-C,F lamp;Yes;ИСТИНА;ЛОЖЬ;;365;;;;;;;0;;;;2643;ЛОЖЬ;42252;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_001_2;179;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;206_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;206;;;;;;;0;;;;3110;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;52XA139C;;G01;;;Indication lamp (toxic gas) Compressor room;No;ИСТИНА;ЛОЖЬ;;759;;;;;;;0;;;;223;ЛОЖЬ;42846;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.07;5;8;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;884;;;;;;;;;;;;;;;;
M;C160_1_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;160;;;;;;;0;;;;2284;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C170_3_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;170;;;;;;;0;;;;7782;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C2446_1;;;;;Compiler marker (192, 109);;ЛОЖЬ;ЛОЖЬ;;2446;;;;;;;0;;;;3514;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;127_7;;;;;;;ЛОЖЬ;ЛОЖЬ;;127;;;;;;;0;;;;467;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;905_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;905;;;;;;;0;;;;2206;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;210_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;210;;;;;;;0;;;;4642;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;495_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;495;;;;;;;0;;;;369;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XA994F;;GFB;;;TOXIC GAS COMMON ALARM IN SS-20-2;No;ИСТИНА;ЛОЖЬ;;406;;;;;;;0;;;;349;ЛОЖЬ;42924;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.08;5;6;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;978;;;;;;;;;;;;;;;;
M;62_181_9;;;;;FGS_001_2.FGS_001_1_SnS1;;ЛОЖЬ;ЛОЖЬ;;181;;;;;;;0;;;;6637;ЛОЖЬ;0;;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;115_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;115;;;;;;;0;;;;271;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;345_8;;;;;;;ЛОЖЬ;ЛОЖЬ;;345;;;;;;;0;;;;3096;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C427_2_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;427;;;;;;;0;;;;6898;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;160_172_1;;;;;20HS865F;;ЛОЖЬ;ЛОЖЬ;;172;;;;;;;0;;;;1084;ЛОЖЬ;0;;;;;;;1=ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XA857AC;;F01;;;DEL.VLV. 20XV-857 AUTOMATIC. ACTIVATED;No;ИСТИНА;ЛОЖЬ;;124;;;;;;;0;;;;632;ЛОЖЬ;43101;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.13;5;1;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1189;;;;;;;;;;;;;;;;
DI;FGS_411_1.42XA102_2;;FSC;;;Fl.GD act. in CH-42-1-GDAP-C,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;466;;;;;;;0;;;;3237;ЛОЖЬ;42386;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_411_1;85;;;;;;;;;;;;;;;;;;;;
M;C206_8_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;206;;;;;;;0;;;;7171;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;148_25;;;;;;;ЛОЖЬ;ЛОЖЬ;;148;;;;;;;0;;;;634;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2452_C;;;;;Lamp Test (1=ON);;ЛОЖЬ;ЛОЖЬ;;2452;;;;;;;0;;;;3412;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;526_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;526;;;;;;;0;;;;5422;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C182_4_A;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;182;;;;;;;0;;;;7588;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C149_11_A;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;149;;;;;;;0;;;;7831;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_001_3.20XL997DB;;FSC;;;GAS MOS ACT. in CH-20-2;Yes;ИСТИНА;ЛОЖЬ;;227;;;;;;;0;;;;3825;ЛОЖЬ;42301;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;Input;FGS_001_1;FGS_001_3;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C432_5_A;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;432;;;;;;;0;;;;7082;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;536_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;536;;;;;;;0;;;;3772;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_511_1.52XA135_2;;FSC;;;Fl.GD act. in OU-GDAP-C,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;757;;;;;;;0;;;;5649;ЛОЖЬ;43713;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_511_1;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;30HS367;;F01;;;Ack button for filed horn&beacon and panel lamp;No;ИСТИНА;ЛОЖЬ;;900;;;;;;;;;;;246;ИСТИНА;42690;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.12;11;15;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;703;;;;;;;;;;;;;;;;
DI;20HS997E1;;G01;;;FGS MOS ENABLE AREA CH-20-3;Yes;ИСТИНА;ЛОЖЬ;;241;;;;;;;;;;;60;ЛОЖЬ;42520;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.05;1;5;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;501;;;;;;;;;;;;;;;;
M;345_6;;;;;;;ЛОЖЬ;ЛОЖЬ;;345;;;;;;;0;;;;3055;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;2449_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;2449;;;;;;;0;;;;2754;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;10XA038C;;F01;;;Заклинило (JAMMING AT OPEN);No;ИСТИНА;ЛОЖЬ;;819;;;;;;;0;;;;1098;ЛОЖЬ;43395;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.16;15;3;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;1539;;;;;;;;;;;;;;;;
M;C126_11_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;126;;;;;;;0;;;;7454;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;485_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;485;;;;;;;0;;;;1818;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_001_2.20XL991BB;;FSC;;;FIRE MO act. in 2000#2;Yes;ИСТИНА;ЛОЖЬ;;117;;;;;;;0;;;;2480;ЛОЖЬ;42056;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_001_2;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_101_1.10HS241A_REL;;FSC;;;GAS MOS 1000 RELEASE;Yes;ЛОЖЬ;ЛОЖЬ;;801;;;;;;;0;;;;1783;ЛОЖЬ;0;None;;;;;;1=RELEASED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;FGS_001_1;FGS_101_1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;265_9;;;;;;;ЛОЖЬ;ЛОЖЬ;;265;;;;;;;0;;;;1679;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;350_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;350;;;;;;;;100 ms;50;;140;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;165_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;165;;;;;;;0;;;;1019;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C907_4_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;907;;;;;;;0;;;;3069;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;307_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;307;;;;;;;0;;;;3407;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_411_1.58TAL073;;FSC;;;Low temperaure-FDAP-C,F lamp;Yes;ИСТИНА;ЛОЖЬ;;561;;;;;;;0;;;;3154;ЛОЖЬ;42361;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_411_1;2;;;;;;;;;;;;;;;;;;;;
M;183_10;;;;;;;ЛОЖЬ;ЛОЖЬ;;183;;;;;;;0;;;;1125;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;124_11;;;;;;;ЛОЖЬ;ЛОЖЬ;;124;;;;;;;0;;;;1516;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;FGS_001_4.20XA992_1;;FSC;;;T.GD act. in SS-20-1-GDAP-C,F,G lamp;Yes;ИСТИНА;ЛОЖЬ;;396;;;;;;;0;;;;4027;ЛОЖЬ;42020;None;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Input;FGS_001_1;FGS_001_4;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C267_2_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;267;;;;;;;0;;;;7080;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;808_11;;;;;;;ЛОЖЬ;ЛОЖЬ;;808;;;;;;;0;;;;67;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C175_2_A;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;175;;;;;;;0;;;;7705;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;174_7;;;;;;;ЛОЖЬ;ЛОЖЬ;;174;;;;;;;0;;;;980;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20HS991B1;;F01;;;FGS MOS ENABLE AREA 2000-2;Yes;ИСТИНА;ЛОЖЬ;;110;;;;;;;;;;;172;ЛОЖЬ;42622;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;31.12;1;5;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_001_1;613;;;;;;;;;;;;;;;;
M;755_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;755;;;;;;;0;;;;228;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_411_1.41HS266C_REL;;FSC;;;FIRE MOS CH-41-1 RELEASE;Yes;ЛОЖЬ;ЛОЖЬ;;440;;;;;;;0;;;;3357;ЛОЖЬ;0;None;;;;;;1=RELEASED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;FGS_001_1;FGS_411_1;15;;;;;;;;;;;;;;;;;;;;
M;C433_1_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;433;;;;;;;0;;;;6867;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;431_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;431;;;;;;;0;;;;566;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;179_8;;;;;;;ЛОЖЬ;ЛОЖЬ;;179;;;;;;;0;;;;2913;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
