FLD Number;Tag Name;Title;Unit;SubUnit;Protected;Drawing Number;FLD Type;Execution Environment;Author;Revision;Design Date;Parent Asset;Item Name;Point Detail Display;Group Detail Display;Associated Display
204;FGS_431_1_FLD0204;F-4301101A HDs voting;;;ЛОЖЬ;;Program block;FGS_431_1;;;19.02.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
766;FGS_431_1_FLD0766;F-4301101A Fl.Gas detector 43GT004;;;ЛОЖЬ;;Program block;FGS_431_1;;;23.02.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1056;FGS_431_1_FLD1056;OU-01 Fl.Gas detector 43GT423;;;ЛОЖЬ;;Program block;FGS_431_1;;;23.02.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
620;FGS_431_1_FLD0620;430-15 MCP 43HS589F;;;ЛОЖЬ;;Program block;FGS_431_1;;;20.02.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1088;FGS_431_1_FLD1088;OU-02 Howlers & Beacons;;;ЛОЖЬ;;Program block;FGS_431_1;;;23.02.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
938;FGS_431_1_FLD0938;F-4301104/05 Common Alarm Fl.GD;;;ЛОЖЬ;;Program block;FGS_431_1;;;18.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
7;FGS_431_1_FLD0007;Legend of Symbols (6);;;ЛОЖЬ;;Comment block;;;;17.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
218;FGS_431_1_FLD0218;F-4301101 Common Alarm HD;;;ЛОЖЬ;;Program block;FGS_431_1;;;20.02.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1152;FGS_431_1_FLD1152;430-15 Ready to Reset-Sh2;;;ЛОЖЬ;;Program block;FGS_431_1;;;23.02.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
848;FGS_431_1_FLD0848;F-4301102B Fl.Gas detector 43GT022;;;ЛОЖЬ;;Program block;FGS_431_1;;;23.02.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
9;FGS_431_1_FLD0009;Legend of Symbols (8);;;ЛОЖЬ;;Comment block;;;;17.04.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
12;FGS_431_1_FLD0012;VM AI;;;ЛОЖЬ;;Program block;FGS_431_1;;;07.02.2013;;;Sysdtlsmflda;Sysdtlsmflda_fp;
