PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4
DO;43GT001_B2;;COM;;;Bit 2;No;ЛОЖЬ;ЛОЖЬ;;760;;;;;;;0;;;;417;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;801;;;;;;;;;;;;
M;C802_1_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;802;;;;;;;0;;;;5076;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43HS589A_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;610;;;;;;;0;;;;1071;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1170;;;;;;;;;;;;
T;136_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;136;;;;;;;;100 ms;10;;844;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Pulse retriggerable with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;750_786_2;;;;;43HS081;;ЛОЖЬ;ЛОЖЬ;;786;;;;;;;0;;;;2062;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43GT041_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;808;;;;;;;0;;;;614;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;999;;;;;;;;;;;;
T;1284_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;1284;;;;;;;;1 s;786;;284;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;
M;1290_1296_1;;;;;93HS064C_FL;;ЛОЖЬ;ЛОЖЬ;;1296;;;;;;;0;;;;3521;ЛОЖЬ;0;;;;;;;0=Cmd OPEN;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;1050_1150_2;;;;;43GT412_RR;;ЛОЖЬ;ЛОЖЬ;;1150;;;;;;;0;;;;2403;ЛОЖЬ;0;;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;662_666_2;;;;;43YT404_BadPV_FL;;ЛОЖЬ;ЛОЖЬ;;666;;;;;;;0;;;;2690;ЛОЖЬ;0;;;;;;;0=BadPV;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C898_3_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;898;;;;;;;0;;;;4827;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43GT024_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;862;;;;;;;0;;;;530;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;914;;;;;;;;;;;;
M;860_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;860;;;;;;;0;;;;1776;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;1320_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;1320;;;;;;;0;;;;3614;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43GA028;;COM;;;TRIP INITIATOR-Flammable gas;No;ЛОЖЬ;ЛОЖЬ;;870;;;;;;;1;;;;554;ИСТИНА;56439;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;938;;;;;;;;;;;;
DI;FGS_431_1.43HS085A_ENB;;FSC;;;FIRE MOS 430-11 ENABLE;Yes;ЛОЖЬ;ЛОЖЬ;;105;;;;;;;0;;;;2498;ЛОЖЬ;0;None;;;;;;1=ENABLED;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;Input;FGS_001_1;FGS_431_1;2;;;;;;;;
M;C898_3_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;898;;;;;;;0;;;;4825;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C868_3_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;868;;;;;;;0;;;;4894;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C206_1_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;206;;;;;;;0;;;;5705;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;600_614_2;;;;;43HS599H;;ЛОЖЬ;ЛОЖЬ;;614;;;;;;;0;;;;2011;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C1320_2_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1320;;;;;;;0;;;;2794;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C200_2_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;200;;;;;;;0;;;;4107;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;1214_1216_1;;;;;93XV056_OP_FL;;ЛОЖЬ;ЛОЖЬ;;1216;;;;;;;0;;;;3248;ЛОЖЬ;0;;;;;;;0=cmd OPEN;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43YT009_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;256;;;;;;;0;;;;1832;ИСТИНА;56767;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1319;;;;;;;;;;;;
M;C210_2_A;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;210;;;;;;;0;;;;5225;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C844_1_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;844;;;;;;;0;;;;4966;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C1080_2_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1080;;;;;;;0;;;;4589;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C668_4_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;668;;;;;;;0;;;;4178;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;
M;100_322_5;;;;;FGS_431_1.43HS085;;ЛОЖЬ;ЛОЖЬ;;322;;;;;;;0;;;;169;ЛОЖЬ;0;;;;;;;1=ACK;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
T;898_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;898;;;;;;;;100 ms;10;;388;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;
T;1204_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;1204;;;;;;;;100 ms;50;;592;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;
M;C678_3_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;678;;;;;;;0;;;;5232;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43GT407_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;1020;;;;;;;0;;;;652;ИСТИНА;56476;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1032;;;;;;;;;;;;
DO;43XA165;;COM;;;TRIP INITIATOR-Fire;No;ЛОЖЬ;ЛОЖЬ;;468;;;;;;;1;;;;1066;ИСТИНА;56537;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1165;;;;;;;;;;;;
M;C682_1_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;682;;;;;;;0;;;;5213;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;110_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;110;;;;;;;0;;;;1781;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C1203_2_B;;;430-10;430-10;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1203;;;;;;;0;;;;4232;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;
M;C1043_2_J;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1043;;;;;;;0;;;;2911;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DI;93HS060F_MOR;;COM;;;FGS COMMANDS BLOCK;No;ЛОЖЬ;ИСТИНА;;1256;;;;;;;0;;;;6061;ЛОЖЬ;0;None;;;;;;1=SCADAcmdBlock;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;Input;EPKS_CCB;FGS_431_1;222;;;;;;;;;;;;
DO;43GA037;;COM;;;TRIP INITIATOR-Flammable gas;No;ЛОЖЬ;ЛОЖЬ;;924;;;;;;;1;;;;598;ИСТИНА;56457;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;983;;;;;;;;;;;;
DI;39-ClockSrcFault1;;SYS;;;Clock source 1 fault;Yes;ЛОЖЬ;;;24;;;;;;;;;;;14;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;Output;EPKS_CCB;FGS_431_1;779;;;;;;;;;;;;
DO;43GT041_B2;;COM;;;Bit 2;No;ЛОЖЬ;ЛОЖЬ;;808;;;;;;;0;;;;616;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1001;;;;;;;;;;;;
DO;93HS056C_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;1210;;;;;;;0;;;;2171;ИСТИНА;56600;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1348;;;;;;;;;;;;
M;C802_2_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;802;;;;;;;0;;;;5082;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;1336_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;1336;;;;;;;0;;;;1128;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;1300_3;;;;;;;ЛОЖЬ;ЛОЖЬ;;1300;;;;;;;0;;;;3524;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;808_950_2;;;;;43GT041_RR;;ЛОЖЬ;ЛОЖЬ;;950;;;;;;;0;;;;2226;ЛОЖЬ;0;;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C130_7_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;130;;;;;;;0;;;;5759;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;650_654_1;;;;;43YT400_FL;;ЛОЖЬ;ЛОЖЬ;;654;;;;;;;0;;;;1227;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43HS586_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;1038;;;;;;;0;;;;2704;ИСТИНА;56660;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1565;;;;;;;;;;;;
M;C210_2_B;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;210;;;;;;;0;;;;5227;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
AI;43GT420;;FLD;;;Flammable gas leak pump P-4301508АX/SX;Yes;ИСТИНА;ЛОЖЬ;;1024;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;252;ЛОЖЬ;56181;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;39.03;9;13;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;Output;EPKS_CCB;FGS_431_1;11265;;;;;;;;;;;;
M;1236_7;;;;;;;ЛОЖЬ;ЛОЖЬ;;1236;;;;;;;0;;;;2790;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C768_3_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;768;;;;;;;0;;;;5152;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C304_3_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;304;;;;;;;0;;;;4058;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;1310_8;;;;;;;ЛОЖЬ;ЛОЖЬ;;1310;;;;;;;0;;;;3543;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;
M;C1296_1_2;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1296;;;;;;;0;;;;3685;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;466_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;466;;;;;;;0;;;;1262;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C204_2_B;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;204;;;;;;;0;;;;5243;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;762_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;762;;;;;;;0;;;;1321;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C1290_6_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1290;;;;;;;0;;;;3692;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;2465_A;;;;;In 1 (0=Alarm);;ЛОЖЬ;ЛОЖЬ;;2465;;;;;;;0;;;;962;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C784_2_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;784;;;;;;;0;;;;5115;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DO;43GA401;;COM;;;TRIP INITIATOR-Flammable gas;No;ЛОЖЬ;ЛОЖЬ;;1010;;;;;;;1;;;;623;ИСТИНА;56467;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;1008;;;;;;;;;;;;
M;636_700_2;;;;;43HS589N_RR;;ЛОЖЬ;ЛОЖЬ;;700;;;;;;;0;;;;1298;ЛОЖЬ;0;;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C1206_2_N;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1206;;;;;;;0;;;;3923;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
T;894_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;894;;;;;;;;100 ms;10;;384;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;
M;634_700_2;;;;;43HS589M_RR;;ЛОЖЬ;ЛОЖЬ;;700;;;;;;;0;;;;1413;ЛОЖЬ;0;;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;506_508_3;;;;;43YT108_BadPV_FL;;ЛОЖЬ;ЛОЖЬ;;508;;;;;;;0;;;;277;ЛОЖЬ;0;;;;;;;0=BadPV;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;
M;C682_1_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;682;;;;;;;0;;;;5216;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C760_1_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;760;;;;;;;0;;;;5185;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DI;43HS582B_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;1036;;;;;;;0;;;;6020;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;Input;EPKS_CCB;FGS_431_1;181;;;;;;;;;;;;
M;C800_1_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;800;;;;;;;0;;;;5086;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C682_1_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;682;;;;;;;0;;;;5215;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;1256_8;;;;;;;ЛОЖЬ;ЛОЖЬ;;1256;;;;;;;0;;;;2821;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C2440_2;;;;;Compiler marker (376, 120);;ЛОЖЬ;ЛОЖЬ;;2440;;;;;;;0;;;;321;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;206_354_3;;;;;43YT003_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;354;;;;;;;0;;;;232;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;
T;256_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;256;;;;;;;;100 ms;10;;1056;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C1082_1_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1082;;;;;;;0;;;;4576;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C1266_2_O;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1266;;;;;;;0;;;;3772;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C2463_5;;;;;Compiler marker (312, 168);;ЛОЖЬ;ЛОЖЬ;;2463;;;;;;;0;;;;1203;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;492_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;492;;;;;;;0;;;;116;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;1330_1336_1;;;;;93HS068C_FL;;ЛОЖЬ;ЛОЖЬ;;1336;;;;;;;0;;;;3578;ЛОЖЬ;0;;;;;;;0=cmd OPEN;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;840_958_1;;;;;43GT018_MOC_FL;;ЛОЖЬ;ЛОЖЬ;;958;;;;;;;0;;;;135;ЛОЖЬ;0;;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;892_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;892;;;;;;;0;;;;1368;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C460_7_G;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;460;;;;;;;0;;;;5574;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C1200_2_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1200;;;;;;;0;;;;4523;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
T;1236_17;;;;;;;ЛОЖЬ;ЛОЖЬ;;1236;;;;;;;;10 ms;1;;280;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON memorize with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
M;C128_7_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;128;;;;;;;0;;;;5767;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
DI;43GT019_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;842;;;;;;;0;;;;5858;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;Input;EPKS_CCB;FGS_431_1;19;;;;;;;;;;;;
DO;93XY066B;;MCC;;;Auto close 93XV066;Yes;ИСТИНА;ЛОЖЬ;;1316;;;;;;;0;;;;267;ИСТИНА;56182;None;;;;;;1=cmdCLOSE;;;;;;;Undefined;491;3428;;39.08;11;4;1;Appl;;;ИСТИНА;ЛОЖЬ;;;;;;Output;EPKS_CCB;FGS_431_1;736;;;;;;;;;;;;
T;1266_13;;;;;;;ЛОЖЬ;ЛОЖЬ;;1266;;;;;;;;10 ms;1;;304;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON memorize with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
AI;43GT040;;FLD;;;Flammable gas leak at F-4301105B;Yes;ИСТИНА;ЛОЖЬ;;930;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;184;ЛОЖЬ;56183;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;39.03;7;13;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;Output;EPKS_CCB;FGS_431_1;11201;;;;;;;;;;;;
