PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5
M;334_410_2;;;;;93GT446_RR;;ЛОЖЬ;ЛОЖЬ;;410;;;;;;;0;;;;348;ЛОЖЬ;0;;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93HS581M_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;134;;;;;;;0;;;;947;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_932_1;934;;;;;;;;
M;120_5;;;;;;;ЛОЖЬ;ЛОЖЬ;;120;;;;;;;0;;;;3096;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;324_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;324;;;;;;;0;;;;329;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93XA590;;FLD;;;Horn (pump room);Yes;ИСТИНА;ЛОЖЬ;;246;;;;;;;0;;;;138;ИСТИНА;63004;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;47.06;1;3;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_932_1;595;;;;;;;;
T;224_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;224;;;;;;;;1 s;30;;28;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;122_146_1;;;;;93XA581G_FL;;ЛОЖЬ;ЛОЖЬ;;146;;;;;;;0;;;;1186;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
T;636_2;;;;;;;ЛОЖЬ;ЛОЖЬ;;636;;;;;;;;10 ms;1;;112;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON memorize with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
R;2407_F;;;;;H ALARN LEVEL;;ЛОЖЬ;ЛОЖЬ;;2407;;Long;;;;;0;;;;28;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
AI;93HS581I;;FLD;;;manual annunciator;Yes;ИСТИНА;ЛОЖЬ;;126;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;292;ЛОЖЬ;63005;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;47.05;3;6;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;Output;EPKS_CCB;FGS_932_1;11301;;;;;;;;
M;C114_1_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;114;;;;;;;0;;;;2799;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;344_346_1;;;;;930-20_FLGD_E1;;ЛОЖЬ;ЛОЖЬ;;346;;;;;;;0;;;;395;ЛОЖЬ;0;;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C636_3_M;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;636;;;;;;;0;;;;1319;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;136_146_1;;;;;93XA581N_FL;;ЛОЖЬ;ЛОЖЬ;;146;;;;;;;0;;;;1139;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C840_2_K;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;840;;;;;;;0;;;;566;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;500_502_2;;;;;930-20-PH T.GAS ALARM;;ЛОЖЬ;ЛОЖЬ;;502;;;;;;;0;;;;1748;ЛОЖЬ;0;;;;;;;0=ACTIVATED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C512_1_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;512;;;;;;;0;;;;1396;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93HS581M_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;134;;;;;;;0;;;;946;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_932_1;933;;;;;;;;
M;C646_2_2;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;646;;;;;;;0;;;;1304;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93XA616;;FLD;;;beacon (compressor room);Yes;ИСТИНА;ЛОЖЬ;;386;;;;;;;0;;;;107;ИСТИНА;63006;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;47.04;7;4;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_932_1;580;;;;;;;;
M;C230_2_H;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;230;;;;;;;0;;;;2389;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C328_4_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;328;;;;;;;0;;;;2466;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;2440_H;;;;;0=Pre-Alarm;;ЛОЖЬ;ЛОЖЬ;;2440;;;;;;;0;;;;1222;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DI;47-OutputLoopFault;;SYS;;;Output loop fault;Yes;ЛОЖЬ;;;21;;;;;;;;;;;25;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;Output;EPKS_CCB;FGS_932_1;666;;;;;;;;
DI;93HS584B;;FLD;;;button of beacon and horn check compressor room;No;ИСТИНА;ЛОЖЬ;;520;;;;;;;;;;;81;ИСТИНА;63007;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;47.03;11;10;1;Low;;Digital switch without loop monitoring;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;Output;EPKS_CCB;FGS_932_1;458;;;;;;;;
M;646_10;;;;;;;ЛОЖЬ;ЛОЖЬ;;646;;;;;;;0;;;;3107;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C518_1_E;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;518;;;;;;;0;;;;1384;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93XA622;;FLD;;;beacon (compressor room);Yes;ИСТИНА;ЛОЖЬ;;390;;;;;;;0;;;;122;ИСТИНА;63008;None;;;;;;1=ON;;;;;;;Undefined;491;3428;;47.04;9;3;1;Appl;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_932_1;587;;;;;;;;
AI;VM 47.03/7/17;;SYS;;;;Yes;ЛОЖЬ;;;12;ИСТИНА;Float;0-5V (VM);0;5.2;;;;;;200;ЛОЖЬ;0;;None;None;None;None;;;;;;;;;-XXXXX.X;2.5;3.9;;47.03;7;17;1;Scan;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
T;352_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;352;;;;;;;;100 ms;10;;232;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;494_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;494;;;;;;;0;;;;1727;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93XV505AL_B0;;COM;;;Bit 0;No;ЛОЖЬ;ЛОЖЬ;;636;;;;;;;0;;;;1011;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_932_1;997;;;;;;;;
M;218_222_1;;;;;930-20-CH FIRE ALARM;;ЛОЖЬ;ЛОЖЬ;;222;;;;;;;0;;;;145;ЛОЖЬ;0;;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C636_3_T;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;636;;;;;;;0;;;;1327;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;646_9;;;;;;;ЛОЖЬ;ЛОЖЬ;;646;;;;;;;0;;;;3106;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C836_2_F;;;;;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;836;;;;;;;0;;;;2256;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C202_1_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;202;;;;;;;0;;;;2632;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C312_1_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;312;;;;;;;0;;;;2506;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;450_506_3;;;;;93HS571;;ЛОЖЬ;ЛОЖЬ;;506;;;;;;;0;;;;1804;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C838_1_Q;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;838;;;;;;;0;;;;581;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;FGS_932_1.93XA591A_2;;FSC;;;Fl.GD act. in 930-20-GDAP-C,F,G lamp;Yes;ЛОЖЬ;ЛОЖЬ;;359;;;;;;;0;;;;108;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;FGS_001_1;FGS_932_1;11;;;;
DO;93GT415_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;476;;;;;;;0;;;;726;ИСТИНА;63320;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_932_1;712;;;;;;;;
M;C656_1_J;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;656;;;;;;;0;;;;675;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C370_1_B;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;370;;;;;;;0;;;;1631;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93HS581J_MOC;;COM;;;MO CONFIRM;No;ЛОЖЬ;ЛОЖЬ;;128;;;;;;;0;;;;936;ИСТИНА;63359;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_932_1;923;;;;;;;;
M;164_190_3;;;;;93PT431A/B;;ЛОЖЬ;ЛОЖЬ;;190;;;;;;;0;;;;1370;ЛОЖЬ;0;;;;;;;0=TRIP no S/R;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;244_4;;;;;;;ЛОЖЬ;ЛОЖЬ;;244;;;;;;;0;;;;179;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;C180_5_C;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;180;;;;;;;0;;;;2660;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
M;374_412_2;;;;;93GT458_RR;;ЛОЖЬ;ЛОЖЬ;;412;;;;;;;0;;;;510;ЛОЖЬ;0;;;;;;;1=READY;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93HX563OP_B1;;COM;;;Bit 1;No;ЛОЖЬ;ЛОЖЬ;;838;;;;;;;0;;;;2040;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_932_1;1069;;;;;;;;
M;2465_G;;;;;Bit 1;;ЛОЖЬ;ЛОЖЬ;;2465;;;;;;;0;;;;1208;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DI;93XS508E;;COM;;;auto mode stop P-9302004AX/SX;No;ИСТИНА;ИСТИНА;;702;;;;;;;0;;;;3511;ЛОЖЬ;63425;None;;;;;;1-cmdSTOP;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;Input;EPKS_CCB;FGS_932_1;56;;;;;;;;
T;478_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;478;;;;;;;;100 ms;10;;396;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;300_346_5;;;;;93HS569;;ЛОЖЬ;ЛОЖЬ;;346;;;;;;;0;;;;396;ЛОЖЬ;0;;;;;;;1=ACK;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93XY509F;;MCC;;;Distantic start P-9302004SX;Yes;ИСТИНА;ЛОЖЬ;;712;;;;;;;0;;;;313;ИСТИНА;63434;None;;;;;;1=cmdSTART;;;;;;;Undefined;;;;47.06;7;2;1;Appl;;;ИСТИНА;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;FGS_932_1;560;;;;;;;;
DO;93XY508E_TF;;COM;;;CHANNEL OR LINE FAULT;No;ЛОЖЬ;ЛОЖЬ;;1003;;;;;;;0;;;;71;ЛОЖЬ;0;None;;;;;;0=FAULT;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;Output;EPKS_CCB;FGS_932_1;636;;;;;;;;
AI;93GT422;;FLD;;;toxic gas leakoff(Н2S)  compressor room;Yes;ИСТИНА;ЛОЖЬ;;508;ЛОЖЬ;Long;0-20mA;0;3276;;;;;;44;ЛОЖЬ;63009;;None;None;None;None;;;;0;0;;;;-XXXXX.X;0;4095;;47.03;3;12;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;Output;EPKS_CCB;FGS_932_1;11069;;;;;;;;
T;340_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;340;;;;;;;;1 s;30;;56;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DI;47-TempL_Alarm;;SYS;;;Temp low alarm;Yes;ЛОЖЬ;;;22;;;;;;;;;;;4;ЛОЖЬ;0;None;;;;;;1=NORMAL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;Output;EPKS_CCB;FGS_932_1;680;;;;;;;;
M;C840_1_N;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;840;;;;;;;0;;;;556;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93XY563B;;MCC;;;emergency stop  АП2;Yes;ИСТИНА;ЛОЖЬ;;838;;;;;;;0;;;;267;ИСТИНА;63010;None;;;;;;1=cmdSTOP;;;;;;;Undefined;491;3428;;47.07;11;4;1;Appl;;;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_932_1;640;;;;;;;;
M;620_636_4;;;;;93XV505_CL_FL;;ЛОЖЬ;ЛОЖЬ;;636;;;;;;;0;;;;38;ЛОЖЬ;0;;;;;;;0=cmd CLOSE;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
DI;93HS581G_MOR;;COM;;;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;122;;;;;;;0;;;;3501;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;Input;EPKS_CCB;FGS_932_1;46;;;;;;;;
M;242_950_1;;;;;930-20-PH FIRE ALARM;;ЛОЖЬ;ЛОЖЬ;;950;;;;;;;0;;;;2618;ЛОЖЬ;0;;;;;;;PULSE=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
DO;93XY504;;MCC;;;Automatic stoping KM-93020;Yes;ИСТИНА;ЛОЖЬ;;384;;;;;;;0;;;;251;ИСТИНА;63423;None;;;;;;1-cmdSTOP;;;;;;;Undefined;491;3428;;47.07;9;4;1;Appl;;;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;FGS_932_1;480;;;;;;;;
T;484_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;484;;;;;;;;100 ms;10;;404;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;
M;C630_5_D;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;630;;;;;;;0;;;;1344;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;
