FLD Number;Tag Name;Title;Unit;SubUnit;Protected;Drawing Number;FLD Type;Execution Environment;Author;Revision;Design Date;Parent Asset;Item Name;Point Detail Display;Group Detail Display;Associated Display
154;FGS_912_1_FLD0154;901-05 StH Heat Det. 91YT461;;;ЛОЖЬ;;Program block;FGS_912_1;;;29.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1280;FGS_912_1_FLD1280;MOV TORQUE-Sh1;;;ЛОЖЬ;;Program block;FGS_912_1;;;17.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1724;FGS_912_1_FLD1724;901-10 CH Common Alarm FD;;;ЛОЖЬ;;Program block;FGS_912_1;;;03.10.2011;;;Sysdtlsmflda;Sysdtlsmflda_fp;
830;FGS_912_1_FLD0830;OU-02 Common Alarm T.GD;;;ЛОЖЬ;;Program block;FGS_912_1;;;01.07.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1145;FGS_912_1_FLD1145;901-10 91HV104 Valve Control;;;ЛОЖЬ;;Program block;FGS_912_1;;;17.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1722;FGS_912_1_FLD1722;901-10 CH FDs voting 008/011;;;ЛОЖЬ;;Program block;FGS_912_1;;;03.10.2011;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1265;FGS_912_1_FLD1265;901-10 91HV116 Valve Control;;;ЛОЖЬ;;Program block;FGS_912_1;;;17.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
852;FGS_912_1_FLD0852;OU-04 Howlers & Beacons;;;ЛОЖЬ;;Program block;FGS_912_1;;;01.07.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
206;FGS_912_1_FLD0206;901-05 StH HDs voting Sh-12;;;ЛОЖЬ;;Program block;FGS_912_1;;;29.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1661;FGS_912_1_FLD1661;901-05 StH FDs voitng 405/406;;;ЛОЖЬ;;Program block;FGS_912_1;;;30.10.2013;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1672;FGS_912_1_FLD1672;901-05 StH FD 91YT412;;;ЛОЖЬ;;Program block;FGS_912_1;;;13.10.2011;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1520;FGS_912_1_FLD1520;901-10 PH Fan Buttons-Sh1;;;ЛОЖЬ;;Program block;FGS_912_1;;;18.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1652;FGS_912_1_FLD1652;901-05 StH FD 91YT402;;;ЛОЖЬ;;Program block;FGS_912_1;;;13.10.2011;;;Sysdtlsmflda;Sysdtlsmflda_fp;
827;FGS_912_1_FLD0827;OU-02 T.Gas detector 91GT007A;;;ЛОЖЬ;;Program block;FGS_912_1;;;05.10.2011;;;Sysdtlsmflda;Sysdtlsmflda_fp;
470;FGS_912_1_FLD0470;901-10 MCP 91HS619;;;ЛОЖЬ;;Program block;FGS_912_1;;;30.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
332;FGS_912_1_FLD0332;901-05 StH Heat Det. 91YT491;;;ЛОЖЬ;;Program block;FGS_912_1;;;30.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
13;FGS_912_1_FLD0013;DI Diag;;;ЛОЖЬ;;Program block;FGS_912_1;;;07.01.2021;;;Sysdtlsmflda;Sysdtlsmflda_fp;
256;FGS_912_1_FLD0256;901-05 StH HDs voting Sh-21;;;ЛОЖЬ;;Program block;FGS_912_1;;;30.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1604;FGS_912_1_FLD1604;IB-91-2 Common T.GAS Alarm;;;ЛОЖЬ;;Program block;FGS_912_1;;;02.10.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
950;FGS_912_1_FLD0950;901-05 StH Trip no S/R HD-Sh1;;;ЛОЖЬ;;Program block;FGS_912_1;;;11.01.2010;;;Sysdtlsmflda;Sysdtlsmflda_fp;
906;FGS_912_1_FLD0906;CH Howlers & Beacons-Sh3;;;ЛОЖЬ;;Program block;FGS_912_1;;;01.07.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
306;FGS_912_1_FLD0306;901-05 StH HDs voting Sh-30;;;ЛОЖЬ;;Program block;FGS_912_1;;;30.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1561;FGS_912_1_FLD1561;SDOL DIAG Sh1;;;ЛОЖЬ;;Program block;FGS_912_1;;;27.02.2013;;;Sysdtlsmflda;Sysdtlsmflda_fp;
484;FGS_912_1_FLD0484;901-10 MCP 91HS626;;;ЛОЖЬ;;Program block;FGS_912_1;;;30.06.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
394;FGS_912_1_FLD0394;901-05 MCP 91HS555A;;;ЛОЖЬ;;Program block;FGS_912_1;;;03.10.2011;;;Sysdtlsmflda;Sysdtlsmflda_fp;
1225;FGS_912_1_FLD1225;901-10 91HV112 Valve Control;;;ЛОЖЬ;;Program block;FGS_912_1;;;17.09.2009;;;Sysdtlsmflda;Sysdtlsmflda_fp;
