PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11;ComAllocationType12;Master12;Slave12;PLCAddress12;ComAllocationType13;Master13;Slave13;PLCAddress13;ComAllocationType14;Master14;Slave14;PLCAddress14
DI;21XZSO604;;FLD;2100;A_2000;FG TO MAIN BURNERS VENT;Yes;ИСТИНА;ЛОЖЬ;;520;;;;;;;;;;;233;ИСТИНА;10196;None;;;;;;0=OPEN;;;;;;;Undefined;491;3428;;06.04;13;2;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;1460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH041P_FU;;COM;;P-2052;CLUTCH IN BEAR - DE;No;ЛОЖЬ;ЛОЖЬ;;1351;;;;;;;0;;;;4692;ИСТИНА;10253;None;;;;;;1=FIRST;1=FIRST;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;1748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21PALL211_CA;;COM;2100;A_2000;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;248;;;;;;;0;;;;705;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;923;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C713_3_F;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;713;;;;;;;0;;;;6328;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;317_2;;;2000;H-2003;;;ЛОЖЬ;ЛОЖЬ;;317;;;;;;;;100 ms;10;;76;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;2433_1;;;;;;;ЛОЖЬ;ЛОЖЬ;;2433;;;;;;;;100 ms;5;;1280;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;22TI041K_HH;;COM;2200;A_2000;HH TRIP SETPOINT (°C);No;ЛОЖЬ;ЛОЖЬ;;716;;Float;;;;;0;;;;1448;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;10344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;538_600_3;;;2000;H-2006;20XA388 HEAT CMN SD;;ЛОЖЬ;ЛОЖЬ;;600;;;;;;;0;;;;4963;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;92_14;;;;;;;ЛОЖЬ;ЛОЖЬ;;92;;;;;;;0;;;;754;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XY112_P2002;;COM;2200;P-2002;20XY112 OP CLOSE;No;ЛОЖЬ;ЛОЖЬ;;772;;;;;;;0;;;;4094;ИСТИНА;11060;None;;;;;;0=TRIP;0=TRIP;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;652;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;606_4;;;2000;H-2001;;;ЛОЖЬ;ЛОЖЬ;;606;;;;;;;0;;;;5396;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;538_578_3;;;2000;H-2006;20XA388 HEAT CMN SD;;ЛОЖЬ;ЛОЖЬ;;578;;;;;;;0;;;;1085;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20HS281AB;;FLD;2000;H-2006;EMERGENCY STEAM TO H-2006 VALVE OP;Yes;ИСТИНА;ЛОЖЬ;;910;;;;;;;;;;;46;ИСТИНА;10274;None;;;;;;0=OPEN;;;;;;;Undefined;;;;06.03;5;7;1;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;1712;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;410_257_4;;;2000;;MO REQUEST;;ЛОЖЬ;ЛОЖЬ;;257;;;;;;;0;;;;1533;ЛОЖЬ;0;;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;330_1;;;2000;;;;ЛОЖЬ;ЛОЖЬ;;330;;;;;;;;1 s;20;;12;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH041K;;COM;2200;A_2000;HPRT RADIAL BEAR - CE;No;ЛОЖЬ;ЛОЖЬ;;716;;;;;;;0;;;;2722;ИСТИНА;11419;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;1092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20PALL368A_SO;;COM;2000;H-2006;CAUSE OVERRIDE;No;ЛОЖЬ;ЛОЖЬ;;202;;;;;;;0;;;;92;ИСТИНА;10124;None;;;;;;1=OVERRIDE;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;1633;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20XZSO107_FU;;COM;2000;A_P20_1;P-2002 SUCTION VALVE;No;ЛОЖЬ;ЛОЖЬ;;1330;;;;;;;0;;;;2414;ИСТИНА;11057;None;;;;;;1=FIRST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;6-InputFault;;SYS;;;Input Channel fault;Yes;ЛОЖЬ;;;17;;;;;;;;;;;21;ЛОЖЬ;0;None;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;476_4;;;2000;H-2001;;;ЛОЖЬ;ЛОЖЬ;;476;;;;;;;;100 ms;20;;1372;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21PI611A_TF;;COM;2100;A_2000;TRANSM. FAIL;No;ИСТИНА;ЛОЖЬ;;457;;;;;;;0;;;;3172;ИСТИНА;11285;None;;;;;;0=FAIL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;Output;CC_CCB_2;ESD_001_6;33;;;;;Output;EPKS_CCB;ESD_001_6;950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;510_514_4;;;2000;;21PAHH638B_I;;ЛОЖЬ;ЛОЖЬ;;514;;;;;;;0;;;;1382;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI041JJ2_FU;;COM;;;V-2002;No;ЛОЖЬ;ЛОЖЬ;;1333;;;;;;;0;;;;5291;ИСТИНА;10038;None;;;;;;1=FIRST;1=FIRST;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;1963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R;205_8;;;2000;H-2006;;;ЛОЖЬ;ЛОЖЬ;;205;;Float;;;;;0;;;;1228;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C702_4_D;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;702;;;;;;;0;;;;5763;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;799_1;;;2200;P-2002S;;;ЛОЖЬ;ЛОЖЬ;;799;;;;;;;;100 ms;5;;2644;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C571_1_F;;;;;Function block marker;;ЛОЖЬ;ЛОЖЬ;;571;;;;;;;0;;;;6669;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C510_1_F;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;510;;;;;;;0;;;;4013;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21PI214AB_MOC;;COM;2100;A_2000;MO CONFIRMED;No;ЛОЖЬ;ЛОЖЬ;;304;;;;;;;0;;;;2305;ИСТИНА;10198;None;;;;;;1=CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;944;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;21BI210_LL;;COM;2100;A_2000;LL TRIP SETPOINT (%);No;ЛОЖЬ;ЛОЖЬ;;263;;Float;;;;;0;;;;1072;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;10245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C729_2_F;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;729;;;;;;;0;;;;6235;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1331_22;;;;;;;ЛОЖЬ;ЛОЖЬ;;1331;;;;;;;0;;;;5308;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;476_2;;;2000;H-2001;;;ЛОЖЬ;ЛОЖЬ;;476;;;;;;;;100 ms;5;;1360;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;725_1;;;2200;P-2002;;;ЛОЖЬ;ЛОЖЬ;;725;;;;;;;0;;;;5919;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;21BI604_LL;;COM;2100;A_2000;LL TRIP SETPOINT (%);No;ЛОЖЬ;ЛОЖЬ;;465;;Float;;;;;0;;;;1256;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;10275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;21HSC604;;COM;2000;H-2001;CLOSE 21XV604;No;ЛОЖЬ;ИСТИНА;;576;;;;;;;0;;;;4460;ЛОЖЬ;0;None;;;;;;1=CLOSE;1=CLOSE;;;;;;Undefined;;;;;;;;Low;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;View only;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_6;254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;358_254_1;;;2000;;INHIBIT FLAME ON;;ЛОЖЬ;ЛОЖЬ;;254;;;;;;;0;;;;1847;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C727_4_D;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;727;;;;;;;0;;;;6253;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C706_4_D;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;706;;;;;;;0;;;;6358;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;457_2;;;2000;H-2001;;;ЛОЖЬ;ЛОЖЬ;;457;;;;;;;0;;;;2156;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;467_588_2;;;2000;;21BALL606CA;;ЛОЖЬ;ЛОЖЬ;;588;;;;;;;0;;;;2638;ЛОЖЬ;0;;;;;;;1=FLAME ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;244_2;;;2000;H-2001;;;ЛОЖЬ;ЛОЖЬ;;244;;;;;;;;100 ms;10;;1596;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;786_7;;;2200;P-2002S;;;ЛОЖЬ;ЛОЖЬ;;786;;;;;;;0;;;;6070;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C476_1_G;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;476;;;;;;;0;;;;4045;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;912_3;;;2000;H-2006;;;ЛОЖЬ;ЛОЖЬ;;912;;;;;;;0;;;;2090;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C874_5_C;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;874;;;;;;;0;;;;5640;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;22TI061B2;;FLD;2100;A_2000;PUMP THRUST BEAR - DE;Yes;ИСТИНА;ЛОЖЬ;;785;ИСТИНА;Float;4-20mA;-40;200;°C;;;;;580;ЛОЖЬ;11022;;None;None;None;None;;;;-100;-100;;;;-XXXXX.X;3.76;21;;06.06;7;10;1;Top scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;10429;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C482_4_D;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;482;;;;;;;0;;;;3406;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21XA217C1_FU;;COM;2000;A_2000;FIRST-UP H-2003;No;ЛОЖЬ;ЛОЖЬ;;1322;;;;;;;0;;;;2161;ИСТИНА;10949;None;;;;;;1=FIRST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;267_4;;;2000;H-2001;;;ЛОЖЬ;ЛОЖЬ;;267;;;;;;;;100 ms;20;;1916;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed ON with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C276_2_B;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;276;;;;;;;0;;;;3684;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;708_142_2;;;2200;;22TI041E_MO;;ЛОЖЬ;ЛОЖЬ;;142;;;;;;;0;;;;5988;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;20PI368A_MOR;;COM;2000;H-2006;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;202;;;;;;;0;;;;4239;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_6;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BO;21BI602_LL;;COM;2100;A_2000;LL TRIP SETPOINT (%);No;ЛОЖЬ;ЛОЖЬ;;463;;Float;;;;;0;;;;1248;;0;;;;;;;;;0;0;;;;-XXXXX.X;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;10273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;795_3;;;2200;P-2002S;;;ЛОЖЬ;ЛОЖЬ;;795;;;;;;;0;;;;6113;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;708_2;;;2200;P-2005;;;ЛОЖЬ;ЛОЖЬ;;708;;;;;;;;100 ms;5;;408;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;22VSHH034XY_MOR;;COM;2000;P-2002;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;735;;;;;;;0;;;;4392;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;;;;;;;;;;;;;Input;EPKS_CCB;ESD_001_6;185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TAHH041Y2_CA;;COM;2100;A_2000;GBOX LSS THRUST BEAR-NDE;No;ЛОЖЬ;ЛОЖЬ;;729;;;;;;;0;;;;5875;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;1869;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21AALL601;;COM;2000;H-2006;FLUE GAS O2 ANALYZER;No;ЛОЖЬ;ЛОЖЬ;;525;;;;;;;0;;;;4792;ИСТИНА;10464;None;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;1653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;732_1331_2;;;;;22VAHH032Y_I;;ЛОЖЬ;ЛОЖЬ;;1331;;;;;;;0;;;;5316;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C719_3_G;;;2200;2200;Function block marker;;ЛОЖЬ;ЛОЖЬ;;719;;;;;;;0;;;;6299;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;22TI061J;;FLD;2200;A_2000;"MAIN E-MOTOR ""W"" - WIND";Yes;ИСТИНА;ЛОЖЬ;;792;ИСТИНА;Float;4-20mA;-40;200;°C;;;;;784;ЛОЖЬ;10290;;None;None;None;None;;;;-100;-100;;;;-XXXXX.X;3.76;21;;06.06;13;10;1;Top scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;10209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;22TI061CC2_FU;;COM;;;V-2002;No;ЛОЖЬ;ЛОЖЬ;;1343;;;;;;;0;;;;6401;ИСТИНА;11010;None;;;;;;1=FIRST;1=FIRST;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;2040;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;20TI573A_TF;;COM;2000;A_2000;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;482;;;;;;;0;;;;3212;ЛОЖЬ;0;None;;;;;;0=FAIL;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C244_2_E;;;2000;2000;Function block marker;;ЛОЖЬ;ЛОЖЬ;;244;;;;;;;0;;;;3748;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;21PALL211_FU;;COM;2100;A_2000;FUEL GAS TO MAIN BURNERS;No;ЛОЖЬ;ЛОЖЬ;;1320;;;;;;;0;;;;1753;ИСТИНА;10696;None;;;;;;1=FIRST;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;Output;EPKS_CCB;ESD_001_6;921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
